date,pcr_tests_GILA,pcr_pos_tests_GILA,pcr_positivity_GILA,ser_tests_GILA,ser_pos_tests_GILA,ser_positivity_GILA
2021-01-03 00:00:00,1,0,0,,,
2021-01-02 00:00:00,33,6,0.1818181818181818,1.0,1.0,1
2021-01-01 00:00:00,112,26,0.2321428571428572,,,
2020-12-31 00:00:00,235,29,0.1234042553191489,2.0,0.0,0
2020-12-30 00:00:00,301,42,0.1395348837209302,1.0,0.0,0
2020-12-29 00:00:00,172,28,0.1627906976744186,8.0,1.0,0.125
2020-12-28 00:00:00,556,73,0.131294964028777,3.0,1.0,0.3333333333333333
2020-12-27 00:00:00,106,19,0.1792452830188679,4.0,0.0,0
2020-12-26 00:00:00,138,21,0.1521739130434783,,,
2020-12-25 00:00:00,27,6,0.2222222222222222,,,
2020-12-24 00:00:00,85,15,0.1764705882352941,1.0,0.0,0
2020-12-23 00:00:00,481,42,0.0873180873180873,3.0,2.0,0.6666666666666666
2020-12-22 00:00:00,211,46,0.2180094786729858,4.0,2.0,0.5
2020-12-21 00:00:00,569,53,0.0931458699472759,2.0,0.0,0
2020-12-20 00:00:00,91,16,0.1758241758241759,1.0,1.0,1
2020-12-19 00:00:00,100,23,0.23,1.0,0.0,0
2020-12-18 00:00:00,253,28,0.1106719367588933,7.0,1.0,0.1428571428571429
2020-12-17 00:00:00,572,51,0.0891608391608392,15.0,1.0,0.0666666666666667
2020-12-16 00:00:00,220,36,0.1636363636363636,4.0,1.0,0.25
2020-12-15 00:00:00,192,15,0.078125,3.0,0.0,0
2020-12-14 00:00:00,710,74,0.1042253521126761,7.0,0.0,0
2020-12-13 00:00:00,111,12,0.1081081081081081,,,
2020-12-12 00:00:00,97,14,0.1443298969072165,,,
2020-12-11 00:00:00,171,35,0.2046783625730994,3.0,0.0,0
2020-12-10 00:00:00,672,47,0.0699404761904762,4.0,1.0,0.25
2020-12-09 00:00:00,236,22,0.0932203389830509,,,
2020-12-08 00:00:00,268,32,0.1194029850746269,8.0,1.0,0.125
2020-12-07 00:00:00,547,45,0.0822669104204753,33.0,5.0,0.1515151515151515
2020-12-06 00:00:00,96,13,0.1354166666666667,,,
2020-12-05 00:00:00,76,10,0.1315789473684211,,,
2020-12-04 00:00:00,309,55,0.1779935275080906,4.0,1.0,0.25
2020-12-03 00:00:00,446,28,0.062780269058296,15.0,1.0,0.0666666666666667
2020-12-02 00:00:00,214,22,0.102803738317757,13.0,0.0,0
2020-12-01 00:00:00,209,39,0.1866028708133971,16.0,0.0,0
2020-11-30 00:00:00,637,37,0.0580847723704867,18.0,0.0,0
2020-11-29 00:00:00,129,20,0.1550387596899225,3.0,0.0,0
2020-11-28 00:00:00,96,19,0.1979166666666667,7.0,1.0,0.1428571428571429
2020-11-27 00:00:00,139,29,0.2086330935251799,9.0,1.0,0.1111111111111111
2020-11-26 00:00:00,40,3,0.075,1.0,0.0,0
2020-11-25 00:00:00,402,34,0.0845771144278607,15.0,1.0,0.0666666666666667
2020-11-24 00:00:00,224,25,0.1116071428571429,15.0,1.0,0.0666666666666667
2020-11-23 00:00:00,605,18,0.0297520661157025,12.0,1.0,0.0833333333333333
2020-11-22 00:00:00,108,15,0.1388888888888889,3.0,0.0,0
2020-11-21 00:00:00,86,8,0.0930232558139535,3.0,0.0,0
2020-11-20 00:00:00,665,27,0.0406015037593985,15.0,0.0,0
2020-11-19 00:00:00,523,15,0.0286806883365201,10.0,2.0,0.2
2020-11-18 00:00:00,320,32,0.1,16.0,2.0,0.125
2020-11-17 00:00:00,272,21,0.0772058823529412,10.0,1.0,0.1
2020-11-16 00:00:00,587,27,0.0459965928449745,5.0,0.0,0
2020-11-15 00:00:00,81,7,0.0864197530864198,7.0,2.0,0.2857142857142857
2020-11-14 00:00:00,118,10,0.0847457627118644,5.0,0.0,0
2020-11-13 00:00:00,240,18,0.075,15.0,0.0,0
2020-11-12 00:00:00,352,14,0.0397727272727273,10.0,0.0,0
2020-11-11 00:00:00,141,31,0.2198581560283688,42.0,0.0,0
2020-11-10 00:00:00,191,31,0.162303664921466,53.0,1.0,0.0188679245283019
2020-11-09 00:00:00,520,30,0.0576923076923077,10.0,0.0,0
2020-11-08 00:00:00,129,9,0.0697674418604651,10.0,0.0,0
2020-11-07 00:00:00,97,19,0.1958762886597938,7.0,0.0,0
2020-11-06 00:00:00,161,25,0.1552795031055901,16.0,1.0,0.0625
2020-11-05 00:00:00,571,49,0.0858143607705779,31.0,3.0,0.0967741935483871
2020-11-04 00:00:00,200,20,0.1,5.0,1.0,0.2
2020-11-03 00:00:00,237,30,0.1265822784810127,14.0,3.0,0.2142857142857143
2020-11-02 00:00:00,461,41,0.0889370932754881,13.0,1.0,0.0769230769230769
2020-11-01 00:00:00,75,14,0.1866666666666667,2.0,0.0,0
2020-10-31 00:00:00,62,21,0.3387096774193548,3.0,0.0,0
2020-10-30 00:00:00,123,5,0.040650406504065,17.0,0.0,0
2020-10-29 00:00:00,304,15,0.0493421052631579,16.0,0.0,0
2020-10-28 00:00:00,131,14,0.1068702290076336,10.0,0.0,0
2020-10-27 00:00:00,150,14,0.0933333333333333,13.0,1.0,0.0769230769230769
2020-10-26 00:00:00,415,28,0.0674698795180723,141.0,6.0,0.0425531914893617
2020-10-25 00:00:00,92,11,0.1195652173913044,5.0,0.0,0
2020-10-24 00:00:00,72,12,0.1666666666666667,4.0,1.0,0.25
2020-10-23 00:00:00,155,17,0.1096774193548387,13.0,0.0,0
2020-10-22 00:00:00,270,28,0.1037037037037037,15.0,2.0,0.1333333333333333
2020-10-21 00:00:00,165,24,0.1454545454545455,7.0,1.0,0.1428571428571429
2020-10-20 00:00:00,199,23,0.1155778894472362,16.0,1.0,0.0625
2020-10-19 00:00:00,331,25,0.0755287009063444,28.0,1.0,0.0357142857142857
2020-10-18 00:00:00,137,26,0.1897810218978102,6.0,0.0,0
2020-10-17 00:00:00,90,8,0.0888888888888889,8.0,0.0,0
2020-10-16 00:00:00,207,25,0.1207729468599034,20.0,0.0,0
2020-10-15 00:00:00,248,11,0.0443548387096774,14.0,1.0,0.0714285714285714
2020-10-14 00:00:00,241,40,0.1659751037344398,8.0,0.0,0
2020-10-13 00:00:00,324,48,0.1481481481481482,14.0,2.0,0.1428571428571429
2020-10-12 00:00:00,277,30,0.1083032490974729,24.0,2.0,0.0833333333333333
2020-10-11 00:00:00,66,10,0.1515151515151515,5.0,1.0,0.2
2020-10-10 00:00:00,78,12,0.1538461538461539,7.0,0.0,0
2020-10-09 00:00:00,181,24,0.1325966850828729,18.0,0.0,0
2020-10-08 00:00:00,263,25,0.0950570342205323,9.0,0.0,0
2020-10-07 00:00:00,153,20,0.130718954248366,5.0,0.0,0
2020-10-06 00:00:00,233,7,0.0300429184549356,19.0,0.0,0
2020-10-05 00:00:00,254,20,0.078740157480315,23.0,0.0,0
2020-10-04 00:00:00,70,3,0.0428571428571429,5.0,0.0,0
2020-10-03 00:00:00,73,3,0.0410958904109589,5.0,2.0,0.4
2020-10-02 00:00:00,191,16,0.0837696335078534,26.0,2.0,0.0769230769230769
2020-10-01 00:00:00,156,12,0.0769230769230769,19.0,1.0,0.0526315789473684
2020-09-30 00:00:00,181,32,0.1767955801104972,4.0,2.0,0.5
2020-09-29 00:00:00,359,61,0.16991643454039,19.0,1.0,0.0526315789473684
2020-09-28 00:00:00,170,19,0.111764705882353,20.0,0.0,0
2020-09-27 00:00:00,70,15,0.2142857142857143,4.0,0.0,0
2020-09-26 00:00:00,77,17,0.2207792207792208,19.0,0.0,0
2020-09-25 00:00:00,108,10,0.0925925925925926,16.0,0.0,0
2020-09-24 00:00:00,138,3,0.0217391304347826,17.0,3.0,0.1764705882352941
2020-09-23 00:00:00,105,3,0.0285714285714286,4.0,0.0,0
2020-09-22 00:00:00,255,15,0.0588235294117647,15.0,1.0,0.0666666666666667
2020-09-21 00:00:00,168,12,0.0714285714285714,17.0,3.0,0.1764705882352941
2020-09-20 00:00:00,75,7,0.0933333333333333,3.0,0.0,0
2020-09-19 00:00:00,66,12,0.1818181818181818,3.0,0.0,0
2020-09-18 00:00:00,101,5,0.0495049504950495,15.0,0.0,0
2020-09-17 00:00:00,162,8,0.0493827160493827,16.0,0.0,0
2020-09-16 00:00:00,132,10,0.0757575757575758,6.0,2.0,0.3333333333333333
2020-09-15 00:00:00,146,11,0.0753424657534247,20.0,0.0,0
2020-09-14 00:00:00,140,7,0.05,28.0,6.0,0.2142857142857143
2020-09-13 00:00:00,35,1,0.0285714285714286,4.0,1.0,0.25
2020-09-12 00:00:00,57,3,0.0526315789473684,7.0,0.0,0
2020-09-11 00:00:00,58,2,0.0344827586206897,18.0,2.0,0.1111111111111111
2020-09-10 00:00:00,97,8,0.0824742268041237,7.0,1.0,0.1428571428571429
2020-09-09 00:00:00,99,9,0.0909090909090909,14.0,0.0,0
2020-09-08 00:00:00,105,7,0.0666666666666667,25.0,1.0,0.04
