date,pcr_tests_PINAL,pcr_pos_tests_PINAL,pcr_positivity_PINAL,ser_tests_PINAL,ser_pos_tests_PINAL,ser_positivity_PINAL
2021-04-27 00:00:00,5,0,0,,,
2021-04-26 00:00:00,286,20,0.0699300699300699,18.0,6.0,0.3333333333333333
2021-04-25 00:00:00,243,19,0.0781893004115226,4.0,2.0,0.5
2021-04-24 00:00:00,325,26,0.08,27.0,18.0,0.6666666666666666
2021-04-23 00:00:00,529,32,0.0604914933837429,27.0,16.0,0.5925925925925926
2021-04-22 00:00:00,495,37,0.0747474747474747,47.0,28.0,0.5957446808510638
2021-04-21 00:00:00,518,38,0.0733590733590734,48.0,22.0,0.4583333333333334
2021-04-20 00:00:00,703,40,0.0568990042674253,24.0,13.0,0.5416666666666666
2021-04-19 00:00:00,657,45,0.0684931506849315,30.0,16.0,0.5333333333333334
2021-04-18 00:00:00,432,25,0.0578703703703704,5.0,3.0,0.6
2021-04-17 00:00:00,315,20,0.0634920634920635,8.0,7.0,0.875
2021-04-16 00:00:00,527,33,0.062618595825427,25.0,14.0,0.5600000000000002
2021-04-15 00:00:00,564,31,0.0549645390070922,31.0,14.0,0.4516129032258064
2021-04-14 00:00:00,695,47,0.0676258992805755,67.0,41.0,0.6119402985074628
2021-04-13 00:00:00,647,31,0.0479134466769706,69.0,35.0,0.5072463768115942
2021-04-12 00:00:00,690,26,0.0376811594202899,43.0,24.0,0.558139534883721
2021-04-11 00:00:00,311,23,0.0739549839228296,6.0,4.0,0.6666666666666666
2021-04-10 00:00:00,352,29,0.0823863636363636,4.0,1.0,0.25
2021-04-09 00:00:00,487,29,0.0595482546201232,23.0,13.0,0.5652173913043478
2021-04-08 00:00:00,585,35,0.0598290598290598,56.0,31.0,0.5535714285714286
2021-04-07 00:00:00,560,37,0.0660714285714286,39.0,22.0,0.5641025641025642
2021-04-06 00:00:00,691,30,0.0434153400868307,27.0,13.0,0.4814814814814816
2021-04-05 00:00:00,749,35,0.0467289719626168,37.0,15.0,0.4054054054054055
2021-04-04 00:00:00,265,12,0.0452830188679245,7.0,4.0,0.5714285714285714
2021-04-03 00:00:00,380,23,0.0605263157894737,10.0,2.0,0.2
2021-04-02 00:00:00,513,35,0.0682261208576998,33.0,20.0,0.6060606060606062
2021-04-01 00:00:00,535,19,0.0355140186915888,78.0,40.0,0.5128205128205128
2021-03-31 00:00:00,640,31,0.0484375,36.0,9.0,0.25
2021-03-30 00:00:00,713,34,0.0476858345021038,56.0,32.0,0.5714285714285714
2021-03-29 00:00:00,596,24,0.0402684563758389,37.0,20.0,0.5405405405405406
2021-03-28 00:00:00,352,14,0.0397727272727273,8.0,5.0,0.625
2021-03-27 00:00:00,397,17,0.0428211586901763,48.0,27.0,0.5625
2021-03-26 00:00:00,652,46,0.0705521472392638,27.0,10.0,0.3703703703703704
2021-03-25 00:00:00,581,32,0.0550774526678141,39.0,21.0,0.5384615384615384
2021-03-24 00:00:00,640,34,0.053125,44.0,20.0,0.4545454545454546
2021-03-23 00:00:00,650,27,0.0415384615384615,59.0,31.0,0.5254237288135594
2021-03-22 00:00:00,706,35,0.0495750708215297,55.0,22.0,0.4
2021-03-21 00:00:00,348,16,0.0459770114942529,4.0,1.0,0.25
2021-03-20 00:00:00,397,29,0.0730478589420655,19.0,6.0,0.3157894736842105
2021-03-19 00:00:00,507,26,0.0512820512820513,77.0,28.0,0.3636363636363637
2021-03-18 00:00:00,492,33,0.0670731707317073,43.0,21.0,0.4883720930232558
2021-03-17 00:00:00,556,28,0.0503597122302158,56.0,27.0,0.4821428571428572
2021-03-16 00:00:00,541,39,0.0720887245841035,43.0,28.0,0.6511627906976746
2021-03-15 00:00:00,828,38,0.0458937198067633,42.0,21.0,0.5
2021-03-14 00:00:00,367,16,0.0435967302452316,3.0,1.0,0.3333333333333333
2021-03-13 00:00:00,349,14,0.0401146131805158,22.0,6.0,0.2727272727272727
2021-03-12 00:00:00,638,26,0.0407523510971787,53.0,16.0,0.3018867924528302
2021-03-11 00:00:00,957,49,0.0512016718913271,50.0,22.0,0.44
2021-03-10 00:00:00,1065,39,0.0366197183098592,37.0,14.0,0.3783783783783784
2021-03-09 00:00:00,1290,44,0.0341085271317829,39.0,18.0,0.4615384615384616
