date,Coconino_cume,Coconino
2020-12-02 00:00:00,1,
2020-12-04 00:00:00,2,1
2020-12-10 00:00:00,3,1
2020-12-15 00:00:00,5,2
2020-12-16 00:00:00,144,139
2020-12-17 00:00:00,269,125
2020-12-18 00:00:00,479,210
2020-12-19 00:00:00,527,48
2020-12-20 00:00:00,528,1
2020-12-21 00:00:00,529,1
2020-12-22 00:00:00,566,37
2020-12-23 00:00:00,896,330
2020-12-24 00:00:00,1283,387
2020-12-25 00:00:00,1405,122
2020-12-26 00:00:00,1503,98
2020-12-27 00:00:00,1594,91
2020-12-28 00:00:00,1808,214
2020-12-29 00:00:00,2158,350
2020-12-30 00:00:00,2558,400
2020-12-31 00:00:00,2766,208
2021-01-01 00:00:00,2864,98
2021-01-02 00:00:00,2927,63
2021-01-03 00:00:00,2932,5
2021-01-04 00:00:00,3275,343
2021-01-05 00:00:00,3626,351
2021-01-06 00:00:00,4109,483
2021-01-07 00:00:00,4679,570
2021-01-08 00:00:00,5305,626
2021-01-09 00:00:00,5384,79
2021-01-10 00:00:00,5388,4
2021-01-11 00:00:00,5709,321
2021-01-12 00:00:00,6268,559
2021-01-13 00:00:00,6747,479
2021-01-14 00:00:00,7362,615
2021-01-15 00:00:00,8533,1171
2021-01-16 00:00:00,8636,103
2021-01-17 00:00:00,8637,1
2021-01-18 00:00:00,8812,175
2021-01-19 00:00:00,9214,402
2021-01-20 00:00:00,10720,1506
2021-01-21 00:00:00,11559,839
2021-01-22 00:00:00,12456,897
2021-01-23 00:00:00,12852,396
2021-01-24 00:00:00,12865,13
2021-01-25 00:00:00,13413,548
2021-01-26 00:00:00,13912,499
2021-01-27 00:00:00,15207,1295
2021-01-28 00:00:00,16409,1202
2021-01-29 00:00:00,17304,895
2021-01-30 00:00:00,17635,331
2021-01-31 00:00:00,17661,26
2021-02-01 00:00:00,18490,829
2021-02-02 00:00:00,19321,831
2021-02-03 00:00:00,20932,1611
2021-02-04 00:00:00,22926,1994
2021-02-05 00:00:00,25145,2219
2021-02-06 00:00:00,26579,1434
2021-02-07 00:00:00,26614,35
2021-02-08 00:00:00,27494,880
2021-02-09 00:00:00,28402,908
2021-02-10 00:00:00,30848,2446
2021-02-11 00:00:00,32362,1514
2021-02-12 00:00:00,35096,2734
2021-02-13 00:00:00,36596,1500
2021-02-14 00:00:00,36622,26
2021-02-15 00:00:00,37818,1196
2021-02-16 00:00:00,39437,1619
2021-02-17 00:00:00,42225,2788
2021-02-18 00:00:00,43319,1094
2021-02-19 00:00:00,44655,1336
2021-02-20 00:00:00,45689,1034
2021-02-21 00:00:00,45697,8
2021-02-22 00:00:00,46079,382
2021-02-23 00:00:00,46601,522
2021-02-24 00:00:00,48552,1951
2021-02-25 00:00:00,50205,1653
2021-02-26 00:00:00,51880,1675
2021-02-27 00:00:00,53527,1647
2021-02-28 00:00:00,53613,86
2021-03-01 00:00:00,55178,1565
2021-03-02 00:00:00,56916,1738
2021-03-03 00:00:00,58630,1714
2021-03-04 00:00:00,60767,2137
2021-03-05 00:00:00,62513,1746
2021-03-06 00:00:00,63216,703
2021-03-07 00:00:00,63306,90
2021-03-08 00:00:00,64265,959
2021-03-09 00:00:00,65147,882
2021-03-10 00:00:00,67854,2707
2021-03-11 00:00:00,69678,1824
2021-03-12 00:00:00,72237,2559
2021-03-13 00:00:00,73371,1134
2021-03-14 00:00:00,73429,58
2021-03-15 00:00:00,74747,1318
2021-03-16 00:00:00,76648,1901
2021-03-17 00:00:00,78408,1760
2021-03-18 00:00:00,79868,1460
2021-03-19 00:00:00,81455,1587
2021-03-20 00:00:00,82404,949
2021-03-21 00:00:00,82461,57
2021-03-22 00:00:00,83121,660
2021-03-23 00:00:00,84795,1674
2021-03-24 00:00:00,86400,1605
2021-03-25 00:00:00,88219,1819
2021-03-26 00:00:00,90289,2070
2021-03-27 00:00:00,90739,450
2021-03-28 00:00:00,90873,134
2021-03-29 00:00:00,92524,1651
2021-03-30 00:00:00,94219,1695
2021-03-31 00:00:00,95827,1608
2021-04-01 00:00:00,97088,1261
2021-04-02 00:00:00,98444,1356
2021-04-03 00:00:00,98594,150
