date,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,931,868,651,486,240,5
1/10/2021,1271,1209,940,719,517,8
1/11/2021,1331,1297,1005,756,860,8
1/12/2021,1392,1367,1080,810,1184,9
1/13/2021,1477,1441,1155,873,1520,9
1/14/2021,1497,1460,1183,897,1608,9
1/15/2021,1526,1474,1204,926,1698,9
1/16/2021,1530,1475,1208,927,1703,9
1/17/2021,1532,1478,1209,928,1707,9
1/18/2021,1540,1485,1218,932,1725,9
1/19/2021,1583,1511,1249,961,1839,14
1/2/2021,933,869,651,488,241,5
1/20/2021,1597,1519,1258,973,1870,15
1/21/2021,1717,1706,1435,1073,2391,18
1/22/2021,1826,1801,1520,1153,3058,18
1/23/2021,1855,1840,1545,1184,3094,19
1/24/2021,1856,1842,1548,1187,3105,19
1/25/2021,1889,1916,1611,1238,3262,19
1/26/2021,2018,2058,1751,1375,3419,27
1/27/2021,2157,2212,1869,1472,3627,27
1/28/2021,2311,2362,2055,1690,4330,28
1/29/2021,2467,2491,2222,1832,5418,30
1/3/2021,935,869,651,488,241,5
1/30/2021,2505,2523,2260,1905,6279,30
1/31/2021,2506,2524,2260,1906,6296,30
1/4/2021,989,925,692,519,280,5
1/5/2021,1075,1021,758,565,315,5
1/6/2021,1188,1134,854,633,385,8
1/7/2021,1231,1176,911,672,416,8
1/8/2021,1264,1205,936,713,506,8
1/9/2021,1266,1206,940,717,511,8
10/1/2021,30685,17856,17844,19788,32077,15665
10/10/2021,31096,18032,17953,19858,32157,15859
10/11/2021,31144,18063,17971,19878,32166,15890
10/12/2021,31174,18087,17980,19883,32171,15917
10/13/2021,31209,18105,17992,19890,32177,15938
10/14/2021,31278,18127,18021,19907,32189,15967
10/15/2021,31341,18150,18040,19923,32198,15989
10/16/2021,31368,18162,18050,19935,32202,16002
10/17/2021,31382,18169,18054,19937,32202,16010
10/18/2021,31432,18204,18072,19952,32214,16058
10/19/2021,31467,18222,18084,19974,32229,16086
10/2/2021,30706,17864,17855,19794,32082,15689
10/20/2021,31494,18234,18096,19987,32237,16110
10/21/2021,31543,18259,18116,20004,32254,16122
10/22/2021,31639,18304,18140,20022,32284,16162
10/23/2021,31694,18325,18149,20037,32301,16177
10/24/2021,31710,18342,18161,20045,32308,16183
10/25/2021,31775,18371,18179,20058,32349,16212
10/26/2021,31829,18407,18192,20086,32392,16226
10/27/2021,31870,18432,18226,20102,32437,16245
10/28/2021,31927,18469,18253,20134,32477,16271
10/29/2021,32024,18502,18269,20156,32514,16290
10/3/2021,30713,17867,17860,19795,32084,15697
10/30/2021,32078,18518,18276,20162,32523,16304
10/31/2021,32087,18521,18281,20165,32526,16307
10/4/2021,30754,17886,17879,19804,32093,15720
10/5/2021,30904,17923,17897,19817,32108,15751
10/6/2021,30957,17961,17912,19827,32122,15787
10/7/2021,30998,17971,17926,19836,32128,15815
10/8/2021,31045,18003,17938,19846,32142,15839
10/9/2021,31081,18022,17944,19851,32151,15852
11/1/2021,32151,18549,18301,20186,32571,16376
11/10/2021,32610,18786,18491,20415,32922,19273
11/11/2021,32654,18804,18507,20435,32942,19435
11/12/2021,32722,18835,18530,20463,32988,19714
11/13/2021,32777,18864,18543,20478,32995,20293
11/14/2021,32799,18887,18555,20493,33004,20347
11/15/2021,32894,18941,18589,20517,33065,20702
11/16/2021,32945,18977,18620,20554,33125,20875
11/17/2021,33013,19021,18646,20589,33198,21128
11/18/2021,33120,19074,18690,20625,33260,21368
11/19/2021,33226,19132,18732,20657,33304,21579
11/2/2021,32206,18580,18323,20200,32623,16409
11/20/2021,33262,19146,18749,20674,33317,21664
11/21/2021,33285,19151,18761,20681,33325,21722
11/22/2021,33348,19180,18787,20711,33371,21920
11/23/2021,33545,19225,18826,20748,33433,22221
11/24/2021,33639,19258,18855,20786,33487,22466
11/25/2021,33640,19258,18855,20786,33487,22467
11/26/2021,33672,19276,18873,20808,33516,22571
11/27/2021,33693,19294,18895,20828,33537,22639
11/28/2021,33706,19309,18909,20844,33552,22659
11/29/2021,33760,19343,18936,20877,33626,22834
11/3/2021,32268,18602,18340,20223,32662,16535
11/30/2021,33825,19381,18984,20934,33712,23020
11/4/2021,32343,18633,18365,20257,32714,16654
11/5/2021,32387,18656,18391,20286,32742,16907
11/6/2021,32417,18671,18404,20304,32754,17034
11/7/2021,32437,18676,18413,20316,32765,17106
11/8/2021,32499,18716,18440,20361,32832,17343
11/9/2021,32554,18759,18460,20394,32879,17573
12/1/2020,1,1,2,,3,
12/1/2021,33889,19411,19006,20964,33794,23190
12/10/2020,1,2,4,,4,
12/11/2020,1,2,4,,4,
12/12/2020,1,2,6,,4,
12/13/2020,1,2,6,,4,
12/14/2020,1,2,6,,4,
12/15/2020,1,2,6,,4,
12/16/2020,3,3,7,1,5,
12/17/2020,9,8,9,9,9,
12/18/2020,9,8,10,9,9,
12/19/2020,9,8,11,9,11,
12/2/2020,1,1,2,,3,
12/2/2021,33951,19445,19030,21003,33905,23402
12/20/2020,9,10,11,10,11,
12/21/2020,73,48,48,28,26,
12/22/2020,249,246,174,138,61,
12/23/2020,435,457,337,257,104,3
12/24/2020,496,511,394,298,111,3
12/25/2020,496,511,394,298,111,3
12/26/2020,520,546,409,317,117,3
12/27/2020,520,546,409,317,118,3
12/28/2020,663,657,490,366,145,4
12/29/2020,759,749,547,414,178,5
12/3/2020,1,1,3,,3,
12/3/2021,34009,19482,19063,21040,34004,23524
12/30/2020,893,850,630,467,213,5
12/31/2020,925,865,644,482,221,5
12/4/2020,1,1,4,,3,
12/4/2021,34033,19499,19079,21058,34032,23642
12/5/2020,1,1,4,,3,
12/5/2021,34043,19507,19085,21068,34055,23668
12/6/2020,1,1,4,,3,
12/6/2021,34077,19531,19108,21105,34161,23783
12/7/2020,1,1,4,,3,
12/7/2021,34126,19551,19134,21153,34294,23869
12/8/2020,1,1,4,,4,
12/8/2021,34147,19569,19150,21177,34333,23971
12/9/2020,1,1,4,,4,
2/1/2021,2551,2550,2281,1931,6901,30
2/10/2021,2884,2855,2659,2377,10023,45
2/11/2021,3013,2972,2785,2535,11040,52
2/12/2021,3066,3025,2843,2591,12125,53
2/13/2021,3093,3048,2858,2627,12774,55
2/14/2021,3098,3052,2858,2628,12780,55
2/15/2021,3104,3056,2862,2635,12818,55
2/16/2021,3129,3060,2871,2639,12864,57
2/17/2021,3165,3097,2922,2699,12918,58
2/18/2021,3192,3121,2938,2717,13049,58
2/19/2021,3258,3194,3022,2811,13199,60
2/2/2021,2583,2585,2316,1987,7599,34
2/20/2021,3297,3217,3046,2846,13250,63
2/21/2021,3298,3218,3049,2846,13261,63
2/22/2021,3301,3221,3050,2848,13270,63
2/23/2021,3339,3276,3087,2901,13449,67
2/24/2021,3358,3310,3112,2943,14451,69
2/25/2021,3427,3368,3180,3019,15450,71
2/26/2021,3487,3425,3221,3120,16455,73
2/27/2021,3516,3450,3237,3155,16821,76
2/28/2021,3536,3475,3274,3187,16942,76
2/3/2021,2705,2719,2484,2155,8302,37
2/4/2021,2754,2760,2542,2217,8628,40
2/5/2021,2791,2790,2574,2248,8759,42
2/6/2021,2800,2793,2575,2253,8783,43
2/7/2021,2801,2794,2576,2254,8801,43
2/8/2021,2820,2818,2594,2284,8904,43
2/9/2021,2841,2837,2629,2324,8946,43
3/1/2021,3564,3501,3294,3220,17099,77
