date,La Paz_cume,La Paz
2020-12-21 00:00:00,30,
2020-12-22 00:00:00,70,40
2020-12-23 00:00:00,88,18
2020-12-30 00:00:00,110,22
2021-01-06 00:00:00,150,40
2021-01-07 00:00:00,210,60
2021-01-11 00:00:00,211,1
2021-01-13 00:00:00,397,186
2021-01-14 00:00:00,398,1
2021-01-19 00:00:00,441,43
2021-01-20 00:00:00,550,109
2021-01-25 00:00:00,572,22
2021-01-26 00:00:00,595,23
2021-01-27 00:00:00,1133,538
2021-01-28 00:00:00,1783,650
2021-01-29 00:00:00,1805,22
2021-01-30 00:00:00,1806,1
2021-02-01 00:00:00,1831,25
2021-02-02 00:00:00,1864,33
2021-02-03 00:00:00,2563,699
2021-02-04 00:00:00,2736,173
2021-02-05 00:00:00,2789,53
2021-02-06 00:00:00,2790,1
2021-02-08 00:00:00,2833,43
2021-02-09 00:00:00,2870,37
2021-02-10 00:00:00,3447,577
2021-02-11 00:00:00,3652,205
2021-02-12 00:00:00,3653,1
2021-02-16 00:00:00,3654,1
2021-02-17 00:00:00,3747,93
2021-02-18 00:00:00,4266,519
2021-02-19 00:00:00,4267,1
2021-02-22 00:00:00,4300,33
2021-02-23 00:00:00,4324,24
2021-02-24 00:00:00,4657,333
2021-02-25 00:00:00,5310,653
2021-02-26 00:00:00,5332,22
2021-03-01 00:00:00,5403,71
2021-03-02 00:00:00,5477,74
2021-03-03 00:00:00,6229,752
2021-03-04 00:00:00,6943,714
2021-03-05 00:00:00,6999,56
2021-03-06 00:00:00,7021,22
2021-03-08 00:00:00,7079,58
2021-03-09 00:00:00,7172,93
2021-03-10 00:00:00,7840,668
2021-03-11 00:00:00,8460,620
2021-03-12 00:00:00,8516,56
2021-03-13 00:00:00,8525,9
2021-03-15 00:00:00,8570,45
2021-03-16 00:00:00,8627,57
2021-03-17 00:00:00,9095,468
2021-03-18 00:00:00,9675,580
2021-03-19 00:00:00,9723,48
2021-03-22 00:00:00,9771,48
2021-03-23 00:00:00,9832,61
2021-03-24 00:00:00,10183,351
2021-03-25 00:00:00,10674,491
2021-03-26 00:00:00,10675,1
2021-03-29 00:00:00,10732,57
2021-03-30 00:00:00,10974,242
2021-03-31 00:00:00,11491,517
2021-04-01 00:00:00,11548,57
2021-04-02 00:00:00,11571,23
2021-04-03 00:00:00,11581,10
2021-04-05 00:00:00,11626,45
2021-04-06 00:00:00,11721,95
2021-04-07 00:00:00,11990,269
2021-04-08 00:00:00,12328,338
2021-04-09 00:00:00,12410,82
