date,cases,cases_APACHE,cases_YUMA,cases_YAVAPAI,cases_SANTA_CRUZ,cases_PINAL,cases_PIMA,cases_NAVAJO,cases_MOHAVE,cases_MARICOPA,cases_LA_PAZ,cases_GREENLEE,cases_GRAHAM,cases_GILA,cases_COCONINO,cases_COCHISE
2020-08-29 00:00:00,1,,,,,,,,,1.0,,,,,,
2020-08-28 00:00:00,112,,5.0,,,1.0,11.0,,,88.0,,,3.0,2.0,2.0,
2020-08-27 00:00:00,410,,20.0,9.0,3.0,13.0,56.0,6.0,8.0,290.0,,,2.0,1.0,2.0,
2020-08-26 00:00:00,488,2.0,41.0,6.0,3.0,16.0,70.0,6.0,10.0,305.0,1.0,,7.0,3.0,14.0,4.0
2020-08-25 00:00:00,453,,18.0,10.0,5.0,33.0,75.0,10.0,18.0,269.0,1.0,,1.0,5.0,4.0,4.0
2020-08-24 00:00:00,716,5.0,48.0,16.0,2.0,195.0,72.0,18.0,14.0,324.0,,,4.0,4.0,11.0,3.0
2020-08-23 00:00:00,226,,8.0,2.0,1.0,10.0,36.0,6.0,9.0,136.0,,,3.0,9.0,4.0,2.0
2020-08-22 00:00:00,317,1.0,4.0,5.0,1.0,10.0,26.0,1.0,9.0,245.0,,,5.0,4.0,4.0,2.0
2020-08-21 00:00:00,457,6.0,26.0,9.0,7.0,27.0,54.0,29.0,21.0,240.0,,,14.0,10.0,11.0,3.0
2020-08-20 00:00:00,496,9.0,19.0,8.0,3.0,26.0,77.0,6.0,23.0,292.0,,1.0,13.0,9.0,7.0,3.0
2020-08-19 00:00:00,553,3.0,18.0,15.0,2.0,45.0,111.0,5.0,12.0,294.0,,,13.0,7.0,18.0,10.0
2020-08-18 00:00:00,554,15.0,43.0,16.0,7.0,31.0,88.0,5.0,17.0,290.0,1.0,,12.0,12.0,10.0,7.0
2020-08-17 00:00:00,603,4.0,54.0,19.0,3.0,37.0,83.0,11.0,30.0,313.0,,,7.0,16.0,19.0,7.0
2020-08-16 00:00:00,245,5.0,5.0,1.0,,17.0,31.0,1.0,4.0,165.0,1.0,,4.0,7.0,4.0,
