date,Maricopa_cume,Maricopa
2020-12-01 00:00:00,40,
2020-12-02 00:00:00,47,7
2020-12-03 00:00:00,52,5
2020-12-04 00:00:00,53,1
2020-12-07 00:00:00,54,1
2020-12-08 00:00:00,56,2
2020-12-09 00:00:00,60,4
2020-12-10 00:00:00,66,6
2020-12-11 00:00:00,70,4
2020-12-12 00:00:00,72,2
2020-12-14 00:00:00,75,3
2020-12-15 00:00:00,85,10
2020-12-16 00:00:00,116,31
2020-12-17 00:00:00,1362,1246
2020-12-18 00:00:00,3013,1651
2020-12-19 00:00:00,4696,1683
2020-12-20 00:00:00,5662,966
2020-12-21 00:00:00,8913,3251
2020-12-22 00:00:00,13161,4248
2020-12-23 00:00:00,17976,4815
2020-12-24 00:00:00,19537,1561
2020-12-25 00:00:00,19538,1
2020-12-26 00:00:00,24652,5114
2020-12-27 00:00:00,26967,2315
2020-12-28 00:00:00,32244,5277
2020-12-29 00:00:00,40196,7952
2020-12-30 00:00:00,49003,8807
2020-12-31 00:00:00,52773,3770
2021-01-01 00:00:00,53165,392
2021-01-02 00:00:00,59356,6191
2021-01-03 00:00:00,62045,2689
2021-01-04 00:00:00,66657,4612
2021-01-05 00:00:00,71003,4346
2021-01-06 00:00:00,75987,4984
2021-01-07 00:00:00,81247,5260
2021-01-08 00:00:00,85798,4551
2021-01-09 00:00:00,90434,4636
2021-01-10 00:00:00,93144,2710
2021-01-11 00:00:00,102107,8963
2021-01-12 00:00:00,112834,10727
2021-01-13 00:00:00,124351,11517
2021-01-14 00:00:00,135767,11416
2021-01-15 00:00:00,145543,9776
2021-01-16 00:00:00,151911,6368
2021-01-17 00:00:00,154628,2717
2021-01-18 00:00:00,161418,6790
2021-01-19 00:00:00,173641,12223
2021-01-20 00:00:00,187133,13492
2021-01-21 00:00:00,201336,14203
2021-01-22 00:00:00,218583,17247
2021-01-23 00:00:00,232464,13881
2021-01-24 00:00:00,239598,7134
2021-01-25 00:00:00,251107,11509
2021-01-26 00:00:00,267931,16824
2021-01-27 00:00:00,283695,15764
2021-01-28 00:00:00,297894,14199
2021-01-29 00:00:00,315203,17309
2021-01-30 00:00:00,326555,11352
2021-01-31 00:00:00,330030,3475
2021-02-01 00:00:00,338599,8569
2021-02-02 00:00:00,352867,14268
2021-02-03 00:00:00,367057,14190
2021-02-04 00:00:00,383765,16708
2021-02-05 00:00:00,398860,15095
2021-02-06 00:00:00,413277,14417
2021-02-07 00:00:00,415716,2439
2021-02-08 00:00:00,426913,11197
2021-02-09 00:00:00,444826,17913
2021-02-10 00:00:00,461251,16425
2021-02-11 00:00:00,478346,17095
2021-02-12 00:00:00,505041,26695
2021-02-13 00:00:00,524728,19687
2021-02-14 00:00:00,528576,3848
2021-02-15 00:00:00,537851,9275
2021-02-16 00:00:00,555912,18061
2021-02-17 00:00:00,575319,19407
2021-02-18 00:00:00,595326,20007
2021-02-19 00:00:00,616032,20706
2021-02-20 00:00:00,632123,16091
2021-02-21 00:00:00,635083,2960
2021-02-22 00:00:00,644437,9354
2021-02-23 00:00:00,663814,19377
2021-02-24 00:00:00,685203,21389
2021-02-25 00:00:00,704997,19794
2021-02-26 00:00:00,731649,26652
2021-02-27 00:00:00,750851,19202
