date,Greenlee_cume,Greenlee
1/12/2021,20,
1/13/2021,50,30
1/14/2021,60,10
1/18/2021,70,10
1/19/2021,80,10
1/20/2021,100,20
1/21/2021,133,33
1/22/2021,155,22
1/23/2021,175,20
1/24/2021,215,40
1/25/2021,236,21
1/27/2021,237,1
1/28/2021,279,42
1/29/2021,333,54
1/5/2021,415,82
1/6/2021,446,31
1/7/2021,488,42
1/8/2021,521,33
1/9/2021,815,294
12/21/2020,1031,216
12/22/2020,1457,426
12/23/2020,1468,11
12/24/2020,1523,55
12/29/2020,1634,111
12/30/2020,2001,367
12/31/2020,2157,156
2/1/2021,2184,27
2/10/2021,2262,78
2/11/2021,2296,34
2/12/2021,2381,85
2/15/2021,2575,194
2/16/2021,2597,22
2/17/2021,2651,54
2/18/2021,2810,159
2/2/2021,3067,257
2/22/2021,3418,351
2/23/2021,3471,53
2/24/2021,3577,106
2/25/2021,3749,172
2/26/2021,4076,327
2/28/2021,4147,71
2/3/2021,4498,351
2/4/2021,4721,223
2/5/2021,4908,187
2/8/2021,5102,194
2/9/2021,5118,16
3/1/2021,5142,24
3/10/2021,5320,178
3/11/2021,5429,109
3/12/2021,5496,67
3/15/2021,5686,190
3/16/2021,5741,55
3/17/2021,5846,105
3/18/2021,5986,140
3/19/2021,6128,142
3/2/2021,6361,233
3/22/2021,6522,161
3/23/2021,6554,32
3/24/2021,6628,74
3/25/2021,6665,37
3/26/2021,6727,62
3/28/2021,6737,10
3/29/2021,6756,19
3/3/2021,6794,38
3/30/2021,6846,52
3/31/2021,6908,62
3/4/2021,6919,11
3/5/2021,7161,242
3/8/2021,7236,75
3/9/2021,7240,4
4/1/2021,7329,89
4/12/2021,7379,50
4/13/2021,7481,102
4/14/2021,7516,35
4/15/2021,7530,14
4/16/2021,7593,63
4/2/2021,7640,47
4/20/2021,7707,67
4/22/2021,7718,11
4/27/2021,7741,23
4/30/2021,7774,33
4/5/2021,7811,37
4/6/2021,7832,21
4/7/2021,7871,39
4/8/2021,7910,39
4/9/2021,7934,24
5/10/2021,7955,21
5/12/2021,7965,10
5/13/2021,7981,16
5/18/2021,8000,19
5/20/2021,8010,10
5/21/2021,8028,18
5/24/2021,8039,11
5/25/2021,8059,20
5/27/2021,8086,27
5/4/2021,8089,3
5/5/2021,8115,26
5/6/2021,8122,7
6/1/2021,8141,19
6/10/2021,8147,6
6/15/2021,8158,11
6/16/2021,8166,8
6/17/2021,8188,22
6/2/2021,8195,7
6/22/2021,8209,14
6/23/2021,8210,1
6/24/2021,8230,20
6/29/2021,8243,13
6/3/2021,8250,7
6/8/2021,8257,7
6/9/2021,8267,10
7/1/2021,8273,6
7/12/2021,8274,1
7/13/2021,8278,4
7/15/2021,8282,4
7/19/2021,8294,12
7/2/2021,8297,3
7/20/2021,8301,4
7/21/2021,8307,6
7/22/2021,8308,1
7/23/2021,8320,12
7/26/2021,8327,7
7/27/2021,8337,10
7/28/2021,8346,9
7/29/2021,8351,5
7/30/2021,8359,8
7/6/2021,8364,5
7/7/2021,8381,17
7/8/2021,8385,4
8/10/2021,8390,5
8/11/2021,8399,9
8/12/2021,8412,13
8/13/2021,8415,3
8/14/2021,8423,8
8/16/2021,8430,7
8/17/2021,8437,7
8/18/2021,8449,12
8/2/2021,8459,10
8/3/2021,8461,2
8/4/2021,8479,18
8/5/2021,8494,15
8/9/2021,8511,17
