date,Navajo_cume,Navajo
1/1/2021,1,
1/11/2021,2,1
1/12/2021,3,1
1/13/2021,4,1
1/14/2021,9,5
1/15/2021,25,16
1/16/2021,55,30
1/18/2021,56,1
1/19/2021,61,5
1/2/2021,153,92
1/20/2021,327,174
1/21/2021,432,105
1/22/2021,796,364
1/23/2021,1175,379
1/24/2021,1547,372
1/25/2021,1921,374
1/26/2021,2008,87
1/27/2021,2009,1
1/28/2021,2010,1
1/29/2021,2242,232
1/3/2021,2646,404
1/30/2021,3120,474
1/31/2021,3874,754
1/4/2021,4240,366
1/5/2021,4241,1
1/6/2021,4667,426
1/7/2021,5120,453
1/8/2021,5418,298
1/9/2021,5809,391
12/14/2020,6238,429
12/15/2020,6243,5
12/16/2020,6429,186
12/17/2020,6878,449
12/18/2020,7383,505
12/2/2020,8047,664
12/20/2020,8459,412
12/21/2020,8711,252
12/22/2020,8733,22
12/23/2020,9287,554
12/24/2020,9838,551
12/28/2020,10581,743
12/29/2020,11735,1154
12/30/2020,12423,688
12/31/2020,12566,143
12/4/2020,12568,2
2/1/2021,13267,699
2/10/2021,13992,725
2/11/2021,15105,1113
2/12/2021,16003,898
2/13/2021,16634,631
2/14/2021,17328,694
2/15/2021,17330,2
2/16/2021,18121,791
2/17/2021,19037,916
2/18/2021,19804,767
2/19/2021,20858,1054
2/2/2021,21796,938
2/20/2021,22516,720
2/21/2021,22569,53
2/22/2021,22766,197
2/23/2021,23715,949
2/24/2021,24736,1021
2/25/2021,25535,799
2/26/2021,26058,523
2/27/2021,26112,54
2/28/2021,26140,28
2/3/2021,26583,443
2/4/2021,27220,637
2/5/2021,27810,590
2/6/2021,28804,994
2/7/2021,29605,801
2/8/2021,30009,404
2/9/2021,30033,24
3/1/2021,30697,664
3/10/2021,31269,572
3/11/2021,32066,797
3/12/2021,32833,767
3/13/2021,33278,445
3/14/2021,34001,723
3/15/2021,34036,35
3/16/2021,34523,487
3/17/2021,35090,567
3/18/2021,36058,968
3/19/2021,37148,1090
3/2/2021,37877,729
3/20/2021,38566,689
3/21/2021,38634,68
3/22/2021,39304,670
3/23/2021,39929,625
3/24/2021,40736,807
3/25/2021,41829,1093
3/26/2021,42384,555
3/27/2021,42473,89
3/28/2021,42546,73
3/29/2021,43069,523
3/3/2021,43864,795
3/30/2021,44771,907
3/31/2021,45757,986
3/4/2021,46468,711
3/5/2021,46632,164
3/6/2021,46694,62
3/7/2021,47280,586
3/8/2021,47714,434
3/9/2021,48660,946
4/1/2021,49096,436
4/10/2021,49496,400
4/11/2021,49696,200
4/12/2021,49734,38
4/13/2021,50134,400
4/14/2021,50599,465
4/15/2021,51011,412
4/16/2021,51836,825
4/17/2021,52220,384
4/18/2021,52420,200
4/19/2021,52508,88
4/2/2021,53237,729
4/20/2021,53609,372
4/21/2021,54081,472
4/22/2021,54680,599
4/23/2021,55031,351
4/24/2021,55124,93
4/25/2021,55178,54
4/26/2021,55656,478
4/27/2021,56026,370
4/28/2021,56448,422
4/29/2021,56837,389
4/3/2021,57108,271
4/30/2021,57261,153
4/4/2021,57293,32
4/5/2021,57604,311
4/6/2021,57884,280
4/7/2021,58203,319
4/8/2021,58571,368
4/9/2021,58785,214
5/1/2021,58854,69
5/10/2021,58875,21
5/11/2021,59043,168
5/12/2021,59328,285
5/13/2021,59505,177
5/14/2021,59910,405
5/15/2021,60054,144
5/16/2021,60117,63
5/17/2021,60137,20
5/18/2021,60441,304
5/19/2021,60628,187
5/2/2021,60789,161
5/20/2021,61099,310
5/21/2021,61554,455
5/22/2021,61608,54
5/23/2021,61663,55
5/24/2021,62086,423
5/25/2021,62435,349
5/26/2021,62809,374
5/27/2021,63322,513
5/28/2021,63577,255
5/29/2021,63856,279
5/3/2021,63904,48
5/30/2021,64128,224
5/31/2021,64389,261
5/4/2021,64587,198
5/5/2021,64826,239
5/6/2021,64970,144
5/7/2021,65018,48
5/8/2021,65045,27
5/9/2021,65077,32
6/1/2021,65316,239
6/10/2021,65439,123
6/11/2021,65667,228
6/12/2021,65989,322
6/13/2021,66012,23
6/14/2021,66052,40
6/15/2021,66273,221
6/16/2021,66484,211
6/17/2021,66862,378
6/18/2021,67128,266
6/19/2021,67360,232
6/2/2021,67553,193
6/20/2021,67573,20
6/21/2021,67791,218
6/22/2021,68052,261
6/23/2021,68255,203
6/24/2021,68434,179
6/25/2021,68580,146
6/26/2021,68615,35
6/27/2021,68649,34
6/28/2021,68796,147
6/29/2021,69006,210
6/3/2021,69137,131
6/30/2021,69277,140
6/4/2021,69399,122
6/5/2021,69424,25
6/6/2021,69438,14
6/7/2021,69547,109
6/8/2021,69708,161
6/9/2021,69863,155
7/1/2021,69995,132
7/10/2021,70097,102
7/11/2021,70110,13
7/12/2021,70121,11
7/13/2021,70170,49
7/14/2021,70321,151
7/15/2021,70441,120
7/16/2021,70607,166
7/17/2021,70764,157
7/18/2021,70781,17
7/19/2021,70794,13
7/2/2021,70928,134
7/20/2021,71058,130
7/21/2021,71189,131
7/22/2021,71262,73
7/23/2021,71389,127
7/24/2021,71434,45
7/25/2021,71457,23
7/26/2021,71610,153
7/27/2021,71764,154
7/28/2021,71885,121
7/29/2021,72025,140
7/3/2021,72127,102
7/30/2021,72173,46
7/31/2021,72188,15
7/4/2021,72322,134
7/5/2021,72476,154
7/6/2021,72613,137
7/7/2021,72765,152
7/8/2021,72888,123
7/9/2021,72935,47
8/1/2021,72945,10
8/10/2021,73073,128
8/11/2021,73209,136
8/12/2021,73370,161
8/13/2021,73493,123
8/14/2021,73693,200
8/15/2021,73732,39
8/16/2021,73750,18
8/17/2021,73862,112
8/18/2021,74002,140
8/2/2021,74191,189
8/3/2021,74305,114
8/4/2021,74497,192
8/5/2021,74547,50
8/6/2021,74576,29
8/7/2021,74773,197
8/8/2021,74984,211
8/9/2021,75092,108
