date,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo
1/1/2021,225,279,299,351,930,6
1/10/2021,371,473,508,606,2237,31
1/11/2021,410,521,576,658,2479,34
1/12/2021,437,548,640,728,2730,35
1/13/2021,456,572,667,802,2927,36
1/14/2021,489,620,707,890,3151,44
1/15/2021,524,668,767,976,3419,45
1/16/2021,528,669,768,978,3427,45
1/17/2021,530,670,768,979,3429,45
1/18/2021,543,681,796,1007,3452,45
1/19/2021,574,708,839,1088,3608,46
1/2/2021,225,280,299,351,931,6
1/20/2021,602,752,900,1194,3769,52
1/21/2021,704,841,1016,1366,3983,67
1/22/2021,776,898,1070,1473,4113,80
1/23/2021,781,901,1073,1478,4238,114
1/24/2021,782,902,1073,1479,4250,116
1/25/2021,795,916,1100,1529,4367,117
1/26/2021,830,937,1131,1584,4509,119
1/27/2021,859,965,1173,1634,4681,132
1/28/2021,1012,1057,1288,1770,4902,181
1/29/2021,1095,1104,1363,1878,5144,237
1/3/2021,225,280,299,352,933,6
1/30/2021,1106,1124,1413,1907,5165,237
1/31/2021,1106,1125,1416,1908,5174,237
1/4/2021,241,300,318,385,1069,6
1/5/2021,283,335,358,422,1301,6
1/6/2021,294,359,379,453,1650,25
1/7/2021,333,428,468,552,2027,30
1/8/2021,370,472,507,601,2234,31
1/9/2021,371,473,507,606,2237,31
10/1/2021,5925,4514,5000,7218,14867,6381
10/10/2021,5966,4551,5026,7241,14904,6423
10/11/2021,5976,4558,5027,7249,14916,6436
10/12/2021,5985,4560,5030,7253,14921,6441
10/13/2021,5996,4562,5035,7257,14930,6454
10/14/2021,6009,4567,5039,7263,14940,6459
10/15/2021,6017,4575,5042,7270,14948,6469
10/16/2021,6021,4575,5043,7274,14950,6470
10/17/2021,6022,4575,5044,7274,14950,6470
10/18/2021,6032,4579,5045,7280,14960,6474
10/19/2021,6043,4585,5048,7290,14971,6482
10/2/2021,5927,4516,5002,7223,14875,6381
10/20/2021,6049,4587,5050,7297,14989,6493
10/21/2021,6055,4595,5053,7300,15002,6499
10/22/2021,6076,4605,5063,7305,15015,6509
10/23/2021,6078,4607,5064,7305,15020,6512
10/24/2021,6079,4608,5064,7307,15025,6514
10/25/2021,6088,4612,5069,7316,15044,6517
10/26/2021,6094,4619,5078,7320,15067,6524
10/27/2021,6106,4624,5084,7331,15083,6537
10/28/2021,6126,4641,5102,7352,15114,6543
10/29/2021,6141,4652,5110,7367,15133,6558
10/3/2021,5928,4516,5002,7223,14875,6381
10/30/2021,6146,4655,5112,7370,15137,6561
10/31/2021,6149,4655,5112,7370,15139,6561
10/4/2021,5935,4521,5004,7227,14881,6390
10/5/2021,5942,4525,5007,7231,14888,6398
10/6/2021,5948,4533,5013,7232,14895,6403
10/7/2021,5953,4537,5017,7236,14901,6412
10/8/2021,5960,4547,5025,7239,14904,6423
10/9/2021,5964,4549,5026,7241,14904,6423
11/1/2021,6157,4659,5119,7375,15148,6562
11/10/2021,6211,4695,5170,7430,15262,7500
11/11/2021,6218,4702,5172,7438,15271,7525
11/12/2021,6226,4706,5180,7443,15279,7671
11/13/2021,6231,4708,5181,7450,15284,7682
11/14/2021,6235,4709,5182,7454,15287,7687
11/15/2021,6254,4719,5191,7467,15305,7741
11/16/2021,6266,4722,5195,7473,15322,7776
11/17/2021,6286,4734,5211,7485,15329,7882
11/18/2021,6293,4736,5213,7488,15342,7902
11/19/2021,6308,4744,5227,7502,15352,7995
