date,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,929,866,654,484,244,5
1/10/2021,1269,1208,943,717,521,8
1/11/2021,1329,1296,1008,754,864,8
1/12/2021,1389,1366,1084,808,1188,9
1/13/2021,1474,1439,1160,871,1524,9
1/14/2021,1492,1460,1188,895,1612,9
1/15/2021,1521,1476,1209,924,1702,9
1/16/2021,1525,1477,1213,925,1707,9
1/17/2021,1527,1480,1214,926,1711,9
1/18/2021,1535,1487,1224,930,1729,9
1/19/2021,1578,1512,1256,959,1843,14
1/2/2021,931,867,654,486,245,5
1/20/2021,1592,1520,1265,970,1875,15
1/21/2021,1712,1707,1442,1070,2396,18
1/22/2021,1821,1802,1527,1149,3064,18
1/23/2021,1850,1841,1552,1180,3100,19
1/24/2021,1851,1843,1555,1183,3111,19
1/25/2021,1884,1917,1619,1234,3269,19
1/26/2021,2013,2058,1759,1372,3426,27
1/27/2021,2152,2212,1877,1469,3635,27
1/28/2021,2305,2363,2063,1687,4339,28
1/29/2021,2460,2493,2230,1829,5427,30
1/3/2021,933,868,654,486,245,5
1/30/2021,2498,2525,2268,1902,6288,30
1/31/2021,2499,2526,2268,1903,6305,30
1/4/2021,987,924,695,517,284,5
1/5/2021,1073,1020,761,563,319,5
1/6/2021,1186,1133,857,631,389,8
1/7/2021,1229,1175,914,670,420,8
1/8/2021,1262,1204,939,711,510,8
1/9/2021,1264,1205,943,715,515,8
10/1/2021,30691,17907,17838,19803,32181,15594
10/10/2021,31099,18085,17947,19874,32261,15788
10/11/2021,31148,18116,17965,19894,32270,15818
10/12/2021,31178,18140,17974,19899,32275,15845
10/13/2021,31213,18158,17986,19906,32281,15866
10/14/2021,31283,18180,18015,19923,32293,15894
10/15/2021,31346,18203,18033,19940,32302,15916
10/16/2021,31373,18215,18043,19952,32306,15929
10/17/2021,31387,18222,18047,19954,32306,15937
10/18/2021,31437,18257,18065,19969,32318,15985
10/19/2021,31472,18275,18077,19990,32334,16013
10/2/2021,30712,17915,17849,19809,32186,15618
10/20/2021,31499,18287,18088,20004,32342,16037
10/21/2021,31547,18313,18108,20021,32359,16049
10/22/2021,31643,18358,18132,20039,32389,16089
10/23/2021,31698,18379,18141,20054,32406,16104
10/24/2021,31713,18397,18153,20062,32413,16110
10/25/2021,31778,18426,18171,20075,32454,16139
10/26/2021,31832,18462,18184,20102,32498,16153
10/27/2021,31874,18487,18218,20118,32543,16172
10/28/2021,31931,18524,18244,20150,32584,16198
10/29/2021,32027,18558,18260,20172,32621,16217
10/3/2021,30719,17918,17854,19810,32188,15626
10/30/2021,32081,18574,18267,20178,32630,16231
10/31/2021,32090,18577,18272,20181,32633,16234
10/4/2021,30759,17937,17873,19820,32197,15649
10/5/2021,30907,17976,17891,19833,32212,15680
10/6/2021,30960,18014,17906,19843,32226,15716
10/7/2021,31001,18024,17920,19852,32232,15744
10/8/2021,31048,18056,17932,19862,32246,15768
10/9/2021,31084,18075,17938,19867,32255,15781
11/1/2021,32154,18605,18292,20202,32678,16303
11/10/2021,32615,18843,18482,20431,33029,19198
11/11/2021,32659,18861,18498,20451,33049,19360
11/12/2021,32726,18893,18521,20479,33095,19639
11/13/2021,32781,18923,18534,20494,33102,20218
11/14/2021,32803,18946,18546,20509,33111,20272
11/15/2021,32898,19000,18580,20533,33172,20631
11/16/2021,32949,19036,18611,20570,33232,20804
11/17/2021,33017,19080,18637,20605,33305,21061
