date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,20769,23004,21161,18497,13350,178
1/10/2021,34278,35263,33416,30362,30967,398
1/11/2021,36197,37081,35396,32060,35341,453
1/12/2021,38963,39770,38210,34616,43211,548
1/13/2021,41706,42703,41361,37377,52234,628
1/14/2021,44451,45764,44617,40429,61870,689
1/15/2021,47914,49022,48039,43591,71328,786
1/16/2021,49692,50592,49718,45213,76756,823
1/17/2021,50787,51607,50797,46303,80261,853
1/18/2021,52431,53124,52549,48051,88324,889
1/19/2021,54475,54996,54605,50256,98499,977
1/2/2021,22651,24717,22724,19924,14475,203
1/20/2021,57004,57556,57658,53474,110985,1087
1/21/2021,59801,60505,61157,57129,126956,1224
1/22/2021,64263,64673,65774,62061,142860,1360
1/23/2021,67516,67424,68849,65253,153475,1496
1/24/2021,69018,68810,70365,66939,161179,1546
1/25/2021,71372,70966,72959,69890,174922,1615
1/26/2021,74271,73479,75852,73124,192326,1708
1/27/2021,77388,76128,78826,76558,211368,1798
1/28/2021,80482,78782,81890,80313,232818,1924
1/29/2021,84333,81949,85297,84105,252951,2100
1/3/2021,23531,25460,23387,20473,14856,220
1/30/2021,87117,84077,87640,86562,264428,2261
1/31/2021,88027,84804,88506,87604,270498,2297
1/4/2021,25233,27115,25013,21997,16882,240
1/5/2021,27006,28788,26612,23589,19108,268
1/6/2021,29185,30724,28675,25655,22308,325
1/7/2021,30977,32380,30457,27473,25744,356
1/8/2021,32682,33974,32135,29157,28264,374
1/9/2021,33756,34821,32982,29953,30465,393
10/1/2021,817824,559135,576838,659048,1184192,366624
10/10/2021,827435,564204,580928,662360,1189131,371235
10/11/2021,828773,564971,581502,662867,1189954,371906
10/12/2021,829537,565341,581803,663103,1190358,372331
10/13/2021,830586,565905,582287,663491,1191007,372820
10/14/2021,831912,566558,582870,663987,1191762,373331
10/15/2021,833466,567312,583549,664510,1192381,373912
10/16/2021,834442,567734,583915,664814,1192653,375178
10/17/2021,835163,568030,584136,664973,1192824,375438
10/18/2021,836428,568745,584709,665473,1193551,375926
10/19/2021,837514,569364,585170,665946,1194207,376452
10/2/2021,818802,559623,577289,659395,1184589,367163
10/20/2021,838579,569920,585613,666384,1194851,376973
10/21/2021,839704,570530,586146,666833,1195478,377412
10/22/2021,841131,571368,586835,667451,1196772,378029
10/23/2021,841968,571835,587268,667849,1197556,378417
10/24/2021,842434,572118,587496,668101,1198068,378655
10/25/2021,843657,572795,588095,668718,1199717,379121
10/26/2021,844876,573512,588711,669311,1201304,379733
10/27/2021,846164,574244,589409,670006,1202897,380450
10/28/2021,847469,574954,589996,670685,1204434,380914
10/29/2021,848752,575742,590682,671382,1205717,381470
10/3/2021,819320,559865,577466,659547,1184800,367410
10/30/2021,849441,576120,590994,671719,1206249,381765
10/31/2021,849815,576325,591188,671890,1206613,381885
10/4/2021,820713,560535,578070,659976,1185662,368037
10/5/2021,822193,561260,578609,660441,1186566,368645
10/6/2021,823596,562033,579206,660884,1187268,369286
10/7/2021,824592,562639,579677,661317,1187844,369825
10/8/2021,825902,563372,580244,661788,1188460,370515
10/9/2021,826873,563903,580678,662147,1188835,371003
11/1/2021,850971,576954,591746,672489,1207946,382345
11/10/2021,861521,582653,596781,677617,1218011,415714
11/11/2021,862727,583277,597380,678225,1219289,420700
11/12/2021,864146,584100,598091,678902,1220490,426288
11/13/2021,865113,584714,598567,679410,1221104,434016
11/14/2021,865786,585117,598932,679747,1221562,436623
11/15/2021,867223,585946,599677,680525,1222967,440751
11/16/2021,868705,586776,600439,681309,1224499,444720
11/17/2021,870019,587536,601069,682102,1226065,449556
11/18/2021,871530,588313,601745,682900,1227533,453608
11/19/2021,873199,589305,602566,683761,1228759,458364
11/2/2021,852290,577649,592349,673090,1209273,382847
11/20/2021,874258,589994,603171,684327,1229332,464830
11/21/2021,875023,590384,603559,684747,1229726,466523
11/22/2021,876426,591180,604304,685742,1230958,469568
11/23/2021,878188,592034,605141,686730,1232216,473114
11/24/2021,879602,592897,605878,687587,1233272,477197
11/25/2021,879623,592904,605880,687591,1233293,477208
11/26/2021,880723,593552,606452,688305,1233980,479388
11/27/2021,881470,594029,606852,688790,1234453,480932
11/28/2021,882120,594414,607197,689212,1234838,481794
11/29/2021,883361,595191,607896,690082,1236069,484633
11/3/2021,853410,578227,592870,673612,1210334,383678
11/30/2021,884777,596026,608705,691019,1237371,487837
11/4/2021,854519,578816,593403,674175,1211581,385896
11/5/2021,856047,579612,594175,674885,1212828,389489
11/6/2021,856977,580141,594630,675314,1213552,395008
11/7/2021,857664,580533,594940,675607,1213995,397594
11/8/2021,859021,581298,595571,676355,1215416,402558
11/9/2021,860351,582006,596199,677041,1216874,407077
12/1/2020,61,52,62,40,57,1
12/1/2021,886355,596975,609518,692115,1238862,490649
12/10/2020,83,75,91,74,101,3
12/10/2021,897868,603480,615669,699884,1249169,512820
12/11/2020,85,79,95,80,103,3
12/11/2021,898675,604010,616135,700380,1249676,515004
12/12/2020,87,79,98,85,108,3
12/12/2021,899279,604391,616473,700696,1250080,516093
12/13/2020,89,80,102,88,111,3
12/13/2021,900533,605026,617027,701526,1251300,517914
12/14/2020,91,86,105,90,122,3
12/14/2021,901606,605561,617579,702184,1252301,519725
12/15/2020,110,104,125,115,135,3
12/15/2021,902881,606224,618227,702968,1253495,521620
12/16/2020,220,267,305,251,200,3
12/16/2021,904246,606913,618850,703842,1254813,523543
12/17/2020,840,1113,1138,931,483,6
12/17/2021,905425,607506,619472,704552,1255866,525778
12/18/2020,1676,2143,2001,1610,809,7
12/18/2021,906148,607895,619842,705008,1256351,527426
12/19/2020,2271,2866,2591,2039,1024,13
12/19/2021,906912,608279,620154,705384,1256785,528300
12/2/2020,64,56,65,46,66,2
12/2/2021,887711,597780,610292,693164,1240220,492903
12/20/2020,2484,3138,2861,2266,1133,15
12/20/2021,907436,608591,620461,705758,1257325,529790
12/21/2020,3819,4569,4133,3265,1644,22
12/22/2020,5609,6624,5951,4725,2329,29
12/23/2020,7813,9193,8243,6572,3274,42
12/24/2020,8755,10178,9056,7317,3644,45
12/25/2020,8792,10214,9085,7342,3663,45
12/26/2020,10261,11951,10525,8630,4241,57
12/27/2020,10870,12601,11143,9135,4504,65
12/28/2020,12950,14795,13167,10997,5784,84
12/29/2020,15734,17742,15900,13517,8009,120
12/3/2020,70,58,73,52,70,2
12/3/2021,889180,598620,611095,694134,1241463,495938
12/30/2020,18822,21052,19144,16514,10407,150
12/31/2020,20488,22729,20805,18105,11936,168
12/4/2020,70,61,75,55,73,2
12/4/2021,890086,599169,611582,694727,1242004,498529
12/5/2020,72,61,75,55,75,2
12/5/2021,890787,599572,611935,695109,1242433,499565
12/6/2020,73,61,76,56,76,2
12/6/2021,892122,600316,612669,696062,1243795,501398
12/7/2020,76,64,81,62,81,3
12/7/2021,893591,601093,613412,697027,1245094,503824
12/8/2020,78,66,83,67,87,3
12/8/2021,895081,601883,614178,697965,1246475,507037
12/9/2020,80,69,88,68,96,3
12/9/2021,896480,602694,614942,699023,1248063,509967
2/1/2021,90012,86610,90438,90083,287127,2393
2/10/2021,109632,102621,108781,113792,452392,4084
2/11/2021,112353,104875,111107,116932,475238,4412
2/12/2021,115635,107544,113968,120609,502621,4689
2/13/2021,119292,110369,116982,123928,522115,5050
2/14/2021,120221,111069,117896,125063,529543,5089
2/15/2021,121351,112065,118954,126490,543821,5150
2/16/2021,123227,113412,120457,128494,560669,5296
2/17/2021,125646,115284,122287,130761,577422,5888
2/18/2021,127129,116489,123546,132496,593595,5991
2/19/2021,129062,117974,125091,134401,605687,6382
2/2/2021,92104,88476,92523,92787,305574,2483
2/20/2021,131832,119994,127053,136582,615658,6698
2/21/2021,132519,120617,127729,137399,621610,6745
2/22/2021,133533,121415,128514,138448,629463,6832
2/23/2021,135229,122680,129970,140377,641414,6988
2/24/2021,137524,124522,131900,143022,658446,7192
2/25/2021,139640,126262,133722,145523,677598,7699
2/26/2021,142338,128420,135920,148693,695997,7942
2/27/2021,144370,130123,137650,151129,708347,8147
2/28/2021,145197,130751,138453,152687,716217,8201
2/3/2021,94570,90563,94883,95772,326646,2622
2/4/2021,97105,92615,97454,98959,346661,2773
2/5/2021,99810,94910,100005,102224,364419,2906
2/6/2021,102587,97006,102518,105306,381124,3536
2/7/2021,103259,97608,103150,106095,389089,3566
2/8/2021,105099,99082,104795,108310,406942,3702
2/9/2021,106992,100718,106600,110852,427096,3858
3/1/2021,146920,132183,140115,155408,728246,8418
3/10/2021,166297,146942,156495,236134,836136,10579
3/11/2021,169957,149852,159533,250841,851224,10864
3/12/2021,173714,152561,162666,264103,864388,11127
3/13/2021,176197,154563,164980,275027,872125,11332
3/14/2021,177955,156001,166537,283104,877344,11452
3/15/2021,180514,158093,169074,295909,886743,11669
3/16/2021,184381,161070,172559,308779,897127,12031
3/17/2021,189780,165181,177155,323620,910202,12452
3/18/2021,194824,169221,181993,337744,922272,12819
3/19/2021,200986,173802,187140,351096,932743,13319
3/2/2021,148843,133640,141693,158649,741403,8684
3/20/2021,205323,177266,191415,360421,940321,13668
3/21/2021,208540,180062,194603,366846,944291,13973
3/22/2021,213824,184422,199492,375572,951620,14511
3/23/2021,220815,189839,205316,385231,959087,15292
3/24/2021,230985,197683,213790,394732,966780,17122
3/25/2021,242703,206536,223374,404106,974584,19096
3/26/2021,253239,214515,231999,412480,980643,21128
3/27/2021,261769,221044,238884,417573,983834,23347
3/28/2021,268452,226028,244345,420303,985611,25236
3/29/2021,280004,234420,253673,424656,988956,27838
3/3/2021,150772,135156,143455,163814,756772,8959
3/30/2021,292548,243332,263534,429933,993157,30665
3/31/2021,306242,252837,274745,436174,998251,33957
3/4/2021,152816,136858,145268,173756,771232,9232
3/5/2021,155802,139003,147604,184925,784019,9561
3/6/2021,157683,140352,149072,193394,792939,9850
3/7/2021,158909,141302,150096,200091,798690,9929
3/8/2021,160716,142657,151614,211194,810011,10070
3/9/2021,163285,144736,153920,222883,822327,10280
4/1/2021,319363,261891,285833,441966,1003631,36984
4/10/2021,405050,317115,347876,484296,1039342,56720
4/11/2021,409718,319934,350984,486355,1040845,58312
4/12/2021,417541,324850,356742,490777,1044914,59963
4/13/2021,424210,328789,361182,494222,1047956,61500
4/14/2021,431664,333242,365861,497518,1050662,63133
4/15/2021,439716,338719,371020,501217,1053638,64640
4/16/2021,446702,343322,375811,504649,1056344,66129
4/17/2021,451383,346531,379468,507156,1058324,67568
4/18/2021,454090,348159,381283,508398,1059235,68501
4/19/2021,459196,351497,384791,511280,1061788,69794
4/2/2021,330304,269408,294550,446858,1007556,39764
4/20/2021,464109,354577,388191,513892,1064244,71006
4/21/2021,470420,358694,392348,517002,1067020,72415
4/22/2021,476455,362578,396275,519953,1069607,73661
4/23/2021,482428,366603,400249,523020,1071952,75179
4/24/2021,486167,368900,402777,524970,1073488,76642
4/25/2021,488589,370294,404281,525977,1074222,77607
4/26/2021,492990,373132,407267,528393,1076300,78940
4/27/2021,497647,376045,410452,530933,1078587,80047
4/28/2021,502580,378922,413638,533596,1081100,81241
4/29/2021,507252,381648,416504,536069,1083535,82244
4/3/2021,337571,274275,300226,450035,1009840,41872
4/30/2021,512374,384618,419848,538906,1086012,83456
4/4/2021,341306,276376,302667,451306,1010698,42908
4/5/2021,350666,282170,309376,456196,1015081,45074
4/6/2021,361235,288687,317117,461958,1020620,47425
4/7/2021,373572,297197,325955,468102,1025918,49754
4/8/2021,385161,304743,334155,474409,1031569,51919
4/9/2021,396839,311852,342218,480411,1036474,54442
5/1/2021,515352,386421,421894,540602,1087178,84386
5/10/2021,541832,401662,437639,554182,1099430,91144
5/11/2021,544831,403241,439313,555715,1100901,91952
5/12/2021,547903,405000,441115,557218,1102365,93386
5/13/2021,551257,406970,443073,558765,1103715,101073
5/14/2021,555209,409332,445401,560596,1105255,109186
5/15/2021,557905,411046,447139,561972,1106122,118927
5/16/2021,559804,412125,448220,562760,1106667,123437
5/17/2021,563360,414153,450402,564450,1108224,128371
5/18/2021,566778,416088,452330,566040,1109743,132488
5/19/2021,570397,418076,454423,567771,1111256,137953
5/2/2021,517379,387612,423106,541515,1087813,85019
5/20/2021,573618,419990,456257,569315,1112618,142150
5/21/2021,577229,422158,458412,570955,1113913,148313
5/22/2021,580025,423734,460085,572165,1114663,154410
5/23/2021,581666,424660,460955,572811,1115047,156554
5/24/2021,584450,426213,462470,574102,1116138,159719
5/25/2021,587036,427729,463954,575352,1117163,162474
5/26/2021,589859,429234,465392,576446,1118144,165569
5/27/2021,592388,430651,466762,577574,1119061,168651
5/28/2021,595149,432246,468368,578839,1120040,172088
5/29/2021,596892,433211,469393,579608,1120514,174071
5/3/2021,520524,389310,424951,543218,1089447,85745
5/30/2021,597973,433833,469991,580060,1120744,175093
5/31/2021,598492,434146,470282,580291,1120906,175548
5/4/2021,524416,391538,427240,545252,1091483,86580
5/5/2021,528225,393767,429515,547135,1093219,87456
5/6/2021,531976,395934,431674,549032,1095016,88355
5/7/2021,535550,398125,433901,550952,1096733,89368
5/8/2021,537893,399485,435414,552191,1097639,90145
5/9/2021,539308,400286,436263,552879,1098090,90589
6/1/2021,601081,435584,471686,581302,1121846,178210
6/10/2021,618411,445306,480865,588482,1127722,197914
6/11/2021,620745,446758,482179,589403,1128399,201208
6/12/2021,622136,447677,483068,589908,1128660,203120
6/13/2021,622754,448024,483444,590168,1128803,203532
6/14/2021,624449,448953,484312,590864,1129293,205424
6/15/2021,626118,449916,485108,591488,1129757,207285
6/16/2021,627973,450903,485996,592131,1130241,209269
6/17/2021,629665,451929,486838,592828,1130791,211100
6/18/2021,631812,453099,487918,593642,1131402,213007
6/19/2021,632929,453803,488540,594099,1131687,214174
6/2/2021,603286,436817,472977,582273,1122699,181013
6/20/2021,633594,454168,488840,594366,1131809,214705
6/21/2021,635248,455016,489685,594973,1132303,216375
6/22/2021,637271,456002,490460,595535,1132840,217960
6/23/2021,639446,457154,491298,596157,1133427,219751
6/24/2021,641733,458335,492108,596785,1133963,221383
6/25/2021,643693,459476,493127,597573,1134577,223157
6/26/2021,644917,460159,493804,598082,1134850,224125
6/27/2021,645676,460630,494211,598385,1134968,224833
6/28/2021,647293,461476,495054,598991,1135445,226484
6/29/2021,648936,462323,495819,599572,1135917,228028
6/3/2021,605524,438058,474138,583214,1123514,183589
6/30/2021,650947,463457,496643,600254,1136476,229729
6/4/2021,608089,439579,475563,584301,1124373,186336
6/5/2021,609815,440625,476536,585026,1124848,188555
6/6/2021,610782,441099,477041,585368,1125052,189572
6/7/2021,612654,442142,478003,586139,1125693,191646
6/8/2021,614602,443117,478918,586945,1126329,193711
6/9/2021,616503,444186,479817,587688,1127022,195887
7/1/2021,653013,464493,497456,600821,1137018,231296
7/10/2021,665296,471478,504031,605766,1140500,243945
7/11/2021,666057,471887,504386,605999,1140649,244719
7/12/2021,667533,472694,505150,606541,1141099,246527
7/13/2021,668979,473419,505805,607037,1141507,248201
7/14/2021,670595,474277,506575,607580,1141933,249867
7/15/2021,672257,475206,507294,608101,1142369,251518
7/16/2021,674135,476377,508351,608938,1142937,253659
7/17/2021,675342,477114,509089,609464,1143257,254852
7/18/2021,676233,477635,509535,609792,1143426,255700
7/19/2021,677945,478691,510493,610598,1144037,257899
7/2/2021,654850,465541,498404,601595,1137583,233026
7/20/2021,679684,479656,511525,611291,1144677,260047
7/21/2021,681615,480808,512558,612094,1145386,262372
7/22/2021,683534,482049,513654,613029,1146162,264629
7/23/2021,685860,483688,515204,614244,1146925,267194
7/24/2021,687619,484807,516378,615085,1147359,268727
7/25/2021,689063,485637,517070,615563,1147627,269978
7/26/2021,691444,487057,518305,616560,1148438,272492
7/27/2021,693812,488469,519557,617512,1149250,275212
7/28/2021,696320,489877,520819,618466,1150055,278029
7/29/2021,698748,491267,522009,619319,1150839,280906
7/3/2021,656000,466233,499050,602099,1137864,234016
7/30/2021,701818,493317,523779,620502,1151741,284609
7/31/2021,704278,494742,525018,621309,1152169,286821
7/4/2021,656228,466355,499168,602181,1137917,234165
7/5/2021,657627,467069,499890,602743,1138253,235393
7/6/2021,659021,467784,500605,603292,1138731,236920
7/7/2021,660595,468645,501328,603905,1139212,238588
7/8/2021,662139,469510,502094,604497,1139703,240089
7/9/2021,663998,470660,503223,605255,1140207,242207
8/1/2021,705842,495648,525781,621841,1152474,288091
8/10/2021,729682,509937,537530,630347,1158956,307986
8/11/2021,732197,511419,538631,631188,1159621,310058
8/12/2021,734980,512970,539934,632092,1160416,312102
8/13/2021,738524,515107,541627,633239,1161246,315108
8/14/2021,740516,516447,542690,633923,1161685,317303
8/15/2021,741773,517153,543282,634278,1161894,318180
8/16/2021,744292,518641,544424,635134,1162621,319912
8/17/2021,746760,520027,545492,635936,1163293,321587
8/18/2021,749173,521341,546560,636686,1163989,323230
8/19/2021,751138,522578,547544,637388,1164582,324671
8/2/2021,708555,497330,527112,622900,1153303,290724
8/20/2021,753451,524066,548712,638252,1165180,326779
8/21/2021,754955,525020,549574,638752,1165469,328406
8/22/2021,755999,525641,550013,639057,1165667,329199
8/23/2021,758267,526929,551082,639867,1166307,330610
8/24/2021,760635,528206,552124,640622,1166902,331973
8/25/2021,762866,529431,553141,641390,1167518,333372
8/26/2021,765132,530685,554150,642128,1168101,334653
8/27/2021,767605,532081,555331,642947,1168773,336553
8/28/2021,769005,532981,556098,643438,1169081,337924
8/29/2021,769949,533505,556531,643687,1169269,338460
8/3/2021,711164,498850,528390,623862,1154153,292996
8/30/2021,771805,534607,557354,644333,1169740,339519
8/31/2021,773453,535530,558054,644875,1170217,340409
8/4/2021,713923,500503,529751,624854,1155002,295297
8/5/2021,716787,502196,531171,625880,1155815,297315
8/6/2021,720309,504442,533076,627148,1156712,300418
8/7/2021,722588,505826,534263,627953,1157170,302909
8/8/2021,724039,506687,534981,628434,1157429,304054
8/9/2021,726840,508299,536290,629411,1158254,306164
9/1/2021,775258,536575,558877,645515,1170729,341609
9/10/2021,788169,543688,564575,649946,1173912,349822
9/11/2021,789669,544458,565213,650395,1174163,351010
9/12/2021,790644,544913,565589,650665,1174304,351567
9/13/2021,792621,545918,566351,651273,1174753,352608
9/14/2021,794341,546828,567069,651797,1175212,353538
9/15/2021,795409,547424,567481,652102,1175489,354240
9/16/2021,796734,548135,568070,652503,1175811,354982
9/17/2021,798866,549289,568922,653209,1176250,356236
9/18/2021,800244,550005,569531,653594,1176493,357210
9/19/2021,800998,550394,569834,653795,1176620,357674
9/2/2021,776703,537387,559492,646003,1171185,342460
9/20/2021,801955,550936,570245,654096,1176897,358211
9/21/2021,803587,551740,570862,654537,1177309,358904
9/22/2021,805181,552532,571506,655018,1177703,359815
9/23/2021,806798,553345,572117,655498,1178140,360597
9/24/2021,808641,554307,572912,656081,1178889,361581
9/25/2021,809776,554930,573435,656452,1179425,362355
9/26/2021,810400,555260,573719,656653,1179737,362713
9/27/2021,811788,555981,574320,657104,1180700,363380
9/28/2021,813189,556708,574878,657538,1181592,364239
9/29/2021,814664,557429,575495,657973,1182469,365088
9/3/2021,778739,538607,560438,646730,1171701,344073
9/30/2021,816257,558239,576098,658487,1183335,365759
9/4/2021,779887,539295,561042,647164,1171959,345039
9/5/2021,780696,539743,561433,647441,1172103,345569
9/6/2021,780951,539903,561587,647565,1172176,345728
9/7/2021,782498,540732,562238,648111,1172564,346600
9/8/2021,784309,541658,562952,648651,1173052,347579
9/9/2021,785862,542454,563559,649172,1173416,348428
