date,20-34_Santa Cruz,35-44_Santa Cruz,45-54_Santa Cruz,55-64_Santa Cruz,65+_Santa Cruz,<20_Santa Cruz
1/1/2021,109,97,58,69,60,2
1/10/2021,264,214,162,164,193,5
1/11/2021,280,235,187,182,209,5
1/12/2021,300,251,209,210,254,5
1/13/2021,309,260,216,221,423,5
1/14/2021,320,273,226,232,585,5
1/15/2021,337,286,237,241,751,5
1/16/2021,343,288,237,241,756,5
1/17/2021,344,289,237,243,760,5
1/18/2021,346,294,239,247,767,5
1/19/2021,351,304,241,252,810,5
1/2/2021,110,97,58,70,61,2
1/20/2021,371,320,262,272,1138,7
1/21/2021,387,341,280,289,1454,7
1/22/2021,418,371,318,317,1870,8
1/23/2021,424,376,319,319,1878,8
1/24/2021,424,378,319,321,1880,8
1/25/2021,440,388,335,340,1906,8
1/26/2021,464,406,350,362,2205,9
1/27/2021,484,426,365,386,2271,11
1/28/2021,508,452,405,458,2564,11
1/29/2021,563,515,495,533,2733,12
1/3/2021,112,99,58,71,62,2
1/30/2021,584,530,509,553,2743,12
1/31/2021,596,537,514,565,2753,12
1/4/2021,131,115,68,85,68,2
1/5/2021,158,125,86,97,78,2
1/6/2021,188,158,109,119,87,3
1/7/2021,212,176,127,134,173,4
1/8/2021,261,211,159,162,192,4
1/9/2021,264,212,161,163,193,4
10/1/2021,10242,6384,6429,6290,9752,6256
10/10/2021,10287,6413,6443,6309,9770,6330
10/11/2021,10290,6420,6449,6312,9774,6332
10/12/2021,10302,6421,6451,6313,9776,6365
10/13/2021,10306,6427,6455,6317,9777,6369
10/14/2021,10314,6436,6460,6323,9782,6380
10/15/2021,10333,6442,6467,6326,9785,6386
10/16/2021,10342,6443,6467,6326,9786,6393
10/17/2021,10347,6444,6467,6326,9786,6398
10/18/2021,10355,6450,6471,6329,9791,6402
10/19/2021,10376,6459,6478,6334,9796,6414
10/2/2021,10244,6385,6430,6292,9753,6258
10/20/2021,10380,6460,6481,6335,9797,6422
10/21/2021,10391,6462,6484,6337,9799,6427
10/22/2021,10400,6469,6487,6342,9803,6437
10/23/2021,10404,6474,6494,6345,9805,6445
10/24/2021,10405,6477,6496,6346,9806,6449
10/25/2021,10410,6483,6500,6346,9811,6452
10/26/2021,10421,6488,6505,6348,9817,6455
10/27/2021,10430,6495,6507,6352,9824,6460
10/28/2021,10443,6505,6514,6359,9834,6468
10/29/2021,10447,6510,6517,6362,9836,6477
10/3/2021,10248,6385,6430,6292,9755,6258
10/30/2021,10452,6514,6524,6371,9838,6479
10/31/2021,10452,6517,6526,6371,9838,6482
10/4/2021,10252,6387,6436,6293,9757,6262
10/5/2021,10264,6391,6438,6297,9765,6283
10/6/2021,10268,6399,6439,6299,9768,6288
10/7/2021,10277,6410,6442,6303,9769,6313
10/8/2021,10279,6413,6442,6304,9770,6324
10/9/2021,10285,6413,6442,6306,9770,6326
11/1/2021,10459,6525,6537,6373,9845,6489
11/10/2021,10607,6648,6645,6441,9921,9518
11/11/2021,10626,6671,6663,6451,9935,9581
11/12/2021,10642,6688,6676,6455,9953,9762
11/13/2021,10652,6695,6685,6459,9958,9833
11/14/2021,10660,6705,6699,6465,9962,9925
11/15/2021,10698,6743,6739,6486,9997,10051
11/16/2021,10735,6768,6759,6498,10012,10185
11/17/2021,10752,6791,6770,6512,10026,10430
11/18/2021,10774,6806,6779,6522,10033,10594
11/19/2021,10798,6828,6797,6534,10044,10698
11/2/2021,10476,6535,6549,6379,9856,6507
11/20/2021,10814,6840,6808,6543,10048,10750
11/21/2021,10828,6845,6819,6547,10052,10796
11/22/2021,10846,6853,6829,6558,10061,10845
11/23/2021,10863,6869,6840,6574,10086,10896
11/24/2021,10883,6890,6855,6589,10120,10958
11/25/2021,10888,6890,6855,6591,10128,10958
11/26/2021,10910,6907,6869,6616,10150,11027
11/27/2021,10931,6930,6878,6624,10152,11089
11/28/2021,10947,6941,6888,6628,10156,11131
11/29/2021,10964,6952,6898,6638,10173,11280
11/3/2021,10483,6542,6551,6383,9859,6570
11/30/2021,11003,7002,6951,6659,10199,11927
11/4/2021,10504,6563,6566,6396,9869,7186
11/5/2021,10527,6591,6589,6407,9876,7759
11/6/2021,10528,6592,6590,6407,9881,7775
11/7/2021,10534,6595,6594,6409,9882,7792
11/8/2021,10548,6608,6600,6417,9888,8385
11/9/2021,10577,6629,6621,6432,9913,8685
12/1/2020,,,1,,,
12/1/2021,11022,7022,6961,6671,10231,11994
12/10/2020,,1,1,,,
12/10/2021,11147,7131,7047,6786,10366,12722
12/11/2020,,1,1,,,
12/11/2021,11160,7140,7051,6796,10370,12749
12/12/2020,,1,1,,,
12/12/2021,11170,7148,7062,6805,10374,12773
12/13/2020,,1,1,,,
12/13/2021,11179,7161,7068,6815,10386,12817
12/14/2020,,1,1,,,
12/14/2021,11223,7195,7123,6829,10394,13050
12/15/2020,,1,1,,,
12/15/2021,11246,7207,7131,6838,10412,13082
12/16/2020,,1,1,,,
12/16/2021,11256,7225,7141,6847,10421,13109
12/17/2020,5,1,2,2,,
12/17/2021,11270,7235,7147,6852,10425,13136
12/18/2020,6,4,3,4,,
12/18/2021,11276,7244,7150,6856,10429,13169
12/19/2020,6,7,3,4,1,
12/19/2021,11284,7253,7156,6860,10434,13196
12/2/2020,,,1,,,
12/2/2021,11038,7036,6974,6700,10265,12061
12/20/2020,7,7,3,4,1,
12/20/2021,11290,7263,7160,6869,10441,13232
12/21/2020,8,8,3,4,2,
12/22/2020,22,17,9,13,11,
12/23/2020,29,25,11,18,14,
12/24/2020,40,29,15,22,16,
12/25/2020,40,29,15,22,16,
12/26/2020,44,31,15,22,16,
12/27/2020,44,31,15,22,16,
12/28/2020,55,44,24,27,21,
12/29/2020,76,65,34,35,22,
12/3/2020,,1,1,,,
12/3/2021,11054,7057,6993,6712,10277,12155
12/30/2020,94,82,42,49,35,1
12/31/2020,109,97,53,60,48,1
12/4/2020,,1,1,,,
12/4/2021,11071,7072,7005,6725,10287,12178
12/5/2020,,1,1,,,
12/5/2021,11079,7079,7014,6736,10293,12216
12/6/2020,,1,1,,,
12/6/2021,11089,7086,7024,6746,10300,12236
12/7/2020,,1,1,,,
12/7/2021,11109,7096,7034,6758,10324,12327
12/8/2020,,1,1,,,
12/8/2021,11122,7107,7042,6768,10339,12465
12/9/2020,,1,1,,,
12/9/2021,11131,7115,7046,6776,10353,12636
2/1/2021,614,551,537,586,2789,12
2/10/2021,887,856,991,1222,3738,19
2/11/2021,922,904,1091,1333,3880,19
2/12/2021,946,986,1232,1416,3988,19
2/13/2021,1007,1080,1374,1496,4078,24
