date,Yuma_cume,Yuma
2020-12-01 00:00:00,1,
2020-12-19 00:00:00,2,1
2020-12-20 00:00:00,4,2
2020-12-21 00:00:00,179,175
2020-12-22 00:00:00,838,659
2020-12-23 00:00:00,1581,743
2020-12-24 00:00:00,1819,238
2020-12-26 00:00:00,1923,104
2020-12-27 00:00:00,1924,1
2020-12-28 00:00:00,2351,427
2020-12-29 00:00:00,2673,322
2020-12-30 00:00:00,3047,374
2020-12-31 00:00:00,3122,75
2021-01-01 00:00:00,3123,1
2021-01-04 00:00:00,3337,214
2021-01-05 00:00:00,3653,316
2021-01-06 00:00:00,4113,460
2021-01-07 00:00:00,4310,197
2021-01-08 00:00:00,4552,242
2021-01-09 00:00:00,4565,13
2021-01-10 00:00:00,4577,12
2021-01-11 00:00:00,5240,663
2021-01-12 00:00:00,5882,642
2021-01-13 00:00:00,6591,709
2021-01-14 00:00:00,6743,152
2021-01-15 00:00:00,6896,153
2021-01-17 00:00:00,6897,1
2021-01-18 00:00:00,6931,34
2021-01-19 00:00:00,7315,384
2021-01-20 00:00:00,7876,561
2021-01-21 00:00:00,9395,1519
2021-01-22 00:00:00,10925,1530
2021-01-23 00:00:00,11065,140
2021-01-24 00:00:00,11077,12
2021-01-25 00:00:00,11501,424
2021-01-26 00:00:00,12286,785
2021-01-27 00:00:00,13623,1337
2021-01-28 00:00:00,15386,1763
2021-01-29 00:00:00,17428,2042
2021-01-30 00:00:00,18631,1203
2021-01-31 00:00:00,18643,12
2021-02-01 00:00:00,19466,823
2021-02-02 00:00:00,20473,1007
2021-02-03 00:00:00,21963,1490
2021-02-04 00:00:00,22763,800
2021-02-05 00:00:00,23460,697
2021-02-06 00:00:00,23493,33
2021-02-07 00:00:00,23514,21
2021-02-08 00:00:00,23775,261
2021-02-09 00:00:00,24534,759
2021-02-10 00:00:00,26872,2338
2021-02-11 00:00:00,28946,2074
2021-02-12 00:00:00,30817,1871
2021-02-13 00:00:00,31682,865
2021-02-14 00:00:00,31683,1
2021-02-15 00:00:00,31782,99
2021-02-16 00:00:00,32029,247
2021-02-17 00:00:00,32338,309
2021-02-18 00:00:00,32616,278
2021-02-19 00:00:00,33157,541
2021-02-20 00:00:00,33323,166
2021-02-21 00:00:00,33324,1
2021-02-22 00:00:00,33346,22
2021-02-23 00:00:00,34533,1187
2021-02-24 00:00:00,37152,2619
2021-02-25 00:00:00,40188,3036
2021-02-26 00:00:00,42911,2723
2021-02-27 00:00:00,43740,829
2021-02-28 00:00:00,44070,330
2021-03-01 00:00:00,45879,1809
2021-03-02 00:00:00,46914,1035
2021-03-03 00:00:00,48154,1240
2021-03-04 00:00:00,50802,2648
2021-03-05 00:00:00,54011,3209
2021-03-06 00:00:00,54224,213
2021-03-07 00:00:00,54396,172
2021-03-08 00:00:00,55402,1006
2021-03-09 00:00:00,57554,2152
2021-03-10 00:00:00,59475,1921
2021-03-11 00:00:00,62460,2985
2021-03-12 00:00:00,65523,3063
2021-03-13 00:00:00,67086,1563
2021-03-14 00:00:00,67209,123
2021-03-15 00:00:00,68026,817
2021-03-16 00:00:00,69249,1223
2021-03-17 00:00:00,71221,1972
2021-03-18 00:00:00,74462,3241
2021-03-19 00:00:00,77042,2580
2021-03-20 00:00:00,78015,973
