date,20-34_Pima,35-44_Pima,45-54_Pima,55-64_Pima,65+_Pima,<20_Pima
1/1/2021,4342,4468,3733,3522,2292,26
1/10/2021,6622,6455,5606,5450,4851,60
1/11/2021,6935,6733,5876,5738,5241,71
1/12/2021,7265,6992,6143,5998,5762,80
1/13/2021,7480,7232,6385,6247,6215,89
1/14/2021,7783,7541,6705,6540,6644,94
1/15/2021,8409,8110,7287,7103,7960,102
1/16/2021,8649,8304,7472,7268,8237,105
1/17/2021,8732,8362,7518,7326,8371,108
1/18/2021,9076,8671,7838,7618,9942,114
1/19/2021,9447,8957,8164,7943,11619,124
1/2/2021,4515,4592,3834,3635,2412,27
1/20/2021,9943,9503,8676,8425,13761,135
1/21/2021,10344,9945,9170,8910,16873,144
1/22/2021,11043,10627,9921,9655,19931,157
1/23/2021,11322,10861,10114,9855,21731,162
1/24/2021,11465,10991,10226,9960,22054,165
1/25/2021,12184,11632,10970,10714,25316,180
1/26/2021,12895,12208,11632,11362,28355,189
1/27/2021,13617,12804,12298,12087,31537,197
1/28/2021,14458,13445,12972,12809,34878,210
1/29/2021,15380,14172,13701,13562,37968,230
1/3/2021,4603,4685,3904,3691,2463,29
1/30/2021,16032,14605,14054,13962,40698,236
1/31/2021,16201,14716,14170,14098,41449,241
1/4/2021,4943,5004,4168,3971,2722,38
1/5/2021,5279,5326,4433,4258,3039,41
1/6/2021,5695,5666,4854,4625,3378,48
1/7/2021,5997,5900,5063,4907,3791,53
1/8/2021,6271,6184,5351,5186,4050,56
1/9/2021,6524,6357,5520,5374,4778,60
10/1/2021,130303,83315,82764,99941,199331,58157
10/10/2021,131706,84048,83275,100390,199847,58867
10/11/2021,131900,84160,83349,100455,199925,58982
10/12/2021,132015,84212,83381,100474,199964,59037
10/13/2021,132155,84294,83437,100522,200024,59115
10/14/2021,132364,84396,83507,100582,200106,59205
10/15/2021,132597,84503,83616,100654,200172,59302
10/16/2021,132709,84560,83653,100693,200206,59341
10/17/2021,132790,84597,83679,100705,200221,59380
10/18/2021,132978,84701,83746,100770,200276,59445
10/19/2021,133107,84782,83818,100831,200350,59520
10/2/2021,130406,83372,82812,99973,199366,58228
10/20/2021,133257,84846,83889,100883,200407,59595
10/21/2021,133408,84925,83980,100941,200455,59671
10/22/2021,133598,85028,84056,101022,200587,59749
10/23/2021,133702,85075,84094,101070,200675,59805
10/24/2021,133755,85100,84112,101094,200732,59847
10/25/2021,133925,85176,84169,101157,200939,59908
10/26/2021,134073,85285,84248,101246,201144,59992
10/27/2021,134254,85391,84320,101323,201344,60114
10/28/2021,134420,85464,84384,101402,201550,60168
10/29/2021,134611,85569,84468,101500,201730,60248
10/3/2021,130485,83408,82836,99988,199392,58267
10/30/2021,134687,85609,84491,101536,201834,60282
10/31/2021,134733,85634,84511,101551,201880,60299
10/4/2021,130706,83508,82917,100040,199476,58360
10/5/2021,130908,83602,82975,100109,199562,58439
10/6/2021,131123,83729,83047,100168,199631,58532
10/7/2021,131265,83823,83101,100233,199682,58616
10/8/2021,131526,83937,83191,100303,199754,58732
10/9/2021,131630,84000,83245,100358,199799,58823
11/1/2021,134918,85747,84602,101639,202084,60364
11/2/2021,135115,85854,84675,101709,202250,60459
11/3/2021,135272,85944,84736,101777,202376,60581
11/4/2021,135413,86018,84800,101832,202525,60638
11/5/2021,135616,86113,84877,101930,202663,60722
11/6/2021,135676,86151,84903,101960,202732,60747
11/7/2021,135725,86178,84922,101976,202745,60865
12/1/2020,13,10,12,10,19,
12/10/2020,16,14,18,15,28,
12/11/2020,16,16,21,17,30,
12/12/2020,16,16,21,19,32,
12/13/2020,17,16,21,20,32,
12/14/2020,17,19,24,20,33,
12/15/2020,20,24,28,26,40,
12/16/2020,23,26,30,27,41,
12/17/2020,268,337,340,282,127,
12/18/2020,581,701,636,548,247,1
12/19/2020,786,906,781,654,310,1
12/2/2020,14,10,14,10,19,
12/20/2020,788,908,785,659,317,1
12/21/2020,1199,1282,1070,938,448,3
12/22/2020,1596,1671,1409,1224,582,5
12/23/2020,2096,2152,1801,1537,758,6
12/24/2020,2353,2434,1998,1754,849,8
12/25/2020,2354,2435,1998,1756,852,8
12/26/2020,2557,2642,2147,1911,925,9
12/27/2020,2605,2686,2177,1943,941,9
12/28/2020,3070,3130,2539,2273,1128,11
12/29/2020,3525,3592,2885,2665,1376,17
12/3/2020,14,11,15,12,21,
12/30/2020,3965,4054,3334,3093,1653,18
12/31/2020,4281,4413,3643,3410,1908,23
12/4/2020,14,12,16,12,21,
12/5/2020,15,12,16,12,21,
12/6/2020,15,12,16,13,22,
12/7/2020,15,12,16,14,23,
12/8/2020,15,12,16,15,23,
12/9/2020,16,14,18,15,27,
2/1/2021,16833,15270,14761,14740,43857,251
2/10/2021,21182,18386,18280,18974,69643,364
2/11/2021,21523,18643,18516,19291,73815,375
2/12/2021,21888,18935,18817,19714,77628,385
2/13/2021,22106,19082,18968,19923,80882,398
2/14/2021,22176,19113,19027,19973,81365,405
2/15/2021,22337,19224,19141,20119,83216,408
2/16/2021,22539,19353,19321,20349,85436,417
2/17/2021,22844,19567,19531,20618,87560,433
2/18/2021,23066,19730,19678,20821,89486,438
2/19/2021,23316,19874,19861,21014,90457,445
2/2/2021,17502,15838,15423,15415,46281,265
2/20/2021,23592,20064,20027,21190,91208,459
2/21/2021,23627,20095,20071,21231,91473,461
2/22/2021,23767,20163,20145,21346,92476,466
2/23/2021,23926,20259,20262,21501,94036,471
2/24/2021,24235,20447,20452,21761,95978,506
2/25/2021,24437,20613,20605,22031,98870,518
2/26/2021,24805,20868,20891,22551,102295,535
2/27/2021,24995,21026,21068,22802,104710,545
2/28/2021,25101,21110,21143,22938,106738,557
2/3/2021,18078,16330,15955,16037,49389,277
2/4/2021,18636,16755,16395,16627,52806,292
2/5/2021,19378,17300,17042,17467,56672,312
2/6/2021,19871,17576,17345,17837,58405,323
2/7/2021,19946,17621,17398,17918,59013,325
2/8/2021,20323,17871,17691,18263,61772,332
2/9/2021,20717,18103,17975,18587,65029,344
3/1/2021,25363,21322,21380,23394,109640,586
3/10/2021,28571,23579,23826,31052,136633,810
3/11/2021,29080,23962,24275,32644,140166,858
3/12/2021,29751,24390,24755,34123,143603,912
3/13/2021,30135,24653,25089,35282,145176,946
3/14/2021,30464,24837,25303,36096,146398,980
3/15/2021,30856,25170,25631,38359,148677,1025
3/16/2021,31604,25721,26251,40724,151327,1101
3/17/2021,32674,26547,27070,43559,153810,1183
3/18/2021,33689,27302,27875,46348,156086,1262
3/19/2021,34947,28242,28790,49148,158049,1365
3/2/2021,25630,21516,21583,23759,112740,610
3/20/2021,35786,28762,29409,50917,159178,1425
3/21/2021,36444,29347,30044,52343,159933,1508
3/22/2021,37598,30062,30818,54286,161662,1618
3/23/2021,39005,31048,31820,56505,163481,1757
3/24/2021,40811,32264,33048,58548,165163,2036
3/25/2021,42893,33841,34691,60791,166757,2403
3/26/2021,45033,35416,36294,62883,168195,2873
3/27/2021,46314,36303,37202,64084,168937,3219
3/28/2021,47154,36951,37923,64514,169151,3524
3/29/2021,49260,38426,39345,65338,169718,4105
3/3/2021,26038,21807,21882,24374,116727,641
3/30/2021,51579,39990,40879,66389,170712,4737
3/31/2021,54017,41476,42581,67669,171798,5408
3/4/2021,26347,22012,22105,25128,119876,659
3/5/2021,26745,22291,22404,26041,122950,691
3/6/2021,27016,22496,22632,26749,125269,711
3/7/2021,27271,22685,22831,27401,127121,720
3/8/2021,27593,22884,23072,28420,130050,732
3/9/2021,27946,23176,23364,29634,133076,759
4/1/2021,56107,42701,44044,68511,172715,6058
4/10/2021,72702,51986,54194,75876,179501,10874
4/11/2021,73561,52395,54639,76226,179762,11140
4/12/2021,75072,53135,55516,76992,180433,11436
4/13/2021,76269,53718,56100,77513,180911,11694
4/14/2021,77608,54438,56794,78071,181334,11994
4/15/2021,78659,55080,57360,78518,181699,12239
4/16/2021,79829,55751,58087,79086,182170,12590
4/17/2021,80455,56095,58466,79386,182374,12788
4/18/2021,80856,56316,58679,79535,182484,12944
4/19/2021,81491,56713,59088,79969,182843,13124
4/2/2021,58284,43991,45566,69320,173466,6728
4/20/2021,82183,57036,59442,80294,183164,13277
4/21/2021,82948,57511,59887,80683,183498,13433
4/22/2021,83723,57964,60306,81068,183846,13642
4/23/2021,84652,58583,60873,81577,184242,13907
4/24/2021,85294,58915,61290,81916,184503,14137
4/25/2021,85678,59087,61490,82038,184608,14296
4/26/2021,86448,59533,61932,82453,184937,14488
4/27/2021,87234,59965,62370,82827,185243,14693
4/28/2021,88044,60351,62796,83275,185596,14881
4/29/2021,88790,60736,63173,83629,185953,15035
4/3/2021,59698,44794,46443,69902,173815,7245
4/30/2021,89549,61159,63686,84067,186332,15213
4/4/2021,60582,45198,46912,70148,174002,7539
4/5/2021,62653,46335,48220,71154,174989,8152
4/6/2021,64602,47414,49476,72142,176109,8736
4/7/2021,67173,48878,50897,73211,177168,9396
4/8/2021,69353,50067,52162,74255,178144,9949
4/9/2021,71554,51316,53496,75313,179075,10487
5/1/2021,89936,61420,64005,84354,186517,15347
5/10/2021,93622,63566,66214,86465,188395,16351
5/11/2021,93968,63789,66435,86702,188637,16453
5/12/2021,94394,64015,66661,86915,188861,16700
5/13/2021,94843,64300,66912,87157,189080,18337
5/14/2021,95350,64605,67175,87396,189292,19741
5/15/2021,95789,64889,67444,87620,189423,21484
5/16/2021,96148,65085,67650,87771,189520,22514
5/17/2021,96722,65406,67983,88071,189802,23309
5/18/2021,97216,65682,68210,88270,190008,23874
5/19/2021,97668,65924,68466,88478,190202,24461
5/2/2021,90241,61602,64161,84496,186613,15460
5/20/2021,98087,66187,68708,88697,190385,25046
5/21/2021,98614,66503,68999,88978,190589,25970
5/22/2021,99005,66722,69201,89159,190705,26958
5/23/2021,99255,66869,69338,89253,190766,27378
5/24/2021,99692,67145,69563,89422,190918,27917
5/25/2021,100101,67400,69780,89599,191071,28303
5/26/2021,100449,67603,69961,89733,191182,28695
5/27/2021,100768,67766,70132,89872,191308,29092
5/28/2021,101129,68017,70387,90066,191456,29685
5/29/2021,101370,68123,70507,90181,191526,29974
5/3/2021,90757,61884,64436,84777,186844,15573
5/30/2021,101497,68194,70563,90243,191557,30119
5/31/2021,101590,68238,70622,90287,191585,30220
5/4/2021,91231,62139,64725,85045,187101,15701
5/5/2021,91788,62466,65047,85324,187400,15852
5/6/2021,92237,62714,65287,85547,187659,15943
5/7/2021,92759,63035,65631,85900,187964,16085
5/8/2021,93125,63271,65910,86122,188097,16227
5/9/2021,93334,63379,66057,86268,188179,16286
6/1/2021,101994,68425,70825,90445,191747,30741
6/10/2021,104421,69736,71983,91524,192569,33660
6/11/2021,104670,69859,72111,91638,192648,33967
6/12/2021,104851,69954,72210,91702,192681,34169
6/13/2021,104939,70004,72269,91746,192700,34234
6/14/2021,105203,70158,72401,91846,192783,34591
6/15/2021,105416,70275,72485,91929,192855,34819
6/16/2021,105680,70417,72601,92012,192920,35116
6/17/2021,105913,70541,72703,92099,193016,35340
6/18/2021,106189,70693,72846,92205,193121,35693
6/19/2021,106336,70783,72922,92265,193175,35920
6/2/2021,102346,68597,70995,90585,191864,31137
6/20/2021,106408,70832,72949,92300,193197,36017
6/21/2021,106644,70964,73052,92379,193277,36320
6/22/2021,106884,71081,73150,92453,193346,36580
6/23/2021,107107,71205,73262,92540,193439,36848
6/24/2021,107318,71313,73351,92620,193504,37076
6/25/2021,107599,71468,73471,92725,193586,37399
6/26/2021,107784,71564,73563,92801,193623,37567
6/27/2021,107884,71626,73606,92834,193635,37653
6/28/2021,108145,71736,73691,92918,193686,37876
6/29/2021,108355,71848,73790,92975,193740,38089
6/3/2021,102611,68752,71112,90712,191961,31552
6/30/2021,108606,71967,73891,93065,193815,38339
6/4/2021,103013,68958,71293,90885,192087,31989
6/5/2021,103260,69108,71422,90996,192149,32282
6/6/2021,103416,69178,71515,91070,192194,32474
6/7/2021,103686,69316,71636,91182,192282,32790
6/8/2021,103971,69445,71750,91293,192377,33084
6/9/2021,104206,69604,71872,91414,192470,33371
7/1/2021,108801,72086,73984,93126,193885,38592
7/10/2021,110649,73037,74752,93735,194333,40392
7/11/2021,110741,73069,74792,93762,194356,40506
7/12/2021,110953,73159,74875,93836,194415,40783
7/13/2021,111133,73248,74930,93901,194468,41031
7/14/2021,111281,73334,75010,93971,194519,41292
7/15/2021,111496,73434,75081,94042,194571,41591
7/16/2021,111741,73589,75214,94156,194638,41897
7/17/2021,111898,73658,75302,94226,194680,42074
7/18/2021,112002,73706,75349,94257,194704,42205
7/19/2021,112259,73835,75459,94378,194765,42501
7/2/2021,109066,72210,74095,93236,193963,38846
7/20/2021,112482,73956,75579,94462,194861,42861
7/21/2021,112746,74082,75671,94560,194933,43229
7/22/2021,112971,74196,75780,94666,195053,43542
7/23/2021,113249,74390,75945,94825,195143,43919
7/24/2021,113429,74515,76073,94927,195191,44150
7/25/2021,113568,74603,76128,94965,195223,44316
7/26/2021,113879,74780,76259,95069,195324,44715
7/27/2021,114214,74978,76403,95183,195419,45240
7/28/2021,114609,75186,76576,95319,195507,45747
7/29/2021,114891,75352,76722,95422,195608,46250
7/3/2021,109216,72285,74170,93295,193986,38999
7/30/2021,115269,75600,76887,95557,195695,46786
7/31/2021,115562,75727,77009,95656,195749,47072
7/4/2021,109253,72309,74181,93307,193997,39022
7/5/2021,109431,72390,74257,93365,194038,39211
7/6/2021,109588,72485,74345,93426,194102,39449
7/7/2021,109868,72632,74444,93504,194165,39670
7/8/2021,110277,72822,74564,93585,194234,39907
7/9/2021,110502,72946,74676,93677,194301,40160
8/1/2021,115769,75813,77105,95706,195788,47260
8/10/2021,118721,77371,78283,96664,196495,50034
8/11/2021,119005,77544,78406,96745,196567,50300
8/12/2021,119346,77708,78543,96835,196646,50536
8/13/2021,119770,77953,78708,96959,196756,50904
8/14/2021,120008,78083,78833,97026,196799,51145
8/15/2021,120175,78172,78896,97060,196824,51302
8/16/2021,120462,78347,79000,97149,196898,51532
8/17/2021,120748,78469,79120,97254,196986,51744
8/18/2021,121045,78618,79234,97340,197080,51970
8/19/2021,121326,78757,79372,97426,197151,52158
8/2/2021,116150,76005,77248,95836,195890,47706
8/20/2021,121626,78951,79499,97526,197204,52443
8/21/2021,121819,79051,79583,97583,197236,52637
8/22/2021,121957,79132,79660,97620,197258,52752
8/23/2021,122273,79317,79806,97721,197338,52925
8/24/2021,122737,79556,79992,97844,197413,53171
8/25/2021,123127,79744,80131,97940,197500,53398
8/26/2021,123402,79859,80244,98010,197575,53565
8/27/2021,123716,80025,80399,98102,197667,53805
8/28/2021,123859,80112,80493,98154,197708,53958
8/29/2021,124002,80164,80549,98193,197734,54043
8/3/2021,116513,76171,77397,95956,195974,48149
8/30/2021,124244,80309,80621,98256,197802,54181
8/31/2021,124484,80415,80702,98325,197856,54302
8/4/2021,116849,76355,77519,96060,196061,48477
8/5/2021,117184,76524,77673,96165,196130,48688
8/6/2021,117579,76774,77854,96312,196246,49104
8/7/2021,117837,76918,77962,96397,196306,49429
8/8/2021,118005,77015,78042,96462,196333,49566
8/9/2021,118404,77202,78161,96570,196414,49804
9/1/2021,124708,80533,80778,98382,197923,54479
9/10/2021,126362,81332,81334,98880,198249,55594
9/11/2021,126558,81428,81403,98928,198278,55768
9/12/2021,126709,81508,81452,98961,198291,55871
9/13/2021,126941,81620,81535,99034,198343,55986
9/14/2021,127148,81736,81608,99090,198411,56106
9/15/2021,127287,81792,81656,99133,198449,56168
9/16/2021,127465,81892,81742,99192,198483,56279
9/17/2021,127749,82035,81847,99280,198540,56442
9/18/2021,127902,82109,81901,99316,198574,56546
9/19/2021,127996,82162,81938,99335,198590,56609
9/2/2021,124903,80631,80823,98439,197962,54605
9/20/2021,128122,82229,81989,99367,198623,56694
9/21/2021,128313,82336,82060,99426,198676,56796
9/22/2021,128514,82444,82136,99486,198728,56934
9/23/2021,128730,82544,82210,99540,198772,57042
9/24/2021,128977,82653,82312,99617,198847,57159
9/25/2021,129097,82735,82367,99662,198898,57237
9/26/2021,129169,82767,82394,99675,198932,57286
9/27/2021,129336,82864,82460,99716,199022,57368
9/28/2021,129554,82964,82531,99772,199098,57636
9/29/2021,129818,83114,82607,99830,199173,57901
9/3/2021,125149,80772,80902,98531,198013,54843
9/30/2021,130070,83223,82679,99877,199254,58049
9/4/2021,125292,80834,80953,98584,198035,54959
9/5/2021,125386,80883,80994,98616,198053,55030
9/6/2021,125417,80895,81013,98631,198060,55055
9/7/2021,125613,80989,81088,98678,198097,55169
9/8/2021,125849,81094,81166,98720,198162,55315
9/9/2021,126056,81193,81218,98780,198199,55431
