date,Pinal_cume,Pinal
1/1/2021,5,
1/10/2021,6,1
1/11/2021,11,5
1/12/2021,48,37
1/13/2021,81,33
1/14/2021,108,27
1/15/2021,119,11
1/16/2021,267,148
1/17/2021,516,249
1/18/2021,886,370
1/19/2021,956,70
1/2/2021,1269,313
1/20/2021,1345,76
1/21/2021,1785,440
1/22/2021,2416,631
1/23/2021,3271,855
1/24/2021,3813,542
1/25/2021,3879,66
1/26/2021,4395,516
1/27/2021,4562,167
1/28/2021,5142,580
1/29/2021,5768,626
1/3/2021,6539,771
1/30/2021,7281,742
1/31/2021,8151,870
1/4/2021,8471,320
1/5/2021,8552,81
1/6/2021,9148,596
1/7/2021,9993,845
1/8/2021,11162,1169
1/9/2021,12382,1220
10/1/2021,13480,1098
10/10/2021,14504,1024
10/11/2021,14710,206
10/12/2021,15363,653
10/13/2021,16483,1120
10/14/2021,18018,1535
10/15/2021,19624,1606
10/16/2021,21288,1664
10/17/2021,22676,1388
10/18/2021,23099,423
10/19/2021,24299,1200
10/2/2021,25655,1356
10/20/2021,27454,1799
10/21/2021,29335,1881
10/22/2021,31283,1948
10/23/2021,32662,1379
10/24/2021,33009,347
10/25/2021,34726,1717
10/26/2021,36758,2032
10/27/2021,38996,2238
10/28/2021,41293,2297
10/29/2021,44034,2741
10/3/2021,46182,2148
10/30/2021,46713,531
10/31/2021,48773,2060
10/4/2021,51215,2442
10/5/2021,54292,3077
10/6/2021,57488,3196
10/7/2021,61209,3721
10/8/2021,64751,3542
10/9/2021,65439,688
12/1/2020,66894,1455
12/16/2020,68989,2095
12/17/2020,71328,2339
12/18/2020,73795,2467
12/19/2020,75761,1966
12/20/2020,77541,1780
12/21/2020,78049,508
12/22/2020,79510,1461
12/23/2020,81468,1958
12/24/2020,84283,2815
12/26/2020,88001,3718
12/27/2020,91969,3968
12/28/2020,94325,2356
12/29/2020,95241,916
12/30/2020,98340,3099
12/31/2020,101825,3485
12/9/2020,106045,4220
2/1/2021,110241,4196
2/10/2021,113879,3638
2/11/2021,116983,3104
2/12/2021,118133,1150
2/13/2021,121242,3109
2/14/2021,124614,3372
2/15/2021,128244,3630
2/16/2021,133047,4803
2/17/2021,137351,4304
2/18/2021,140027,2676
2/19/2021,141254,1227
2/2/2021,144039,2785
2/20/2021,147512,3473
2/21/2021,151303,3791
2/22/2021,155291,3988
2/23/2021,158820,3529
2/24/2021,161267,2447
2/25/2021,162756,1489
2/26/2021,165558,2802
2/27/2021,168745,3187
2/28/2021,172810,4065
2/3/2021,176946,4136
2/4/2021,181461,4515
2/5/2021,183740,2279
2/6/2021,185653,1913
2/7/2021,189201,3548
2/8/2021,193006,3805
2/9/2021,197254,4248
3/1/2021,201729,4475
3/10/2021,204634,2905
3/11/2021,207064,2430
3/12/2021,207890,826
3/13/2021,210870,2980
3/14/2021,214459,3589
3/15/2021,218273,3814
3/16/2021,221909,3636
3/17/2021,225161,3252
3/18/2021,227456,2295
3/19/2021,228694,1238
3/2/2021,231658,2964
3/20/2021,234297,2639
3/21/2021,237270,2973
3/22/2021,240317,3047
3/23/2021,243769,3452
3/24/2021,245472,1703
3/25/2021,246772,1300
3/26/2021,249694,2922
3/27/2021,253006,3312
3/28/2021,256868,3862
3/29/2021,259789,2921
3/3/2021,262172,2383
3/30/2021,264271,2099
3/31/2021,265789,1518
3/4/2021,268224,2435
3/5/2021,270948,2724
3/6/2021,273427,2479
3/7/2021,275455,2028
3/8/2021,277613,2158
3/9/2021,278981,1368
