date,Gila_cume,Gila
2020-12-01,1,
2020-12-17,69,68
2020-12-18,109,40
2020-12-19,111,2
2020-12-20,112,1
2020-12-21,148,36
2020-12-22,170,22
2020-12-23,224,54
2020-12-24,293,69
2020-12-26,321,28
2020-12-27,322,1
2020-12-28,457,135
2020-12-29,582,125
2020-12-30,739,157
2020-12-31,896,157
2021-01-01,902,6
2021-01-02,1098,196
2021-01-03,1101,3
2021-01-04,1252,151
2021-01-05,1563,311
2021-01-06,1840,277
2021-01-07,2330,490
2021-01-08,2715,385
2021-01-09,2751,36
2021-01-10,2752,1
2021-01-11,2938,186
2021-01-12,3032,94
2021-01-13,3129,97
2021-01-14,3377,248
2021-01-15,3628,251
2021-01-16,3635,7
2021-01-17,3638,3
2021-01-18,3761,123
2021-01-19,3952,191
2021-01-20,4234,282
2021-01-21,4559,325
2021-01-22,4679,120
2021-01-23,4829,150
2021-01-24,4842,13
2021-01-25,5048,206
2021-01-26,5167,119
2021-01-27,5509,342
2021-01-28,6019,510
2021-01-29,6319,300
2021-01-30,6555,236
2021-01-31,6562,7
2021-02-01,6917,355
2021-02-02,7575,658
2021-02-03,8267,692
2021-02-04,9274,1007
2021-02-05,10050,776
2021-02-06,10498,448
2021-02-07,10517,19
2021-02-08,10850,333
2021-02-09,11291,441
2021-02-10,11697,406
2021-02-11,12036,339
2021-02-12,12367,331
2021-02-13,13162,795
2021-02-14,13607,445
2021-02-15,13789,182
2021-02-16,14180,391
2021-02-17,14505,325
2021-02-18,14796,291
2021-02-19,15113,317
2021-02-20,15316,203
2021-02-21,15320,4
2021-02-22,15461,141
2021-02-23,15726,265
2021-02-24,15935,209
2021-02-25,16323,388
2021-02-26,16700,377
2021-02-27,18449,1749
2021-02-28,19333,884
2021-03-01,19583,250
2021-03-02,19938,355
2021-03-03,20265,327
2021-03-04,20986,721
2021-03-05,21246,260
2021-03-06,21635,389
2021-03-07,21647,12
2021-03-08,21864,217
2021-03-09,22149,285
2021-03-10,22459,310
2021-03-11,23739,1280
2021-03-12,24116,377
2021-03-13,25219,1103
2021-03-14,25637,418
2021-03-15,25812,175
2021-03-16,26112,300
2021-03-17,26258,146
2021-03-18,26579,321
2021-03-19,26829,250
2021-03-20,27162,333
2021-03-21,27176,14
2021-03-22,27350,174
2021-03-23,27517,167
2021-03-24,27644,127
2021-03-25,27901,257
2021-03-26,28073,172
2021-03-27,29739,1666
2021-03-28,30537,798
2021-03-29,30798,261
2021-03-30,30920,122
2021-03-31,31073,153
2021-04-01,31700,627
2021-04-02,31892,192
2021-04-03,31935,43
2021-04-04,31940,5
2021-04-05,32077,137
2021-04-06,32496,419
2021-04-07,32676,180
2021-04-08,32962,286
2021-04-09,33150,188
2021-04-10,33683,533
2021-04-11,33700,17
2021-04-12,33861,161
2021-04-13,33970,109
2021-04-14,34036,66
2021-04-15,34224,188
2021-04-16,34344,120
2021-04-17,34707,363
2021-04-18,34723,16
2021-04-19,34838,115
2021-04-20,34942,104
