date,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave
1/1/2021,289,383,440,498,364,7
1/1/2022,8808,6768,9270,18057,44833,3947
1/10/2021,437,553,649,748,846,11
1/10/2022,8966,6864,9368,18237,45024,4094
1/11/2021,454,567,680,785,945,11
1/11/2022,8973,6868,9375,18246,45043,4107
1/12/2021,474,590,709,833,1110,11
1/13/2021,492,621,748,880,1280,12
1/14/2021,527,650,798,948,1484,13
1/15/2021,553,694,835,1016,1719,13
1/16/2021,564,711,851,1055,1990,14
1/17/2021,565,714,851,1057,2015,14
1/18/2021,583,734,879,1093,2253,14
1/19/2021,601,753,911,1148,2443,15
1/2/2021,295,393,449,509,377,7
1/2/2022,8822,6774,9275,18072,44841,3953
1/20/2021,634,783,936,1215,2720,15
1/21/2021,652,808,963,1257,2901,15
1/22/2021,680,831,991,1304,3146,15
1/23/2021,693,841,1000,1322,3752,15
1/24/2021,693,847,1009,1328,4279,15
1/25/2021,699,854,1020,1349,4541,16
1/26/2021,714,862,1028,1375,4901,16
1/27/2021,738,881,1055,1425,5319,16
1/28/2021,756,905,1087,1472,5851,16
1/29/2021,771,914,1101,1501,6236,16
1/3/2021,297,394,458,516,384,7
1/3/2022,8838,6783,9291,18103,44881,3971
1/30/2021,776,919,1113,1520,6539,16
1/31/2021,779,920,1120,1532,7014,16
1/4/2021,315,423,490,561,451,8
1/4/2022,8861,6793,9307,18129,44905,3986
1/5/2021,330,446,512,589,495,8
1/5/2022,8887,6806,9319,18154,44940,3997
1/6/2021,369,480,552,652,569,9
1/6/2022,8900,6815,9332,18180,44968,4015
1/7/2021,395,509,596,687,686,11
1/7/2022,8918,6836,9349,18205,44992,4061
1/8/2021,426,542,635,729,795,11
1/8/2022,8940,6846,9359,18218,45006,4079
1/9/2021,432,551,644,742,813,11
1/9/2022,8951,6854,9363,18223,45009,4083
10/1/2021,7460,6004,8306,16510,41390,2875
10/10/2021,7586,6068,8380,16605,41507,2920
10/11/2021,7598,6079,8390,16621,41524,2925
10/12/2021,7619,6090,8403,16633,41543,2929
10/13/2021,7630,6101,8414,16641,41566,2934
10/14/2021,7645,6104,8429,16653,41593,2942
10/15/2021,7677,6123,8446,16663,41616,2957
10/16/2021,7692,6133,8457,16665,41621,2965
10/17/2021,7700,6134,8459,16669,41625,2968
10/18/2021,7730,6142,8473,16683,41641,2969
10/19/2021,7747,6156,8481,16698,41666,2982
10/2/2021,7469,6015,8313,16519,41406,2876
10/20/2021,7756,6165,8491,16705,41684,2984
10/21/2021,7779,6172,8500,16715,41699,2987
10/22/2021,7799,6191,8526,16726,41747,2995
10/23/2021,7807,6196,8532,16733,41795,2998
10/24/2021,7811,6198,8533,16739,41809,3002
10/25/2021,7824,6204,8546,16762,41895,3002
10/26/2021,7840,6211,8554,16774,41957,3006
10/27/2021,7851,6217,8570,16795,42034,3011
10/28/2021,7866,6222,8579,16821,42104,3016
10/29/2021,7883,6230,8588,16852,42156,3025
10/3/2021,7474,6017,8313,16519,41409,2879
10/30/2021,7891,6233,8598,16863,42183,3027
10/31/2021,7897,6234,8606,16867,42193,3028
10/4/2021,7492,6021,8325,16536,41425,2883
10/5/2021,7511,6032,8332,16550,41446,2890
10/6/2021,7534,6042,8335,16568,41464,2892
10/7/2021,7556,6049,8347,16582,41479,2894
10/8/2021,7575,6061,8364,16599,41499,2915
10/9/2021,7585,6067,8372,16604,41505,2919
11/1/2021,7901,6237,8611,16885,42248,3036
11/10/2021,8001,6300,8687,17014,42691,3192
11/11/2021,8024,6316,8709,17035,42768,3214
11/12/2021,8048,6331,8730,17071,42805,3240
11/13/2021,8062,6336,8737,17086,42828,3256
11/14/2021,8069,6340,8741,17091,42851,3262
11/15/2021,8089,6344,8761,17110,42922,3274
11/16/2021,8113,6354,8778,17122,42971,3290
11/17/2021,8138,6369,8793,17152,43029,3303
11/18/2021,8168,6386,8806,17180,43091,3320
11/19/2021,8197,6408,8833,17212,43153,3366
11/2/2021,7910,6243,8622,16899,42296,3037
11/20/2021,8210,6412,8840,17229,43182,3401
11/21/2021,8222,6422,8847,17246,43211,3419
11/22/2021,8252,6433,8857,17272,43265,3429
11/23/2021,8275,6436,8877,17304,43304,3448
11/24/2021,8287,6445,8887,17322,43328,3462
11/25/2021,8287,6446,8887,17322,43328,3462
11/26/2021,8312,6454,8898,17343,43355,3479
11/27/2021,8317,6464,8910,17358,43375,3488
11/28/2021,8325,6470,8914,17371,43392,3496
11/29/2021,8354,6492,8926,17396,43441,3504
11/3/2021,7928,6248,8626,16912,42344,3040
11/30/2021,8379,6504,8937,17417,43496,3516
11/4/2021,7938,6259,8634,16925,42419,3048
11/5/2021,7951,6266,8645,16937,42480,3062
11/6/2021,7958,6275,8654,16951,42505,3129
11/7/2021,7960,6275,8657,16956,42514,3146
11/8/2021,7972,6289,8665,16967,42590,3156
11/9/2021,7992,6294,8677,16993,42641,3168
12/1/2020,,,,,1,
12/1/2021,8412,6520,8955,17441,43556,3529
12/10/2020,,,,,1,
12/10/2021,8547,6609,9070,17674,44043,3654
12/11/2020,,,,,1,
12/11/2021,8557,6622,9078,17693,44089,3661
12/12/2020,,,,1,1,
12/12/2021,8564,6626,9084,17695,44125,3677
