date,Arizona_cume,Arizona
2020-12-01,330,
2020-12-02,363,33
2020-12-03,395,32
2020-12-04,407,12
2020-12-05,411,4
2020-12-06,416,5
2020-12-07,443,27
2020-12-08,465,22
2020-12-09,490,25
2020-12-10,519,29
2020-12-11,536,17
2020-12-12,557,21
2020-12-13,573,16
2020-12-14,609,36
2020-12-15,766,157
2020-12-16,1541,775
2020-12-17,4940,3399
2020-12-18,8829,3889
2020-12-19,11441,2612
2020-12-20,12560,1119
2020-12-21,18251,5691
2020-12-22,26165,7914
2020-12-23,36387,10222
2020-12-24,40295,3908
2020-12-25,40444,149
2020-12-26,47017,6573
2020-12-27,49696,2679
2020-12-28,59294,9598
2020-12-29,72682,13388
2020-12-30,87973,15291
2020-12-31,96269,8296
2021-01-01,99939,3670
2021-01-02,107786,7847
2021-01-03,111089,3303
2021-01-04,120366,9277
2021-01-05,130018,9652
2021-01-06,142618,12600
2021-01-07,155828,13210
2021-01-08,168333,12505
2021-01-09,176401,8068
2021-01-10,179775,3374
2021-01-11,196510,16735
2021-01-12,220363,23853
2021-01-13,246387,26024
2021-01-14,271895,25508
2021-01-15,297906,26011
2021-01-16,313889,15983
2021-01-17,323372,9483
2021-01-18,342975,19603
2021-01-19,370850,27875
2021-01-20,404395,33545
2021-01-21,441053,36658
2021-01-22,480069,39016
2021-01-23,509089,29020
2021-01-24,525475,16386
2021-01-25,556048,30573
2021-01-26,593721,37673
2021-01-27,634697,40976
2021-01-28,676171,41474
2021-01-29,717270,41099
2021-01-30,743906,26636
2021-01-31,755922,12016
2021-02-01,792377,36455
2021-02-02,832985,40608
2021-02-03,878499,45514
2021-02-04,927247,48748
2021-02-05,972900,45653
2021-02-06,1012765,39865
2021-02-07,1029327,16562
2021-02-08,1069388,40061
2021-02-09,1114661,45273
2021-02-10,1167505,52844
2021-02-11,1220777,53272
2021-02-12,1284016,63239
2021-02-13,1330807,46791
2021-02-14,1348482,17675
2021-02-15,1381092,32610
2021-02-16,1427290,46198
2021-02-17,1476030,48740
2021-02-18,1523117,47087
2021-02-19,1567401,44284
2021-02-20,1603731,36330
2021-02-21,1619371,15640
2021-02-22,1649481,30110
2021-02-23,1695041,45560
2021-02-24,1753527,58486
2021-02-25,1815473,61946
2021-02-26,1883962,68489
2021-02-27,1936906,52944
2021-02-28,1963733,26827
2021-03-01,2018113,54380
2021-03-02,2070670,52557
2021-03-03,2131043,60373
2021-03-04,2191120,60077
2021-03-05,2252294,61174
2021-03-06,2298886,46592
2021-03-07,2325494,26608
2021-03-08,2378354,52860
2021-03-09,2436949,58595
2021-03-10,2506779,69830
2021-03-11,2579991,73212
2021-03-12,2655377,75386
2021-03-13,2709048,53671
2021-03-14,2738394,29346
2021-03-15,2788412,50018
2021-03-16,2845144,56732
2021-03-17,2910307,65163
2021-03-18,2976464,66157
2021-03-19,3038752,62288
2021-03-20,3087619,48867
2021-03-21,3120111,32492
2021-03-22,3165814,45703
2021-03-23,3216525,50711
2021-03-24,3282250,65725
2021-03-25,3356111,73861
2021-03-26,3428822,72711
2021-03-27,3483758,54936
2021-03-28,3522905,39147
2021-03-29,3586279,63374
2021-03-30,3655690,69411
2021-03-31,3735448,79758
2021-04-01,3818834,83386
2021-04-02,3890120,71286
2021-04-03,3941000,50880
2021-04-04,3962529,21529
2021-04-05,4022816,60287
2021-04-06,4090597,67781
2021-04-07,4167482,76885
2021-04-08,4246059,78577
2021-04-09,4318401,72342
2021-04-10,4368699,50298
2021-04-11,4400160,31461
2021-04-12,4454111,53951
2021-04-13,4505378,51267
2021-04-14,4566684,61306
2021-04-15,4632447,65763
2021-04-16,4696656,64209
2021-04-17,4740110,43454
2021-04-18,4770380,30270
2021-04-19,4824075,53695
2021-04-20,4879953,55878
2021-04-21,4943146,63193
2021-04-22,5006743,63597
2021-04-23,5066150,59407
2021-04-24,5106596,40446
2021-04-25,5132576,25980
2021-04-26,5180077,47501
2021-04-27,5230179,50102
2021-04-28,5280988,50809
2021-04-29,5327865,46877
2021-04-30,5374288,46423
2021-05-01,5403603,29315
2021-05-02,5424922,21319
2021-05-03,5455721,30799
2021-05-04,5495551,39830
2021-05-05,5531555,36004
2021-05-06,5569828,38273
2021-05-07,5608918,39090
2021-05-08,5635973,27055
2021-05-09,5648953,12980
2021-05-10,5675512,26559
2021-05-11,5702232,26720
2021-05-12,5733339,31107
2021-05-13,5773302,39963
2021-05-14,5813677,40375
2021-05-15,5844897,31220
2021-05-16,5862179,17282
2021-05-17,5894995,32816
2021-05-18,5923202,28207
2021-05-19,5959790,36588
2021-05-20,5991142,31352
2021-05-21,6025461,34319
