date,20-34_Pima,35-44_Pima,45-54_Pima,55-64_Pima,65+_Pima,<20_Pima
1/1/2021,4278,4524,3850,3610,2476,23
1/1/2022,147814,93092,90796,107452,209368,93859
1/10/2021,6535,6522,5735,5549,4543,50
1/10/2022,149785,94185,91779,108296,210080,97695
1/11/2021,6846,6800,6005,5831,4937,59
1/11/2022,150033,94298,91881,108392,210157,98128
1/12/2021,7166,7065,6269,6088,5441,70
1/12/2022,150289,94441,91997,108481,210241,98598
1/13/2021,7382,7296,6517,6327,5889,77
1/13/2022,150545,94556,92086,108583,210313,99038
1/14/2021,7679,7602,6837,6630,6318,81
1/14/2022,150805,94677,92203,108670,210373,99678
1/15/2021,8293,8176,7412,7186,7643,89
1/15/2022,150979,94801,92300,108741,210392,100155
1/16/2021,8528,8374,7590,7352,7923,91
1/16/2022,151096,94865,92364,108785,210421,100410
1/17/2021,8611,8430,7641,7408,8060,95
1/17/2022,151249,94920,92425,108857,210464,100673
1/18/2021,8949,8729,7964,7695,9640,100
1/18/2022,151424,95008,92492,108922,210519,100987
1/19/2021,9306,9012,8286,8018,11285,107
1/19/2022,151607,95091,92581,109003,210571,101332
1/2/2021,4450,4648,3958,3730,2609,24
1/2/2022,147898,93152,90848,107496,209408,94040
1/20/2021,9787,9549,8807,8495,13379,117
1/20/2022,151775,95182,92658,109059,210630,101697
1/21/2021,10182,10000,9298,8980,16489,125
1/21/2022,151979,95282,92749,109132,210661,102115
1/22/2021,10860,10691,10038,9729,19530,132
1/22/2022,152104,95370,92837,109170,210689,102495
1/23/2021,11131,10928,10233,9929,20536,137
1/23/2022,152175,95448,92887,109207,210709,102699
1/24/2021,11271,11061,10338,10038,20865,140
1/24/2022,152302,95515,92950,109263,210753,102953
1/25/2021,11977,11694,11085,10788,24120,154
1/25/2022,152460,95575,92999,109311,210792,103251
1/26/2021,12667,12275,11738,11435,27159,162
1/26/2022,152586,95638,93055,109358,210852,103529
1/27/2021,13382,12866,12389,12156,30323,169
1/27/2022,152720,95712,93103,109396,210887,103835
1/28/2021,14211,13507,13069,12885,33647,177
1/28/2022,152890,95800,93160,109444,210926,104198
1/29/2021,15128,14232,13793,13650,36759,191
1/29/2022,153000,95854,93236,109475,210940,104547
1/3/2021,4539,4739,4034,3787,2660,24
1/3/2022,148121,93258,90967,107588,209512,94437
1/30/2021,15776,14671,14150,14043,38329,196
1/30/2022,153100,95905,93283,109492,210957,104771
1/31/2021,15948,14786,14268,14176,39100,199
1/31/2022,153203,95959,93323,109531,210993,105003
1/4/2021,4873,5064,4309,4068,2932,31
1/4/2022,148375,93402,91058,107687,209607,94947
1/5/2021,5202,5394,4575,4354,3257,33
1/5/2022,148642,93541,91189,107787,209695,95538
1/6/2021,5618,5732,4994,4729,3582,37
1/6/2022,148918,93665,91303,107907,209806,95964
1/7/2021,5910,5968,5199,5000,3981,41
1/7/2022,149156,93825,91452,108042,209893,96582
1/8/2021,6181,6260,5474,5295,4236,46
1/8/2022,149363,93984,91607,108146,209955,97091
1/9/2021,6435,6427,5646,5472,4467,50
1/9/2022,149507,94064,91683,108198,210004,97310
10/1/2021,132001,83923,83393,99854,198043,56625
10/10/2021,133438,84717,83944,100331,198668,57330
10/11/2021,133629,84837,84014,100400,198767,57433
10/12/2021,133804,84915,84054,100441,198851,57511
10/13/2021,133984,85014,84127,100491,198927,57605
10/14/2021,134180,85117,84192,100553,199012,57690
10/15/2021,134422,85230,84301,100630,199082,57790
10/16/2021,134528,85295,84333,100672,199122,57830
10/17/2021,134624,85333,84361,100689,199142,57867
10/18/2021,134821,85435,84431,100755,199215,57942
10/19/2021,134969,85522,84508,100817,199294,58011
10/2/2021,132115,83983,83444,99887,198093,56692
10/20/2021,135136,85593,84578,100886,199362,58089
10/21/2021,135306,85676,84677,100948,199420,58165
10/22/2021,135515,85785,84751,101034,199594,58249
10/23/2021,135631,85835,84795,101082,199698,58304
10/24/2021,135692,85866,84815,101106,199772,58345
10/25/2021,135880,85952,84880,101177,200005,58484
10/26/2021,136064,86083,84985,101286,200241,58675
10/27/2021,136301,86241,85104,101380,200489,58948
10/28/2021,136474,86321,85178,101465,200715,59006
10/29/2021,136708,86453,85273,101577,200929,59092
10/3/2021,132199,84026,83471,99909,198132,56736
10/30/2021,136794,86500,85308,101620,201061,59127
10/31/2021,136851,86535,85333,101637,201119,59146
10/4/2021,132431,84129,83556,99964,198248,56828
10/5/2021,132626,84223,83622,100036,198329,56910
10/6/2021,132839,84349,83690,100095,198416,56991
10/7/2021,133004,84468,83756,100167,198481,57080
10/8/2021,133275,84604,83857,100244,198578,57201
10/9/2021,133366,84672,83910,100301,198623,57286
11/1/2021,137051,86653,85439,101744,201356,59232
11/10/2021,138669,87530,86100,102410,202857,64948
11/11/2021,138821,87605,86182,102491,203068,65874
11/12/2021,139013,87710,86272,102579,203266,66851
11/13/2021,139114,87795,86338,102641,203347,68302
11/14/2021,139196,87859,86379,102678,203400,69305
11/15/2021,139409,88002,86496,102785,203568,70423
11/16/2021,139707,88187,86667,102906,203788,71578
11/17/2021,139946,88336,86770,102995,204004,72491
11/18/2021,140148,88454,86852,103087,204193,73193
11/19/2021,140383,88593,86942,103215,204359,74205
11/2/2021,137250,86762,85518,101824,201586,59332
11/20/2021,140514,88704,87033,103293,204432,75141
11/21/2021,140615,88769,87085,103342,204493,75487
11/22/2021,140817,88871,87183,103482,204692,76049
11/23/2021,141041,88989,87284,103604,204868,76775
11/24/2021,141247,89127,87396,103728,205040,77633
11/25/2021,141255,89129,87397,103729,205040,77634
11/26/2021,141407,89218,87474,103810,205154,78052
11/27/2021,141514,89317,87546,103880,205227,78528
11/28/2021,141621,89376,87607,103945,205280,78748
11/29/2021,141788,89477,87710,104045,205431,79184
11/3/2021,137446,86881,85588,101905,201755,59510
11/30/2021,141971,89592,87812,104160,205597,79734
11/4/2021,137615,86965,85666,101983,201949,59655
11/5/2021,137846,87075,85770,102086,202136,59910
11/6/2021,137950,87133,85805,102131,202234,60566
11/7/2021,138050,87203,85851,102165,202287,61629
11/8/2021,138282,87322,85947,102258,202466,62841
11/9/2021,138468,87410,86023,102331,202683,63903
12/1/2020,16,15,21,17,26,
12/1/2021,142201,89758,87929,104290,205786,80235
12/10/2020,22,20,32,24,40,1
12/10/2021,144015,90956,88930,105426,207110,85198
12/11/2020,22,22,35,26,42,1
12/11/2021,144118,91031,88991,105504,207165,85557
12/12/2020,22,22,36,28,45,1
12/12/2021,144212,91116,89052,105560,207224,85930
12/13/2020,23,22,36,29,45,1
12/13/2021,144375,91219,89131,105670,207347,86315
12/14/2020,23,25,39,29,46,1
12/14/2021,144575,91302,89230,105788,207483,86733
12/15/2020,27,31,44,36,54,1
12/15/2021,144786,91421,89322,105912,207631,87223
12/16/2020,29,34,46,37,56,1
12/16/2021,145031,91544,89432,106071,207835,87681
12/17/2020,271,339,354,298,146,1
12/17/2021,145236,91646,89560,106184,207974,88298
12/18/2020,576,699,652,571,267,2
12/18/2021,145389,91749,89635,106274,208036,88774
12/19/2020,775,907,796,678,333,2
12/19/2021,145541,91857,89709,106344,208086,89095
12/2/2020,18,15,24,18,27,
12/2/2021,142421,89873,88038,104440,205954,80722
12/20/2020,777,909,802,684,341,2
12/20/2021,145784,91997,89840,106461,208242,89675
12/21/2020,1175,1284,1091,974,474,3
12/21/2021,146036,92149,89949,106576,208381,90301
12/22/2020,1563,1677,1427,1265,611,4
12/22/2021,146293,92304,90062,106727,208544,90842
12/23/2020,2048,2158,1832,1579,790,4
12/23/2021,146527,92425,90151,106839,208665,91202
12/24/2020,2302,2440,2041,1797,883,6
12/24/2021,146605,92454,90176,106879,208718,91276
12/25/2020,2303,2441,2041,1800,886,6
12/25/2021,146605,92454,90176,106880,208718,91276
12/26/2020,2499,2650,2186,1957,964,6
12/26/2021,146705,92524,90213,106922,208777,91454
12/27/2020,2544,2697,2214,1991,982,6
12/27/2021,146946,92640,90335,107043,208922,91959
12/28/2020,2997,3140,2585,2309,1168,8
12/28/2021,147199,92789,90470,107167,209076,92538
12/29/2020,3441,3608,2936,2706,1421,13
12/29/2021,147465,92908,90586,107295,209207,93105
12/3/2020,18,16,27,20,30,
12/3/2021,142627,90022,88158,104583,206164,81298
12/30/2020,3876,4071,3387,3138,1698,14
12/30/2021,147710,93026,90739,107410,209311,93685
12/31/2020,4189,4420,3703,3446,1954,19
12/31/2021,147803,93076,90786,107445,209361,93821
12/4/2020,18,17,28,20,31,
12/4/2021,142740,90150,88230,104680,206241,81735
12/5/2020,19,17,28,20,31,
12/5/2021,142849,90250,88303,104745,206296,82065
12/6/2020,19,17,28,21,32,
12/6/2021,143024,90376,88409,104882,206444,82452
12/7/2020,20,17,28,23,33,
12/7/2021,143313,90550,88572,105026,206591,83220
12/8/2020,20,17,28,24,34,1
12/8/2021,143623,90709,88716,105186,206758,84020
12/9/2020,21,20,31,24,38,1
12/9/2021,143798,90818,88800,105289,206933,84527
2/1/2021,16583,15356,14877,14844,41721,203
2/1/2022,153292,96008,93376,109568,211031,105244
2/10/2021,20902,18471,18405,19081,67438,295
2/11/2021,21239,18735,18638,19398,71548,305
2/12/2021,21603,19025,18946,19814,75288,314
2/13/2021,21819,19176,19104,20012,77856,323
2/14/2021,21891,19209,19164,20058,78354,329
2/15/2021,22054,19321,19280,20201,80233,331
2/16/2021,22261,19454,19455,20433,82433,340
2/17/2021,22566,19671,19652,20708,84537,354
2/18/2021,22794,19833,19805,20912,86453,356
2/19/2021,23042,19976,19987,21099,87437,361
2/2/2021,17245,15912,15548,15527,44175,212
2/2/2022,153412,96049,93415,109608,211071,105474
2/20/2021,23318,20162,20163,21275,88164,373
2/21/2021,23354,20194,20207,21320,88437,375
2/22/2021,23495,20265,20282,21436,89451,377
2/23/2021,23654,20361,20401,21588,91011,382
2/24/2021,23965,20554,20592,21837,92876,412
2/25/2021,24176,20728,20749,22099,95724,420
2/26/2021,24547,20983,21039,22611,99090,433
2/27/2021,24733,21145,21211,22868,101493,441
2/28/2021,24840,21227,21286,23009,103511,449
2/3/2021,17819,16399,16078,16147,47303,221
2/3/2022,153510,96087,93463,109650,211106,105673
2/4/2021,18375,16828,16511,16726,50711,235
2/4/2022,153613,96145,93518,109683,211131,105966
2/5/2021,19114,17371,17162,17578,54600,251
2/5/2022,153690,96203,93547,109698,211140,106140
2/6/2021,19605,17650,17460,17946,56268,260
2/7/2021,19679,17695,17515,18025,56877,261
2/8/2021,20047,17950,17809,18363,59615,267
2/9/2021,20441,18182,18102,18695,62839,277
3/1/2021,25140,21469,21575,23519,106482,480
3/10/2021,28361,23729,24052,30932,133030,664
3/11/2021,28870,24110,24502,32465,136600,707
3/12/2021,29546,24540,24992,33893,140097,757
3/13/2021,29926,24806,25322,35018,141704,789
3/14/2021,30251,24990,25533,35811,142961,821
3/15/2021,30655,25311,25865,37974,145307,863
3/16/2021,31414,25871,26472,40280,148015,925
3/17/2021,32485,26698,27261,43051,150593,997
3/18/2021,33505,27449,28082,45764,152943,1064
3/19/2021,34769,28377,29008,48497,155007,1150
3/2/2021,25409,21674,21781,23889,109563,501
3/20/2021,35606,28899,29620,50244,156184,1207
3/21/2021,36268,29493,30257,51658,156975,1275
3/22/2021,37416,30211,31038,53570,158768,1370
3/23/2021,38809,31191,32048,55762,160641,1494
3/24/2021,40597,32418,33268,57784,162387,1751
3/25/2021,42668,33988,34898,60000,164072,2090
3/26/2021,44815,35576,36514,62075,165575,2518
3/27/2021,46107,36469,37409,63280,166356,2844
3/28/2021,46963,37111,38136,63719,166585,3118
3/29/2021,49090,38593,39552,64547,167184,3652
3/3/2021,25824,21967,22088,24492,113525,523
3/30/2021,51434,40149,41088,65618,168194,4235
3/31/2021,53885,41617,42791,66907,169313,4864
3/4/2021,26135,22173,22314,25204,116659,535
3/5/2021,26539,22447,22618,26096,119754,563
3/6/2021,26807,22658,22843,26771,121590,580
3/7/2021,27060,22847,23041,27392,123410,588
3/8/2021,27384,23043,23287,28374,126371,598
3/9/2021,27744,23337,23582,29540,129427,624
