date,20-34_Gila,35-44_Gila,45-54_Gila,55-64_Gila,65+_Gila,<20_Gila
1/1/2021,158,152,167,205,210,3
1/1/2022,2984,2142,2675,4857,12265,1598
1/10/2021,302,337,416,520,1038,13
1/10/2022,3038,2171,2700,4894,12294,1690
1/11/2021,316,354,433,551,1118,13
1/11/2022,3046,2179,2705,4899,12304,1709
1/12/2021,324,359,442,566,1154,13
1/12/2022,3051,2180,2709,4900,12306,1731
1/13/2021,329,364,452,574,1191,13
1/13/2022,3054,2183,2709,4901,12312,1737
1/14/2021,339,378,472,606,1337,13
1/14/2022,3062,2188,2711,4903,12313,1772
1/15/2021,395,424,514,658,1375,18
1/15/2022,3064,2189,2713,4904,12313,1773
1/16/2021,395,425,515,659,1377,18
1/16/2022,3064,2189,2713,4905,12314,1775
1/17/2021,395,425,515,659,1380,18
1/17/2022,3070,2190,2716,4908,12315,1782
1/18/2021,398,433,519,683,1459,18
1/18/2022,3076,2193,2720,4908,12320,1793
1/19/2021,411,437,530,699,1516,19
1/19/2022,3080,2194,2721,4909,12326,1797
1/2/2021,174,169,191,240,312,6
1/2/2022,2989,2142,2675,4859,12266,1598
1/20/2021,420,445,551,728,1621,20
1/20/2022,3081,2194,2722,4913,12329,1809
1/21/2021,436,457,560,764,1832,20
1/21/2022,3086,2196,2724,4915,12330,1811
1/22/2021,451,466,567,776,1895,20
1/22/2022,3087,2196,2726,4915,12330,1812
1/23/2021,455,471,569,782,2008,20
1/23/2022,3089,2197,2727,4916,12330,1814
1/24/2021,455,471,570,783,2017,20
1/24/2022,3089,2198,2729,4923,12332,1823
1/25/2021,471,480,581,800,2083,20
1/25/2022,3093,2199,2731,4925,12335,1834
1/26/2021,477,483,581,802,2097,20
1/26/2022,3097,2200,2734,4928,12339,1838
1/27/2021,489,499,591,813,2271,24
1/27/2022,3100,2201,2737,4929,12341,1840
1/28/2021,510,524,622,868,2519,24
1/28/2022,3103,2202,2738,4931,12344,1852
1/29/2021,535,543,652,901,2635,27
1/29/2022,3103,2203,2738,4932,12346,1854
1/3/2021,175,169,191,242,312,6
1/3/2022,2996,2147,2679,4862,12268,1609
1/30/2021,569,555,663,917,2755,33
1/30/2022,3103,2203,2738,4933,12346,1854
1/31/2021,569,555,663,918,2758,33
1/31/2022,3105,2204,2740,4934,12346,1860
1/4/2021,188,185,224,280,363,6
1/4/2022,3001,2148,2684,4866,12273,1624
1/5/2021,208,218,281,339,497,7
