date,Navajo_cume,Navajo
2020-12-16 00:00:00,4,
2020-12-17 00:00:00,13,9
2020-12-18 00:00:00,33,20
2020-12-21 00:00:00,38,5
2020-12-22 00:00:00,126,88
2020-12-23 00:00:00,296,170
2020-12-24 00:00:00,398,102
2020-12-28 00:00:00,758,360
2020-12-29 00:00:00,1007,249
2020-12-30 00:00:00,1280,273
2020-12-31 00:00:00,1557,277
2021-01-01 00:00:00,1613,56
2021-01-03 00:00:00,1614,1
2021-01-04 00:00:00,1829,215
2021-01-05 00:00:00,2135,306
2021-01-06 00:00:00,2491,356
2021-01-07 00:00:00,3116,625
2021-01-08 00:00:00,3453,337
2021-01-09 00:00:00,3454,1
2021-01-11 00:00:00,3873,419
2021-01-12 00:00:00,4320,447
2021-01-13 00:00:00,4611,291
2021-01-14 00:00:00,4994,383
2021-01-15 00:00:00,5308,314
2021-01-16 00:00:00,5310,2
2021-01-18 00:00:00,5494,184
2021-01-19 00:00:00,5927,433
2021-01-20 00:00:00,6420,493
2021-01-21 00:00:00,7034,614
2021-01-22 00:00:00,7412,378
2021-01-23 00:00:00,7539,127
2021-01-24 00:00:00,7545,6
2021-01-25 00:00:00,7960,415
2021-01-26 00:00:00,8359,399
2021-01-27 00:00:00,8842,483
2021-01-28 00:00:00,9726,884
2021-01-29 00:00:00,10239,513
2021-01-30 00:00:00,10381,142
2021-02-01 00:00:00,10921,540
2021-02-02 00:00:00,11483,562
2021-02-03 00:00:00,12451,968
2021-02-04 00:00:00,13185,734
2021-02-05 00:00:00,13546,361
2021-02-06 00:00:00,13715,169
2021-02-07 00:00:00,13716,1
2021-02-08 00:00:00,14345,629
2021-02-09 00:00:00,15113,768
2021-02-10 00:00:00,15696,583
2021-02-11 00:00:00,16397,701
2021-02-12 00:00:00,17028,631
2021-02-13 00:00:00,17151,123
2021-02-14 00:00:00,17191,40
2021-02-15 00:00:00,17384,193
2021-02-16 00:00:00,18117,733
2021-02-17 00:00:00,18842,725
2021-02-18 00:00:00,19397,555
2021-02-19 00:00:00,19679,282
2021-02-20 00:00:00,19721,42
2021-02-21 00:00:00,19741,20
2021-02-22 00:00:00,19944,203
2021-02-23 00:00:00,20334,390
2021-02-24 00:00:00,20796,462
2021-02-25 00:00:00,21603,807
2021-02-26 00:00:00,22060,457
2021-02-27 00:00:00,22449,389
2021-02-28 00:00:00,22469,20
2021-03-01 00:00:00,22873,404
2021-03-02 00:00:00,23322,449
2021-03-03 00:00:00,24064,742
2021-03-04 00:00:00,24776,712
2021-03-05 00:00:00,24993,217
2021-03-06 00:00:00,25069,76
2021-03-07 00:00:00,25099,30
2021-03-08 00:00:00,25413,314
2021-03-09 00:00:00,25775,362
2021-03-10 00:00:00,26514,739
2021-03-11 00:00:00,27238,724
2021-03-12 00:00:00,27738,500
2021-03-13 00:00:00,27889,151
2021-03-14 00:00:00,27952,63
2021-03-15 00:00:00,28520,568
2021-03-16 00:00:00,29005,485
2021-03-17 00:00:00,29620,615
2021-03-18 00:00:00,30567,947
2021-03-19 00:00:00,30952,385
2021-03-20 00:00:00,31026,74
2021-03-21 00:00:00,31084,58
2021-03-22 00:00:00,31311,227
2021-03-23 00:00:00,31877,566
2021-03-24 00:00:00,32669,792
2021-03-25 00:00:00,33564,895
2021-03-26 00:00:00,34031,467
2021-03-27 00:00:00,34124,93
2021-03-28 00:00:00,34177,53
2021-03-29 00:00:00,34642,465
2021-03-30 00:00:00,34954,312
2021-03-31 00:00:00,35781,827
2021-04-01 00:00:00,36164,383
2021-04-02 00:00:00,36460,296
2021-04-03 00:00:00,36532,72
2021-04-04 00:00:00,36568,36
2021-04-05 00:00:00,36898,330
2021-04-06 00:00:00,37233,335
2021-04-07 00:00:00,37557,324
2021-04-08 00:00:00,38295,738
2021-04-09 00:00:00,38584,289
2021-04-10 00:00:00,38774,190
2021-04-11 00:00:00,38851,77
2021-04-12 00:00:00,39423,572
2021-04-13 00:00:00,39643,220
2021-04-14 00:00:00,40038,395
2021-04-15 00:00:00,40563,525
2021-04-16 00:00:00,40876,313
2021-04-17 00:00:00,40968,92
2021-04-18 00:00:00,41022,54
2021-04-19 00:00:00,41395,373
2021-04-20 00:00:00,41718,323
2021-04-21 00:00:00,42110,392
2021-04-22 00:00:00,42465,355
2021-04-23 00:00:00,42675,210
2021-04-24 00:00:00,42751,76
2021-04-25 00:00:00,42782,31
2021-04-26 00:00:00,43052,270
2021-04-27 00:00:00,43239,187
2021-04-28 00:00:00,43493,254
2021-04-29 00:00:00,43798,305
2021-04-30 00:00:00,43995,197
2021-05-01 00:00:00,44047,52
2021-05-02 00:00:00,44065,18
2021-05-03 00:00:00,44187,122
2021-05-04 00:00:00,44339,152
2021-05-05 00:00:00,44448,109
2021-05-06 00:00:00,44763,315
2021-05-07 00:00:00,44893,130
2021-05-08 00:00:00,44924,31
2021-05-09 00:00:00,44936,12
2021-05-10 00:00:00,45174,238
2021-05-11 00:00:00,45283,109
2021-05-12 00:00:00,45350,67
2021-05-13 00:00:00,45508,158
2021-05-14 00:00:00,45836,328
2021-05-15 00:00:00,45845,9
