date,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham
1/1/2021,179,184,163,185,241,6
1/10/2021,275,302,304,311,517,9
1/11/2021,282,314,312,326,563,9
1/12/2021,291,322,325,355,628,12
1/13/2021,302,331,337,372,726,12
1/14/2021,318,363,364,420,848,13
1/15/2021,427,477,471,546,976,33
1/16/2021,430,477,472,546,1031,33
1/17/2021,431,477,472,546,1033,33
1/18/2021,444,481,486,559,1108,33
1/19/2021,452,494,494,579,1161,34
1/2/2021,180,184,163,186,242,6
1/20/2021,477,505,510,599,1241,34
1/21/2021,491,514,517,622,1373,36
1/22/2021,557,571,553,663,1437,42
1/23/2021,564,581,563,670,1645,42
1/24/2021,565,581,565,670,1645,42
1/25/2021,579,591,582,687,1690,43
1/26/2021,588,597,586,700,1760,43
1/27/2021,614,612,608,718,1869,45
1/28/2021,639,641,647,748,1952,45
1/29/2021,684,671,668,781,2173,54
1/3/2021,180,184,163,186,242,6
1/30/2021,719,697,689,788,2179,57
1/31/2021,719,697,689,789,2179,57
1/4/2021,199,217,198,206,276,7
1/5/2021,211,230,214,222,330,8
1/6/2021,229,255,231,243,366,9
1/7/2021,252,270,254,261,458,9
1/8/2021,275,302,304,311,516,9
1/9/2021,275,302,304,311,517,9
12/17/2020,24,18,9,19,9,1
12/18/2020,41,35,20,37,13,1
12/19/2020,41,35,20,37,13,1
12/20/2020,41,35,20,37,13,2
12/21/2020,55,45,29,46,17,3
12/22/2020,60,59,38,58,23,3
12/23/2020,92,89,74,81,33,3
12/24/2020,110,100,80,98,42,3
12/25/2020,110,100,80,98,42,3
12/26/2020,111,102,82,99,46,3
12/27/2020,112,102,83,99,46,3
12/28/2020,133,123,101,124,110,5
12/29/2020,154,149,124,139,178,5
12/30/2020,165,171,145,166,215,6
12/31/2020,179,182,163,185,239,6
2/1/2021,729,706,699,794,2227,58
2/10/2021,872,778,790,891,3005,75
2/11/2021,892,805,826,925,3073,77
2/12/2021,928,831,849,972,3143,83
2/13/2021,933,836,850,988,3285,83
2/14/2021,933,836,850,988,3285,83
2/15/2021,938,839,855,991,3317,83
2/16/2021,956,851,866,1009,3355,86
2/17/2021,969,862,876,1019,3400,88
2/18/2021,1007,903,919,1048,3437,98
2/19/2021,1042,928,941,1073,3462,101
2/2/2021,739,714,711,806,2289,59
2/20/2021,1051,933,948,1082,3476,118
2/21/2021,1051,933,948,1082,3476,118
2/22/2021,1065,939,958,1093,3498,121
2/23/2021,1083,953,971,1110,3537,123
2/24/2021,1106,967,988,1128,3570,127
2/25/2021,1131,988,1007,1152,3619,128
2/26/2021,1139,1000,1019,1170,3653,128
2/27/2021,1145,1010,1021,1172,3655,129
2/28/2021,1145,1010,1022,1172,3663,129
2/3/2021,751,725,718,812,2422,60
2/4/2021,756,732,725,823,2516,61
2/5/2021,774,741,743,847,2591,62
2/6/2021,807,755,754,859,2782,65
2/7/2021,807,755,754,859,2782,65
2/8/2021,840,763,761,866,2840,73
2/9/2021,851,768,771,872,2913,74
3/1/2021,1166,1026,1039,1197,3687,136
3/10/2021,1325,1137,1158,1506,3886,151
3/11/2021,1345,1150,1176,1567,3915,151
3/12/2021,1412,1194,1215,1658,3948,157
3/13/2021,1418,1197,1221,1734,3961,159
3/14/2021,1419,1197,1221,1734,3963,159
3/15/2021,1431,1212,1242,1816,4023,162
3/16/2021,1437,1222,1253,1870,4049,162
3/17/2021,1459,1237,1279,1931,4092,165
3/18/2021,1481,1247,1304,1963,4126,168
3/19/2021,1510,1257,1325,1987,4145,177
3/2/2021,1194,1043,1060,1239,3710,139
3/20/2021,1513,1257,1325,1991,4151,177
3/21/2021,1514,1258,1326,1991,4152,177
3/22/2021,1543,1291,1357,2003,4164,179
3/23/2021,1583,1315,1388,2042,4179,186
3/24/2021,1628,1336,1418,2081,4206,196
3/25/2021,1664,1359,1452,2120,4225,197
3/26/2021,1704,1388,1485,2157,4247,202
3/27/2021,1738,1413,1499,2164,4258,215
3/28/2021,1738,1413,1499,2164,4259,215
3/29/2021,1754,1428,1529,2211,4275,222
3/3/2021,1232,1069,1077,1278,3766,143
3/30/2021,1776,1447,1550,2232,4292,225
3/31/2021,1809,1477,1621,2281,4311,227
3/4/2021,1260,1090,1099,1324,3792,146
3/5/2021,1265,1100,1110,1347,3803,147
3/6/2021,1273,1101,1115,1361,3809,148
3/7/2021,1274,1101,1115,1361,3810,149
3/8/2021,1284,1109,1128,1393,3836,149
3/9/2021,1303,1123,1144,1444,3859,150
4/1/2021,1854,1505,1655,2325,4321,232
4/10/2021,2081,1728,1827,2448,4404,278
4/11/2021,2081,1728,1827,2451,4405,278
4/12/2021,2088,1734,1837,2462,4417,279
4/13/2021,2103,1738,1842,2469,4432,279
4/14/2021,2117,1797,1874,2474,4442,282
4/15/2021,2130,1811,1883,2487,4453,284
4/16/2021,2155,1824,1900,2505,4470,289
4/17/2021,2155,1827,1902,2506,4471,290
4/18/2021,2155,1827,1902,2506,4471,290
4/19/2021,2169,1828,1907,2516,4475,292
4/2/2021,1869,1521,1671,2334,4328,242
4/20/2021,2199,1833,1919,2522,4487,297
4/21/2021,2247,1862,1931,2529,4495,298
4/22/2021,2270,1897,1956,2542,4506,300
4/23/2021,2293,1918,1965,2552,4518,305
4/24/2021,2303,1923,1969,2555,4523,308
4/25/2021,2303,1923,1969,2555,4523,308
4/26/2021,2306,1927,1979,2563,4537,308
4/27/2021,2316,1935,1988,2577,4545,309
4/28/2021,2341,1946,1993,2587,4558,312
4/29/2021,2364,1956,2005,2598,4573,316
