date,pcr_tests_SANTA_CRUZ,pcr_pos_tests_SANTA_CRUZ,pcr_positivity_SANTA_CRUZ,ser_tests_SANTA_CRUZ,ser_pos_tests_SANTA_CRUZ,ser_positivity_SANTA_CRUZ
2021-08-26 00:00:00,8,1,0.125,1,0,0
2021-08-25 00:00:00,45,1,0.0222222222222222,5,5,1
2021-08-24 00:00:00,123,8,0.0650406504065041,2,2,1
2021-08-23 00:00:00,171,9,0.0526315789473684,15,14,0.9333333333333333
2021-08-22 00:00:00,26,3,0.1153846153846154,,,
2021-08-21 00:00:00,35,2,0.0571428571428571,1,1,1
2021-08-20 00:00:00,117,7,0.0598290598290598,1,0,0
2021-08-19 00:00:00,154,8,0.051948051948052,,,
2021-08-18 00:00:00,151,7,0.0463576158940397,8,7,0.875
2021-08-17 00:00:00,166,4,0.0240963855421687,6,4,0.6666666666666666
2021-08-16 00:00:00,170,9,0.0529411764705882,11,9,0.8181818181818182
2021-08-15 00:00:00,37,1,0.027027027027027,1,1,1
2021-08-14 00:00:00,42,1,0.0238095238095238,,,
2021-08-13 00:00:00,101,11,0.1089108910891089,5,1,0.2
2021-08-12 00:00:00,142,8,0.0563380281690141,1,1,1
2021-08-11 00:00:00,126,10,0.0793650793650794,11,7,0.6363636363636364
2021-08-10 00:00:00,127,4,0.031496062992126,14,11,0.7857142857142858
2021-08-09 00:00:00,146,7,0.0479452054794521,28,21,0.75
2021-08-08 00:00:00,26,0,0,,,
2021-08-07 00:00:00,36,1,0.0277777777777778,,,
2021-08-06 00:00:00,48,4,0.0833333333333333,1,1,1
2021-08-05 00:00:00,34,3,0.0882352941176471,,,
2021-08-04 00:00:00,41,1,0.024390243902439,4,3,0.75
2021-08-03 00:00:00,53,4,0.0754716981132076,1,0,0
2021-08-02 00:00:00,52,3,0.0576923076923077,1,1,1
2021-08-01 00:00:00,25,1,0.04,,,
2021-07-31 00:00:00,33,3,0.0909090909090909,,,
2021-07-30 00:00:00,38,2,0.0526315789473684,1,0,0
