date,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo
1/1/2021,227,278,297,350,925,6
1/10/2021,376,471,505,603,2227,31
1/11/2021,415,519,573,656,2468,34
1/12/2021,442,546,637,727,2718,35
1/13/2021,461,570,664,801,2913,36
1/14/2021,493,617,704,890,3134,44
1/15/2021,528,665,764,976,3400,45
1/16/2021,532,666,765,978,3408,45
1/17/2021,534,667,765,979,3410,45
1/18/2021,547,678,794,1006,3434,45
1/19/2021,578,705,837,1086,3590,46
1/2/2021,228,278,297,350,926,6
1/20/2021,606,749,898,1192,3751,52
1/21/2021,708,837,1015,1363,3964,68
1/22/2021,780,895,1068,1470,4094,81
1/23/2021,785,898,1071,1475,4219,115
1/24/2021,786,899,1071,1476,4232,117
1/25/2021,799,913,1098,1527,4348,118
1/26/2021,834,934,1129,1582,4490,120
1/27/2021,864,961,1171,1632,4661,133
1/28/2021,1016,1053,1286,1768,4882,183
1/29/2021,1099,1100,1362,1876,5123,239
1/3/2021,228,278,297,351,928,6
1/30/2021,1110,1120,1413,1904,5144,239
1/31/2021,1110,1121,1416,1905,5153,239
1/4/2021,244,298,317,382,1063,6
1/5/2021,286,333,357,419,1293,6
1/6/2021,298,356,378,450,1641,25
1/7/2021,337,426,466,549,2018,30
1/8/2021,375,470,504,598,2224,31
1/9/2021,376,471,504,603,2227,31
10/1/2021,5914,4507,4999,7217,14813,6405
10/10/2021,5955,4544,5025,7240,14850,6447
10/11/2021,5965,4551,5026,7248,14862,6460
10/12/2021,5974,4553,5029,7252,14867,6465
10/13/2021,5985,4555,5034,7256,14876,6478
10/14/2021,5998,4560,5038,7262,14886,6483
10/15/2021,6006,4568,5041,7269,14894,6493
10/16/2021,6010,4568,5042,7273,14896,6494
10/17/2021,6011,4568,5043,7273,14896,6494
10/18/2021,6021,4572,5044,7279,14906,6498
10/19/2021,6032,4578,5047,7289,14917,6506
10/2/2021,5916,4509,5001,7222,14821,6405
10/20/2021,6038,4580,5049,7296,14935,6516
10/21/2021,6045,4587,5052,7299,14948,6522
10/22/2021,6067,4596,5062,7304,14961,6532
10/23/2021,6069,4598,5063,7304,14965,6535
10/24/2021,6070,4599,5063,7306,14970,6537
10/25/2021,6079,4603,5068,7315,14989,6540
10/26/2021,6085,4611,5076,7319,15012,6547
10/27/2021,6096,4616,5082,7330,15028,6560
10/28/2021,6116,4633,5100,7351,15058,6566
10/29/2021,6131,4644,5108,7366,15077,6581
10/3/2021,5917,4509,5001,7222,14821,6405
10/30/2021,6136,4647,5110,7369,15081,6584
10/31/2021,6139,4647,5110,7369,15083,6584
10/4/2021,5924,4514,5003,7226,14827,6414
10/5/2021,5931,4518,5006,7230,14834,6422
