date,20-34_Apache,35-44_Apache,45-54_Apache,55-64_Apache,65+_Apache,<20_Apache
1/1/2021,164,154,193,241,280,3
1/10/2021,232,230,312,419,875,10
1/11/2021,244,244,326,444,1388,11
1/12/2021,255,259,348,483,1661,11
1/13/2021,266,283,386,534,1856,13
1/14/2021,305,319,414,605,2206,16
1/15/2021,325,339,447,648,2386,21
1/16/2021,325,339,448,651,2400,21
1/17/2021,325,339,449,651,2400,21
1/18/2021,332,346,461,661,2427,21
1/19/2021,350,366,480,699,2515,22
1/2/2021,169,157,194,242,281,3
1/20/2021,478,439,604,949,2652,61
1/21/2021,592,537,732,1144,2827,113
1/22/2021,649,597,800,1254,2951,126
1/23/2021,651,598,801,1257,2969,128
1/24/2021,651,598,801,1258,2971,128
1/25/2021,657,612,809,1272,3035,128
1/26/2021,670,625,824,1299,3127,134
1/27/2021,713,659,874,1374,3235,150
1/28/2021,820,754,1032,1578,3395,157
1/29/2021,867,802,1087,1653,3456,164
1/3/2021,169,157,194,242,281,3
1/30/2021,869,802,1087,1654,3457,171
1/31/2021,870,803,1087,1682,3465,175
1/4/2021,176,161,205,256,343,3
1/5/2021,184,176,225,280,420,6
1/6/2021,197,193,249,316,624,10
1/7/2021,208,215,283,383,793,10
1/8/2021,232,230,312,418,861,10
1/9/2021,232,230,312,419,874,10
10/1/2021,4095,2639,2882,3785,5678,5406
10/10/2021,4138,2672,2914,3830,5725,5429
10/11/2021,4139,2675,2915,3830,5733,5430
10/12/2021,4146,2682,2916,3833,5735,5433
10/13/2021,4147,2683,2919,3836,5741,5436
10/14/2021,4151,2685,2921,3839,5748,5438
10/15/2021,4154,2686,2923,3844,5750,5440
10/16/2021,4157,2687,2923,3846,5751,5440
10/17/2021,4158,2688,2923,3846,5751,5440
10/18/2021,4161,2693,2930,3851,5755,5447
10/19/2021,4169,2696,2933,3853,5763,5449
10/2/2021,4097,2640,2884,3788,5682,5407
10/20/2021,4175,2702,2934,3860,5774,5451
10/21/2021,4178,2707,2940,3865,5775,5454
10/22/2021,4182,2711,2941,3868,5780,5460
10/23/2021,4184,2713,2948,3876,5794,5461
10/24/2021,4185,2715,2948,3877,5798,5462
10/25/2021,4190,2717,2954,3883,5806,5467
10/26/2021,4200,2718,2958,3888,5813,5472
10/27/2021,4206,2730,2961,3897,5817,5482
10/28/2021,4213,2733,2965,3906,5825,5485
10/29/2021,4219,2735,2968,3914,5828,5486
10/3/2021,4099,2642,2886,3790,5683,5407
10/30/2021,4220,2736,2968,3916,5830,5487
10/31/2021,4226,2738,2970,3918,5833,5487
