date,pcr_tests_YAVAPAI,pcr_pos_test_YAVAPAI,pcr_positivity_YAVAPAI
2021-12-05 00:00:00,13,3,0.2307692307692308
2021-12-04 00:00:00,78,18,0.2307692307692308
2021-12-03 00:00:00,561,103,0.1836007130124777
2021-12-02 00:00:00,726,139,0.1914600550964187
2021-12-01 00:00:00,824,160,0.1941747572815534
2021-11-30 00:00:00,1047,203,0.1938872970391595
2021-11-29 00:00:00,1143,201,0.1758530183727034
2021-11-28 00:00:00,458,151,0.3296943231441048
2021-11-27 00:00:00,442,146,0.330316742081448
2021-11-26 00:00:00,585,123,0.2102564102564103
2021-11-25 00:00:00,189,36,0.1904761904761905
2021-11-24 00:00:00,997,153,0.1534603811434303
2021-11-23 00:00:00,1026,172,0.1676413255360624
2021-11-22 00:00:00,960,156,0.1625
2021-11-21 00:00:00,383,107,0.2793733681462141
2021-11-20 00:00:00,426,109,0.255868544600939
2021-11-19 00:00:00,859,146,0.169965075669383
2021-11-18 00:00:00,956,164,0.1715481171548117
2021-11-17 00:00:00,829,140,0.1688781664656212
2021-11-16 00:00:00,1079,203,0.1881371640407785
2021-11-15 00:00:00,1037,203,0.1957569913211186
2021-11-14 00:00:00,360,102,0.2833333333333334
2021-11-13 00:00:00,399,111,0.2781954887218045
2021-11-12 00:00:00,808,131,0.1621287128712871
2021-11-11 00:00:00,679,133,0.1958762886597938
2021-11-10 00:00:00,726,121,0.1666666666666667
2021-11-09 00:00:00,901,142,0.1576026637069922
2021-11-08 00:00:00,902,143,0.1585365853658537
2021-11-07 00:00:00,430,100,0.2325581395348837
2021-11-06 00:00:00,421,96,0.2280285035629454
2021-11-05 00:00:00,726,106,0.1460055096418733
2021-11-04 00:00:00,860,114,0.1325581395348837
2021-11-03 00:00:00,720,107,0.1486111111111111
2021-11-02 00:00:00,918,97,0.1056644880174292
2021-11-01 00:00:00,829,107,0.1290711700844391
2021-10-31 00:00:00,284,62,0.2183098591549296
2021-10-30 00:00:00,331,53,0.1601208459214502
2021-10-29 00:00:00,689,86,0.1248185776487663
2021-10-28 00:00:00,689,103,0.1494920174165457
2021-10-27 00:00:00,672,87,0.1294642857142857
2021-10-26 00:00:00,871,103,0.1182548794489093
2021-10-25 00:00:00,765,103,0.134640522875817
2021-10-24 00:00:00,411,64,0.1557177615571776
2021-10-23 00:00:00,288,55,0.1909722222222222
2021-10-22 00:00:00,516,70,0.1356589147286822
2021-10-21 00:00:00,710,65,0.0915492957746479
2021-10-20 00:00:00,629,73,0.1160572337042925
2021-10-19 00:00:00,763,88,0.1153342070773264
2021-10-18 00:00:00,710,86,0.1211267605633803
2021-10-17 00:00:00,307,60,0.1954397394136808
2021-10-16 00:00:00,287,65,0.2264808362369338
2021-10-15 00:00:00,778,56,0.0719794344473008
2021-10-14 00:00:00,663,73,0.110105580693816
2021-10-13 00:00:00,587,73,0.1243611584327087
2021-10-12 00:00:00,660,65,0.0984848484848485
