date,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino
1/1/2021,634,739,577,443,359,3
1/10/2021,1145,1157,952,797,720,13
1/11/2021,1216,1241,1030,849,788,14
1/12/2021,1323,1326,1103,932,989,15
1/13/2021,1385,1390,1185,1007,1251,16
1/14/2021,1485,1477,1278,1094,1523,16
1/15/2021,1599,1571,1359,1185,2272,17
1/16/2021,1610,1587,1374,1209,2375,17
1/17/2021,1616,1595,1382,1213,2382,17
1/18/2021,1684,1668,1437,1267,2446,18
1/19/2021,1773,1733,1502,1346,2704,19
1/2/2021,660,755,585,458,369,3
1/20/2021,2021,2008,1826,1636,2921,24
1/21/2021,2169,2122,1927,1735,3135,25
1/22/2021,2263,2200,2024,1847,3476,26
1/23/2021,2307,2234,2058,1883,3679,29
1/24/2021,2313,2237,2058,1884,3698,29
1/25/2021,2362,2288,2121,1984,4008,30
1/26/2021,2423,2343,2177,2062,4373,32
1/27/2021,2675,2487,2326,2222,4756,35
1/28/2021,2868,2611,2461,2383,5160,41
1/29/2021,2965,2695,2540,2492,5502,45
1/3/2021,660,756,585,459,371,3
1/30/2021,3025,2738,2569,2531,5620,53
1/31/2021,3035,2740,2570,2535,5646,53
1/4/2021,729,832,645,528,432,4
1/5/2021,815,905,698,592,502,8
1/6/2021,895,956,752,645,569,9
1/7/2021,1011,1043,839,712,669,9
1/8/2021,1131,1149,940,777,710,13
1/9/2021,1145,1156,950,794,718,13
10/1/2021,22457,11827,11050,12782,19196,8314
10/10/2021,22592,11878,11106,12813,19243,8385
10/11/2021,22601,11883,11112,12815,19249,8389
10/12/2021,22607,11887,11114,12815,19250,8398
10/13/2021,22623,11891,11124,12819,19263,8406
10/14/2021,22637,11893,11125,12830,19270,8414
10/15/2021,22651,11900,11135,12833,19277,8422
10/16/2021,22666,11900,11137,12838,19278,8427
10/17/2021,22685,11903,11140,12838,19279,8435
10/18/2021,22697,11912,11144,12843,19287,8439
10/19/2021,22716,11916,11146,12848,19291,8445
10/2/2021,22470,11827,11051,12782,19201,8319
10/20/2021,22730,11925,11156,12851,19299,8454
10/21/2021,22745,11932,11161,12857,19304,8459
10/22/2021,22767,11947,11171,12875,19331,8466
10/23/2021,22782,11954,11177,12885,19347,8475
10/24/2021,22790,11958,11179,12886,19356,8477
10/25/2021,22806,11969,11189,12895,19381,8486
10/26/2021,22822,11978,11195,12910,19401,8508
10/27/2021,22852,11990,11209,12926,19443,8521
10/28/2021,22870,11995,11216,12932,19465,8527
10/29/2021,22900,12020,11229,12951,19495,8542
10/3/2021,22484,11827,11055,12785,19203,8328
10/30/2021,22922,12033,11245,12959,19506,8555
10/31/2021,22936,12039,11253,12965,19512,8561
10/4/2021,22506,11832,11061,12791,19212,8333
10/5/2021,22519,11836,11065,12796,19219,8339
10/6/2021,22544,11853,11077,12801,19224,8351
10/7/2021,22554,11863,11083,12808,19227,8360
10/8/2021,22574,11874,11103,12811,19230,8373
10/9/2021,22584,11877,11105,12813,19239,8380
11/1/2021,22957,12048,11259,12980,19524,8563
11/10/2021,23154,12149,11330,13072,19626,9761
11/11/2021,23186,12160,11339,13085,19633,9830
11/12/2021,23216,12171,11358,13098,19650,10156
11/13/2021,23232,12179,11367,13104,19658,10291
11/14/2021,23252,12183,11371,13111,19659,10336
11/15/2021,23275,12195,11384,13128,19681,10394
11/16/2021,23301,12209,11390,13138,19688,10483
11/17/2021,23323,12221,11398,13148,19715,10647
11/18/2021,23356,12234,11410,13159,19731,10714
11/19/2021,23407,12253,11424,13178,19746,10884
11/2/2021,22971,12054,11263,12987,19537,8573
11/20/2021,23429,12269,11432,13186,19758,11020
11/21/2021,23449,12277,11436,13195,19763,11062
11/22/2021,23476,12289,11450,13210,19781,11123
11/23/2021,23503,12295,11468,13220,19798,11181
11/24/2021,23523,12308,11474,13225,19810,11229
11/25/2021,23523,12308,11474,13225,19810,11229
11/26/2021,23546,12318,11477,13239,19817,11278
11/27/2021,23559,12320,11480,13246,19820,11290
11/28/2021,23568,12325,11483,13250,19822,11296
11/29/2021,23591,12336,11488,13261,19843,11345
11/3/2021,22999,12069,11271,12996,19551,8584
11/30/2021,23613,12343,11495,13272,19853,11424
11/4/2021,23020,12080,11277,13007,19566,8588
11/5/2021,23059,12100,11297,13024,19580,8694
11/6/2021,23079,12111,11308,13035,19586,9097
11/7/2021,23090,12120,11310,13040,19594,9157
11/8/2021,23108,12125,11317,13048,19603,9320
11/9/2021,23130,12133,11326,13056,19608,9477
12/1/2020,,,,1,,
12/1/2021,23635,12360,11501,13288,19877,11468
12/10/2020,,1,,1,,
12/11/2020,,1,,1,,
12/12/2020,1,1,,1,,
12/13/2020,1,1,,1,,
12/14/2020,1,1,,1,,
12/15/2020,3,3,1,3,1,
12/16/2020,25,44,35,25,14,
12/17/2020,53,79,67,53,19,
12/18/2020,100,136,113,84,39,
12/19/2020,110,148,121,98,40,
12/2/2020,,1,,1,,
12/2/2021,23659,12368,11507,13296,19891,11485
12/20/2020,111,150,121,98,42,
12/21/2020,113,151,123,98,43,
12/22/2020,120,170,137,109,48,1
12/23/2020,174,282,214,149,71,2
12/24/2020,253,383,286,205,84,2
12/25/2020,279,410,307,225,89,2
12/26/2020,297,434,321,235,91,2
12/27/2020,324,456,335,247,94,2
12/28/2020,378,515,380,276,107,3
12/29/2020,441,591,426,325,202,3
12/3/2020,,1,,1,,
12/3/2021,23701,12388,11522,13318,19897,11572
12/30/2020,541,675,502,388,304,3
12/31/2020,594,717,550,424,354,3
12/4/2020,,1,,1,,
