date,Coconino_cume,Coconino
1/1/2021,1,
1/10/2021,2,1
1/11/2021,3,1
1/12/2021,4,1
1/13/2021,5,1
1/14/2021,6,1
1/15/2021,7,1
1/16/2021,14,7
1/17/2021,161,147
1/18/2021,302,141
1/19/2021,517,215
1/2/2021,565,48
1/20/2021,569,4
1/21/2021,572,3
1/22/2021,609,37
1/23/2021,911,302
1/24/2021,1259,348
1/25/2021,1369,110
1/26/2021,1441,72
1/27/2021,1526,85
1/28/2021,1736,210
1/29/2021,2055,319
1/3/2021,2471,416
1/30/2021,2688,217
1/31/2021,2806,118
1/4/2021,2872,66
1/5/2021,2879,7
1/6/2021,3236,357
1/7/2021,3607,371
1/8/2021,4123,516
1/9/2021,4710,587
10/1/2021,5353,643
10/2/2021,5433,80
10/3/2021,5439,6
10/4/2021,5775,336
12/1/2020,6345,570
12/10/2020,6865,520
12/12/2020,7512,647
12/13/2020,8696,1184
12/15/2020,8800,104
12/16/2020,8804,4
12/17/2020,8983,179
12/18/2020,9397,414
12/19/2020,10953,1556
12/2/2020,11846,893
12/20/2020,12750,904
12/21/2020,13153,403
12/22/2020,13172,19
12/23/2020,13737,565
12/24/2020,14251,514
12/25/2020,15573,1322
12/26/2020,16822,1249
12/27/2020,17752,930
12/28/2020,18089,337
12/29/2020,18122,33
12/30/2020,19027,905
12/31/2020,19910,883
12/4/2020,21596,1686
12/7/2020,23677,2081
2/1/2021,25920,2243
2/10/2021,27520,1600
2/11/2021,27561,41
2/12/2021,28460,899
2/13/2021,29386,926
2/14/2021,32008,2622
2/15/2021,33651,1643
2/16/2021,36407,2756
2/17/2021,37920,1513
2/18/2021,37954,34
2/19/2021,39167,1213
2/2/2021,40801,1634
2/20/2021,43621,2820
2/21/2021,44767,1146
2/22/2021,46122,1355
2/23/2021,47181,1059
2/24/2021,47197,16
2/25/2021,47597,400
2/26/2021,48146,549
2/27/2021,50123,1977
2/28/2021,51809,1686
2/3/2021,53544,1735
2/4/2021,55224,1680
2/5/2021,55322,98
2/6/2021,56958,1636
2/7/2021,58779,1821
2/8/2021,60553,1774
2/9/2021,62762,2209
3/1/2021,64527,1765
3/10/2021,65395,868
3/11/2021,65492,97
3/12/2021,66464,972
3/13/2021,67387,923
3/14/2021,70269,2882
3/15/2021,72216,1947
3/16/2021,74806,2590
3/17/2021,75955,1149
3/18/2021,76013,58
3/19/2021,77363,1350
3/2/2021,79288,1925
3/20/2021,81084,1796
3/21/2021,82589,1505
3/22/2021,84230,1641
3/23/2021,85277,1047
3/24/2021,85360,83
3/25/2021,86108,748
3/26/2021,87989,1881
3/27/2021,89742,1753
3/28/2021,91731,1989
3/29/2021,93953,2222
3/3/2021,94516,563
3/30/2021,94667,151
3/31/2021,96492,1825
3/4/2021,98343,1851
3/5/2021,100194,1851
3/6/2021,101630,1436
3/7/2021,103163,1533
3/8/2021,103730,567
3/9/2021,103829,99
4/1/2021,104709,880
4/10/2021,106048,1339
4/11/2021,107112,1064
4/12/2021,108396,1284
4/13/2021,109677,1281
4/14/2021,110276,599
4/15/2021,110379,103
4/16/2021,110922,543
4/17/2021,111956,1034
4/18/2021,112858,902
4/19/2021,113787,929
4/2/2021,114948,1161
4/20/2021,115300,352
4/21/2021,115403,103
4/22/2021,116424,1021
4/23/2021,117435,1011
4/24/2021,118257,822
4/25/2021,119314,1057
4/26/2021,120458,1144
4/27/2021,120763,305
4/28/2021,120912,149
4/29/2021,121492,580
4/3/2021,122518,1026
4/30/2021,123295,777
4/4/2021,124068,773
4/5/2021,124835,767
4/6/2021,125237,402
4/7/2021,125296,59
4/8/2021,125767,471
4/9/2021,126297,530
5/1/2021,126825,528
5/10/2021,127243,418
5/11/2021,127791,548
5/12/2021,128012,221
5/13/2021,128093,81
5/14/2021,128448,355
5/15/2021,128716,268
5/16/2021,129099,383
5/17/2021,129713,614
5/18/2021,130445,732
5/19/2021,130758,313
5/2/2021,130863,105
5/20/2021,131324,461
5/21/2021,131641,317
5/22/2021,132108,467
5/23/2021,132448,340
5/24/2021,132924,476
5/25/2021,133228,304
5/26/2021,133322,94
5/27/2021,133599,277
5/28/2021,133843,244
5/29/2021,134277,434
5/3/2021,134528,251
5/30/2021,134878,350
