date,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal
1/1/2021,644,993,933,752,513,5
1/10/2021,1188,1728,1722,1468,2263,15
1/11/2021,1238,1812,1807,1532,2442,19
1/12/2021,1328,1929,1927,1632,2723,20
1/13/2021,1439,2070,2076,1808,3129,23
1/14/2021,1539,2257,2232,1957,3651,24
1/15/2021,1660,2415,2408,2095,4025,26
1/16/2021,1721,2505,2506,2186,4643,29
1/17/2021,1740,2537,2548,2222,4697,29
1/18/2021,1805,2649,2619,2314,4915,30
1/19/2021,1877,2727,2702,2397,5420,33
1/2/2021,727,1112,1058,859,591,6
1/20/2021,1954,2857,2810,2520,6188,38
1/21/2021,2049,2991,2981,2689,6935,42
1/22/2021,2198,3160,3168,2875,7689,45
1/23/2021,2284,3325,3331,3030,8281,48
1/24/2021,2321,3359,3391,3060,8442,50
1/25/2021,2403,3427,3483,3183,9037,52
1/26/2021,2479,3512,3576,3299,9608,53
1/27/2021,2593,3637,3737,3488,10332,55
1/28/2021,2669,3755,3855,3641,11342,56
1/29/2021,2780,3880,3992,3832,12339,65
1/3/2021,756,1157,1103,882,613,6
1/30/2021,2851,3971,4128,3988,13123,68
1/31/2021,2887,3994,4160,4018,13274,70
1/4/2021,821,1257,1195,969,841,7
1/5/2021,917,1366,1283,1065,1072,8
1/6/2021,1031,1493,1414,1187,1337,10
1/7/2021,1093,1583,1528,1287,1673,12
1/8/2021,1145,1669,1662,1420,2106,14
1/9/2021,1178,1712,1707,1457,2242,15
10/1/2021,35520,29678,31351,36951,74746,18422
10/2/2021,35558,29709,31379,36976,74757,18452
10/3/2021,35579,29727,31390,36982,74762,18462
10/4/2021,35597,29742,31400,36985,74771,18484
12/1/2020,,1,2,,1,
12/10/2020,,1,2,,2,
12/11/2020,,1,2,,2,
12/12/2020,,1,2,,2,
12/13/2020,,1,2,,2,
12/14/2020,,1,2,,2,
12/15/2020,,1,2,,2,
12/16/2020,1,2,5,,2,
12/17/2020,9,14,16,4,4,
12/18/2020,19,23,24,9,5,
12/19/2020,23,32,29,15,8,
12/2/2020,,1,2,,1,
12/20/2020,23,37,30,19,9,
12/21/2020,49,84,74,36,21,1
12/22/2020,108,156,129,82,36,1
12/23/2020,168,247,236,158,69,2
12/24/2020,185,266,253,172,71,2
12/25/2020,185,266,253,172,71,2
12/26/2020,242,363,330,229,94,3
12/27/2020,258,392,346,240,96,3
12/28/2020,320,507,476,337,132,3
12/29/2020,427,674,637,476,184,4
12/3/2020,,1,2,,1,
12/30/2020,563,894,826,655,311,4
12/31/2020,641,988,929,747,485,5
12/4/2020,,1,2,,1,
12/5/2020,,1,2,,1,
12/6/2020,,1,2,,1,
12/7/2020,,1,2,,1,
12/8/2020,,1,2,,1,
12/9/2020,,1,2,,2,
2/1/2021,2965,4099,4253,4122,14107,76
2/10/2021,3678,4903,5163,5406,24394,108
2/11/2021,3748,4969,5245,5547,26141,111
2/12/2021,3850,5079,5384,5739,28165,117
2/13/2021,4049,5319,5649,5971,29638,129
2/14/2021,4078,5360,5698,6028,29985,130
2/15/2021,4127,5403,5747,6114,30771,135
2/16/2021,4203,5471,5795,6191,31782,144
2/17/2021,4284,5527,5852,6286,32820,150
2/18/2021,4356,5586,5909,6348,33946,163
2/19/2021,4426,5656,5977,6421,34577,172
2/2/2021,3037,4193,4371,4280,15030,76
2/20/2021,4566,5748,6064,6495,35076,192
2/21/2021,4578,5761,6076,6517,35353,193
2/22/2021,4611,5801,6102,6573,35769,197
2/23/2021,4651,5840,6153,6638,36366,198
2/24/2021,4706,5906,6209,6711,37373,203
2/25/2021,4793,5999,6303,6896,39015,210
2/26/2021,4879,6087,6399,7070,40812,216
2/27/2021,4928,6120,6445,7150,41350,218
2/28/2021,4940,6133,6469,7202,41711,218
2/3/2021,3151,4341,4500,4422,16060,78
2/4/2021,3227,4441,4612,4546,17094,82
2/5/2021,3383,4594,4790,4738,18155,86
2/6/2021,3440,4674,4880,4898,19525,94
2/7/2021,3458,4680,4895,4927,19886,94
2/8/2021,3513,4732,4968,5060,21192,95
2/9/2021,3565,4802,5053,5241,22641,100
3/1/2021,4992,6192,6556,7405,42821,222
3/10/2021,5643,6853,7437,11974,51516,283
3/11/2021,5813,7090,7636,12994,52715,290
3/12/2021,5960,7178,7816,13708,53560,300
3/13/2021,6045,7267,7904,14152,53943,306
3/14/2021,6087,7303,7972,14520,54152,310
3/15/2021,6191,7381,8129,15301,54717,321
3/16/2021,6317,7522,8342,16154,55579,330
3/17/2021,6543,7705,8621,17064,56477,345
3/18/2021,6735,7892,8896,17941,57478,356
3/19/2021,7000,8163,9235,18708,58192,390
3/2/2021,5047,6250,6657,7619,44108,229
3/20/2021,7125,8296,9463,19051,58579,405
3/21/2021,7232,8434,9640,19351,58831,419
3/22/2021,7505,8737,9988,19909,59367,467
3/23/2021,7846,9076,10435,20536,59989,512
3/24/2021,8223,9456,10954,21153,60557,587
3/25/2021,8639,9819,11424,21594,61081,649
3/26/2021,9009,10187,11851,22247,61598,711
3/27/2021,9290,10484,12183,22502,61776,787
3/28/2021,9566,10721,12449,22719,61960,868
3/29/2021,9973,11060,12875,23011,62274,945
3/3/2021,5139,6334,6767,8097,45830,246
3/30/2021,10344,11389,13301,23284,62563,1032
3/31/2021,10695,11741,13773,23607,62816,1139
3/4/2021,5251,6466,6907,8713,47463,249
3/5/2021,5357,6576,7034,9321,48427,259
3/6/2021,5405,6629,7106,9800,49124,263
3/7/2021,5436,6652,7140,10079,49429,265
3/8/2021,5490,6708,7212,10633,50096,268
3/9/2021,5566,6786,7338,11339,50887,273
4/1/2021,11048,12072,14249,23876,63088,1239
4/10/2021,13866,14598,17283,26172,65463,1970
4/11/2021,14018,14719,17429,26270,65543,2054
4/12/2021,14298,14955,17728,26494,65825,2139
4/13/2021,14575,15174,17982,26774,66111,2216
4/14/2021,14874,15490,18312,26982,66286,2287
4/15/2021,15251,15826,18670,27196,66456,2359
4/16/2021,15568,16152,18919,27357,66597,2419
4/17/2021,15726,16288,19086,27476,66716,2466
4/18/2021,15814,16369,19163,27540,66761,2514
4/19/2021,16018,16521,19355,27708,66960,2578
4/2/2021,11327,12346,14549,24066,63317,1334
4/20/2021,16257,16747,19565,27894,67159,2642
4/21/2021,16547,17015,19896,28071,67317,2717
4/22/2021,16773,17226,20110,28237,67458,2784
4/23/2021,17019,17421,20305,28413,67604,2846
4/24/2021,17145,17549,20445,28496,67703,2916
4/25/2021,17245,17617,20513,28556,67761,2967
4/26/2021,17437,17789,20669,28688,67908,3033
4/27/2021,17654,17968,20873,28876,68058,3103
4/28/2021,17831,18103,21030,29021,68207,3148
4/29/2021,18024,18260,21196,29178,68359,3207
4/3/2021,11559,12534,14789,24195,63439,1418
4/30/2021,18253,18448,21375,29336,68493,3287
4/4/2021,11690,12603,14911,24259,63487,1463
4/5/2021,11972,12849,15262,24574,63817,1538
4/6/2021,12380,13156,15702,24944,64205,1642
4/7/2021,12883,13699,16277,25279,64559,1731
4/8/2021,13176,14002,16603,25632,64929,1794
4/9/2021,13516,14294,16983,25940,65238,1883
5/1/2021,18390,18536,21515,29433,68554,3355
5/10/2021,19513,19292,22354,30212,69257,3754
5/11/2021,19651,19369,22448,30290,69375,3799
5/12/2021,19789,19474,22549,30392,69464,3862
5/13/2021,19936,19569,22646,30489,69572,4134
5/14/2021,20141,19690,22768,30600,69672,4367
5/15/2021,20261,19779,22886,30712,69739,4707
5/16/2021,20325,19850,22938,30747,69768,4950
5/17/2021,20466,19961,23043,30852,69866,5129
5/18/2021,20578,20050,23159,30954,69972,5344
5/19/2021,20731,20144,23266,31067,70070,5570
5/2/2021,18463,18571,21559,29479,68584,3398
5/20/2021,20878,20265,23379,31166,70160,5738
5/21/2021,21008,20386,23508,31259,70250,5966
5/22/2021,21169,20474,23611,31341,70293,6271
5/23/2021,21251,20511,23660,31379,70326,6372
5/24/2021,21402,20607,23754,31450,70388,6510
5/25/2021,21549,20706,23862,31513,70444,6647
