date,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,940,868,640,482,229,7
1/10/2021,1288,1204,928,711,506,10
1/11/2021,1348,1291,993,749,847,10
1/12/2021,1411,1360,1069,802,1169,11
1/13/2021,1496,1434,1144,864,1505,11
1/14/2021,1516,1451,1173,887,1593,11
1/15/2021,1545,1466,1193,914,1683,11
1/16/2021,1549,1467,1197,915,1688,11
1/17/2021,1551,1470,1198,916,1692,11
1/18/2021,1559,1477,1207,920,1709,11
1/19/2021,1602,1504,1237,949,1822,16
1/2/2021,942,869,640,484,230,7
1/20/2021,1617,1511,1246,961,1852,17
1/21/2021,1737,1702,1418,1060,2374,20
1/22/2021,1845,1796,1501,1140,3036,21
1/23/2021,1874,1835,1526,1170,3071,22
1/24/2021,1875,1837,1529,1173,3082,22
1/25/2021,1910,1909,1592,1222,3239,22
1/26/2021,2041,2051,1733,1358,3393,30
1/27/2021,2181,2205,1849,1454,3597,30
1/28/2021,2338,2356,2038,1671,4294,31
1/29/2021,2496,2488,2203,1811,5378,33
1/3/2021,944,869,640,484,230,7
1/30/2021,2536,2519,2241,1884,6238,33
1/31/2021,2537,2520,2241,1885,6254,33
1/4/2021,1000,924,680,516,268,7
1/5/2021,1088,1017,746,561,303,7
1/6/2021,1202,1132,840,626,373,10
1/7/2021,1248,1171,898,664,404,10
1/8/2021,1281,1200,924,705,495,10
1/9/2021,1283,1201,928,709,500,10
10/1/2021,30580,17694,17853,19722,31642,15882
10/2/2021,30601,17700,17862,19727,31647,15904
10/3/2021,30608,17703,17867,19728,31649,15912
10/4/2021,30624,17708,17877,19732,31654,15929
12/1/2020,1,1,2,,2,
12/10/2020,1,2,4,,3,
12/11/2020,1,2,4,,3,
12/12/2020,1,2,6,,3,
12/13/2020,1,2,6,,3,
12/14/2020,1,2,6,,3,
12/15/2020,1,2,6,,3,
12/16/2020,3,3,7,1,4,
12/17/2020,9,7,11,7,7,
12/18/2020,9,7,12,7,7,
12/19/2020,9,7,13,7,9,
12/2/2020,1,1,2,,2,
12/20/2020,9,9,13,8,9,
12/21/2020,74,46,51,25,24,
12/22/2020,252,245,174,136,57,1
12/23/2020,441,460,331,254,98,4
12/24/2020,502,514,389,294,105,4
12/25/2020,502,514,389,294,105,4
12/26/2020,526,549,404,313,111,4
12/27/2020,526,549,404,313,112,4
12/28/2020,669,661,482,362,139,6
12/29/2020,767,751,539,410,172,7
12/3/2020,1,1,3,,2,
12/30/2020,904,850,621,463,207,7
12/31/2020,936,865,635,477,215,7
12/4/2020,1,1,4,,2,
12/5/2020,1,1,4,,2,
12/6/2020,1,1,4,,2,
12/7/2020,1,1,4,,2,
12/8/2020,1,1,4,,3,
12/9/2020,1,1,4,,3,
2/1/2021,2579,2545,2263,1909,6859,35
2/10/2021,2916,2849,2639,2354,9967,50
2/11/2021,3044,2964,2770,2508,10981,61
2/12/2021,3100,3014,2828,2563,12065,62
2/13/2021,3127,3037,2845,2598,12712,64
2/14/2021,3132,3041,2845,2599,12718,64
2/15/2021,3138,3045,2849,2606,12756,64
2/16/2021,3163,3049,2858,2610,12801,66
2/17/2021,3202,3085,2909,2668,12855,67
2/18/2021,3231,3107,2925,2686,12984,67
2/19/2021,3300,3179,3010,2781,13132,69
2/2/2021,2610,2580,2297,1965,7554,39
2/20/2021,3340,3200,3034,2816,13182,73
2/21/2021,3341,3201,3037,2816,13193,73
2/22/2021,3344,3204,3038,2818,13202,73
2/23/2021,3385,3258,3074,2872,13380,77
2/24/2021,3406,3291,3098,2914,14384,80
2/25/2021,3479,3348,3164,2991,15378,82
2/26/2021,3539,3406,3207,3091,16381,84
2/27/2021,3568,3432,3223,3125,16746,87
2/28/2021,3588,3457,3260,3155,16865,87
2/3/2021,2734,2714,2466,2133,8252,42
2/4/2021,2783,2756,2523,2195,8576,45
2/5/2021,2820,2786,2555,2226,8707,47
2/6/2021,2831,2787,2556,2231,8730,48
2/7/2021,2832,2788,2557,2232,8748,48
2/8/2021,2852,2811,2575,2261,8851,48
2/9/2021,2873,2831,2609,2302,8892,48
3/1/2021,3613,3481,3277,3184,17019,89
3/10/2021,4576,4287,4273,4991,20038,118
3/11/2021,4796,4396,4393,5223,20358,128
3/12/2021,4848,4455,4508,5852,20702,132
3/13/2021,4924,4512,4556,5976,20852,133
3/14/2021,4936,4517,4566,6042,20919,133
3/15/2021,5059,4617,4695,6245,21026,139
3/16/2021,5301,4834,4933,6591,21202,149
3/17/2021,5883,5059,5139,6866,21759,157
3/18/2021,6258,5293,5484,7802,22543,178
3/19/2021,6602,5588,5880,8741,23156,197
3/2/2021,3643,3496,3305,3217,17143,91
3/20/2021,6685,5646,5969,9075,23467,204
3/21/2021,6702,5656,5990,9114,23499,206
