Category,value
tests,12906836
day,
pos,
est_pos,
total_pos,
0_5,
Less than 20 years,2202786
20 - 44 years,5494339
45 - 54 years,1703080
55 - 64 years,1578706
65 years and older,1899427
Unknown,28498
positive,0.0972256872249713
