date,Gila_cume,Gila
1/1/2021,182,
1/11/2021,299,117
1/12/2021,300,1
1/13/2021,391,91
1/14/2021,458,67
1/15/2021,588,130
1/16/2021,729,141
1/17/2021,754,25
1/18/2021,760,6
1/19/2021,1073,313
1/2/2021,1315,242
1/20/2021,1567,252
1/21/2021,1801,234
1/22/2021,1804,3
1/23/2021,2006,202
1/24/2021,2007,1
1/25/2021,2238,231
1/26/2021,2575,337
1/27/2021,2845,270
1/28/2021,3460,615
1/29/2021,3984,524
1/3/2021,4014,30
1/30/2021,4283,269
1/31/2021,4467,184
1/4/2021,4672,205
1/5/2021,5043,371
1/6/2021,5667,624
1/7/2021,5671,4
1/8/2021,5672,1
1/9/2021,5785,113
10/1/2021,6187,402
10/2/2021,6625,438
10/3/2021,7143,518
10/4/2021,7316,173
12/17/2020,7471,155
12/18/2020,7472,1
12/20/2020,7762,290
12/21/2020,7953,191
12/22/2020,8410,457
12/23/2020,9094,684
12/24/2020,9595,501
12/26/2020,9962,367
12/27/2020,9973,11
12/28/2020,10416,443
12/29/2020,11094,678
12/30/2020,11788,694
12/31/2020,12764,976
2/1/2021,13618,854
2/10/2021,14178,560
2/11/2021,14190,12
2/12/2021,14595,405
2/13/2021,15179,584
2/14/2021,15628,449
2/15/2021,16022,394
2/16/2021,16712,690
2/17/2021,17791,1079
2/18/2021,18363,572
2/19/2021,18509,146
2/2/2021,18976,467
2/20/2021,19387,411
2/22/2021,19925,538
2/23/2021,20341,416
2/24/2021,20698,357
2/25/2021,20848,150
2/26/2021,21172,324
2/27/2021,21448,276
2/28/2021,21968,520
2/3/2021,22421,453
2/4/2021,24241,1820
2/5/2021,25139,898
2/6/2021,25433,294
2/7/2021,25822,389
2/8/2021,26209,387
2/9/2021,26944,735
3/1/2021,27259,315
3/10/2021,27794,535
3/11/2021,27819,25
3/12/2021,28090,271
3/13/2021,28665,575
3/14/2021,29088,423
3/15/2021,30506,1418
3/16/2021,31008,502
3/17/2021,32413,1405
3/18/2021,32938,525
3/19/2021,33120,182
3/2/2021,33574,454
3/20/2021,33786,212
3/22/2021,34166,380
3/23/2021,34468,302
3/24/2021,34805,337
3/25/2021,34999,194
3/26/2021,35243,244
3/27/2021,35408,165
3/28/2021,35750,342
3/29/2021,35955,205
3/3/2021,37751,1796
3/30/2021,38565,814
3/31/2021,38848,283
3/4/2021,39007,159
3/5/2021,39153,146
3/6/2021,39865,712
3/7/2021,40123,258
3/8/2021,40170,47
3/9/2021,40180,10
4/1/2021,40391,211
4/10/2021,40908,517
4/11/2021,41100,192
4/12/2021,41594,494
4/13/2021,41887,293
4/14/2021,42461,574
4/15/2021,42477,16
4/16/2021,42634,157
4/17/2021,42762,128
4/18/2021,42818,56
4/19/2021,43071,253
4/2/2021,43230,159
4/20/2021,43615,385
4/21/2021,43616,1
4/22/2021,43749,133
4/23/2021,43876,127
4/24/2021,43951,75
4/25/2021,44222,271
4/26/2021,44350,128
4/27/2021,44391,41
4/28/2021,44400,9
4/29/2021,44539,139
4/3/2021,44663,124
4/30/2021,44821,158
4/4/2021,44968,147
4/5/2021,45040,72
4/6/2021,45062,22
4/7/2021,45069,7
4/8/2021,45191,122
4/9/2021,45341,150
5/1/2021,45433,92
5/10/2021,45519,86
5/11/2021,45572,53
5/12/2021,45580,8
5/13/2021,45586,6
5/14/2021,45670,84
5/15/2021,45742,72
5/16/2021,45813,71
5/17/2021,45921,108
5/18/2021,46078,157
5/19/2021,46105,27
5/2/2021,46115,10
5/20/2021,46242,127
5/21/2021,46495,253
5/22/2021,46694,199
5/23/2021,46856,162
5/24/2021,46917,61
5/25/2021,46952,35
5/26/2021,46965,13
5/27/2021,47066,101
5/28/2021,47152,86
5/29/2021,47238,86
5/3/2021,47289,51
5/30/2021,47381,92
5/31/2021,47390,9
5/4/2021,47397,7
5/5/2021,47408,11
5/6/2021,47474,66
5/7/2021,47533,59
5/8/2021,47588,55
5/9/2021,47652,64
6/1/2021,47668,16
6/10/2021,47684,16
6/11/2021,47778,94
6/12/2021,47832,54
6/13/2021,47908,76
6/14/2021,47949,41
6/15/2021,48000,51
6/16/2021,48017,17
6/17/2021,48025,8
6/18/2021,48103,78
6/19/2021,48167,64
6/2/2021,48227,60
6/20/2021,48299,72
6/21/2021,48350,51
6/22/2021,48377,27
6/23/2021,48393,16
6/24/2021,48452,59
6/25/2021,48569,117
6/26/2021,48625,56
6/27/2021,48664,39
6/28/2021,48723,59
6/29/2021,48739,16
6/3/2021,48744,5
6/30/2021,48773,29
6/4/2021,48834,61
6/5/2021,48927,93
6/6/2021,48982,55
6/7/2021,49017,35
6/8/2021,49035,18
6/9/2021,49064,29
7/1/2021,49138,74
7/10/2021,49176,38
7/11/2021,49227,51
7/12/2021,49290,63
7/13/2021,49310,20
7/14/2021,49322,12
7/15/2021,49376,54
7/16/2021,49434,58
7/17/2021,49499,65
7/18/2021,49564,65
7/19/2021,49631,67
7/2/2021,49646,15
7/20/2021,49654,8
7/21/2021,49714,60
7/22/2021,49787,73
7/23/2021,49882,95
7/24/2021,49953,71
7/25/2021,50027,74
7/26/2021,50050,23
7/27/2021,50059,9
7/28/2021,50160,101
7/29/2021,50282,122
7/3/2021,50367,85
7/30/2021,50468,101
7/31/2021,50582,114
7/5/2021,50609,27
7/6/2021,50615,6
7/7/2021,50695,80
7/8/2021,50776,81
7/9/2021,50877,101
8/1/2021,50949,72
8/10/2021,51078,129
8/11/2021,51106,28
8/12/2021,51115,9
8/13/2021,51211,96
8/14/2021,51306,95
8/15/2021,51400,94
8/16/2021,51534,134
8/17/2021,51715,181
8/18/2021,51756,41
8/19/2021,51774,18
8/2/2021,51864,90
8/20/2021,51998,134
8/21/2021,52107,109
8/22/2021,52232,125
8/23/2021,52389,157
8/24/2021,52651,262
8/25/2021,52667,16
8/26/2021,52871,204
8/27/2021,53089,218
8/28/2021,53268,179
8/29/2021,53470,202
8/3/2021,53748,278
8/30/2021,53762,14
8/31/2021,53878,116
8/4/2021,54028,150
8/5/2021,54152,124
8/6/2021,54265,113
8/7/2021,54370,105
8/8/2021,54560,190
8/9/2021,54584,24
9/1/2021,54591,7
9/10/2021,54630,39
9/11/2021,54768,138
9/12/2021,54850,82
9/13/2021,54962,112
9/14/2021,55077,115
9/15/2021,55130,53
9/16/2021,55151,21
9/17/2021,55242,91
9/18/2021,55332,90
9/19/2021,55423,91
9/2/2021,55527,104
9/20/2021,55612,85
9/21/2021,55713,101
9/22/2021,55717,4
9/23/2021,55784,67
9/24/2021,55854,70
9/25/2021,55907,53
9/26/2021,56006,99
9/27/2021,56085,79
9/28/2021,56116,31
9/29/2021,56125,9
9/3/2021,56171,46
9/30/2021,56239,68
9/4/2021,56311,72
9/5/2021,56346,35
9/6/2021,56438,92
9/7/2021,56474,36
9/8/2021,56478,4
9/9/2021,56479,1
