date,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave
1/1/2021,295,384,432,501,350,7
1/10/2021,446,551,644,751,816,12
1/11/2021,463,565,675,789,915,12
1/12/2021,483,589,704,836,1077,12
1/13/2021,501,620,745,883,1245,13
1/14/2021,535,650,793,949,1447,14
1/15/2021,560,694,830,1017,1680,15
1/16/2021,572,711,846,1056,1948,16
1/17/2021,573,714,846,1059,1972,16
1/18/2021,591,731,872,1093,2206,17
1/19/2021,609,748,903,1144,2390,18
1/2/2021,301,393,441,512,363,7
1/20/2021,643,776,927,1210,2665,18
1/21/2021,660,798,947,1245,2815,18
1/22/2021,688,821,975,1291,3056,18
1/23/2021,701,831,984,1310,3655,18
1/24/2021,701,837,993,1316,4187,18
1/25/2021,707,844,1003,1335,4442,19
1/26/2021,722,851,1011,1363,4798,19
1/27/2021,746,870,1037,1414,5212,20
1/28/2021,765,893,1069,1462,5741,20
1/29/2021,781,901,1083,1492,6120,20
1/3/2021,303,394,450,519,370,7
1/30/2021,786,906,1095,1511,6423,20
1/31/2021,789,907,1102,1524,6897,20
1/4/2021,323,421,481,565,433,8
1/5/2021,338,445,504,593,476,8
1/6/2021,378,479,544,657,547,9
1/7/2021,405,507,589,692,662,11
1/8/2021,435,540,628,734,767,12
1/9/2021,441,549,638,746,785,12
10/1/2021,7441,5972,8354,16638,40676,2937
10/10/2021,7566,6033,8427,16731,40785,2978
10/11/2021,7578,6040,8437,16746,40800,2980
10/12/2021,7597,6051,8448,16756,40814,2984
10/13/2021,7608,6063,8458,16764,40837,2989
10/14/2021,7622,6066,8473,16775,40864,2997
10/15/2021,7655,6083,8488,16786,40884,3014
10/16/2021,7667,6094,8498,16789,40889,3022
10/17/2021,7676,6094,8501,16793,40893,3025
10/18/2021,7705,6103,8516,16807,40909,3027
10/19/2021,7720,6117,8521,16823,40934,3041
10/2/2021,7450,5984,8362,16647,40692,2939
10/20/2021,7729,6126,8530,16830,40953,3043
10/21/2021,7750,6133,8539,16841,40968,3047
10/22/2021,7770,6152,8564,16854,41013,3055
10/23/2021,7778,6157,8569,16862,41058,3059
10/24/2021,7780,6159,8569,16868,41070,3066
10/25/2021,7791,6165,8580,16888,41151,3066
10/26/2021,7805,6172,8586,16898,41208,3072
10/27/2021,7814,6178,8602,16919,41281,3078
10/28/2021,7828,6183,8611,16945,41352,3083
10/29/2021,7847,6189,8619,16975,41399,3091
10/3/2021,7455,5985,8362,16647,40694,2939
10/30/2021,7854,6191,8627,16985,41421,3095
10/31/2021,7858,6192,8633,16989,41431,3095
10/4/2021,7473,5990,8375,16661,40709,2943
10/5/2021,7493,5999,8382,16675,40730,2950
10/6/2021,7517,6009,8385,16694,40745,2952
10/7/2021,7538,6015,8397,16707,40759,2953
10/8/2021,7557,6026,8412,16723,40778,2973
10/9/2021,7565,6031,8420,16730,40783,2977
11/1/2021,7862,6195,8638,17006,41483,3103
11/2/2021,7871,6202,8647,17018,41524,3104
