date,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham
1/1/2021,177,183,163,188,244,5
1/10/2021,272,303,301,313,525,7
1/11/2021,279,315,309,328,571,7
1/12/2021,288,322,323,356,637,10
1/13/2021,299,331,335,373,735,10
1/14/2021,315,362,361,422,858,11
1/15/2021,424,477,468,548,987,29
1/16/2021,427,477,469,548,1042,29
1/17/2021,428,477,469,548,1044,29
1/18/2021,441,481,483,560,1123,29
1/19/2021,448,495,491,580,1176,30
1/2/2021,178,183,163,189,245,5
1/20/2021,472,506,507,601,1256,30
1/21/2021,487,514,517,624,1389,31
1/22/2021,555,570,553,665,1454,35
1/23/2021,561,581,563,672,1662,35
1/24/2021,562,581,565,672,1662,35
1/25/2021,576,591,581,690,1707,36
1/26/2021,585,597,585,703,1777,36
1/27/2021,611,611,608,720,1888,38
1/28/2021,635,641,646,750,1972,38
1/29/2021,680,671,666,784,2193,47
1/3/2021,178,183,163,189,245,5
1/30/2021,715,696,688,791,2199,50
1/31/2021,715,696,688,792,2199,50
1/4/2021,197,216,198,208,280,6
1/5/2021,209,230,214,224,334,6
1/6/2021,227,255,230,247,370,7
1/7/2021,250,270,252,264,464,7
1/8/2021,272,303,301,313,524,7
1/9/2021,272,303,301,313,525,7
10/1/2021,3733,2810,2686,3180,5104,1691
10/10/2021,3782,2842,2708,3191,5118,1715
10/11/2021,3790,2850,2709,3191,5119,1717
10/12/2021,3793,2856,2714,3192,5121,1720
10/13/2021,3798,2856,2718,3196,5122,1724
10/14/2021,3808,2861,2723,3196,5122,1726
10/15/2021,3819,2869,2727,3199,5124,1728
10/16/2021,3826,2870,2728,3200,5125,1730
10/17/2021,3829,2870,2728,3200,5125,1730
10/18/2021,3836,2880,2731,3200,5126,1732
10/19/2021,3841,2881,2734,3201,5127,1734
10/2/2021,3734,2811,2686,3181,5105,1691
10/20/2021,3845,2883,2734,3202,5127,1738
10/21/2021,3852,2890,2736,3204,5129,1744
10/22/2021,3860,2893,2738,3208,5131,1754
10/23/2021,3864,2894,2738,3209,5131,1758
10/24/2021,3865,2894,2738,3211,5131,1760
10/25/2021,3874,2895,2739,3214,5133,1761
10/26/2021,3881,2897,2740,3214,5135,1763
10/27/2021,3886,2899,2740,3214,5137,1764
10/28/2021,3896,2914,2746,3216,5139,1776
10/29/2021,3903,2916,2750,3220,5142,1782
10/3/2021,3735,2813,2686,3181,5105,1691
10/30/2021,3907,2916,2752,3221,5143,1784
10/31/2021,3908,2916,2752,3221,5143,1784
10/4/2021,3738,2822,2690,3183,5106,1694
10/5/2021,3747,2824,2693,3184,5108,1696
10/6/2021,3755,2827,2700,3185,5110,1696
10/7/2021,3768,2834,2703,3187,5113,1707
10/8/2021,3775,2839,2706,3187,5117,1712
10/9/2021,3780,2840,2707,3190,5117,1715
11/1/2021,3910,2916,2753,3221,5145,1787
11/2/2021,3913,2918,2753,3221,5147,1791
11/3/2021,3915,2920,2753,3221,5151,1794
11/4/2021,3922,2920,2755,3222,5155,1797
11/5/2021,3928,2921,2757,3226,5155,1797
12/17/2020,23,18,10,19,9,1
12/18/2020,40,35,21,36,14,1
12/19/2020,40,35,21,36,14,1
12/20/2020,40,35,21,36,14,2
12/21/2020,55,45,30,45,18,2
12/22/2020,60,59,38,58,24,2
12/23/2020,91,90,73,82,34,2
12/24/2020,109,100,80,98,44,2
12/25/2020,109,100,80,98,44,2
12/26/2020,110,102,82,99,48,2
12/27/2020,111,102,83,99,48,2
12/28/2020,131,123,100,126,112,4
12/29/2020,152,148,124,141,180,4
12/30/2020,163,170,145,168,217,5
12/31/2020,177,181,162,188,241,5
2/1/2021,725,704,699,797,2251,51
2/10/2021,866,775,791,894,3031,68
2/11/2021,886,802,827,927,3100,70
2/12/2021,923,828,850,974,3169,76
2/13/2021,928,833,851,989,3312,76
2/14/2021,928,833,851,989,3312,76
2/15/2021,933,836,856,992,3340,76
2/16/2021,950,848,867,1010,3378,79
2/17/2021,964,859,876,1020,3423,80
2/18/2021,1001,900,920,1048,3461,90
2/19/2021,1037,925,941,1073,3487,92
2/2/2021,735,712,711,808,2314,52
2/20/2021,1047,930,948,1082,3501,108
2/21/2021,1047,930,948,1082,3501,108
2/22/2021,1061,936,958,1093,3523,111
2/23/2021,1079,950,971,1110,3560,113
2/24/2021,1103,964,987,1129,3593,116
2/25/2021,1128,985,1005,1153,3643,117
2/26/2021,1136,997,1016,1172,3677,117
2/27/2021,1142,1007,1018,1174,3680,118
2/28/2021,1142,1007,1019,1174,3688,118
2/3/2021,747,723,717,815,2447,53
2/4/2021,752,729,725,826,2541,54
