date,pcr_tests,pcr_pos_test,pcr_positivity
2021-11-05 00:00:00,446,28,0.062780269058296
2021-11-04 00:00:00,13698,1517,0.1107460943203387
2021-11-03 00:00:00,31650,3702,0.1169668246445498
2021-11-02 00:00:00,35934,3897,0.1084488228418768
2021-11-01 00:00:00,35812,3963,0.1106612308723333
2021-10-31 00:00:00,14289,1968,0.1377283224858283
2021-10-30 00:00:00,16868,2211,0.131076594735594
2021-10-29 00:00:00,31044,3254,0.1048189666280119
2021-10-28 00:00:00,34743,3158,0.0908960078289152
2021-10-27 00:00:00,31801,3317,0.1043048960724506
2021-10-26 00:00:00,36129,3322,0.0919482963824075
2021-10-25 00:00:00,40228,3879,0.0964253753604455
2021-10-24 00:00:00,15624,1860,0.1190476190476191
2021-10-23 00:00:00,16545,2022,0.1222121486854035
2021-10-22 00:00:00,29297,2897,0.0988838447622624
2021-10-21 00:00:00,32758,2906,0.0887111545271384
2021-10-20 00:00:00,31959,2908,0.0909915829656748
2021-10-19 00:00:00,35404,2898,0.0818551576093097
2021-10-18 00:00:00,36792,3326,0.0904000869754294
2021-10-17 00:00:00,13789,1679,0.1217637247081007
2021-10-16 00:00:00,15060,1735,0.1152058432934927
2021-10-15 00:00:00,29458,2487,0.0844252834544097
2021-10-14 00:00:00,32684,2599,0.0795190307183943
2021-10-13 00:00:00,30131,2655,0.0881152301616276
2021-10-12 00:00:00,31981,2671,0.0835183390137894
2021-10-11 00:00:00,34384,3054,0.0888203815728246
2021-10-10 00:00:00,14428,1754,0.1215691710562795
2021-10-09 00:00:00,16820,1948,0.1158145065398335
2021-10-08 00:00:00,29849,2729,0.0914268484706355
2021-10-07 00:00:00,33601,2754,0.0819618463736198
2021-10-06 00:00:00,31720,2877,0.0906998738965952
2021-10-05 00:00:00,35432,2884,0.0813953488372093
2021-10-04 00:00:00,38425,3421,0.0890305790500976
2021-10-03 00:00:00,15419,1820,0.1180361891173228
2021-10-02 00:00:00,17517,2026,0.1156590740423589
2021-10-01 00:00:00,32480,2911,0.0896243842364532
2021-09-30 00:00:00,38029,3031,0.0797023324305136
2021-09-29 00:00:00,36590,3337,0.0911997813610276
2021-09-28 00:00:00,38678,3386,0.0875433062722995
2021-09-27 00:00:00,41043,3833,0.0933898594157347
2021-09-26 00:00:00,15731,1925,0.1223698429851885
2021-09-25 00:00:00,18630,2273,0.122007514761138
2021-09-24 00:00:00,32541,3085,0.0948034786884238
2021-09-23 00:00:00,36262,3051,0.0841376647730407
2021-09-22 00:00:00,34766,3144,0.0904331818443307
2021-09-21 00:00:00,39516,3239,0.0819667982589331
2021-09-20 00:00:00,40050,3679,0.0918601747815231
2021-09-19 00:00:00,16021,1896,0.1183446726171899
2021-09-18 00:00:00,18079,2118,0.1171524973726423
2021-09-17 00:00:00,33564,2936,0.0874746752472888
2021-09-16 00:00:00,39509,2979,0.0754005416487383
2021-09-15 00:00:00,37405,3136,0.0838390589493383
2021-09-14 00:00:00,40449,3223,0.0796805854285644
2021-09-13 00:00:00,43106,3741,0.0867860622651139
2021-09-12 00:00:00,16935,1965,0.1160318866253322
2021-09-11 00:00:00,20049,2509,0.1251433986732505
2021-09-10 00:00:00,35191,3279,0.0931772328152084
2021-09-09 00:00:00,37461,3251,0.0867835882651291
2021-09-08 00:00:00,40165,3778,0.0940619942736213
2021-09-07 00:00:00,48121,4246,0.0882359053220008
2021-09-06 00:00:00,18645,2186,0.1172432287476535
2021-09-05 00:00:00,17025,2102,0.1234654919236417
2021-09-04 00:00:00,19070,2352,0.1233350812794966
2021-09-03 00:00:00,33292,3197,0.0960290760543073
2021-09-02 00:00:00,39352,3211,0.0815968692823745
2021-09-01 00:00:00,36905,3469,0.0939981032380436
2021-08-31 00:00:00,43383,3565,0.0821750455247447
2021-08-30 00:00:00,45907,4075,0.0887664190646307
2021-08-29 00:00:00,18663,2107,0.1128971762310454
2021-08-28 00:00:00,21948,2488,0.1133588481866229
2021-08-27 00:00:00,38127,3408,0.0893854748603352
2021-08-26 00:00:00,41501,3517,0.084744945904918
2021-08-25 00:00:00,41251,3739,0.0906402269035902
2021-08-24 00:00:00,45064,3770,0.0836587963784839
2021-08-23 00:00:00,47609,4219,0.0886176983343485
2021-08-22 00:00:00,20978,2450,0.1167890170654972
2021-08-21 00:00:00,23702,2620,0.110539195004641
2021-08-20 00:00:00,42220,3995,0.0946234012316438
2021-08-19 00:00:00,46368,4120,0.0888543823326432
2021-08-18 00:00:00,43710,4023,0.0920384351407001
2021-08-17 00:00:00,47965,4082,0.0851037214635672
2021-08-16 00:00:00,51474,4559,0.0885689862843377
2021-08-15 00:00:00,21732,2619,0.1205135284373275
2021-08-14 00:00:00,23271,2821,0.1212238408319368
2021-08-13 00:00:00,37310,3847,0.1031090860359153
2021-08-12 00:00:00,39403,3755,0.0952973123873817
2021-08-11 00:00:00,38989,3958,0.1015158121521455
2021-08-10 00:00:00,41737,3974,0.0952152766130771
2021-08-09 00:00:00,42489,4221,0.099343359457742
2021-08-08 00:00:00,17406,2260,0.1298402849592095
2021-08-07 00:00:00,19331,2528,0.1307744038073561
2021-08-06 00:00:00,29967,3378,0.1127239963960357
2021-08-05 00:00:00,33155,3437,0.1036646056401749
2021-08-04 00:00:00,29934,3287,0.1098082448052382
2021-08-03 00:00:00,32726,3403,0.1039845994010878
2021-08-02 00:00:00,31711,3704,0.1168048942007505
2021-08-01 00:00:00,14862,2172,0.1461445296729915
2021-07-31 00:00:00,15071,2035,0.1350275363280472
2021-07-30 00:00:00,23573,2782,0.1180163746659314
2021-07-29 00:00:00,24694,2736,0.1107961448125051
2021-07-28 00:00:00,24073,2645,0.109874132845927
2021-07-27 00:00:00,23050,2403,0.1042516268980477
2021-07-26 00:00:00,22430,2436,0.1086045474810522
2021-07-25 00:00:00,10259,1442,0.1405595087240472
2021-07-24 00:00:00,10493,1466,0.1397121890784333
2021-07-23 00:00:00,17525,1874,0.1069329529243937
2021-07-22 00:00:00,19530,1955,0.1001024065540195
2021-07-21 00:00:00,18542,1881,0.1014453672742962
2021-07-20 00:00:00,19949,1852,0.0928367336708607
2021-07-19 00:00:00,19781,1790,0.0904908750821495
2021-07-18 00:00:00,8551,1086,0.1270026897438896
2021-07-17 00:00:00,8794,1073,0.1220150102342506
2021-07-16 00:00:00,14780,1447,0.0979025710419486
2021-07-15 00:00:00,15528,1353,0.0871329211746522
2021-07-14 00:00:00,15566,1304,0.0837723242965437
2021-07-13 00:00:00,17068,1320,0.0773377079915632
2021-07-12 00:00:00,18059,1357,0.0751425881831774
2021-07-11 00:00:00,7145,721,0.1009097270818754
2021-07-10 00:00:00,8017,788,0.09829113134589
2021-07-09 00:00:00,12986,974,0.0750038503003234
2021-07-08 00:00:00,15181,964,0.0635004281667874
2021-07-07 00:00:00,15817,1041,0.0658152620598091
2021-07-06 00:00:00,17642,1007,0.0570796961795715
2021-07-05 00:00:00,11097,865,0.0779489952239344
2021-07-04 00:00:00,3062,197,0.0643370346178968
2021-07-03 00:00:00,7455,432,0.0579476861167002
2021-07-02 00:00:00,12349,725,0.058709207223257
2021-07-01 00:00:00,12527,735,0.0586732657459887
2021-06-30 00:00:00,13709,741,0.0540520825734919
2021-06-29 00:00:00,15578,724,0.0464757992040057
2021-06-28 00:00:00,15863,758,0.0477841517997857
2021-06-27 00:00:00,7505,425,0.0566289140572951
2021-06-26 00:00:00,7342,493,0.0671479160991556
2021-06-25 00:00:00,13106,633,0.0482984892415687
2021-06-24 00:00:00,14073,641,0.0455482128899311
2021-06-23 00:00:00,14150,623,0.0440282685512367
2021-06-22 00:00:00,16356,612,0.0374174614820249
2021-06-21 00:00:00,15832,671,0.0423825164224356
