Category,value
tests,792461
YUMA,13099
YAVAPAI,23105
SANTA CRUZ,2451
PINAL,48389
PIMA,69723
NAVAJO,6536
MOHAVE,18506
MARICOPA,568427
LA PAZ,1925
GREENLEE,320
GRAHAM,1695
GILA,7936
COCONINO,10338
COCHISE,7558
APACHE,1714
Unknown,741
65 years and older,190977
55 - 64 years,156799
45 - 54 years,143201
20 - 44 years,263891
Less than 20 years,36852
positive,0.2353756210084787
