date,La Paz_cume,La Paz
1/11/2021,30,
1/13/2021,70,40
1/14/2021,88,18
1/19/2021,111,23
1/20/2021,151,40
1/25/2021,212,61
1/26/2021,213,1
1/27/2021,400,187
1/28/2021,402,2
1/29/2021,445,43
1/30/2021,554,109
1/6/2021,577,23
1/7/2021,600,23
12/21/2020,1145,545
12/22/2020,1805,660
12/23/2020,1827,22
12/30/2020,1828,1
2/1/2021,1853,25
2/10/2021,1887,34
2/11/2021,2597,710
2/12/2021,2781,184
2/16/2021,2834,53
2/17/2021,2878,44
2/18/2021,2915,37
2/19/2021,3495,580
2/2/2021,3705,210
2/22/2021,3706,1
2/23/2021,3708,2
2/24/2021,3803,95
2/25/2021,4330,527
2/26/2021,4331,1
2/28/2021,4365,34
2/3/2021,4391,26
2/4/2021,4727,336
2/5/2021,5391,664
2/8/2021,5413,22
2/9/2021,5414,1
3/1/2021,5489,75
3/10/2021,5566,77
3/11/2021,6331,765
3/12/2021,7057,726
3/13/2021,7114,57
3/15/2021,7138,24
3/16/2021,7197,59
3/17/2021,7291,94
3/18/2021,7966,675
3/19/2021,8590,624
3/2/2021,8648,58
3/21/2021,8658,10
3/22/2021,8704,46
3/23/2021,8761,57
3/24/2021,9233,472
3/25/2021,9827,594
3/26/2021,9875,48
3/28/2021,9876,1
3/29/2021,9927,51
3/3/2021,9989,62
3/30/2021,10343,354
3/31/2021,10839,496
3/4/2021,10841,2
3/5/2021,10843,2
3/6/2021,10901,58
3/8/2021,11149,248
3/9/2021,11673,524
4/1/2021,11733,60
4/10/2021,11759,26
4/11/2021,11771,12
4/12/2021,11817,46
4/13/2021,11918,101
4/14/2021,12189,271
4/15/2021,12538,349
4/16/2021,12664,126
4/17/2021,12721,57
4/18/2021,12735,14
4/19/2021,12802,67
4/2/2021,12859,57
4/20/2021,13313,454
4/21/2021,13833,520
4/22/2021,13878,45
4/23/2021,13883,5
4/24/2021,13885,2
4/25/2021,13944,59
4/26/2021,14042,98
4/27/2021,14183,141
4/28/2021,14614,431
4/29/2021,14645,31
4/3/2021,14656,11
4/30/2021,14657,1
4/5/2021,14691,34
4/6/2021,14736,45
4/7/2021,15169,433
4/8/2021,15224,55
4/9/2021,15298,74
5/1/2021,15336,38
5/10/2021,15342,6
5/11/2021,15372,30
5/12/2021,15434,62
5/13/2021,15634,200
5/14/2021,15808,174
5/15/2021,15825,17
5/16/2021,15828,3
5/17/2021,15829,1
5/18/2021,15852,23
5/19/2021,15890,38
5/2/2021,15971,81
5/20/2021,15991,20
5/21/2021,16012,21
5/22/2021,16020,8
5/23/2021,16021,1
5/24/2021,16060,39
5/25/2021,16084,24
5/26/2021,16268,184
5/27/2021,16297,29
5/28/2021,16331,34
5/29/2021,16343,12
5/3/2021,16346,3
5/31/2021,16362,16
5/4/2021,16398,36
5/5/2021,16451,53
5/6/2021,16464,13
5/7/2021,16480,16
5/8/2021,16483,3
5/9/2021,16484,1
6/1/2021,16527,43
6/10/2021,16583,56
6/11/2021,16639,56
6/12/2021,16646,7
6/13/2021,16652,6
6/14/2021,16656,4
6/15/2021,16665,9
6/16/2021,16683,18
6/17/2021,16731,48
6/18/2021,16741,10
6/19/2021,16745,4
6/2/2021,16747,2
6/20/2021,16748,1
6/21/2021,16768,20
6/22/2021,16789,21
6/23/2021,16821,32
6/24/2021,16836,15
6/25/2021,16848,12
6/26/2021,16853,5
6/27/2021,16854,1
6/28/2021,16857,3
6/29/2021,16876,19
6/3/2021,16898,22
6/30/2021,16913,15
6/4/2021,16915,2
6/5/2021,16929,14
6/6/2021,16932,3
6/7/2021,16935,3
6/8/2021,16969,34
6/9/2021,16979,10
7/1/2021,16986,7
7/10/2021,16987,1
7/11/2021,16988,1
7/12/2021,16989,1
7/13/2021,16992,3
7/14/2021,17005,13
7/15/2021,17036,31
7/16/2021,17065,29
7/17/2021,17067,2
7/19/2021,17072,5
7/2/2021,17074,2
7/20/2021,17091,17
7/21/2021,17107,16
7/22/2021,17122,15
7/23/2021,17132,10
7/24/2021,17135,3
7/25/2021,17158,23
7/26/2021,17163,5
7/27/2021,17185,22
7/28/2021,17217,32
7/29/2021,17234,17
7/3/2021,17245,11
7/30/2021,17247,2
7/4/2021,17251,4
7/5/2021,17260,9
7/6/2021,17286,26
7/7/2021,17301,15
7/8/2021,17358,57
7/9/2021,17370,12
8/10/2021,17382,12
8/11/2021,17404,22
8/12/2021,17444,40
8/13/2021,17479,35
8/14/2021,17492,13
8/15/2021,17498,6
8/16/2021,17499,1
8/17/2021,17519,20
8/18/2021,17534,15
8/19/2021,17553,19
8/2/2021,17588,35
8/20/2021,17599,11
8/21/2021,17608,9
8/22/2021,17610,2
8/23/2021,17617,7
8/24/2021,17645,28
8/25/2021,17695,50
8/26/2021,17714,19
8/27/2021,17726,12
8/28/2021,17734,8
8/29/2021,17736,2
8/3/2021,17759,23
8/30/2021,17773,14
8/31/2021,17808,35
8/4/2021,17871,63
8/5/2021,17913,42
8/6/2021,17923,10
8/7/2021,17926,3
8/8/2021,17944,18
8/9/2021,17962,18
9/1/2021,17997,35
9/10/2021,18005,8
9/11/2021,18014,9
9/12/2021,18015,1
9/13/2021,18018,3
9/14/2021,18025,7
9/15/2021,18042,17
9/16/2021,18064,22
9/2/2021,18083,19
9/3/2021,18098,15
9/4/2021,18104,6
9/5/2021,18107,3
9/6/2021,18124,17
9/7/2021,18151,27
9/8/2021,18181,30
9/9/2021,18186,5
