date,Pima_cume,Pima
1/1/2021,19,
1/10/2021,21,2
1/11/2021,25,4
1/12/2021,26,1
1/13/2021,27,1
1/14/2021,30,3
1/15/2021,31,1
1/16/2021,35,4
1/17/2021,36,1
1/18/2021,37,1
1/19/2021,41,4
1/2/2021,60,19
1/20/2021,64,4
1/21/2021,1298,1234
1/22/2021,2706,1408
1/23/2021,3447,741
1/24/2021,3455,8
1/25/2021,4981,1526
1/26/2021,6492,1511
1/27/2021,8351,1859
1/28/2021,9393,1042
1/29/2021,9395,2
1/3/2021,10187,792
1/30/2021,10356,169
1/31/2021,12215,1859
1/4/2021,14306,2091
1/5/2021,16575,2269
1/6/2021,18235,1660
1/7/2021,18576,341
1/8/2021,19203,627
1/9/2021,19640,437
12/1/2020,21471,1831
12/10/2020,23218,1747
12/11/2020,25385,2167
12/12/2020,27638,2253
12/13/2020,30300,2662
12/14/2020,31823,1523
12/15/2020,32232,409
12/16/2020,35020,2788
12/17/2020,37765,2745
12/18/2020,40256,2491
12/19/2020,42693,2437
12/2/2020,46781,4088
12/20/2020,48190,1409
12/21/2020,48698,508
12/22/2020,52668,3970
12/23/2020,56780,4112
12/24/2020,61522,4742
12/25/2020,66870,5348
12/26/2020,73442,6572
12/27/2020,76006,2564
12/28/2020,77013,1007
12/29/2020,84354,7341
12/3/2020,91363,7009
12/30/2020,98930,7567
12/31/2020,105892,6962
12/4/2020,113190,7298
12/5/2020,117017,3827
12/9/2020,118538,1521
2/1/2021,124262,5724
2/10/2021,130599,6337
2/11/2021,137606,7007
2/12/2021,144871,7265
2/13/2021,153698,8827
2/14/2021,158068,4370
2/15/2021,159163,1095
2/16/2021,166049,6886
2/17/2021,172254,6205
2/18/2021,179779,7525
2/19/2021,187532,7753
2/2/2021,196329,8797
2/20/2021,200630,4301
2/21/2021,201559,929
2/22/2021,207699,6140
2/23/2021,214589,6890
2/24/2021,222142,7553
2/25/2021,229396,7254
2/26/2021,233727,4331
2/27/2021,235833,2106
2/28/2021,236513,680
2/3/2021,240342,3829
2/4/2021,244888,4546
2/5/2021,251288,6400
2/6/2021,259526,8238
2/7/2021,269715,10189
2/8/2021,274108,4393
2/9/2021,276272,2164
3/1/2021,283661,7389
3/10/2021,290342,6681
3/11/2021,298502,8160
3/12/2021,304836,6334
3/13/2021,312765,7929
3/14/2021,317485,4720
3/15/2021,319773,2288
3/16/2021,327727,7954
3/17/2021,335676,7949
3/18/2021,345562,9886
3/19/2021,355165,9603
3/2/2021,365636,10471
3/20/2021,370819,5183
3/21/2021,372656,1837
3/22/2021,379394,6738
3/23/2021,387051,7657
3/24/2021,395884,8833
3/25/2021,404500,8616
3/26/2021,413574,9074
3/27/2021,417994,4420
3/28/2021,421546,3552
3/29/2021,428008,6462
3/3/2021,435275,7267
3/30/2021,444049,8774
3/31/2021,454177,10128
3/4/2021,464505,10328
3/5/2021,470153,5648
3/6/2021,473110,2957
3/7/2021,479850,6740
3/8/2021,488241,8391
3/9/2021,497903,9662
4/1/2021,505738,7835
4/10/2021,514478,8740
4/11/2021,519534,5056
4/12/2021,521351,1817
4/13/2021,529356,8005
4/14/2021,538127,8771
4/15/2021,548969,10842
4/16/2021,559539,10570
4/17/2021,570736,11197
4/18/2021,576342,5606
4/19/2021,578291,1949
4/2/2021,586770,8479
4/20/2021,594013,7243
4/21/2021,602297,8284
4/22/2021,610975,8678
4/23/2021,620033,9058
4/24/2021,623600,3567
4/25/2021,626225,2625
4/26/2021,632625,6400
4/27/2021,639515,6890
4/28/2021,647441,7926
4/29/2021,655123,7682
4/3/2021,663570,8447
4/30/2021,668390,4820
4/4/2021,669951,1561
4/5/2021,677502,7551
4/6/2021,684840,7338
4/7/2021,692108,7268
4/8/2021,699078,6970
4/9/2021,705418,6340
5/1/2021,707582,2164
5/10/2021,708783,1201
5/11/2021,714508,5725
5/12/2021,719988,5480
5/13/2021,726186,6198
5/14/2021,731344,5158
5/15/2021,736728,5384
5/16/2021,739201,2473
5/17/2021,740190,989
5/18/2021,744098,3908
5/19/2021,747371,3273
5/2/2021,751044,3673
5/20/2021,755691,4647
5/21/2021,761063,5372
5/22/2021,764364,3301
5/23/2021,766261,1897
5/24/2021,770587,4326
5/25/2021,773880,3293
5/26/2021,777124,3244
5/27/2021,780305,3181
5/28/2021,784799,4494
5/29/2021,787534,2735
5/3/2021,789182,1648
5/30/2021,792202,3020
5/31/2021,795206,3004
5/4/2021,798028,2822
5/5/2021,800569,2541
5/6/2021,803918,3349
5/7/2021,805728,1810
5/8/2021,806654,926
5/9/2021,807359,705
6/1/2021,810189,2830
6/10/2021,812610,2421
6/11/2021,815236,2626
6/12/2021,818651,3415
6/13/2021,821317,2666
6/14/2021,822969,1652
6/15/2021,825705,2736
6/16/2021,828171,2466
6/17/2021,830519,2348
6/18/2021,832902,2383
6/19/2021,835794,2892
6/2/2021,838067,2273
6/20/2021,839222,1155
6/21/2021,841927,2705
6/22/2021,843825,1898
6/23/2021,845893,2068
6/24/2021,847844,1951
6/25/2021,850413,2569
6/26/2021,852057,1644
6/27/2021,852814,757
6/28/2021,854595,1781
6/29/2021,856606,2011
6/3/2021,858530,1924
6/30/2021,860316,1786
6/4/2021,862672,2356
6/5/2021,864100,1428
6/6/2021,864705,605
6/7/2021,866172,1467
6/8/2021,867773,1601
6/9/2021,869421,1648
7/1/2021,870728,1307
7/10/2021,872349,1621
7/11/2021,873200,851
7/12/2021,873414,214
7/13/2021,874389,975
7/14/2021,875850,1461
7/15/2021,877551,1701
7/16/2021,879363,1812
7/17/2021,881307,1944
7/18/2021,882420,1113
7/19/2021,882885,465
