date,Navajo_cume,Navajo
1/1/2021,1,
1/11/2021,2,1
1/12/2021,3,1
1/13/2021,4,1
1/14/2021,10,6
1/15/2021,27,17
1/16/2021,57,30
1/18/2021,58,1
1/19/2021,63,5
1/2/2021,155,92
1/20/2021,329,174
1/21/2021,435,106
1/22/2021,800,365
1/23/2021,1180,380
1/24/2021,1558,378
1/25/2021,1933,375
1/26/2021,2023,90
1/27/2021,2024,1
1/28/2021,2025,1
1/29/2021,2261,236
1/3/2021,2666,405
1/30/2021,3143,477
1/31/2021,3899,756
1/4/2021,4266,367
1/5/2021,4267,1
1/6/2021,4694,427
1/7/2021,5147,453
1/8/2021,5446,299
1/9/2021,5838,392
12/14/2020,6273,435
12/15/2020,6278,5
12/16/2020,6464,186
12/17/2020,6913,449
12/18/2020,7418,505
12/2/2020,8086,668
12/20/2020,8501,415
12/21/2020,8753,252
12/22/2020,8775,22
12/23/2020,9337,562
12/24/2020,9890,553
12/28/2020,10641,751
12/29/2020,11797,1156
12/30/2020,12490,693
12/31/2020,12633,143
12/4/2020,12635,2
2/1/2021,13349,714
2/10/2021,14076,727
2/11/2021,15192,1116
2/12/2021,16095,903
2/13/2021,16729,634
2/14/2021,17432,703
2/15/2021,17434,2
2/16/2021,18227,793
2/17/2021,19143,916
2/18/2021,19910,767
2/19/2021,20965,1055
2/2/2021,21909,944
2/20/2021,22638,729
2/21/2021,22691,53
2/22/2021,22888,197
2/23/2021,23840,952
2/24/2021,24865,1025
2/25/2021,25671,806
2/26/2021,26195,524
2/27/2021,26249,54
2/28/2021,26280,31
2/3/2021,26728,448
2/4/2021,27368,640
2/5/2021,27962,594
2/6/2021,28963,1001
2/7/2021,29770,807
2/8/2021,30176,406
2/9/2021,30200,24
3/1/2021,30872,672
3/10/2021,31447,575
3/11/2021,32245,798
3/12/2021,33013,768
3/13/2021,33460,447
3/14/2021,34192,732
3/15/2021,34227,35
3/16/2021,34717,490
3/17/2021,35284,567
3/18/2021,36255,971
3/19/2021,37347,1092
3/2/2021,38078,731
3/20/2021,38776,698
3/21/2021,38846,70
3/22/2021,39518,672
3/23/2021,40145,627
3/24/2021,40955,810
3/25/2021,42053,1098
3/26/2021,42611,558
3/27/2021,42700,89
3/28/2021,42773,73
3/29/2021,43301,528
3/3/2021,44100,799
3/30/2021,45008,908
3/31/2021,45997,989
3/4/2021,46710,713
3/5/2021,46874,164
3/6/2021,46936,62
3/7/2021,47524,588
3/8/2021,47960,436
3/9/2021,48906,946
4/1/2021,49342,436
4/10/2021,49746,404
4/11/2021,49946,200
4/12/2021,49984,38
4/13/2021,50385,401
4/14/2021,50850,465
4/15/2021,51263,413
4/16/2021,52089,826
4/17/2021,52477,388
4/18/2021,52678,201
4/19/2021,52766,88
4/2/2021,53495,729
4/20/2021,53869,374
4/21/2021,54342,473
4/22/2021,54944,602
4/23/2021,55296,352
4/24/2021,55389,93
4/25/2021,55443,54
4/26/2021,55921,478
4/27/2021,56293,372
4/28/2021,56717,424
4/29/2021,57107,390
4/3/2021,57379,272
4/30/2021,57532,153
4/4/2021,57564,32
4/5/2021,57875,311
4/6/2021,58157,282
4/7/2021,58477,320
4/8/2021,58846,369
4/9/2021,59062,216
5/1/2021,59131,69
5/10/2021,59153,22
5/11/2021,59322,169
5/12/2021,59608,286
5/13/2021,59785,177
5/14/2021,60192,407
5/15/2021,60336,144
5/16/2021,60399,63
5/17/2021,60419,20
5/18/2021,60723,304
5/19/2021,60910,187
5/2/2021,61073,163
5/20/2021,61383,310
5/21/2021,61839,456
5/22/2021,61894,55
5/23/2021,61949,55
5/24/2021,62372,423
5/25/2021,62723,351
5/26/2021,63098,375
5/27/2021,63611,513
5/28/2021,63867,256
5/29/2021,64146,279
5/3/2021,64194,48
5/30/2021,64418,224
5/31/2021,64681,263
5/4/2021,64881,200
5/5/2021,65121,240
5/6/2021,65267,146
5/7/2021,65315,48
5/8/2021,65342,27
5/9/2021,65378,36
6/1/2021,65617,239
6/10/2021,65740,123
6/11/2021,65968,228
6/12/2021,66290,322
6/13/2021,66313,23
6/14/2021,66353,40
6/15/2021,66576,223
6/16/2021,66787,211
6/17/2021,67167,380
6/18/2021,67432,265
6/19/2021,67666,234
6/2/2021,67859,193
6/20/2021,67879,20
6/21/2021,68098,219
6/22/2021,68358,260
6/23/2021,68563,205
6/24/2021,68743,180
6/25/2021,68889,146
6/26/2021,68924,35
6/27/2021,68958,34
6/28/2021,69105,147
6/29/2021,69317,212
6/3/2021,69448,131
6/30/2021,69587,139
6/4/2021,69709,122
6/5/2021,69734,25
6/6/2021,69748,14
6/7/2021,69857,109
6/8/2021,70018,161
6/9/2021,70173,155
7/1/2021,70306,133
7/10/2021,70409,103
7/11/2021,70422,13
7/12/2021,70433,11
7/13/2021,70482,49
7/14/2021,70633,151
7/15/2021,70753,120
7/16/2021,70921,168
7/17/2021,71079,158
7/18/2021,71096,17
7/19/2021,71109,13
7/2/2021,71244,135
7/20/2021,71376,132
7/21/2021,71560,184
7/22/2021,71653,93
7/23/2021,71802,149
7/24/2021,71847,45
7/25/2021,71872,25
7/26/2021,72045,173
7/27/2021,72233,188
7/28/2021,72394,161
7/29/2021,72572,178
7/3/2021,72699,127
7/30/2021,72746,47
7/31/2021,72761,15
7/4/2021,72914,153
7/5/2021,73069,155
7/6/2021,73229,160
7/7/2021,73403,174
7/8/2021,73546,143
7/9/2021,73595,49
8/1/2021,73609,14
8/10/2021,73778,169
8/11/2021,73975,197
8/12/2021,74155,180
8/13/2021,74306,151
8/14/2021,74536,230
8/15/2021,74585,49
8/16/2021,74607,22
8/17/2021,74759,152
8/18/2021,74957,198
8/19/2021,75220,263
8/2/2021,75420,200
8/20/2021,75715,295
8/21/2021,75794,79
8/22/2021,75825,31
8/23/2021,76099,274
8/24/2021,76356,257
8/25/2021,76536,180
8/26/2021,76696,160
8/27/2021,76905,209
8/28/2021,76955,50
8/29/2021,76988,33
8/3/2021,77155,167
8/30/2021,77285,130
8/31/2021,77428,143
8/4/2021,77568,140
8/5/2021,77788,220
8/6/2021,77870,82
8/7/2021,77926,56
