date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,21091,22705,20663,18018,12078,201
1/10/2021,34803,34811,32757,29670,28811,475
1/11/2021,36736,36624,34703,31342,32560,534
1/12/2021,39549,39307,37487,33859,40090,641
1/13/2021,42329,42220,40585,36552,48828,731
1/14/2021,45098,45257,43813,39548,58163,801
1/15/2021,48589,48492,47173,42664,67268,921
1/16/2021,50389,50071,48849,44274,72636,967
1/17/2021,51504,51089,49920,45361,76089,1008
1/18/2021,53157,52627,51655,47083,83863,1052
1/19/2021,55197,54496,53686,49266,93910,1150
1/2/2021,22995,24409,22193,19428,13112,233
1/20/2021,57616,57001,56615,52203,106137,1276
1/21/2021,60328,59858,59963,55673,121819,1425
1/22/2021,64832,64000,64567,60532,137472,1593
1/23/2021,68133,66758,67671,63709,147983,1744
1/24/2021,69671,68144,69190,65393,155620,1797
1/25/2021,72062,70287,71784,68341,169209,1884
1/26/2021,74996,72803,74682,71579,186453,1996
1/27/2021,78119,75421,77617,74942,205338,2097
1/28/2021,81165,77997,80575,78592,226563,2239
1/29/2021,85029,81131,83932,82344,246481,2444
1/3/2021,23897,25146,22841,19976,13457,254
1/30/2021,87858,83259,86271,84800,257897,2624
1/31/2021,88763,84002,87133,85830,263865,2670
1/4/2021,25629,26772,24441,21456,15323,279
1/5/2021,27423,28410,26023,23015,17422,314
1/6/2021,29635,30354,28055,25044,20473,378
1/7/2021,31443,31979,29827,26829,23789,416
1/8/2021,33169,33541,31488,28479,26191,443
1/9/2021,34265,34371,32336,29274,28354,470
12/1/2020,41,25,31,22,33,1
12/10/2020,58,39,49,46,59,3
12/11/2020,59,42,51,51,61,3
12/12/2020,61,42,53,55,63,3
12/13/2020,62,43,55,57,65,3
12/14/2020,63,49,58,59,74,3
12/15/2020,74,61,72,75,84,3
12/16/2020,182,213,232,202,141,3
12/17/2020,808,1045,1028,853,399,8
12/18/2020,1660,2052,1869,1506,694,9
12/19/2020,2279,2769,2446,1941,893,14
12/2/2020,44,28,33,27,38,2
12/20/2020,2493,3030,2702,2153,988,16
12/21/2020,3859,4454,3965,3125,1466,23
12/22/2020,5705,6498,5766,4569,2102,32
12/23/2020,7958,9063,8006,6387,2999,50
12/24/2020,8921,10036,8818,7124,3353,53
12/25/2020,8959,10069,8846,7149,3370,53
12/26/2020,10472,11796,10276,8423,3921,66
12/27/2020,11097,12449,10882,8931,4171,76
12/28/2020,13233,14624,12881,10778,5396,99
12/29/2020,16088,17557,15612,13292,7540,144
12/3/2020,48,29,39,31,41,2
12/30/2020,19235,20887,18827,16262,9851,176
12/31/2020,20929,22548,20471,17800,11233,195
12/4/2020,48,29,41,34,43,2
12/5/2020,49,29,41,34,44,2
12/6/2020,50,29,41,35,44,2
12/7/2020,52,31,45,37,46,3
12/8/2020,54,32,46,41,49,3
12/9/2020,56,33,47,42,55,3
2/1/2021,90614,85686,88923,88137,279560,2784
2/10/2021,110173,101578,107037,111778,443167,4681
2/11/2021,112896,103788,109340,114969,465821,5050
2/12/2021,116177,106475,112185,118665,493022,5375
2/13/2021,119841,109320,115177,122045,512383,5785
2/14/2021,120768,110025,116091,123202,519752,5836
2/15/2021,121922,111014,117161,124647,534015,5902
2/16/2021,123814,112352,118672,126678,550732,6062
2/17/2021,126237,114204,120489,128963,567381,6697
2/18/2021,127722,115416,121763,130701,583475,6819
2/19/2021,129658,116910,123295,132629,595455,7243
2/2/2021,92690,87526,90963,90799,297680,2889
2/20/2021,132435,118907,125258,134816,605289,7594
2/21/2021,133113,119540,125930,135631,611183,7651
2/22/2021,134128,120335,126716,136679,618983,7753
2/23/2021,135830,121606,128170,138629,630852,7927
2/24/2021,138123,123435,130080,141280,647763,8161
2/25/2021,140244,125169,131898,143838,666758,8698
2/26/2021,142942,127341,134108,147053,685007,8978
2/27/2021,144975,129035,135828,149495,697223,9213
2/28/2021,145789,129662,136633,151059,705018,9283
2/3/2021,95122,89587,93242,93738,318471,3048
2/4/2021,97639,91626,95787,96915,338297,3220
2/5/2021,100354,93921,98328,100193,355837,3376
2/6/2021,103096,95986,100804,103243,372427,4050
2/7/2021,103771,96590,101436,104041,380354,4090
2/8/2021,105627,98050,103091,106253,398027,4250
2/9/2021,107544,99686,104878,108824,418049,4422
3/1/2021,147317,130908,138087,153416,716365,9494
3/10/2021,166693,145561,154476,236393,820797,11910
3/11/2021,170372,148438,157536,251495,835292,12241
3/12/2021,174121,151119,160684,265082,847929,12554
3/13/2021,176619,153091,163014,276306,855251,12791
3/14/2021,178391,154538,164579,284603,860160,12931
3/15/2021,180937,156605,167095,297769,869032,13181
3/16/2021,184810,159577,170612,310961,878939,13613
3/17/2021,190210,163647,175235,326069,891413,14107
3/18/2021,195297,167672,180105,340453,903021,14523
3/19/2021,201474,172253,185266,354073,913016,15131
3/2/2021,149252,132340,139660,156667,729325,9782
3/20/2021,205830,175681,189562,363511,920266,15526
3/21/2021,209055,178483,192760,370004,924012,15884
3/22/2021,214369,182828,197655,378809,931039,16492
3/23/2021,221378,188223,203494,388542,938178,17410
3/24/2021,231557,196061,212018,398054,945555,19403
3/25/2021,243304,204906,221606,407395,953061,21571
3/26/2021,253851,212863,230273,415723,958872,23817
3/27/2021,262311,219403,237216,420709,961913,26220
3/28/2021,268993,224425,242678,423343,963611,28246
3/29/2021,280526,232767,251997,427578,966822,31075
3/3/2021,151179,133844,141420,161941,744421,10089
3/30/2021,293052,241634,261904,432689,970856,34155
3/31/2021,306630,251155,273177,438728,975738,37781
3/4/2021,153237,135524,143232,172204,758440,10378
3/5/2021,156219,137670,145551,183717,770756,10749
3/6/2021,158087,139009,147030,192451,779341,11068
3/7/2021,159323,139957,148065,199404,784811,11159
3/8/2021,161126,141302,149593,210822,795705,11322
3/9/2021,163697,143358,151910,222816,807537,11560
4/1/2021,319470,260050,284133,444241,980752,41084
4/10/2021,404505,315243,346185,485751,1015273,62764
4/11/2021,409135,318073,349290,487760,1016724,64469
4/12/2021,416899,322976,355049,492117,1020655,66274
4/13/2021,423527,326925,359481,495519,1023601,67933
4/14/2021,430956,331383,364140,498749,1026298,69698
4/15/2021,438998,336867,369287,502377,1029161,71320
4/16/2021,445975,341452,374060,505748,1031781,72942
4/17/2021,450667,344657,377708,508221,1033706,74471
4/18/2021,453361,346266,379546,509454,1034587,75467
4/19/2021,458446,349595,383054,512308,1037060,76863
4/2/2021,330320,267584,292845,448960,984531,44104
4/20/2021,463329,352652,386477,514884,1039426,78163
4/21/2021,469653,356751,390618,517960,1042092,79680
4/22/2021,475677,360629,394493,520897,1044571,81038
4/23/2021,481617,364626,398487,523918,1046826,82677
4/24/2021,485333,366922,401025,525855,1048319,84230
4/25/2021,487734,368329,402519,526857,1049014,85253
4/26/2021,492093,371171,405519,529250,1051015,86680
4/27/2021,496741,374099,408699,531778,1053224,87876
4/28/2021,501651,376953,411908,534392,1055679,89173
4/29/2021,506293,379685,414802,536840,1058041,90255
4/3/2021,337540,272454,298563,452013,986739,46360
4/30/2021,511370,382660,418148,539632,1060428,91570
4/4/2021,341255,274540,301008,453238,987559,47477
4/5/2021,350495,280339,307699,458081,991790,49907
4/6/2021,360970,286863,315469,463821,997142,52506
4/7/2021,373254,295394,324302,469841,1002278,55119
4/8/2021,384779,302919,332515,476070,1007756,57553
4/9/2021,396307,309987,340527,481955,1012491,60349
5/1/2021,514293,384412,420136,541265,1061486,92536
5/10/2021,540545,399600,435865,554685,1073348,99842
5/11/2021,543497,401170,437559,556168,1074777,100717
5/12/2021,546533,402919,439350,557654,1076197,102212
5/13/2021,549877,404867,441285,559190,1077511,109966
5/14/2021,553779,407216,443605,560979,1079002,118148
5/15/2021,556449,408914,445329,562329,1079827,127953
5/16/2021,558328,409975,446396,563101,1080350,132498
5/17/2021,561863,411974,448574,564769,1081854,137492
5/18/2021,565229,413910,450476,566364,1083331,141690
5/19/2021,568817,415894,452561,568066,1084807,147220
5/2/2021,516282,385612,421341,542167,1062099,93219
5/20/2021,572026,417793,454407,569569,1086130,151452
5/21/2021,575605,419953,456551,571183,1087363,157657
5/22/2021,578369,421544,458227,572357,1088083,163797
5/23/2021,579995,422465,459084,572993,1088455,165971
5/24/2021,582741,424003,460611,574253,1089524,169209
5/25/2021,585269,425522,462095,575480,1090509,172029
5/26/2021,588051,427024,463528,576556,1091456,175190
5/27/2021,590549,428437,464885,577656,1092340,178326
5/28/2021,593297,430042,466476,578899,1093277,181796
5/29/2021,595013,431002,467501,579654,1093735,183828
5/3/2021,519383,387302,423204,543830,1063674,94017
5/30/2021,596086,431635,468085,580100,1093952,184866
5/31/2021,596601,431947,468377,580324,1094109,185331
5/4/2021,523257,389504,425505,545837,1065658,94942
5/5/2021,527044,391729,427770,547698,1067339,95879
5/6/2021,530782,393873,429929,549582,1069085,96863
5/7/2021,534327,396064,432156,551485,1070750,97944
5/8/2021,536651,397426,433650,552718,1071614,98761
5/9/2021,538061,398231,434489,553395,1072048,99231
6/1/2021,599121,433353,469751,581286,1094982,188029
6/10/2021,616262,442993,478874,588348,1100646,208098
6/11/2021,618577,444434,480170,589260,1101295,211457
6/12/2021,619952,445357,481051,589750,1101547,213364
6/13/2021,620565,445706,481423,590009,1101684,213782
6/14/2021,622237,446635,482272,590692,1102158,215717
6/15/2021,623873,447601,483050,591303,1102606,217622
6/16/2021,625709,448583,483927,591939,1103070,219651
6/17/2021,627398,449607,484756,592626,1103604,221512
6/18/2021,629521,450755,485833,593426,1104198,223465
6/19/2021,630632,451457,486455,593877,1104469,224647
6/2/2021,601291,434586,471030,582240,1095806,190874
6/20/2021,631290,451827,486759,594133,1104586,225190
6/21/2021,632921,452665,487586,594736,1105057,226902
6/22/2021,634919,453632,488358,595284,1105571,228532
6/23/2021,637054,454749,489190,595896,1106133,230361
6/24/2021,639341,455895,490012,596505,1106655,232021
6/25/2021,641275,457020,491020,597285,1107250,233809
6/26/2021,642484,457701,491694,597778,1107515,234811
6/27/2021,643235,458173,492099,598074,1107628,235536
6/28/2021,644831,459017,492932,598660,1108086,237234
6/29/2021,646469,459850,493693,599236,1108538,238813
6/3/2021,603515,435812,472177,583173,1096593,193493
6/30/2021,648453,460982,494500,599912,1109075,240550
6/4/2021,606066,437303,473604,584233,1097413,196289
6/5/2021,607779,438353,474578,584939,1097874,198545
6/6/2021,608731,438825,475085,585271,1098076,199588
6/7/2021,610579,439874,476037,586023,1098691,201700
6/8/2021,612498,440837,476939,586822,1099303,203816
6/9/2021,614372,441894,477830,587554,1099970,206031
7/1/2021,650480,461972,495284,600456,1109576,242127
7/10/2021,662588,468866,501783,605313,1112896,254810
7/11/2021,663344,469272,502131,605544,1113037,255599
7/12/2021,664810,470060,502888,606090,1113466,257422
7/13/2021,666248,470761,503545,606566,1113861,259104
7/14/2021,667847,471602,504302,607092,1114282,260779
7/15/2021,669492,472504,505010,607610,1114698,262429
7/16/2021,671342,473683,506059,608430,1115245,264622
7/17/2021,672536,474419,506783,608956,1115547,265843
7/18/2021,673417,474938,507224,609282,1115709,266705
7/19/2021,675080,475983,508176,610068,1116303,268908
7/2/2021,652277,462994,496208,601219,1110112,243854
7/20/2021,676758,476945,509183,610742,1116922,271069
7/21/2021,678650,478097,510193,611528,1117590,273388
7/22/2021,680551,479310,511268,612452,1118338,275638
7/23/2021,682845,480925,512825,613624,1119073,278196
7/24/2021,684586,482036,513980,614451,1119484,279720
7/25/2021,686026,482864,514656,614926,1119744,280999
7/26/2021,688369,484237,515886,615895,1120518,283501
7/27/2021,690702,485637,517128,616835,1121294,286217
7/28/2021,693171,487012,518371,617771,1122073,289035
7/29/2021,695566,488379,519550,618608,1122825,291903
7/3/2021,653416,463684,496855,601712,1110390,244870
7/30/2021,698599,490386,521291,619763,1123694,295556
7/31/2021,701002,491798,522507,620536,1124112,297757
7/4/2021,653649,463797,496973,601791,1110441,245020
7/5/2021,655031,464507,497692,602343,1110758,246280
7/6/2021,656406,465224,498399,602879,1111216,247829
7/7/2021,657952,466077,499110,603484,1111668,249521
7/8/2021,659468,466926,499885,604062,1112135,251034
7/9/2021,661312,468053,500995,604814,1112623,253111
8/1/2021,702525,492683,523236,621044,1124370,299048
8/10/2021,726067,506725,534774,629338,1130573,319133
8/11/2021,728533,508181,535857,630156,1131213,321227
8/12/2021,731279,509714,537135,631031,1131977,323298
8/13/2021,734771,511826,538804,632145,1132772,326345
8/14/2021,736760,513108,539839,632803,1133196,328509
8/15/2021,737977,513788,540402,633147,1133389,329370
8/16/2021,740464,515235,541530,633981,1134080,331109
8/17/2021,742895,516576,542570,634763,1134728,332792
8/18/2021,745231,517863,543592,635517,1135379,334445
8/19/2021,747151,519077,544546,636202,1135946,335885
8/2/2021,705191,494331,524534,622078,1125162,301696
8/20/2021,749408,520512,545685,637037,1136514,337953
8/21/2021,750914,521446,546525,637529,1136782,339576
8/22/2021,751949,522051,546960,637830,1136973,340402
8/23/2021,754176,523297,548007,638629,1137602,341803
8/24/2021,756512,524560,549033,639348,1138181,343181
8/25/2021,758632,525735,550017,640083,1138765,344581
8/26/2021,760831,526936,550977,640790,1139322,345855
8/27/2021,763237,528287,552130,641559,1139955,347730
8/28/2021,764582,529139,552854,642018,1140243,348992
8/29/2021,765515,529654,553281,642262,1140413,349541
8/3/2021,707738,495819,525789,623025,1125965,304004
8/30/2021,767318,530714,554080,642881,1140861,350589
8/31/2021,768937,531586,554751,643401,1141307,351472
8/4/2021,710445,497446,527136,623978,1126786,306310
8/5/2021,713277,499103,528530,624979,1127569,308341
8/6/2021,716776,501284,530410,626214,1128425,311471
8/7/2021,719034,502680,531560,626995,1128867,313994
8/8/2021,720491,503539,532257,627469,1129113,315166
8/9/2021,723251,505137,533551,628418,1129901,317307
9/1/2021,770688,532565,555516,644003,1141781,352618
9/2/2021,772055,533334,556094,644476,1142207,353467
9/3/2021,774063,534508,557006,645182,1142695,355069
9/4/2021,775165,535158,557571,645589,1142940,355979
9/5/2021,775969,535604,557949,645861,1143075,356541
9/6/2021,776220,535759,558097,645979,1143141,356697
