date,20-34_Apache,35-44_Apache,45-54_Apache,55-64_Apache,65+_Apache,<20_Apache
1/1/2021,147,138,185,185,232,4
1/10/2021,181,188,257,295,654,11
1/11/2021,185,193,266,310,736,12
1/12/2021,194,204,278,338,854,12
1/13/2021,196,214,298,368,939,14
1/14/2021,213,237,315,423,1156,17
1/15/2021,221,238,332,447,1226,22
1/16/2021,221,238,333,450,1240,22
1/17/2021,221,238,334,450,1240,22
1/18/2021,228,245,346,459,1267,22
1/19/2021,236,254,360,482,1340,23
1/2/2021,147,140,186,185,232,4
1/20/2021,249,268,382,513,1414,62
1/21/2021,263,286,410,586,1534,113
1/22/2021,298,322,451,663,1640,126
1/23/2021,299,323,451,666,1658,128
1/24/2021,299,323,451,667,1660,128
1/25/2021,303,338,455,677,1721,128
1/26/2021,312,348,465,698,1805,135
1/27/2021,324,358,482,717,1888,151
1/28/2021,345,380,537,816,2005,158
1/29/2021,359,394,559,842,2040,165
1/3/2021,147,140,186,185,232,4
1/30/2021,360,394,559,843,2041,172
1/31/2021,360,395,559,850,2043,176
1/4/2021,150,142,190,186,250,4
1/5/2021,154,147,198,200,298,7
1/6/2021,163,162,212,226,469,11
1/7/2021,169,179,240,276,607,11
1/8/2021,181,188,257,294,648,11
1/9/2021,181,188,257,295,653,11
12/1/2020,,,2,,,
12/10/2020,2,2,3,3,,1
12/11/2020,2,2,3,3,,1
12/12/2020,2,2,3,3,,1
12/13/2020,2,2,3,3,1,1
12/14/2020,2,2,3,3,1,1
12/15/2020,2,3,3,4,1,1
12/16/2020,5,9,9,15,3,1
12/17/2020,12,21,23,24,3,1
12/18/2020,16,23,27,28,3,1
12/19/2020,16,23,27,28,3,1
12/2/2020,,1,2,,,
12/20/2020,16,23,27,28,3,1
12/21/2020,17,24,29,29,4,1
12/22/2020,17,25,32,30,4,1
12/23/2020,50,47,57,68,31,2
12/24/2020,53,48,58,70,33,2
12/25/2020,53,48,58,70,34,2
12/26/2020,53,48,60,70,34,2
12/27/2020,53,48,60,70,34,2
12/28/2020,68,54,69,85,55,2
12/29/2020,111,109,139,140,161,2
12/3/2020,1,1,2,1,,
12/30/2020,139,127,168,177,201,4
12/31/2020,147,138,185,185,230,4
12/4/2020,1,1,2,2,,
12/5/2020,1,1,2,2,,
12/6/2020,1,1,2,2,,
12/7/2020,1,1,3,2,,1
12/8/2020,1,1,3,3,,1
12/9/2020,2,2,3,3,,1
2/1/2021,368,410,576,887,2112,194
2/10/2021,690,623,866,1282,2580,402
2/11/2021,849,715,923,1369,2635,492
2/12/2021,882,755,953,1390,2667,526
2/13/2021,930,788,969,1399,2679,541
2/14/2021,931,788,969,1399,2679,541
2/15/2021,933,790,975,1411,2700,541
2/16/2021,971,819,999,1434,2717,553
2/17/2021,1051,865,1039,1474,2751,575
2/18/2021,1100,889,1058,1508,2785,592
2/19/2021,1132,910,1082,1524,2801,635
2/2/2021,374,414,584,917,2182,207
2/20/2021,1162,916,1093,1541,2807,659
2/21/2021,1162,916,1094,1541,2807,666
2/22/2021,1211,937,1124,1567,2831,677
2/23/2021,1250,958,1142,1594,2849,684
2/24/2021,1288,974,1159,1619,2876,696
2/25/2021,1316,992,1169,1641,2904,858
2/26/2021,1354,1005,1176,1656,2915,874
2/27/2021,1370,1013,1185,1665,2920,886
2/28/2021,1371,1013,1185,1665,2920,886
2/3/2021,419,450,639,987,2263,226
2/4/2021,479,491,710,1089,2359,247
2/5/2021,534,534,756,1142,2400,263
2/6/2021,561,550,794,1172,2414,327
2/7/2021,561,551,794,1172,2415,327
2/8/2021,574,570,814,1194,2465,331
2/9/2021,589,586,829,1233,2533,336
3/1/2021,1401,1034,1200,1699,2951,940
3/10/2021,1590,1138,1299,1845,3097,1226
3/11/2021,1626,1154,1315,1873,3130,1245
3/12/2021,1636,1158,1318,1882,3142,1273
3/13/2021,1637,1159,1318,1883,3143,1276
3/14/2021,1637,1159,1318,1883,3145,1276
3/15/2021,1663,1170,1330,1906,3174,1298
3/16/2021,1685,1182,1338,1922,3195,1339
3/17/2021,1719,1192,1349,1934,3216,1361
3/18/2021,1732,1198,1357,1944,3238,1369
3/19/2021,1760,1204,1360,1963,3244,1381
3/2/2021,1440,1047,1221,1718,2976,978
3/20/2021,1760,1205,1362,1964,3248,1384
3/21/2021,1760,1205,1362,1965,3250,1384
3/22/2021,1778,1216,1369,1983,3268,1389
3/23/2021,1787,1221,1372,1992,3285,1400
3/24/2021,1815,1255,1404,2043,3354,1419
3/25/2021,1822,1258,1412,2049,3363,1434
3/26/2021,1824,1261,1416,2055,3369,1441
3/27/2021,1828,1261,1417,2055,3371,1446
3/28/2021,1829,1261,1417,2056,3371,1447
3/29/2021,1840,1267,1426,2069,3384,1451
3/3/2021,1462,1062,1232,1734,3007,1020
3/30/2021,1845,1271,1431,2074,3392,1462
3/31/2021,1851,1281,1447,2088,3403,1482
3/4/2021,1486,1083,1250,1753,3021,1103
3/5/2021,1509,1100,1263,1772,3028,1133
3/6/2021,1516,1107,1265,1776,3033,1151
3/7/2021,1516,1107,1265,1776,3035,1151
3/8/2021,1547,1117,1273,1794,3044,1169
3/9/2021,1565,1129,1284,1820,3067,1197
4/1/2021,1859,1287,1456,2103,3411,1491
4/10/2021,1943,1335,1508,2165,3477,1622
4/11/2021,1945,1335,1509,2166,3477,1624
4/12/2021,1958,1349,1520,2178,3487,1631
4/13/2021,1963,1352,1524,2182,3505,1648
4/14/2021,1970,1355,1526,2184,3511,1661
4/15/2021,1978,1364,1529,2188,3518,1673
4/16/2021,1982,1368,1532,2192,3522,1683
4/17/2021,1982,1370,1533,2192,3525,1686
4/18/2021,1982,1371,1534,2192,3526,1686
4/19/2021,1988,1371,1537,2193,3528,1692
4/2/2021,1866,1290,1459,2107,3413,1502
4/20/2021,1997,1378,1542,2200,3537,1702
4/21/2021,2002,1390,1545,2206,3545,1710
4/22/2021,2011,1396,1548,2217,3555,1721
4/23/2021,2012,1399,1549,2220,3556,1734
4/24/2021,2014,1399,1552,2220,3557,1739
4/25/2021,2016,1399,1552,2221,3559,1740
4/26/2021,2020,1400,1554,2225,3562,1746
4/27/2021,2025,1405,1561,2229,3572,1760
4/28/2021,2038,1406,1565,2231,3580,1767
4/29/2021,2048,1410,1572,2239,3586,1776
4/3/2021,1871,1293,1461,2110,3414,1510
4/30/2021,2054,1414,1573,2241,3592,1785
4/4/2021,1872,1294,1461,2110,3414,1511
4/5/2021,1882,1303,1468,2119,3434,1522
4/6/2021,1893,1312,1478,2128,3451,1542
4/7/2021,1911,1318,1487,2138,3464,1570
4/8/2021,1924,1325,1495,2150,3473,1584
4/9/2021,1932,1331,1501,2156,3476,1609
5/1/2021,2061,1419,1574,2242,3593,1793
5/10/2021,2096,1430,1592,2253,3624,1836
5/11/2021,2101,1431,1594,2255,3630,1840
5/12/2021,2105,1432,1596,2261,3639,1858
5/13/2021,2110,1437,1598,2264,3645,1952
5/14/2021,2115,1439,1601,2266,3646,2122
5/15/2021,2116,1439,1601,2266,3646,2520
5/16/2021,2117,1439,1601,2266,3646,2526
5/17/2021,2125,1445,1602,2269,3648,2718
5/18/2021,2129,1445,1609,2280,3650,2886
5/19/2021,2137,1449,1611,2282,3652,2993
5/2/2021,2061,1419,1575,2242,3593,1793
5/20/2021,2149,1451,1617,2290,3657,3056
5/21/2021,2154,1451,1617,2290,3661,3109
5/22/2021,2155,1451,1619,2292,3662,3146
5/23/2021,2156,1451,1621,2294,3663,3146
5/24/2021,2159,1453,1624,2295,3666,3210
5/25/2021,2166,1456,1630,2301,3673,3257
5/26/2021,2167,1460,1631,2303,3675,3345
5/27/2021,2171,1464,1634,2305,3679,3397
5/28/2021,2175,1464,1636,2308,3681,3448
5/29/2021,2175,1465,1641,2309,3682,3453
5/3/2021,2065,1421,1577,2245,3601,1799
5/30/2021,2176,1468,1641,2309,3682,3453
5/31/2021,2176,1470,1641,2309,3682,3453
5/4/2021,2072,1423,1582,2252,3610,1809
5/5/2021,2074,1427,1585,2252,3611,1814
5/6/2021,2085,1428,1587,2253,3618,1823
5/7/2021,2091,1430,1588,2253,3620,1830
5/8/2021,2092,1430,1588,2253,3621,1831
5/9/2021,2093,1430,1588,2253,3621,1831
6/1/2021,2178,1474,1645,2310,3688,3485
6/10/2021,2202,1489,1660,2322,3706,3786
6/11/2021,2207,1489,1662,2323,3707,3813
6/12/2021,2210,1490,1662,2323,3708,3819
6/13/2021,2210,1490,1663,2323,3708,3821
6/14/2021,2213,1493,1663,2323,3708,3843
6/15/2021,2224,1494,1664,2324,3712,3866
6/16/2021,2229,1496,1665,2324,3714,3888
6/17/2021,2232,1496,1665,2326,3715,3909
6/18/2021,2232,1497,1667,2328,3717,3923
6/19/2021,2232,1498,1667,2328,3718,3924
6/2/2021,2181,1475,1645,2310,3689,3533
6/20/2021,2232,1498,1667,2328,3718,3924
6/21/2021,2233,1498,1667,2328,3719,3954
6/22/2021,2237,1498,1667,2332,3720,3986
6/23/2021,2237,1501,1667,2333,3721,4004
6/24/2021,2238,1501,1669,2333,3723,4018
6/25/2021,2241,1503,1669,2337,3724,4036
6/26/2021,2241,1504,1669,2337,3724,4039
6/27/2021,2242,1505,1670,2337,3724,4039
6/28/2021,2243,1507,1670,2337,3724,4065
6/29/2021,2246,1507,1671,2339,3725,4087
6/3/2021,2184,1479,1647,2311,3691,3549
6/30/2021,2249,1509,1672,2340,3729,4118
6/4/2021,2186,1481,1650,2314,3695,3589
6/5/2021,2187,1481,1651,2314,3695,3615
6/6/2021,2188,1482,1652,2315,3695,3615
6/7/2021,2193,1485,1652,2316,3696,3652
6/8/2021,2199,1487,1655,2317,3701,3705
6/9/2021,2202,1488,1656,2321,3704,3767
7/1/2021,2256,1509,1674,2342,3732,4134
7/10/2021,2268,1520,1679,2354,3740,4238
7/11/2021,2268,1520,1679,2355,3740,4238
7/12/2021,2272,1522,1681,2358,3742,4276
7/13/2021,2280,1524,1683,2359,3744,4292
7/14/2021,2290,1526,1684,2361,3748,4329
7/15/2021,2293,1529,1684,2364,3752,4349
7/16/2021,2299,1531,1685,2366,3752,4378
7/17/2021,2299,1532,1685,2366,3752,4378
7/18/2021,2300,1534,1686,2366,3753,4380
7/19/2021,2304,1536,1686,2367,3753,4398
7/2/2021,2259,1511,1674,2342,3735,4143
7/20/2021,2312,1539,1690,2371,3760,4423
7/21/2021,2315,1542,1697,2377,3762,4450
7/22/2021,2319,1549,1701,2382,3768,4468
7/23/2021,2330,1555,1706,2389,3772,4504
7/24/2021,2333,1555,1706,2389,3772,4504
7/25/2021,2336,1556,1706,2389,3772,4504
7/26/2021,2346,1564,1706,2392,3774,4541
7/27/2021,2353,1568,1708,2403,3782,4583
7/28/2021,2361,1568,1716,2411,3786,4630
7/29/2021,2368,1572,1716,2415,3790,4668
7/3/2021,2260,1511,1675,2342,3735,4144
7/30/2021,2372,1577,1718,2417,3796,4703
7/31/2021,2373,1579,1723,2420,3797,4703
7/4/2021,2261,1511,1675,2342,3735,4144
7/5/2021,2261,1511,1675,2342,3735,4145
7/6/2021,2262,1515,1676,2351,3738,4173
7/7/2021,2263,1518,1676,2351,3738,4193
7/8/2021,2265,1519,1676,2352,3738,4223
7/9/2021,2268,1520,1679,2354,3740,4236
8/1/2021,2373,1579,1723,2421,3797,4703
8/10/2021,2442,1615,1764,2452,3825,4969
8/11/2021,2453,1624,1767,2455,3830,5005
8/12/2021,2464,1628,1776,2457,3839,5037
8/13/2021,2485,1639,1785,2464,3845,5075
8/14/2021,2486,1647,1787,2466,3848,5079
8/15/2021,2489,1647,1788,2468,3848,5080
8/16/2021,2503,1653,1791,2472,3851,5103
8/17/2021,2515,1668,1802,2483,3855,5119
8/18/2021,2521,1677,1817,2490,3859,5140
8/19/2021,2534,1684,1822,2495,3866,5154
8/2/2021,2384,1581,1726,2426,3800,4744
8/20/2021,2547,1689,1830,2502,3871,5170
8/21/2021,2550,1693,1832,2503,3872,5170
8/22/2021,2550,1694,1832,2503,3873,5173
8/23/2021,2557,1702,1836,2509,3877,5191
8/24/2021,2570,1710,1846,2516,3883,5201
8/25/2021,2579,1717,1851,2519,3888,5210
8/26/2021,2596,1722,1860,2529,3900,5219
8/27/2021,2609,1729,1866,2544,3905,5242
8/28/2021,2611,1731,1869,2545,3909,5243
8/29/2021,2611,1732,1869,2546,3909,5243
8/3/2021,2394,1589,1731,2432,3810,4790
8/30/2021,2618,1734,1871,2549,3911,5252
8/31/2021,2625,1741,1874,2556,3915,5256
8/4/2021,2402,1594,1735,2434,3816,4827
8/5/2021,2410,1596,1740,2436,3818,4854
8/6/2021,2419,1602,1748,2444,3820,4896
8/7/2021,2422,1603,1753,2444,3822,4897
8/8/2021,2423,1603,1753,2444,3822,4899
8/9/2021,2433,1611,1761,2446,3823,4946
9/1/2021,2636,1747,1882,2560,3919,5267
9/2/2021,2643,1758,1886,2572,3928,5267
9/3/2021,2656,1765,1893,2575,3940,5280
9/4/2021,2657,1765,1894,2575,3943,5281
9/5/2021,2657,1765,1896,2575,3943,5281
9/6/2021,2657,1766,1896,2576,3943,5281
9/7/2021,2663,1772,1899,2580,3945,5293
9/8/2021,2673,1778,1908,2590,3948,5297
9/9/2021,2674,1784,1911,2592,3950,5298
