date,Mohave_cume,Mohave
1/1/2021,54,
1/10/2021,287,233
1/11/2021,443,156
1/12/2021,623,180
1/13/2021,684,61
1/14/2021,1013,329
1/15/2021,1431,418
1/16/2021,1798,367
1/17/2021,2099,301
1/18/2021,2149,50
1/19/2021,2198,49
1/2/2021,2228,30
1/20/2021,2467,239
1/21/2021,2619,152
1/22/2021,2956,337
1/23/2021,3252,296
1/24/2021,3579,327
1/25/2021,3656,77
1/26/2021,3710,54
1/27/2021,3942,232
1/28/2021,4267,325
1/29/2021,4624,357
1/3/2021,5063,439
1/30/2021,5644,581
1/31/2021,5799,155
1/4/2021,5839,40
1/5/2021,6224,385
1/6/2021,6559,335
1/7/2021,7204,645
1/8/2021,7669,465
1/9/2021,8213,544
12/22/2020,9019,806
12/23/2020,9726,707
12/24/2020,10426,700
12/26/2020,11185,759
12/27/2020,12152,967
12/28/2020,13188,1036
12/29/2020,13889,701
12/30/2020,14572,683
12/31/2020,15143,571
2/1/2021,15831,688
2/10/2021,16473,642
2/11/2021,17865,1392
2/12/2021,18675,810
2/13/2021,19464,789
2/14/2021,19782,318
2/15/2021,19932,150
2/16/2021,20381,449
2/17/2021,20859,478
2/18/2021,21933,1074
2/19/2021,22614,681
2/2/2021,23742,1128
2/20/2021,24269,527
2/21/2021,24399,130
2/22/2021,25022,623
2/23/2021,25618,596
2/24/2021,26179,561
2/25/2021,26583,404
2/26/2021,27105,522
2/27/2021,27270,165
2/28/2021,27327,57
2/3/2021,27704,377
2/4/2021,27967,263
2/5/2021,28846,879
2/6/2021,30098,1252
2/7/2021,31275,1177
2/8/2021,32246,971
2/9/2021,33171,925
3/1/2021,34166,995
3/10/2021,35209,1043
3/11/2021,37825,2616
3/12/2021,39552,1727
3/13/2021,41273,1721
3/14/2021,42213,940
3/15/2021,42704,491
3/16/2021,43634,930
3/17/2021,44739,1105
3/18/2021,46924,2185
3/19/2021,48663,1739
3/2/2021,50372,1709
3/20/2021,51262,890
3/21/2021,51649,387
3/22/2021,52576,927
3/23/2021,53680,1104
3/24/2021,55608,1928
3/25/2021,57067,1459
3/26/2021,58369,1302
3/27/2021,59618,1249
3/28/2021,60229,611
3/29/2021,61666,1437
3/3/2021,63041,1375
3/30/2021,64711,1670
3/31/2021,66267,1556
3/4/2021,67979,1712
3/5/2021,69119,1140
3/6/2021,70310,1191
3/7/2021,71988,1678
3/8/2021,73642,1654
3/9/2021,76178,2536
4/1/2021,78085,1907
4/10/2021,79767,1682
4/11/2021,80575,808
4/12/2021,80888,313
4/13/2021,82274,1386
4/14/2021,83793,1519
4/15/2021,85566,1773
4/16/2021,87199,1633
4/17/2021,88972,1773
4/18/2021,89989,1017
4/19/2021,90495,506
4/2/2021,92930,2435
4/20/2021,94186,1256
4/21/2021,96134,1948
4/22/2021,98163,2029
4/23/2021,99569,1406
4/24/2021,100549,980
4/25/2021,101060,511
4/26/2021,102204,1144
4/27/2021,103500,1296
4/28/2021,104949,1449
4/29/2021,106292,1343
4/3/2021,107644,1352
4/30/2021,108515,871
4/4/2021,108869,354
4/5/2021,110212,1343
4/6/2021,111676,1464
4/7/2021,113033,1357
4/8/2021,114278,1245
4/9/2021,115570,1292
5/1/2021,116070,500
5/10/2021,116338,268
5/11/2021,117283,945
5/12/2021,118265,982
5/13/2021,119320,1055
5/14/2021,120197,877
5/15/2021,121152,955
5/16/2021,121724,572
5/17/2021,121885,161
5/18/2021,122547,662
5/19/2021,123197,650
5/2/2021,123782,585
5/20/2021,124976,1194
5/21/2021,125716,740
5/22/2021,126171,455
5/23/2021,126379,208
5/24/2021,128221,1842
5/25/2021,128900,679
5/26/2021,129565,665
5/27/2021,130258,693
5/28/2021,130984,726
5/29/2021,131359,375
5/3/2021,131482,123
5/30/2021,131980,498
5/31/2021,132479,499
5/4/2021,132862,383
5/5/2021,133274,412
5/6/2021,133849,575
5/7/2021,134003,154
