date,Cochise_cume,Cochise
2020-12-01,4,
2020-12-15,5,1
2020-12-16,6,1
2020-12-17,17,11
2020-12-18,25,8
2020-12-19,32,7
2020-12-20,33,1
2020-12-21,45,12
2020-12-22,309,264
2020-12-23,726,417
2020-12-24,836,110
2020-12-26,858,22
2020-12-28,943,85
2020-12-29,1018,75
2020-12-30,1228,210
2020-12-31,1426,198
2021-01-01,1459,33
2021-01-02,1473,14
2021-01-03,1551,78
2021-01-04,1598,47
2021-01-05,1688,90
2021-01-06,1791,103
2021-01-07,1860,69
2021-01-08,2014,154
2021-01-09,2389,375
2021-01-10,2405,16
2021-01-11,2688,283
2021-01-12,2945,257
2021-01-13,3388,443
2021-01-14,3691,303
2021-01-15,4162,471
2021-01-16,4564,402
2021-01-17,4589,25
2021-01-18,4801,212
2021-01-19,5214,413
2021-01-20,5888,674
2021-01-21,6502,614
2021-01-22,6838,336
2021-01-23,7408,570
2021-01-24,7529,121
2021-01-25,7965,436
2021-01-26,8434,469
2021-01-27,9124,690
2021-01-28,10092,968
2021-01-29,10783,691
2021-01-30,10821,38
2021-01-31,10937,116
2021-02-01,11267,330
2021-02-02,11516,249
2021-02-03,12066,550
2021-02-04,12528,462
2021-02-05,13092,564
2021-02-06,13285,193
2021-02-07,13317,32
2021-02-08,13758,441
2021-02-09,14587,829
2021-02-10,15900,1313
2021-02-11,17877,1977
2021-02-12,19259,1382
2021-02-13,19595,336
2021-02-14,19611,16
2021-02-15,19946,335
2021-02-16,20638,692
2021-02-17,21138,500
2021-02-18,21806,668
2021-02-19,22176,370
2021-02-20,22546,370
2021-02-21,22672,126
2021-02-22,22965,293
2021-02-23,23185,220
2021-02-24,24059,874
2021-02-25,26076,2017
2021-02-26,27606,1530
2021-02-27,28489,883
2021-02-28,28580,91
2021-03-01,29214,634
2021-03-02,29736,522
2021-03-03,30825,1089
2021-03-04,32403,1578
2021-03-05,33486,1083
2021-03-06,34530,1044
2021-03-07,34602,72
2021-03-08,35136,534
2021-03-09,36115,979
2021-03-10,37664,1549
2021-03-11,39792,2128
2021-03-12,41137,1345
2021-03-13,42000,863
2021-03-14,42047,47
2021-03-15,42953,906
2021-03-16,43875,922
2021-03-17,44766,891
2021-03-18,46144,1378
2021-03-19,47166,1022
2021-03-20,48089,923
2021-03-21,48161,72
2021-03-22,48732,571
2021-03-23,49100,368
2021-03-24,50031,931
2021-03-25,52389,2358
2021-03-26,53841,1452
2021-03-27,54913,1072
2021-03-28,54984,71
2021-03-29,55531,547
2021-03-30,56198,667
2021-03-31,57530,1332
2021-04-01,59756,2226
2021-04-02,61120,1364
2021-04-03,62451,1331
2021-04-04,62509,58
2021-04-05,63094,585
2021-04-06,63890,796
2021-04-07,65354,1464
2021-04-08,66957,1603
2021-04-09,68054,1097
2021-04-10,68844,790
2021-04-11,68948,104
2021-04-12,69652,704
2021-04-13,70206,554
2021-04-14,71164,958
2021-04-15,73030,1866
2021-04-16,74101,1071
2021-04-17,75445,1344
2021-04-18,75516,71
2021-04-19,76148,632
2021-04-20,76665,517
2021-04-21,77634,969
2021-04-22,79166,1532
2021-04-23,80168,1002
2021-04-24,81042,874
2021-04-25,81099,57
2021-04-26,81567,468
2021-04-27,82069,502
2021-04-28,83015,946
2021-04-29,84033,1018
2021-04-30,84728,695
2021-05-01,85273,545
2021-05-02,85321,48
2021-05-03,85617,296
2021-05-04,86093,476
2021-05-05,86944,851
2021-05-06,87945,1001
2021-05-07,88657,712
2021-05-08,89139,482
2021-05-09,89186,47
2021-05-10,89521,335
2021-05-11,89829,308
2021-05-12,90389,560
2021-05-13,91388,999
2021-05-14,91924,536
2021-05-15,92264,340
2021-05-16,92326,62
2021-05-17,92778,452
2021-05-18,93239,461
2021-05-19,94015,776
2021-05-20,94787,772
2021-05-21,95500,713
2021-05-22,95828,328
2021-05-23,95884,56
2021-05-24,96300,416
2021-05-25,96592,292
2021-05-26,97026,434
2021-05-27,97677,651
2021-05-28,98203,526
2021-05-29,98295,92
2021-05-30,98357,62
2021-05-31,98426,69
2021-06-01,98743,317
2021-06-02,99165,422
2021-06-03,99751,586
2021-06-04,100237,486
2021-06-05,100372,135
2021-06-06,100410,38
2021-06-07,100728,318
2021-06-08,100991,263
2021-06-09,101297,306
2021-06-10,101780,483
2021-06-11,102094,314
2021-06-12,102236,142
2021-06-13,102301,65
2021-06-14,102576,275
2021-06-15,102842,266
2021-06-16,103183,341
2021-06-17,103616,433
2021-06-18,104023,407
2021-06-19,104283,260
2021-06-20,104318,35
2021-06-21,104513,195
2021-06-22,104675,162
2021-06-23,105000,325
2021-06-24,105365,365
2021-06-25,105705,340
2021-06-26,105803,98
2021-06-27,105845,42
2021-06-28,106038,193
2021-06-29,106240,202
2021-06-30,107054,814
2021-07-01,108063,1009
2021-07-02,108379,316
2021-07-03,108454,75
2021-07-04,108464,10
2021-07-05,108578,114
2021-07-06,108798,220
2021-07-07,108999,201
2021-07-08,109296,297
2021-07-09,109587,291
2021-07-10,109668,81
2021-07-11,109695,27
2021-07-12,109842,147
2021-07-13,109969,127
2021-07-14,110581,612
2021-07-15,111304,723
2021-07-16,111617,313
2021-07-17,111706,89
2021-07-18,111746,40
2021-07-19,111920,174
2021-07-20,112098,178
2021-07-21,112296,198
2021-07-22,112532,236
2021-07-23,112841,309
2021-07-24,112954,113
2021-07-25,113001,47
2021-07-26,113187,186
2021-07-27,113373,186
2021-07-28,113570,197
2021-07-29,113864,294
2021-07-30,114197,333
2021-07-31,115104,907
2021-08-01,115161,57
2021-08-02,115380,219
2021-08-03,115566,186
2021-08-04,115790,224
2021-08-05,116138,348
2021-08-06,116636,498
2021-08-07,116787,151
2021-08-08,116831,44
2021-08-09,117015,184
2021-08-10,117165,150
2021-08-11,117348,183
2021-08-12,117573,225
2021-08-13,117957,384
2021-08-14,118143,186
2021-08-15,118189,46
2021-08-16,118444,255
2021-08-17,118649,205
2021-08-18,118894,245
2021-08-19,119167,273
2021-08-20,119533,366
2021-08-21,120494,961
2021-08-22,120557,63
2021-08-23,120842,285
2021-08-24,121050,208
2021-08-25,121264,214
2021-08-26,121547,283
2021-08-27,121962,415
2021-08-28,122118,156
2021-08-29,122172,54
2021-08-30,122382,210
2021-08-31,122544,162
2021-09-01,122750,206
2021-09-02,122950,200
2021-09-03,123302,352
2021-09-04,123436,134
2021-09-05,123486,50
2021-09-06,123535,49
2021-09-07,123706,171
2021-09-08,123901,195
2021-09-09,124164,263
2021-09-10,124529,365
2021-09-11,124667,138
2021-09-12,124728,61
2021-09-13,124885,157
2021-09-14,125071,186
2021-09-15,125185,114
2021-09-16,125408,223
2021-09-17,125693,285
2021-09-18,125799,106
2021-09-19,125837,38
2021-09-20,125975,138
2021-09-21,126134,159
2021-09-22,126282,148
2021-09-23,126502,220
2021-09-24,126862,360
2021-09-25,126965,103
2021-09-26,126991,26
2021-09-27,127106,115
2021-09-28,127223,117
2021-09-29,127376,153
2021-09-30,127572,196
2021-10-01,127849,277
2021-10-02,127911,62
2021-10-03,127942,31
2021-10-04,128059,117
2021-10-05,128197,138
2021-10-06,128362,165
2021-10-07,128526,164
2021-10-08,128756,230
2021-10-09,128828,72
2021-10-10,128868,40
2021-10-11,128987,119
2021-10-12,129095,108
2021-10-13,129218,123
2021-10-14,129406,188
2021-10-15,129623,217
2021-10-16,130296,673
2021-10-17,130336,40
2021-10-18,130476,140
2021-10-19,130595,119
2021-10-20,130692,97
2021-10-21,130838,146
2021-10-22,131258,420
2021-10-23,131431,173
2021-10-24,131560,129
2021-10-25,132018,458
2021-10-26,132496,478
2021-10-27,133038,542
2021-10-28,133775,737
2021-10-29,134603,828
2021-10-30,134761,158
2021-10-31,134844,83
2021-11-01,135286,442
2021-11-02,135723,437
2021-11-03,136194,471
2021-11-04,136968,774
2021-11-05,137931,963
2021-11-06,138405,474
2021-11-07,138524,119
2021-11-08,139076,552
2021-11-09,139625,549
2021-11-10,140168,543
2021-11-11,140824,656
2021-11-12,141936,1112
2021-11-13,143446,1510
2021-11-14,143607,161
2021-11-15,144180,573
2021-11-16,144792,612
2021-11-17,145559,767
2021-11-18,146319,760
2021-11-19,147478,1159
2021-11-20,148010,532
2021-11-21,148169,159
2021-11-22,148636,467
2021-11-23,149182,546
2021-11-24,149749,567
2021-11-26,150030,281
2021-11-27,150299,269
2021-11-28,150443,144
2021-11-29,151002,559
2021-11-30,151698,696
2021-12-01,152375,677
2021-12-02,153402,1027
2021-12-03,154525,1123
2021-12-04,155209,684
2021-12-05,155366,157
2021-12-06,155976,610
2021-12-07,156601,625
2021-12-08,157348,747
2021-12-09,158261,913
2021-12-10,159293,1032
2021-12-11,160211,918
2021-12-12,160366,155
2021-12-13,160796,430
2021-12-14,161215,419
2021-12-15,161779,564
2021-12-16,162476,697
2021-12-17,163378,902
2021-12-18,163605,227
2021-12-19,163750,145
2021-12-20,164395,645
2021-12-21,164808,413
2021-12-22,165464,656
2021-12-23,166027,563
2021-12-24,166143,116
