date,pcr_tests,pcr_pos_tests,pcr_positivity,ser_tests,ser_pos_tests,ser_positivity,pcr_tests_APACHE,pcr_pos_tests_APACHE,pcr_positivity_APACHE,ser_tests_APACHE,ser_pos_tests_APACHE,ser_positivity_APACHE,pcr_tests_YUMA,pcr_pos_tests_YUMA,pcr_positivity_YUMA,ser_tests_YUMA,ser_pos_tests_YUMA,ser_positivity_YUMA,pcr_tests_YAVAPAI,pcr_pos_tests_YAVAPAI,pcr_positivity_YAVAPAI,ser_tests_YAVAPAI,ser_pos_tests_YAVAPAI,ser_positivity_YAVAPAI,pcr_tests_SANTA_CRUZ,pcr_pos_tests_SANTA_CRUZ,pcr_positivity_SANTA_CRUZ,ser_tests_SANTA_CRUZ,ser_pos_tests_SANTA_CRUZ,ser_positivity_SANTA_CRUZ,pcr_tests_PINAL,pcr_pos_tests_PINAL,pcr_positivity_PINAL,ser_tests_PINAL,ser_pos_tests_PINAL,ser_positivity_PINAL,pcr_tests_PIMA,pcr_pos_tests_PIMA,pcr_positivity_PIMA,ser_tests_PIMA,ser_pos_tests_PIMA,ser_positivity_PIMA,pcr_tests_NAVAJO,pcr_pos_tests_NAVAJO,pcr_positivity_NAVAJO,ser_tests_NAVAJO,ser_pos_tests_NAVAJO,ser_positivity_NAVAJO,pcr_tests_MOHAVE,pcr_pos_tests_MOHAVE,pcr_positivity_MOHAVE,ser_tests_MOHAVE,ser_pos_tests_MOHAVE,ser_positivity_MOHAVE,pcr_tests_MARICOPA,pcr_pos_tests_MARICOPA,pcr_positivity_MARICOPA,ser_tests_MARICOPA,ser_pos_tests_MARICOPA,ser_positivity_MARICOPA,pcr_tests_LA_PAZ,pcr_pos_tests_LA_PAZ,pcr_positivity_LA_PAZ,ser_tests_LA_PAZ,ser_pos_tests_LA_PAZ,ser_positivity_LA_PAZ,pcr_tests_GREENLEE,pcr_pos_tests_GREENLEE,pcr_positivity_GREENLEE,ser_tests_GREENLEE,ser_pos_tests_GREENLEE,ser_positivity_GREENLEE,pcr_tests_GILA,pcr_pos_tests_GILA,pcr_positivity_GILA,ser_tests_GILA,ser_pos_tests_GILA,ser_positivity_GILA,pcr_tests_COCONINO,pcr_pos_tests_COCONINO,pcr_positivity_COCONINO,ser_tests_COCONINO,ser_pos_tests_COCONINO,ser_positivity_COCONINO,pcr_tests_COCHISE,pcr_pos_tests_COCHISE,pcr_positivity_COCHISE,ser_tests_COCHISE,ser_pos_tests_COCHISE,ser_positivity_COCHISE
2021-01-08 00:00:00,30863,6170,0.1999157567313612,1220.0,359.0,0.2942622950819672,305.0,43.0,0.1409836065573771,,,,814.0,168.0,0.2063882063882064,24.0,9.0,0.375,773.0,161.0,0.2082794307891333,73.0,19.0,0.2602739726027397,303.0,58.0,0.1914191419141914,6.0,2.0,0.3333333333333333,2294.0,433.0,0.1887532693984307,66.0,16.0,0.2424242424242425,4481.0,788.0,0.1758536041062263,191.0,32.0,0.1675392670157068,435.0,83.0,0.1908045977011494,8.0,3.0,0.375,1004.0,231.0,0.2300796812749004,32.0,8.0,0.25,18180.0,3822.0,0.2102310231023102,775.0,261.0,0.3367741935483871,30.0,6.0,0.2,2.0,0.0,0.0,3.0,1.0,0.3333333333333333,,,,217.0,49.0,0.2258064516129032,1.0,1.0,1.0,529.0,109.0,0.2060491493383743,7.0,1.0,0.1428571428571429,471.0,80.0,0.1698513800424628,15.0,1.0,0.0666666666666667
2021-01-07 00:00:00,32418,6877,0.2121352335122463,1315.0,400.0,0.3041825095057034,305.0,58.0,0.1901639344262295,1.0,0.0,0.0,859.0,211.0,0.2456344586728755,20.0,7.0,0.35,740.0,183.0,0.2472972972972973,41.0,18.0,0.4390243902439025,246.0,50.0,0.2032520325203252,1.0,0.0,0.0,2476.0,493.0,0.1991114701130856,49.0,21.0,0.4285714285714286,4283.0,912.0,0.2129348587438711,199.0,32.0,0.1608040201005025,413.0,97.0,0.2348668280871671,30.0,9.0,0.3,865.0,195.0,0.2254335260115607,96.0,22.0,0.2291666666666667,19706.0,4218.0,0.2140464833045773,831.0,284.0,0.3417569193742479,96.0,15.0,0.15625,2.0,0.0,0.0,2.0,0.0,0.0,,,,148.0,25.0,0.1689189189189189,12.0,4.0,0.3333333333333333,658.0,159.0,0.2416413373860183,9.0,0.0,0.0,568.0,103.0,0.1813380281690141,10.0,2.0,0.2
2021-01-06 00:00:00,32444,7397,0.2279928492171126,1376.0,390.0,0.2834302325581396,251.0,45.0,0.1792828685258964,2.0,1.0,0.5,703.0,219.0,0.3115220483641537,29.0,15.0,0.517241379310345,697.0,146.0,0.2094691535150646,29.0,10.0,0.3448275862068966,492.0,70.0,0.1422764227642277,10.0,4.0,0.4,1807.0,453.0,0.2506917542888766,70.0,23.0,0.3285714285714286,4616.0,987.0,0.2138214904679376,198.0,26.0,0.1313131313131313,480.0,123.0,0.25625,10.0,3.0,0.3,961.0,227.0,0.2362122788761707,101.0,28.0,0.2772277227722773,19752.0,4664.0,0.2361279870392872,860.0,267.0,0.3104651162790698,179.0,17.0,0.0949720670391061,2.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,198.0,48.0,0.2424242424242425,4.0,0.0,0.0,645.0,133.0,0.2062015503875969,34.0,7.0,0.2058823529411765,356.0,88.0,0.2471910112359551,8.0,2.0,0.25
2021-01-05 00:00:00,33655,7950,0.2362204724409449,1277.0,411.0,0.3218480814408771,448.0,57.0,0.1272321428571429,2.0,0.0,0.0,935.0,262.0,0.2802139037433155,27.0,12.0,0.4444444444444444,1075.0,259.0,0.2409302325581396,25.0,12.0,0.48,277.0,62.0,0.223826714801444,6.0,5.0,0.8333333333333334,1821.0,472.0,0.2591982427237781,70.0,28.0,0.4,4810.0,1125.0,0.2338877338877339,181.0,18.0,0.0994475138121547,491.0,106.0,0.2158859470468432,11.0,4.0,0.3636363636363637,1059.0,277.0,0.2615675165250236,39.0,21.0,0.5384615384615384,19865.0,4818.0,0.2425371255977851,857.0,298.0,0.3477246207701284,109.0,9.0,0.0825688073394496,2.0,2.0,1.0,3.0,0.0,0.0,,,,169.0,35.0,0.2071005917159763,5.0,2.0,0.4,614.0,142.0,0.2312703583061889,13.0,0.0,0.0,683.0,144.0,0.2108345534407028,22.0,4.0,0.1818181818181818
2021-01-04 00:00:00,35258,8371,0.2374212944579954,1178.0,327.0,0.2775891341256367,226.0,65.0,0.2876106194690266,2.0,0.0,0.0,1125.0,362.0,0.3217777777777778,19.0,9.0,0.4736842105263158,1017.0,266.0,0.2615535889872173,28.0,10.0,0.3571428571428572,359.0,90.0,0.2506963788300836,5.0,3.0,0.6,2121.0,559.0,0.2635549269212636,49.0,14.0,0.2857142857142857,5090.0,1161.0,0.2280943025540275,188.0,25.0,0.1329787234042553,694.0,143.0,0.2060518731988473,9.0,2.0,0.2222222222222222,1182.0,317.0,0.2681895093062606,20.0,4.0,0.2,20217.0,4835.0,0.2391551664440817,786.0,240.0,0.3053435114503817,292.0,37.0,0.1267123287671233,1.0,1.0,1.0,4.0,1.0,0.25,,,,163.0,31.0,0.1901840490797546,7.0,2.0,0.2857142857142857,766.0,149.0,0.1945169712793734,18.0,4.0,0.2222222222222222,655.0,154.0,0.2351145038167939,20.0,4.0,0.2
2021-01-03 00:00:00,16963,4487,0.2645168897011142,323.0,61.0,0.1888544891640867,54.0,11.0,0.2037037037037037,1.0,1.0,1.0,204.0,78.0,0.3823529411764706,1.0,0.0,0.0,339.0,96.0,0.2831858407079646,5.0,1.0,0.2,47.0,17.0,0.3617021276595745,2.0,1.0,0.5,1045.0,307.0,0.2937799043062201,27.0,8.0,0.2962962962962963,2125.0,540.0,0.2541176470588235,3.0,0.0,0.0,113.0,30.0,0.2654867256637169,,,,523.0,168.0,0.3212237093690249,1.0,0.0,0.0,11570.0,3027.0,0.2616248919619707,278.0,50.0,0.1798561151079137,5.0,2.0,0.4,,,,1.0,1.0,1.0,,,,58.0,14.0,0.2413793103448276,1.0,0.0,0.0,101.0,30.0,0.297029702970297,3.0,0.0,0.0,235.0,55.0,0.2340425531914894,1.0,0.0,0.0
2021-01-02 00:00:00,18874,4985,0.2641199533750133,356.0,77.0,0.2162921348314607,91.0,24.0,0.2637362637362638,,,,229.0,82.0,0.3580786026200874,1.0,1.0,1.0,314.0,103.0,0.3280254777070064,3.0,2.0,0.6666666666666666,68.0,13.0,0.1911764705882353,,,,1305.0,363.0,0.2781609195402299,18.0,7.0,0.3888888888888889,2510.0,663.0,0.2641434262948208,8.0,1.0,0.125,187.0,50.0,0.2673796791443851,1.0,1.0,1.0,655.0,227.0,0.3465648854961832,2.0,1.0,0.5,12022.0,3131.0,0.2604391948095159,315.0,60.0,0.1904761904761905,5.0,0.0,0.0,,,,,,,,,,70.0,20.0,0.2857142857142857,1.0,1.0,1.0,339.0,81.0,0.2389380530973452,3.0,1.0,0.3333333333333333,434.0,88.0,0.2027649769585254,1.0,1.0,1.0
2021-01-01 00:00:00,12590,3146,0.2498808578236696,197.0,46.0,0.233502538071066,41.0,3.0,0.0731707317073171,4.0,1.0,0.25,189.0,48.0,0.253968253968254,1.0,0.0,0.0,78.0,24.0,0.3076923076923077,1.0,0.0,0.0,29.0,6.0,0.2068965517241379,,,,1074.0,266.0,0.2476722532588455,9.0,1.0,0.1111111111111111,840.0,234.0,0.2785714285714286,3.0,1.0,0.3333333333333333,76.0,22.0,0.2894736842105264,1.0,0.0,0.0,757.0,233.0,0.3077939233817702,1.0,0.0,0.0,8868.0,2169.0,0.2445872801082544,172.0,41.0,0.2383720930232558,8.0,1.0,0.125,,,,,,,,,,119.0,29.0,0.2436974789915967,,,,66.0,23.0,0.3484848484848485,2.0,0.0,0.0,140.0,24.0,0.1714285714285714,,,
2020-12-31 00:00:00,24924,5865,0.2353153586904189,850.0,212.0,0.2494117647058824,171.0,33.0,0.1929824561403509,,,,590.0,149.0,0.252542372881356,10.0,5.0,0.5,466.0,143.0,0.3068669527896996,17.0,1.0,0.0588235294117647,119.0,39.0,0.3277310924369748,3.0,1.0,0.3333333333333333,1455.0,380.0,0.2611683848797251,43.0,12.0,0.2790697674418605,3624.0,846.0,0.2334437086092715,50.0,17.0,0.34,261.0,71.0,0.2720306513409962,3.0,1.0,0.3333333333333333,635.0,152.0,0.2393700787401575,28.0,5.0,0.1785714285714286,15966.0,3734.0,0.2338719779531505,673.0,164.0,0.2436849925705795,27.0,7.0,0.2592592592592593,1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,0.0,86.0,22.0,0.2558139534883721,3.0,0.0,0.0,258.0,54.0,0.2093023255813954,7.0,3.0,0.4285714285714286,369.0,73.0,0.1978319783197832,3.0,1.0,0.3333333333333333
2020-12-30 00:00:00,28205,6597,0.2338946995213615,1346.0,319.0,0.236998514115899,150.0,24.0,0.16,,,,683.0,213.0,0.3118594436310395,18.0,8.0,0.4444444444444444,491.0,117.0,0.2382892057026477,97.0,17.0,0.1752577319587629,199.0,55.0,0.2763819095477387,,,,1628.0,421.0,0.2585995085995086,61.0,9.0,0.1475409836065574,4056.0,945.0,0.2329881656804734,74.0,25.0,0.3378378378378379,300.0,69.0,0.23,7.0,3.0,0.4285714285714286,656.0,176.0,0.2682926829268293,12.0,6.0,0.5,18052.0,4197.0,0.2324950144028363,1016.0,242.0,0.2381889763779528,31.0,10.0,0.3225806451612903,,,,3.0,0.0,0.0,,,,91.0,30.0,0.3296703296703297,1.0,0.0,0.0,550.0,125.0,0.2272727272727273,40.0,3.0,0.075,259.0,58.0,0.2239382239382239,9.0,1.0,0.1111111111111111
2020-12-29 00:00:00,28168,7016,0.2490769667708038,1326.0,350.0,0.2639517345399699,112.0,19.0,0.1696428571428572,3.0,2.0,0.6666666666666666,822.0,267.0,0.3248175182481752,24.0,16.0,0.6666666666666666,586.0,163.0,0.2781569965870307,66.0,19.0,0.2878787878787879,190.0,53.0,0.2789473684210526,1.0,1.0,1.0,1725.0,482.0,0.2794202898550725,103.0,24.0,0.2330097087378641,3710.0,881.0,0.237466307277628,57.0,16.0,0.2807017543859649,289.0,82.0,0.2837370242214533,11.0,5.0,0.4545454545454546,580.0,181.0,0.3120689655172414,18.0,9.0,0.5,18026.0,4484.0,0.2487518029512926,1001.0,250.0,0.2497502497502498,36.0,13.0,0.3611111111111111,,,,8.0,4.0,0.5,,,,87.0,21.0,0.2413793103448276,5.0,0.0,0.0,559.0,96.0,0.1717352415026834,7.0,0.0,0.0,329.0,58.0,0.1762917933130699,14.0,2.0,0.1428571428571429
2020-12-28 00:00:00,29060,7243,0.2492429456297316,898.0,259.0,0.2884187082405345,173.0,42.0,0.2427745664739885,,,,1011.0,408.0,0.4035608308605342,16.0,6.0,0.375,571.0,205.0,0.3590192644483363,23.0,3.0,0.1304347826086957,224.0,65.0,0.2901785714285715,2.0,2.0,1.0,1578.0,446.0,0.2826362484157161,67.0,17.0,0.2537313432835821,4705.0,1008.0,0.214240170031881,72.0,24.0,0.3333333333333333,289.0,79.0,0.2733564013840831,9.0,2.0,0.2222222222222222,672.0,198.0,0.2946428571428572,17.0,6.0,0.3529411764705883,17185.0,4301.0,0.2502764038405586,665.0,193.0,0.2902255639097745,48.0,9.0,0.1875,,,,6.0,2.0,0.3333333333333333,2.0,1.0,0.5,181.0,38.0,0.2099447513812155,3.0,1.0,0.3333333333333333,638.0,122.0,0.1912225705329154,6.0,1.0,0.1666666666666667,416.0,95.0,0.2283653846153846,4.0,0.0,0.0
2020-12-27 00:00:00,16795,4298,0.2559094968740697,241.0,53.0,0.2199170124481328,68.0,12.0,0.1764705882352941,,,,275.0,75.0,0.2727272727272727,2.0,2.0,1.0,278.0,89.0,0.3201438848920864,36.0,3.0,0.0833333333333333,47.0,19.0,0.4042553191489362,1.0,0.0,0.0,972.0,260.0,0.2674897119341564,7.0,1.0,0.1428571428571429,2320.0,576.0,0.2482758620689655,6.0,2.0,0.3333333333333333,93.0,27.0,0.2903225806451613,,,,416.0,135.0,0.3245192307692308,2.0,2.0,1.0,11508.0,2925.0,0.2541710114702816,182.0,43.0,0.2362637362637363,9.0,2.0,0.2222222222222222,,,,1.0,0.0,0.0,,,,50.0,13.0,0.26,3.0,0.0,0.0,101.0,20.0,0.198019801980198,1.0,0.0,0.0,112.0,34.0,0.3035714285714286,1.0,0.0,0.0
2020-12-26 00:00:00,11905,3261,0.2739185216295674,309.0,62.0,0.2006472491909385,60.0,24.0,0.4,1.0,0.0,0.0,163.0,70.0,0.4294478527607362,1.0,1.0,1.0,288.0,87.0,0.3020833333333333,3.0,2.0,0.6666666666666666,52.0,19.0,0.3653846153846154,,,,783.0,205.0,0.2618135376756067,23.0,6.0,0.2608695652173913,2084.0,592.0,0.2840690978886757,5.0,2.0,0.4,83.0,30.0,0.3614457831325301,1.0,1.0,1.0,180.0,72.0,0.4,1.0,0.0,0.0,7466.0,1987.0,0.2661398339137423,269.0,48.0,0.1784386617100372,2.0,1.0,0.5,,,,4.0,0.0,0.0,,,,57.0,6.0,0.1052631578947368,,,,101.0,24.0,0.2376237623762376,1.0,1.0,1.0,85.0,32.0,0.3764705882352941,1.0,1.0,1.0
2020-12-25 00:00:00,2827,870,0.3077467279801911,115.0,26.0,0.2260869565217392,18.0,4.0,0.2222222222222222,,,,74.0,31.0,0.4189189189189189,,,,66.0,22.0,0.3333333333333333,2.0,0.0,0.0,7.0,2.0,0.2857142857142857,,,,210.0,61.0,0.2904761904761905,5.0,1.0,0.2,437.0,120.0,0.2745995423340961,3.0,0.0,0.0,40.0,17.0,0.425,2.0,1.0,0.5,53.0,14.0,0.2641509433962264,1.0,0.0,0.0,1683.0,542.0,0.3220439691027927,100.0,23.0,0.23,,,,,,,2.0,2.0,1.0,,,,15.0,3.0,0.2,,,,53.0,15.0,0.2830188679245283,,,,37.0,8.0,0.2162162162162162,,,
2020-12-24 00:00:00,16994,3451,0.2030716723549488,571.0,114.0,0.1996497373029772,102.0,11.0,0.107843137254902,1.0,1.0,1.0,426.0,114.0,0.2676056338028169,5.0,4.0,0.8,371.0,99.0,0.2668463611859838,10.0,2.0,0.2,105.0,32.0,0.3047619047619048,2.0,0.0,0.0,875.0,170.0,0.1942857142857143,31.0,9.0,0.2903225806451613,2005.0,405.0,0.2019950124688279,26.0,7.0,0.2692307692307692,162.0,37.0,0.2283950617283951,5.0,2.0,0.4,468.0,153.0,0.326923076923077,12.0,1.0,0.0833333333333333,11266.0,2213.0,0.1964317415231671,471.0,85.0,0.1804670912951168,21.0,6.0,0.2857142857142857,,,,3.0,0.0,0.0,,,,51.0,13.0,0.2549019607843137,1.0,0.0,0.0,358.0,56.0,0.1564245810055866,2.0,1.0,0.5,166.0,42.0,0.2530120481927711,2.0,1.0,0.5
2020-12-23 00:00:00,27706,5327,0.1922688226376958,1343.0,294.0,0.2189128816083396,136.0,29.0,0.2132352941176471,3.0,1.0,0.3333333333333333,951.0,259.0,0.2723449001051525,16.0,7.0,0.4375,507.0,153.0,0.3017751479289941,28.0,7.0,0.25,161.0,38.0,0.2360248447204969,3.0,2.0,0.6666666666666666,1463.0,317.0,0.216678058783322,55.0,11.0,0.2,3881.0,675.0,0.1739242463282659,99.0,26.0,0.2626262626262627,195.0,59.0,0.3025641025641026,14.0,5.0,0.3571428571428572,594.0,164.0,0.2760942760942761,20.0,6.0,0.3,17490.0,3325.0,0.1901086335048599,1070.0,219.0,0.2046728971962617,42.0,13.0,0.3095238095238096,1.0,0.0,0.0,3.0,2.0,0.6666666666666666,,,,125.0,27.0,0.216,5.0,2.0,0.4,664.0,110.0,0.1656626506024097,11.0,1.0,0.0909090909090909,347.0,59.0,0.1700288184438041,11.0,3.0,0.2727272727272727
2020-12-22 00:00:00,28811,5373,0.1864912706952206,1414.0,292.0,0.2065063649222065,119.0,19.0,0.1596638655462185,2.0,2.0,1.0,1043.0,250.0,0.239693192713327,28.0,12.0,0.4285714285714286,617.0,136.0,0.2204213938411669,46.0,14.0,0.3043478260869566,145.0,33.0,0.2275862068965518,3.0,1.0,0.3333333333333333,1490.0,345.0,0.2315436241610738,79.0,13.0,0.1645569620253165,4676.0,878.0,0.1877673224978614,110.0,17.0,0.1545454545454546,231.0,71.0,0.3073593073593074,6.0,2.0,0.3333333333333333,733.0,187.0,0.2551159618008186,35.0,5.0,0.1428571428571429,17341.0,3095.0,0.1784787497837495,1007.0,208.0,0.2065541211519365,25.0,5.0,0.2,1.0,1.0,1.0,4.0,0.0,0.0,,,,122.0,32.0,0.2622950819672132,3.0,1.0,0.3333333333333333,789.0,107.0,0.1356147021546261,72.0,9.0,0.125,364.0,84.0,0.2307692307692308,9.0,1.0,0.1111111111111111
2020-12-21 00:00:00,30542,5860,0.1918669373321983,1200.0,266.0,0.2216666666666667,149.0,30.0,0.2013422818791946,1.0,0.0,0.0,1113.0,372.0,0.3342318059299192,22.0,6.0,0.2727272727272727,779.0,196.0,0.251604621309371,30.0,8.0,0.2666666666666667,186.0,51.0,0.2741935483870968,3.0,1.0,0.3333333333333333,1548.0,339.0,0.2189922480620155,68.0,19.0,0.2794117647058824,5633.0,1000.0,0.1775252973548731,169.0,29.0,0.1715976331360947,327.0,63.0,0.1926605504587156,19.0,8.0,0.4210526315789474,679.0,190.0,0.2798232695139912,58.0,8.0,0.1379310344827586,17334.0,3237.0,0.1867428175839391,753.0,179.0,0.2377158034528553,39.0,8.0,0.2051282051282051,3.0,1.0,0.3333333333333333,4.0,1.0,0.25,,,,145.0,34.0,0.2344827586206897,2.0,0.0,0.0,703.0,95.0,0.1351351351351352,48.0,2.0,0.0416666666666667,459.0,84.0,0.1830065359477124,12.0,3.0,0.25
2020-12-20 00:00:00,14077,2798,0.1987639411806493,341.0,62.0,0.1818181818181818,36.0,13.0,0.3611111111111111,1.0,0.0,0.0,198.0,81.0,0.4090909090909091,1.0,1.0,1.0,306.0,83.0,0.2712418300653595,50.0,11.0,0.22,54.0,19.0,0.3518518518518519,2.0,0.0,0.0,868.0,177.0,0.2039170506912443,11.0,2.0,0.1818181818181818,1879.0,377.0,0.2006386375731772,6.0,0.0,0.0,81.0,24.0,0.2962962962962963,2.0,0.0,0.0,348.0,94.0,0.2701149425287357,1.0,0.0,0.0,9493.0,1797.0,0.1892973770146424,238.0,44.0,0.184873949579832,2.0,0.0,0.0,,,,2.0,0.0,0.0,,,,45.0,9.0,0.2,1.0,1.0,1.0,84.0,17.0,0.2023809523809524,26.0,2.0,0.0769230769230769,213.0,28.0,0.1314553990610329,,,
2020-12-19 00:00:00,19598,3843,0.1960914379018267,603.0,103.0,0.1708126036484246,37.0,6.0,0.1621621621621622,1.0,0.0,0.0,256.0,77.0,0.30078125,2.0,0.0,0.0,338.0,94.0,0.2781065088757396,48.0,4.0,0.0833333333333333,66.0,18.0,0.2727272727272727,1.0,0.0,0.0,1227.0,257.0,0.2094539527302364,14.0,3.0,0.2142857142857143,3230.0,772.0,0.2390092879256966,14.0,6.0,0.4285714285714286,147.0,47.0,0.3197278911564626,2.0,0.0,0.0,413.0,116.0,0.2808716707021792,3.0,0.0,0.0,12683.0,2309.0,0.1820547189150832,514.0,89.0,0.1731517509727627,4.0,0.0,0.0,,,,,,,1.0,0.0,0.0,59.0,15.0,0.2542372881355932,1.0,0.0,0.0,349.0,29.0,0.0830945558739255,,,,359.0,42.0,0.116991643454039,,,
2020-12-18 00:00:00,27694,5034,0.1817722250306926,1245.0,263.0,0.2112449799196787,105.0,21.0,0.2,1.0,0.0,0.0,1057.0,309.0,0.2923368022705771,19.0,6.0,0.3157894736842105,697.0,160.0,0.2295552367288379,54.0,5.0,0.0925925925925926,167.0,30.0,0.1796407185628743,7.0,2.0,0.2857142857142857,1687.0,357.0,0.2116182572614108,49.0,14.0,0.2857142857142857,4837.0,884.0,0.1827579077940873,123.0,17.0,0.1382113821138212,252.0,64.0,0.253968253968254,11.0,3.0,0.2727272727272727,599.0,171.0,0.2854757929883139,24.0,5.0,0.2083333333333334,15933.0,2751.0,0.1726605159103747,892.0,196.0,0.2197309417040359,7.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,,,,126.0,14.0,0.1111111111111111,3.0,0.0,0.0,773.0,95.0,0.1228978007761966,39.0,9.0,0.2307692307692308,324.0,59.0,0.1820987654320988,10.0,4.0,0.4
2020-12-17 00:00:00,28723,5282,0.1838944399958222,1399.0,268.0,0.1915654038598999,102.0,22.0,0.2156862745098039,2.0,1.0,0.5,1104.0,324.0,0.2934782608695653,21.0,10.0,0.4761904761904762,751.0,171.0,0.2276964047936086,159.0,20.0,0.1257861635220126,197.0,49.0,0.2487309644670051,6.0,3.0,0.5,1772.0,368.0,0.2076749435665914,68.0,20.0,0.2941176470588236,4422.0,891.0,0.2014925373134328,118.0,15.0,0.1271186440677966,236.0,49.0,0.2076271186440678,11.0,3.0,0.2727272727272727,578.0,148.0,0.2560553633217993,14.0,4.0,0.2857142857142857,17139.0,2872.0,0.1675710368166171,895.0,182.0,0.2033519553072626,67.0,9.0,0.1343283582089552,,,,4.0,0.0,0.0,,,,149.0,26.0,0.174496644295302,11.0,1.0,0.0909090909090909,686.0,101.0,0.1472303206997085,40.0,1.0,0.025,331.0,59.0,0.1782477341389728,15.0,3.0,0.2
2020-12-16 00:00:00,26621,4984,0.1872206153037076,1423.0,264.0,0.185523541813071,92.0,18.0,0.1956521739130435,2.0,0.0,0.0,931.0,292.0,0.3136412459720731,21.0,7.0,0.3333333333333333,647.0,137.0,0.2117465224111283,24.0,5.0,0.2083333333333334,186.0,51.0,0.2741935483870968,3.0,2.0,0.6666666666666666,1830.0,310.0,0.1693989071038251,104.0,16.0,0.1538461538461539,4185.0,832.0,0.198805256869773,111.0,16.0,0.1441441441441442,345.0,96.0,0.2782608695652174,6.0,3.0,0.5,586.0,163.0,0.2781569965870307,24.0,4.0,0.1666666666666667,15431.0,2709.0,0.1755556995658091,1052.0,202.0,0.1920152091254753,28.0,5.0,0.1785714285714286,,,,6.0,1.0,0.1666666666666667,,,,127.0,23.0,0.1811023622047244,4.0,1.0,0.25,623.0,108.0,0.173354735152488,7.0,2.0,0.2857142857142857,272.0,69.0,0.2536764705882353,10.0,1.0,0.1
2020-12-15 00:00:00,25591,3807,0.1487632370755344,1172.0,271.0,0.2312286689419795,109.0,11.0,0.1009174311926606,,,,975.0,250.0,0.2564102564102564,17.0,4.0,0.2352941176470588,758.0,150.0,0.1978891820580475,20.0,3.0,0.15,132.0,40.0,0.3030303030303031,4.0,0.0,0.0,1426.0,210.0,0.1472650771388499,38.0,12.0,0.3157894736842105,3774.0,700.0,0.1854795972443031,114.0,16.0,0.1403508771929825,364.0,60.0,0.1648351648351648,13.0,3.0,0.2307692307692308,543.0,145.0,0.2670349907918969,35.0,4.0,0.1142857142857143,15438.0,2008.0,0.1300686617437492,810.0,216.0,0.2666666666666667,46.0,5.0,0.108695652173913,4.0,4.0,1.0,8.0,1.0,0.125,,,,110.0,6.0,0.0545454545454545,3.0,0.0,0.0,536.0,82.0,0.1529850746268657,56.0,7.0,0.125,299.0,65.0,0.2173913043478261,15.0,2.0,0.1333333333333333
2020-12-14 00:00:00,29545,5250,0.1776950414621764,1073.0,213.0,0.1985088536812675,143.0,43.0,0.3006993006993007,4.0,0.0,0.0,1008.0,280.0,0.2777777777777778,22.0,9.0,0.4090909090909091,772.0,184.0,0.2383419689119171,23.0,7.0,0.3043478260869566,185.0,67.0,0.3621621621621622,5.0,0.0,0.0,1480.0,291.0,0.1966216216216216,70.0,10.0,0.1428571428571429,5782.0,941.0,0.162746454514009,127.0,17.0,0.1338582677165355,301.0,62.0,0.2059800664451827,8.0,2.0,0.25,668.0,187.0,0.2799401197604791,13.0,2.0,0.1538461538461539,16679.0,2836.0,0.1700341747107141,712.0,154.0,0.2162921348314607,36.0,4.0,0.1111111111111111,,,,5.0,0.0,0.0,,,,225.0,28.0,0.1244444444444445,1.0,0.0,0.0,739.0,132.0,0.1786197564276049,12.0,1.0,0.0833333333333333,482.0,84.0,0.1742738589211618,20.0,5.0,0.25
2020-12-13 00:00:00,12977,2696,0.2077521769284118,240.0,52.0,0.2166666666666667,25.0,6.0,0.24,,,,213.0,55.0,0.2582159624413146,1.0,1.0,1.0,264.0,70.0,0.2651515151515152,29.0,4.0,0.1379310344827586,58.0,23.0,0.3965517241379311,,,,770.0,177.0,0.2298701298701299,13.0,4.0,0.3076923076923077,1799.0,400.0,0.2223457476375764,9.0,3.0,0.3333333333333333,60.0,19.0,0.3166666666666667,,,,333.0,82.0,0.2462462462462463,1.0,0.0,0.0,8865.0,1750.0,0.1974055273547659,182.0,38.0,0.2087912087912088,4.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,0.2,,,,50.0,8.0,0.16,,,,70.0,14.0,0.2,,,,147.0,29.0,0.1972789115646259,3.0,1.0,0.3333333333333333
2020-12-12 00:00:00,13518,3307,0.2446367805888445,633.0,92.0,0.1453396524486572,56.0,10.0,0.1785714285714286,1.0,1.0,1.0,317.0,90.0,0.2839116719242903,42.0,1.0,0.0238095238095238,230.0,71.0,0.3086956521739131,5.0,0.0,0.0,59.0,17.0,0.288135593220339,,,,671.0,168.0,0.2503725782414307,65.0,8.0,0.1230769230769231,1885.0,467.0,0.2477453580901857,8.0,2.0,0.25,105.0,36.0,0.3428571428571429,42.0,4.0,0.0952380952380952,334.0,96.0,0.2874251497005988,51.0,8.0,0.1568627450980392,9013.0,2202.0,0.2443137690003329,385.0,64.0,0.1662337662337662,10.0,2.0,0.2,,,,3.0,2.0,0.6666666666666666,,,,40.0,5.0,0.125,,,,363.0,58.0,0.1597796143250689,28.0,1.0,0.0357142857142857,166.0,28.0,0.1686746987951807,,,
