date,Apache_cume,Apache
2020-12-01,2,
2020-12-02,4,2
2020-12-03,7,3
2020-12-04,9,2
2020-12-07,11,2
2020-12-08,13,2
2020-12-09,16,3
2020-12-13,17,1
2020-12-14,24,7
2020-12-15,62,38
2020-12-16,171,109
2020-12-17,293,122
2020-12-18,424,131
2020-12-19,448,24
2020-12-21,521,73
2020-12-22,557,36
2020-12-23,954,397
2020-12-24,965,11
2020-12-25,967,2
2020-12-26,970,3
2020-12-28,1067,97
2020-12-29,1421,354
2020-12-30,1632,211
2020-12-31,1816,184
2021-01-01,1820,4
2021-01-02,1834,14
2021-01-04,2029,195
2021-01-05,2356,327
2021-01-06,2779,423
2021-01-07,3189,410
2021-01-08,3442,253
2021-01-09,3462,20
2021-01-11,4085,623
2021-01-12,4482,397
2021-01-13,4851,369
2021-01-14,5454,603
2021-01-15,5818,364
2021-01-16,5838,20
2021-01-17,5840,2
2021-01-18,5909,69
2021-01-19,6443,534
2021-01-20,7329,886
2021-01-21,8259,930
2021-01-22,8782,523
2021-01-23,8814,32
2021-01-24,8819,5
2021-01-25,9267,448
2021-01-26,9762,495
2021-01-27,10391,629
2021-01-28,11377,986
2021-01-29,11855,478
2021-01-30,11871,16
2021-01-31,11951,80
2021-02-01,12492,541
2021-02-02,12963,471
2021-02-03,13722,759
2021-02-04,15081,1359
2021-02-05,15765,684
2021-02-06,16061,296
2021-02-07,16067,6
2021-02-08,16346,279
2021-02-09,16655,309
2021-02-10,17801,1146
2021-02-11,18819,1018
2021-02-12,19216,397
2021-02-13,19377,161
2021-02-14,19381,4
2021-02-15,19479,98
2021-02-16,20269,790
2021-02-17,21023,754
2021-02-18,21987,964
2021-02-19,22485,498
2021-02-20,22801,316
2021-02-21,22831,30
2021-02-22,23438,607
2021-02-23,23951,513
2021-02-24,24486,535
2021-02-25,25253,767
2021-02-26,25490,237
2021-02-27,25788,298
2021-02-28,25792,4
2021-03-01,26224,432
2021-03-02,26559,335
2021-03-03,27110,551
2021-03-04,27553,443
2021-03-05,27950,397
2021-03-06,28060,110
2021-03-07,28064,4
2021-03-08,28328,264
2021-03-09,28650,322
2021-03-10,29392,742
2021-03-11,29937,545
2021-03-12,30339,402
2021-03-13,30425,86
2021-03-14,30428,3
2021-03-15,30656,228
2021-03-16,31079,423
2021-03-17,31426,347
2021-03-18,31723,297
2021-03-19,31928,205
2021-03-20,32163,235
2021-03-21,32170,7
2021-03-22,32475,305
2021-03-23,32783,308
2021-03-24,33216,433
2021-03-25,33513,297
2021-03-26,33717,204
2021-03-27,33792,75
2021-03-28,33799,7
2021-03-29,34033,234
2021-03-30,34282,249
2021-03-31,34575,293
2021-04-01,34783,208
2021-04-02,35006,223
2021-04-03,35110,104
2021-04-04,35118,8
2021-04-05,35320,202
2021-04-06,35554,234
2021-04-07,35773,219
2021-04-08,36013,240
2021-04-09,36228,215
2021-04-10,36300,72
2021-04-11,36313,13
2021-04-12,36542,229
2021-04-13,36717,175
2021-04-14,36875,158
2021-04-15,37034,159
2021-04-16,37218,184
2021-04-17,37242,24
2021-04-18,37248,6
2021-04-19,37407,159
2021-04-20,37551,144
2021-04-21,37670,119
2021-04-22,37802,132
2021-04-23,37936,134
2021-04-24,37993,57
2021-04-25,38000,7
2021-04-26,38138,138
2021-04-27,38284,146
2021-04-28,38433,149
2021-04-29,38576,143
2021-04-30,38731,155
2021-05-01,38795,64
2021-05-02,38798,3
2021-05-03,38920,122
2021-05-04,39053,133
2021-05-05,39155,102
2021-05-06,39237,82
2021-05-07,39349,112
2021-05-08,39374,25
2021-05-09,39379,5
2021-05-10,39501,122
2021-05-11,39614,113
2021-05-12,39724,110
2021-05-13,39918,194
2021-05-14,40203,285
2021-05-15,40632,429
2021-05-16,40640,8
2021-05-17,40962,322
2021-05-18,41264,302
2021-05-19,41468,204
2021-05-20,41676,208
2021-05-21,41810,134
2021-05-22,41887,77
2021-05-23,41894,7
2021-05-24,42038,144
2021-05-25,42186,148
2021-05-26,42333,147
2021-05-27,42485,152
2021-05-28,42608,123
2021-05-29,42628,20
2021-05-30,42633,5
2021-05-31,42640,7
2021-06-01,42772,132
2021-06-02,42875,103
2021-06-03,42988,113
2021-06-04,43250,262
2021-06-05,43603,353
2021-06-06,43614,11
2021-06-07,43903,289
2021-06-08,44246,343
2021-06-09,44531,285
2021-06-10,44672,141
2021-06-11,44822,150
2021-06-12,44859,37
2021-06-13,44865,6
2021-06-14,45006,141
2021-06-15,45153,147
2021-06-16,45303,150
2021-06-17,45401,98
2021-06-18,45463,62
2021-06-19,45496,33
2021-06-20,45500,4
2021-06-21,45609,109
2021-06-22,45715,106
2021-06-23,45819,104
2021-06-24,45889,70
2021-06-25,45983,94
2021-06-26,46022,39
2021-06-27,46027,5
2021-06-28,46127,100
2021-06-29,46251,124
2021-06-30,46372,121
2021-07-01,46438,66
2021-07-02,46510,72
2021-07-03,46516,6
2021-07-04,46518,2
2021-07-05,46523,5
2021-07-06,46652,129
2021-07-07,46730,78
2021-07-08,46807,77
2021-07-09,46861,54
2021-07-10,46866,5
2021-07-11,46868,2
2021-07-12,46968,100
2021-07-13,47048,80
2021-07-14,47147,99
2021-07-15,47206,59
2021-07-16,47297,91
2021-07-17,47311,14
2021-07-18,47318,7
2021-07-19,47381,63
2021-07-20,47473,92
2021-07-21,47552,79
2021-07-22,47628,76
2021-07-23,47743,115
2021-07-24,47749,6
2021-07-25,47753,4
2021-07-26,47834,81
2021-07-27,47954,120
2021-07-28,48070,116
2021-07-29,48178,108
2021-07-30,48280,102
2021-07-31,48297,17
2021-08-01,48300,3
2021-08-02,48417,117
2021-08-03,48552,135
2021-08-04,48653,101
2021-08-05,48725,72
2021-08-06,48844,119
2021-08-07,48857,13
2021-08-08,48862,5
2021-08-09,48986,124
2021-08-10,49079,93
2021-08-11,49189,110
2021-08-12,49283,94
2021-08-13,49429,146
2021-08-14,49456,27
2021-08-15,49472,16
2021-08-16,49572,100
2021-08-17,49684,112
2021-08-18,49808,124
2021-08-19,49910,102
2021-08-20,50042,132
2021-08-21,50060,18
2021-08-22,50072,12
2021-08-23,50187,115
2021-08-24,50299,112
2021-08-25,50405,106
2021-08-26,50524,119
2021-08-27,50674,150
2021-08-28,50702,28
2021-08-29,50710,8
2021-08-30,50804,94
2021-08-31,50896,92
2021-09-01,50994,98
2021-09-02,51077,83
2021-09-03,51205,128
2021-09-04,51225,20
2021-09-05,51230,5
2021-09-06,51235,5
2021-09-07,51318,83
2021-09-08,51425,107
2021-09-09,51495,70
2021-09-10,51592,97
2021-09-11,51610,18
2021-09-12,51616,6
2021-09-13,51701,85
2021-09-14,51773,72
2021-09-15,51851,78
2021-09-16,51912,61
2021-09-17,52047,135
2021-09-18,52056,9
2021-09-19,52063,7
2021-09-20,52129,66
2021-09-21,52216,87
2021-09-22,52274,58
2021-09-23,52328,54
2021-09-24,52452,124
2021-09-25,52498,46
2021-09-26,52542,44
2021-09-27,52616,74
2021-09-28,52740,124
2021-09-29,52922,182
2021-09-30,53186,264
2021-10-01,53396,210
2021-10-02,53465,69
2021-10-03,53519,54
2021-10-04,53642,123
2021-10-05,53824,182
2021-10-06,53977,153
2021-10-07,54180,203
2021-10-08,54362,182
2021-10-09,54439,77
2021-10-10,54467,28
2021-10-11,54519,52
2021-10-12,54666,147
2021-10-13,54891,225
2021-10-14,55045,154
2021-10-15,55181,136
2021-10-16,55234,53
2021-10-17,55256,22
2021-10-18,55401,145
2021-10-19,55541,140
2021-10-20,55696,155
2021-10-21,55795,99
2021-10-22,55923,128
2021-10-23,56010,87
2021-10-24,56082,72
2021-10-25,56263,181
2021-10-26,56461,198
2021-10-27,56816,355
2021-10-28,57131,315
2021-10-29,57341,210
2021-10-30,57398,57
2021-10-31,57479,81
2021-11-01,57725,246
2021-11-02,57965,240
2021-11-03,58220,255
2021-11-04,58713,493
2021-11-05,58933,220
2021-11-06,59095,162
2021-11-07,59271,176
2021-11-08,59523,252
2021-11-09,59817,294
2021-11-10,60202,385
2021-11-11,60439,237
2021-11-12,60836,397
2021-11-13,60987,151
2021-11-14,61195,208
2021-11-15,61463,268
2021-11-16,61900,437
2021-11-17,62223,323
2021-11-18,62519,296
2021-11-19,62908,389
2021-11-20,63092,184
2021-11-21,63206,114
2021-11-22,63597,391
2021-11-23,63959,362
2021-11-24,64210,251
2021-11-26,64456,246
2021-11-27,64556,100
2021-11-28,64702,146
2021-11-29,64998,296
2021-11-30,65375,377
2021-12-01,65717,342
2021-12-02,65961,244
2021-12-03,66503,542
2021-12-04,66760,257
2021-12-05,66890,130
2021-12-06,67147,257
2021-12-07,67468,321
2021-12-08,67782,314
2021-12-09,68068,286
2021-12-10,68377,309
2021-12-11,68539,162
2021-12-12,68632,93
2021-12-13,68899,267
2021-12-14,69156,257
2021-12-15,69410,254
2021-12-16,69649,239
2021-12-17,69856,207
2021-12-18,69931,75
2021-12-19,70012,81
2021-12-20,70245,233
2021-12-21,70490,245
2021-12-22,70811,321
2021-12-23,70952,141
2021-12-24,70987,35
2021-12-25,70988,1
2021-12-26,71018,30
2021-12-27,71287,269
2021-12-28,71572,285
2021-12-29,71873,301
2021-12-30,72078,205
2021-12-31,72117,39
2022-01-01,72119,2
2022-01-02,72179,60
2022-01-03,72388,209
2022-01-04,72605,217
2022-01-05,72831,226
2022-01-06,73006,175
2022-01-07,73301,295
2022-01-08,73435,134
2022-01-09,73544,109
2022-01-10,73735,191
2022-01-11,73918,183
2022-01-12,74197,279
2022-01-13,74407,210
2022-01-14,74629,222
2022-01-15,74703,74
2022-01-16,74797,94
2022-01-17,74841,44
2022-01-18,75061,220
2022-01-19,75294,233
2022-01-20,75510,216
2022-01-21,75695,185
2022-01-22,75768,73
2022-01-23,75832,64
2022-01-24,75974,142
2022-01-25,76128,154
2022-01-26,76243,115
2022-01-27,76411,168
2022-01-28,76576,165
2022-01-29,76643,67
2022-01-30,76694,51
2022-01-31,76814,120
2022-02-01,76942,128
2022-02-02,77045,103
2022-02-03,77144,99
2022-02-04,77259,115
2022-02-05,77286,27
2022-02-06,77325,39
2022-02-07,77397,72
2022-02-08,77508,111
2022-02-09,77564,56
2022-02-10,77582,18
