date,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise
1/1/2021,340,323,285,292,211,2
1/1/2022,15164,10416,9847,12767,25814,12870
1/10/2021,459,468,399,406,664,4
1/10/2022,15363,10544,9980,12877,25920,13264
1/11/2021,473,484,423,426,871,4
1/11/2022,15390,10558,9989,12888,25927,13290
1/12/2021,481,492,433,436,1093,5
1/12/2022,15419,10572,10002,12909,25939,13343
1/13/2021,502,526,457,464,1415,5
1/13/2022,15459,10607,10028,12936,25962,13537
1/14/2021,510,536,471,477,1677,5
1/14/2022,15491,10642,10050,12965,25979,13640
1/15/2021,515,543,482,487,2105,5
1/15/2022,15504,10649,10055,12968,25984,13678
1/16/2021,533,549,492,497,2462,5
1/16/2022,15509,10653,10062,12975,25988,13689
1/17/2021,537,549,495,498,2478,5
1/17/2022,15520,10664,10071,12991,25999,13723
1/18/2021,540,553,504,507,2684,5
1/18/2022,15535,10677,10083,13001,26007,13749
1/19/2021,559,565,516,520,2895,5
1/19/2022,15557,10687,10092,13007,26017,13783
1/2/2021,341,326,289,294,214,2
1/2/2022,15170,10422,9850,12774,25814,12887
1/20/2021,571,584,534,542,3295,5
1/20/2022,15573,10703,10100,13021,26030,13836
1/21/2021,580,601,546,566,3703,5
1/21/2022,15610,10725,10119,13033,26046,13926
1/22/2021,596,606,554,574,3877,5
1/22/2022,15622,10731,10123,13035,26049,13943
1/23/2021,621,639,592,609,4235,5
1/23/2022,15633,10732,10125,13036,26053,13952
1/24/2021,632,643,598,630,4308,5
1/24/2022,15647,10739,10130,13047,26058,13978
1/25/2021,653,664,638,672,4513,5
1/25/2022,15668,10748,10136,13054,26063,13998
1/26/2021,676,709,686,738,4732,6
1/26/2022,15684,10759,10144,13063,26069,14031
1/27/2021,715,751,732,786,5165,7
1/27/2022,15707,10769,10153,13076,26083,14069
1/28/2021,769,790,788,867,5808,7
1/28/2022,15744,10803,10178,13096,26091,14180
1/29/2021,809,835,854,938,6178,8
1/29/2022,15760,10809,10182,13098,26093,14198
1/3/2021,352,340,299,310,240,2
1/3/2022,15193,10437,9863,12791,25829,12911
1/30/2021,811,840,856,943,6191,8
1/30/2022,15772,10811,10184,13098,26096,14205
1/31/2021,816,843,859,951,6218,8
1/31/2022,15783,10813,10191,13107,26099,14223
1/4/2021,357,351,309,314,260,2
1/4/2022,15215,10455,9878,12803,25843,12946
1/5/2021,376,378,323,329,271,2
1/5/2022,15243,10462,9890,12815,25857,12994
1/6/2021,398,396,343,352,289,2
1/6/2022,15268,10480,9898,12831,25874,13056
1/7/2021,408,404,352,362,325,2
1/7/2022,15324,10513,9947,12859,25903,13181
1/8/2021,438,437,380,386,366,3
1/8/2022,15336,10527,9956,12863,25909,13215
1/9/2021,453,462,399,404,661,4
1/9/2022,15344,10533,9963,12867,25912,13223
10/1/2021,13136,8915,8495,11432,24032,6092
10/10/2021,13304,9006,8600,11493,24096,6180
10/11/2021,13323,9016,8610,11498,24105,6190
10/12/2021,13346,9025,8617,11503,24109,6203
10/13/2021,13366,9049,8626,11509,24113,6220
10/14/2021,13396,9069,8643,11526,24123,6231
10/15/2021,13418,9083,8656,11543,24134,6238
10/16/2021,13459,9116,8674,11553,24138,6936
10/17/2021,13466,9119,8679,11554,24142,6941
10/18/2021,13489,9148,8694,11563,24150,6952
10/19/2021,13505,9157,8706,11575,24157,6963
10/2/2021,13144,8915,8499,11435,24034,6098
10/20/2021,13513,9171,8712,11582,24163,6967
10/21/2021,13525,9185,8721,11596,24175,6973
10/22/2021,13560,9217,8741,11609,24204,6996
10/23/2021,13572,9218,8741,11613,24214,7001
10/24/2021,13580,9221,8744,11618,24224,7003
10/25/2021,13602,9232,8756,11626,24250,7006
10/26/2021,13619,9253,8773,11640,24280,7015
10/27/2021,13634,9273,8786,11652,24303,7018
10/28/2021,13661,9289,8805,11663,24348,7026
10/29/2021,13694,9307,8825,11682,24395,7081
10/3/2021,13149,8917,8501,11437,24035,6099
10/30/2021,13701,9312,8830,11687,24407,7086
10/31/2021,13707,9315,8831,11689,24411,7086
10/4/2021,13170,8924,8517,11441,24043,6107
10/5/2021,13206,8938,8528,11450,24047,6116
10/6/2021,13231,8957,8551,11459,24059,6122
10/7/2021,13262,8975,8567,11473,24073,6146
10/8/2021,13283,8996,8591,11487,24093,6170
10/9/2021,13300,9002,8596,11492,24094,6180
11/1/2021,13728,9328,8840,11703,24451,7095
11/10/2021,13935,9471,8969,11825,24667,7522
11/11/2021,13958,9494,8994,11842,24705,7627
11/12/2021,14006,9535,9029,11878,24756,7886
11/13/2021,14049,9577,9061,11894,24772,8593
11/14/2021,14067,9584,9075,11904,24774,8680
11/15/2021,14087,9608,9087,11918,24793,8785
