date,Greenlee_cume,Greenlee
2020-12-18,2,
2020-12-21,16,14
2020-12-22,42,26
2020-12-23,49,7
2020-12-24,53,4
2020-12-26,54,1
2020-12-28,56,2
2020-12-29,64,8
2020-12-30,85,21
2020-12-31,115,30
2021-01-01,117,2
2021-01-04,118,1
2021-01-05,140,22
2021-01-06,155,15
2021-01-07,193,38
2021-01-08,209,16
2021-01-09,210,1
2021-01-12,249,39
2021-01-13,289,40
2021-01-14,352,63
2021-01-15,367,15
2021-01-16,368,1
2021-01-18,393,25
2021-01-19,430,37
2021-01-20,462,32
2021-01-21,709,247
2021-01-22,897,188
2021-01-23,1252,355
2021-01-24,1260,8
2021-01-25,1305,45
2021-01-26,1309,4
2021-01-27,1389,80
2021-01-28,1638,249
2021-01-29,1772,134
2021-01-30,1774,2
2021-02-01,1802,28
2021-02-02,1872,70
2021-02-03,1905,33
2021-02-04,1988,83
2021-02-05,2140,152
2021-02-06,2143,3
2021-02-08,2161,18
2021-02-09,2199,38
2021-02-10,2299,100
2021-02-11,2441,142
2021-02-12,2632,191
2021-02-13,2637,5
2021-02-15,2675,38
2021-02-16,2754,79
2021-02-17,2900,146
2021-02-18,3155,255
2021-02-19,3161,6
2021-02-20,3163,2
2021-02-22,3223,60
2021-02-23,3531,308
2021-02-24,3689,158
2021-02-25,3816,127
2021-02-26,3969,153
2021-02-28,3984,15
2021-03-01,4013,29
2021-03-02,4163,150
2021-03-03,4214,51
2021-03-04,4255,41
2021-03-05,4396,141
2021-03-06,4397,1
2021-03-07,4398,1
2021-03-08,4437,39
2021-03-09,4509,72
2021-03-10,4590,81
2021-03-11,4655,65
2021-03-12,4768,113
2021-03-13,4774,6
2021-03-15,4884,110
2021-03-16,4909,25
2021-03-17,4964,55
2021-03-18,4987,23
2021-03-19,5025,38
2021-03-20,5026,1
2021-03-22,5032,6
2021-03-23,5047,15
2021-03-24,5057,10
2021-03-25,5098,41
2021-03-26,5148,50
2021-03-27,5152,4
2021-03-28,5161,9
2021-03-29,5170,9
2021-03-30,5224,54
2021-03-31,5235,11
2021-04-01,5295,60
2021-04-02,5322,27
2021-04-03,5323,1
2021-04-05,5338,15
2021-04-06,5363,25
2021-04-07,5380,17
2021-04-08,5436,56
2021-04-09,5474,38
2021-04-10,5477,3
2021-04-11,5478,1
2021-04-12,5523,45
2021-04-13,5538,15
2021-04-14,5555,17
2021-04-15,5581,26
2021-04-16,5613,32
2021-04-17,5614,1
2021-04-19,5616,2
2021-04-20,5633,17
2021-04-21,5640,7
2021-04-22,5671,31
2021-04-23,5674,3
2021-04-24,5677,3
2021-04-26,5681,4
2021-04-27,5712,31
2021-04-28,5720,8
2021-04-29,5729,9
2021-04-30,5750,21
2021-05-01,5753,3
2021-05-03,5754,1
2021-05-04,5772,18
2021-05-05,5781,9
2021-05-06,5795,14
2021-05-07,5798,3
2021-05-08,5800,2
2021-05-10,5816,16
2021-05-11,5817,1
2021-05-12,5835,18
2021-05-13,5854,19
2021-05-14,5860,6
2021-05-16,5863,3
2021-05-17,5865,2
2021-05-18,5878,13
2021-05-19,5883,5
2021-05-20,5906,23
2021-05-21,5937,31
2021-05-22,5950,13
2021-05-23,5951,1
2021-05-24,5953,2
2021-05-25,5970,17
2021-05-26,5973,3
2021-05-27,5983,10
2021-05-28,5994,11
2021-05-29,5996,2
2021-06-01,6013,17
2021-06-02,6015,2
2021-06-03,6028,13
2021-06-04,6033,5
2021-06-05,6034,1
2021-06-07,6037,3
2021-06-08,6043,6
2021-06-09,6046,3
2021-06-10,6053,7
2021-06-11,6056,3
2021-06-12,6063,7
2021-06-14,6065,2
2021-06-15,6078,13
2021-06-16,6081,3
2021-06-17,6100,19
2021-06-18,6104,4
2021-06-19,6108,4
2021-06-20,6109,1
2021-06-21,6112,3
2021-06-22,6121,9
2021-06-24,6124,3
2021-06-25,6131,7
2021-06-26,6133,2
2021-06-28,6135,2
2021-06-29,6147,12
2021-06-30,6148,1
2021-07-01,6159,11
2021-07-02,6163,4
2021-07-06,6166,3
2021-07-07,6171,5
2021-07-08,6180,9
2021-07-09,6183,3
2021-07-11,6185,2
2021-07-12,6195,10
2021-07-13,6197,2
2021-07-14,6200,3
2021-07-15,6208,8
2021-07-16,6209,1
2021-07-19,6212,3
2021-07-20,6227,15
2021-07-21,6230,3
2021-07-22,6241,11
2021-07-23,6259,18
2021-07-24,6262,3
2021-07-25,6265,3
2021-07-26,6273,8
2021-07-27,6279,6
2021-07-28,6287,8
2021-07-29,6312,25
2021-07-30,6320,8
2021-07-31,6323,3
2021-08-01,6324,1
2021-08-02,6331,7
2021-08-03,6344,13
2021-08-04,6358,14
2021-08-05,6374,16
2021-08-06,6384,10
2021-08-07,6389,5
2021-08-08,6391,2
2021-08-09,6406,15
2021-08-10,6421,15
2021-08-11,6427,6
2021-08-12,6473,46
2021-08-13,6494,21
2021-08-14,6499,5
2021-08-15,6500,1
2021-08-16,6518,18
2021-08-17,6558,40
2021-08-18,6576,18
2021-08-19,6611,35
2021-08-20,6660,49
2021-08-21,6758,98
2021-08-22,6759,1
2021-08-23,6785,26
2021-08-24,6804,19
2021-08-25,6824,20
2021-08-26,6870,46
2021-08-27,6901,31
2021-08-28,6908,7
2021-08-29,6909,1
2021-08-30,6947,38
2021-08-31,6973,26
2021-09-01,6988,15
2021-09-02,7006,18
2021-09-03,7032,26
2021-09-04,7034,2
2021-09-07,7051,17
2021-09-08,7071,20
2021-09-09,7116,45
2021-09-10,7147,31
2021-09-11,7212,65
2021-09-12,7213,1
2021-09-13,7224,11
