date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,310,412,428,648,457,6
1/1/2022,12540,8898,11461,21321,59497,6301
1/10/2021,563,701,794,1126,1000,9
1/10/2022,12713,9003,11541,21462,59701,6457
1/11/2021,572,709,803,1142,1029,10
1/11/2022,12734,9013,11547,21474,59723,6477
1/12/2021,591,734,832,1187,1125,10
1/12/2022,12751,9024,11553,21487,59744,6489
1/13/2021,636,783,918,1281,1323,11
1/13/2022,12768,9039,11563,21505,59760,6511
1/14/2021,669,828,973,1353,1439,13
1/14/2022,12787,9052,11573,21527,59784,6562
1/15/2021,684,840,986,1373,1490,13
1/15/2022,12798,9057,11581,21533,59790,6572
1/16/2021,705,872,1030,1419,1637,15
1/16/2022,12812,9061,11583,21534,59798,6578
1/17/2021,707,874,1033,1427,1655,16
1/17/2022,12828,9065,11588,21543,59814,6595
1/18/2021,715,877,1049,1453,1824,18
1/18/2022,12842,9073,11595,21551,59825,6612
1/19/2021,750,929,1104,1533,1981,18
1/19/2022,12855,9079,11602,21564,59846,6635
1/2/2021,330,445,451,679,469,6
1/2/2022,12552,8905,11471,21329,59503,6311
1/20/2021,792,979,1172,1625,2268,18
1/20/2022,12872,9089,11606,21575,59864,6658
1/21/2021,914,1137,1348,1863,2980,18
1/21/2022,12886,9096,11617,21589,59882,6688
1/22/2021,1050,1271,1521,2116,3927,19
1/22/2022,12892,9102,11619,21596,59884,6695
1/23/2021,1090,1328,1575,2222,5080,22
1/23/2022,12895,9106,11622,21598,59888,6706
1/24/2021,1106,1345,1597,2297,6284,23
1/24/2022,12910,9113,11630,21606,59894,6712
1/25/2021,1129,1369,1628,2375,6934,23
1/25/2022,12921,9120,11638,21616,59908,6727
1/26/2021,1140,1380,1658,2418,7299,23
1/26/2022,12934,9124,11645,21626,59917,6734
1/27/2021,1214,1435,1732,2600,8574,24
1/27/2022,12942,9127,11650,21638,59929,6755
1/28/2021,1263,1507,1837,2804,9978,30
1/28/2022,12959,9130,11662,21653,59938,6779
1/29/2021,1343,1566,1934,2977,11241,34
1/29/2022,12962,9136,11665,21655,59940,6785
1/3/2021,330,447,451,681,471,6
1/3/2022,12581,8918,11481,21348,59535,6325
1/30/2021,1390,1593,1990,3065,11879,34
1/30/2022,12966,9136,11667,21655,59944,6788
1/31/2021,1427,1620,2038,3155,12593,36
1/31/2022,12969,9142,11670,21658,59948,6794
1/4/2021,339,451,461,693,477,6
1/4/2022,12597,8924,11488,21368,59563,6343
1/5/2021,346,460,477,712,502,6
1/5/2022,12624,8936,11500,21388,59592,6362
1/6/2021,354,467,488,739,539,7
1/6/2022,12649,8950,11510,21400,59622,6389
1/7/2021,436,566,631,879,739,8
1/7/2022,12679,8973,11523,21419,59661,6418
1/8/2021,529,671,757,1085,952,9
1/8/2022,12694,8979,11529,21432,59672,6431
1/9/2021,562,700,793,1126,997,9
1/9/2022,12705,8984,11537,21441,59678,6439
10/1/2021,11041,8011,10437,19643,55568,4487
10/10/2021,11188,8083,10518,19724,55711,4525
10/11/2021,11204,8094,10521,19740,55741,4531
10/12/2021,11216,8097,10528,19750,55753,4542
10/13/2021,11233,8103,10534,19761,55765,4557
10/14/2021,11248,8115,10543,19777,55790,4561
10/15/2021,11266,8123,10551,19791,55809,4569
10/16/2021,11279,8128,10556,19796,55818,4576
10/17/2021,11295,8137,10565,19801,55824,4579
10/18/2021,11312,8145,10570,19807,55836,4585
10/19/2021,11334,8154,10576,19817,55847,4595
10/2/2021,11064,8018,10446,19653,55581,4494
10/20/2021,11351,8160,10582,19827,55876,4597
10/21/2021,11370,8171,10592,19843,55890,4603
10/22/2021,11386,8179,10604,19866,55945,4609
10/23/2021,11388,8181,10613,19879,55990,4609
10/24/2021,11393,8187,10616,19884,56012,4612
10/25/2021,11407,8193,10626,19899,56097,4618
10/26/2021,11412,8205,10636,19911,56190,4622
10/27/2021,11426,8211,10648,19928,56277,4626
10/28/2021,11447,8219,10656,19949,56367,4631
10/29/2021,11470,8228,10669,19960,56466,4637
10/3/2021,11073,8020,10447,19654,55584,4497
10/30/2021,11485,8230,10674,19966,56494,4637
10/31/2021,11489,8235,10677,19971,56517,4638
10/4/2021,11091,8028,10463,19665,55602,4500
10/5/2021,11110,8037,10471,19680,55631,4504
10/6/2021,11125,8049,10481,19689,55653,4505
10/7/2021,11141,8063,10493,19701,55672,4507
10/8/2021,11161,8072,10505,19718,55699,4520
10/9/2021,11176,8080,10514,19721,55706,4524
11/1/2021,11503,8245,10684,19989,56589,4644
11/10/2021,11663,8340,10796,20171,57198,4927
11/11/2021,11686,8350,10811,20204,57271,5001
11/12/2021,11711,8372,10828,20237,57380,5065
11/13/2021,11721,8387,10838,20248,57411,5076
11/14/2021,11732,8392,10846,20257,57435,5083
11/15/2021,11750,8408,10856,20284,57503,5112
11/16/2021,11768,8422,10868,20303,57582,5200
11/17/2021,11789,8438,10879,20325,57668,5293
11/18/2021,11817,8455,10900,20354,57771,5336
11/19/2021,11843,8473,10917,20387,57851,5355
11/2/2021,11521,8256,10695,20006,56658,4649
11/20/2021,11856,8481,10926,20407,57892,5371
