date,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise
1/1/2021,341,328,283,290,230,3
1/1/2022,14602,10069,9503,12360,25163,12272
1/10/2021,459,467,394,404,667,5
1/10/2022,14794,10198,9636,12474,25270,12648
1/11/2021,471,482,418,423,865,5
1/11/2022,14821,10212,9645,12485,25276,12674
1/12/2021,478,490,426,433,1083,6
1/12/2022,14849,10225,9658,12505,25288,12725
1/13/2021,498,525,450,460,1399,6
1/13/2022,14890,10258,9684,12533,25311,12905
1/14/2021,503,533,464,471,1652,6
1/14/2022,14922,10292,9706,12563,25327,13001
1/15/2021,508,540,474,482,2078,6
1/15/2022,14934,10299,9711,12564,25332,13036
1/16/2021,524,545,483,494,2439,6
1/16/2022,14939,10303,9718,12571,25336,13047
1/17/2021,527,546,486,495,2454,6
1/17/2022,14949,10315,9727,12587,25347,13080
1/18/2021,530,551,493,504,2631,6
1/18/2022,14964,10328,9739,12597,25355,13106
1/19/2021,550,563,510,521,2852,6
1/19/2022,14986,10337,9747,12602,25366,13139
1/2/2021,342,331,287,293,232,3
1/2/2022,14608,10076,9506,12367,25164,12290
1/20/2021,562,578,526,544,3233,7
1/20/2022,15002,10353,9754,12616,25377,13192
1/21/2021,569,593,538,567,3613,7
1/21/2022,15039,10374,9773,12628,25393,13279
1/22/2021,584,600,546,576,3780,7
1/22/2022,15051,10381,9777,12630,25396,13295
1/23/2021,609,635,583,611,4139,7
1/23/2022,15063,10382,9779,12630,25400,13303
1/24/2021,619,640,589,632,4213,7
1/24/2022,15078,10389,9784,12640,25405,13330
1/25/2021,645,664,631,682,4405,7
1/25/2022,15096,10396,9789,12644,25409,13349
1/26/2021,669,708,681,742,4626,8
1/26/2022,15113,10407,9797,12653,25416,13377
1/27/2021,696,745,726,790,5015,8
1/27/2022,15134,10416,9806,12666,25428,13416
1/28/2021,750,786,779,872,5651,8
1/28/2022,15159,10445,9825,12684,25435,13510
1/29/2021,794,833,846,949,6040,8
1/29/2022,15175,10451,9829,12686,25437,13528
1/3/2021,353,345,299,308,257,3
1/3/2022,14633,10091,9521,12384,25179,12314
1/30/2021,796,838,848,954,6057,8
1/30/2022,15187,10453,9830,12686,25440,13533
1/31/2021,801,841,851,962,6086,8
1/31/2022,15191,10455,9836,12691,25443,13543
1/4/2021,359,354,304,310,278,3
1/4/2022,14652,10110,9536,12396,25197,12350
1/5/2021,379,381,318,325,290,3
1/5/2022,14677,10117,9548,12408,25210,12396
1/6/2021,401,398,338,350,308,3
1/6/2022,14704,10134,9558,12424,25226,12459
1/7/2021,408,405,347,360,339,3
1/7/2022,14758,10167,9603,12455,25254,12567
1/8/2021,438,438,375,384,369,4
1/8/2022,14769,10181,9612,12459,25260,12600
1/9/2021,453,462,394,402,664,5
1/9/2022,14777,10187,9619,12464,25263,12608
10/1/2021,12718,8654,8235,11100,23483,5963
10/10/2021,12870,8739,8332,11156,23540,6041
10/11/2021,12886,8748,8342,11161,23549,6051
10/12/2021,12908,8754,8348,11167,23553,6063
10/13/2021,12929,8777,8355,11171,23557,6075
10/14/2021,12960,8798,8372,11188,23567,6085
10/15/2021,12980,8813,8384,11203,23577,6092
10/16/2021,13016,8845,8401,11212,23581,6724
10/17/2021,13024,8848,8407,11213,23584,6729
10/18/2021,13044,8871,8421,11222,23593,6741
10/19/2021,13059,8879,8433,11234,23600,6747
10/2/2021,12726,8654,8239,11103,23484,5969
10/20/2021,13067,8892,8439,11241,23607,6751
10/21/2021,13078,8905,8447,11255,23616,6758
10/22/2021,13110,8935,8465,11268,23639,6777
10/23/2021,13121,8936,8465,11272,23648,6782
10/24/2021,13126,8938,8468,11277,23659,6783
10/25/2021,13146,8948,8479,11285,23686,6787
10/26/2021,13160,8968,8492,11295,23711,6794
10/27/2021,13176,8986,8505,11306,23732,6796
10/28/2021,13200,9002,8521,11315,23771,6804
10/29/2021,13223,9019,8539,11331,23815,6842
10/3/2021,12731,8656,8241,11104,23485,5970
