date,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave
1/1/2021,286,384,439,501,372,7
1/1/2022,8875,6792,9283,18070,45264,3950
1/10/2021,435,554,648,749,858,10
1/10/2022,9034,6888,9391,18250,45461,4096
1/11/2021,452,568,678,787,957,10
1/11/2022,9050,6897,9404,18273,45491,4114
1/12/2021,472,591,707,835,1124,10
1/12/2022,9060,6903,9415,18288,45518,4123
1/13/2021,491,622,745,882,1295,11
1/13/2022,9080,6911,9422,18300,45544,4137
1/14/2021,526,651,794,950,1501,13
1/14/2022,9102,6924,9439,18319,45568,4183
1/15/2021,552,695,831,1018,1736,13
1/15/2022,9113,6932,9442,18326,45578,4194
1/16/2021,563,712,847,1057,2008,14
1/16/2022,9117,6935,9446,18328,45582,4197
1/17/2021,564,715,847,1059,2033,14
1/17/2022,9124,6940,9457,18345,45599,4203
1/18/2021,582,735,874,1095,2273,14
1/18/2022,9133,6950,9464,18357,45621,4215
1/19/2021,600,755,906,1151,2464,15
1/19/2022,9144,6962,9469,18367,45648,4224
1/2/2021,292,394,448,512,385,7
1/2/2022,8889,6797,9289,18084,45273,3955
1/20/2021,634,785,931,1218,2743,15
1/20/2022,9149,6967,9471,18374,45663,4229
1/21/2021,652,810,959,1260,2925,15
1/21/2022,9164,6976,9482,18385,45680,4254
1/22/2021,680,833,986,1309,3169,15
1/22/2022,9172,6979,9486,18390,45687,4255
1/23/2021,693,843,995,1328,3775,15
1/23/2022,9176,6979,9490,18391,45691,4257
1/24/2021,693,849,1004,1334,4302,15
1/24/2022,9182,6989,9499,18408,45711,4265
1/25/2021,699,856,1015,1355,4572,16
1/25/2022,9190,6996,9505,18416,45729,4275
1/26/2021,714,863,1024,1381,4934,16
1/26/2022,9202,7002,9516,18426,45744,4283
1/27/2021,738,882,1051,1430,5355,16
1/27/2022,9216,7009,9521,18433,45758,4290
1/28/2021,756,906,1081,1479,5890,16
1/28/2022,9232,7023,9530,18446,45766,4304
1/29/2021,771,915,1095,1508,6277,16
1/29/2022,9238,7031,9533,18450,45771,4312
1/3/2021,294,395,457,518,393,7
1/3/2022,8905,6806,9306,18115,45316,3973
1/30/2021,776,920,1107,1527,6581,16
1/30/2022,9241,7032,9534,18452,45773,4317
1/31/2021,779,921,1114,1539,7056,16
1/31/2022,9246,7036,9535,18455,45780,4320
1/4/2021,312,425,489,563,461,8
1/4/2022,8927,6818,9323,18142,45341,3988
1/5/2021,327,448,511,591,506,8
1/5/2022,8953,6831,9337,18167,45376,3999
1/6/2021,367,482,551,654,580,8
1/6/2022,8966,6839,9351,18193,45404,4017
1/7/2021,393,511,595,688,697,10
1/7/2022,8985,6860,9371,18217,45429,4061
1/8/2021,424,544,634,730,807,10
1/8/2022,9007,6870,9381,18230,45443,4081
1/9/2021,430,552,643,743,825,10
1/9/2022,9018,6878,9385,18235,45446,4085
10/1/2021,7494,6011,8313,16491,41721,2864
10/10/2021,7618,6076,8385,16588,41848,2912
10/11/2021,7631,6087,8393,16605,41865,2917
10/12/2021,7653,6098,8407,16617,41888,2921
10/13/2021,7664,6109,8417,16626,41913,2926
10/14/2021,7679,6112,8432,16638,41939,2934
10/15/2021,7712,6131,8449,16648,41964,2949
10/16/2021,7728,6141,8460,16650,41969,2957
10/17/2021,7736,6142,8462,16654,41973,2960
10/18/2021,7768,6150,8476,16668,41988,2960
10/19/2021,7787,6164,8484,16683,42011,2973
10/2/2021,7503,6022,8319,16500,41741,2867
10/20/2021,7796,6173,8495,16691,42027,2975
10/21/2021,7819,6179,8505,16701,42042,2978
10/22/2021,7841,6198,8530,16712,42090,2985
10/23/2021,7849,6204,8536,16722,42140,2988
10/24/2021,7853,6207,8538,16728,42158,2992
10/25/2021,7868,6213,8552,16751,42247,2992
10/26/2021,7884,6220,8561,16765,42311,2995
10/27/2021,7896,6227,8577,16785,42390,3000
10/28/2021,7912,6232,8587,16812,42461,3006
10/29/2021,7930,6241,8596,16841,42519,3016
10/3/2021,7508,6024,8319,16500,41746,2871
10/30/2021,7939,6244,8607,16853,42549,3018
10/31/2021,7945,6245,8615,16857,42560,3019
10/4/2021,7525,6028,8330,16516,41763,2875
10/5/2021,7544,6040,8337,16530,41784,2882
10/6/2021,7567,6050,8340,16548,41802,2885
10/7/2021,7590,6057,8352,16563,41816,2887
10/8/2021,7609,6069,8369,16582,41840,2908
10/9/2021,7617,6075,8376,16587,41846,2911
11/1/2021,7949,6248,8620,16876,42621,3027
11/10/2021,8054,6315,8698,17006,43080,3192
11/11/2021,8078,6331,8721,17028,43158,3214
11/12/2021,8102,6347,8744,17067,43195,3240
11/13/2021,8118,6352,8751,17081,43219,3257
11/14/2021,8124,6355,8756,17086,43243,3263
11/15/2021,8145,6359,8776,17103,43313,3277
11/16/2021,8170,6370,8793,17115,43362,3294
