date,20-34_Maricopa,35-44_Maricopa,45-54_Maricopa,55-64_Maricopa,65+_Maricopa,<20_Maricopa
1/1/2021,11600,13171,12359,9969,6331,98
1/1/2022,552829,381348,391525,409843,662486,315842
1/10/2021,19771,20240,19300,16212,12319,203
1/10/2022,558961,384277,394264,412274,664649,326215
1/11/2021,20997,21352,20537,17200,14222,236
1/11/2022,559708,384687,394577,412551,664907,327441
1/12/2021,22966,23339,22555,18911,19117,313
1/12/2022,560367,385015,394878,412844,665148,328826
1/13/2021,24964,25459,24792,20598,24708,373
1/13/2022,561230,385387,395186,413133,665410,330072
1/14/2021,26889,27584,27084,22515,30781,406
1/14/2022,562039,385761,395457,413377,665595,331684
1/15/2021,29080,29584,29227,24321,35727,457
1/15/2022,562498,386011,395638,413538,665684,332906
1/16/2021,30435,30768,30519,25498,38934,485
1/16/2022,562739,386123,395739,413627,665741,333318
1/17/2021,31397,31661,31479,26461,42099,507
1/17/2022,563259,386377,395990,413836,665881,334364
1/18/2021,32449,32605,32645,27599,47412,533
1/18/2022,563919,386681,396251,414040,666086,335296
1/19/2021,33715,33821,33981,28917,53800,590
1/19/2022,564653,387023,396528,414292,666271,336493
1/2/2021,13113,14556,13616,11059,7112,116
1/2/2022,553166,381502,391681,409975,662602,316159
1/20/2021,35015,35100,35618,30482,60902,623
1/20/2022,565300,387310,396793,414526,666455,337535
1/21/2021,36505,36593,37510,32375,69276,667
1/21/2022,565925,387609,397046,414720,666619,338680
1/22/2021,39368,39227,40478,35407,77305,748
1/22/2022,566300,387835,397205,414871,666714,339556
1/23/2021,41960,41288,42961,37909,82216,808
1/23/2022,566545,387955,397327,414937,666758,339902
1/24/2021,43220,42463,44245,39322,87378,846
1/24/2022,567134,388232,397541,415153,666945,340809
1/25/2021,44529,43618,45680,40941,94994,886
1/25/2022,567592,388453,397757,415326,667091,341590
1/26/2021,46197,45077,47414,42857,106039,933
1/26/2022,568104,388685,397957,415489,667231,342509
1/27/2021,47678,46395,48932,44547,116523,964
1/27/2022,568615,388912,398139,415659,667371,343261
1/28/2021,48894,47481,50174,45970,127479,992
1/28/2022,569070,389124,398315,415820,667490,344116
1/29/2021,50921,49156,51907,47824,138383,1050
1/29/2022,569391,389261,398468,415923,667547,344828
1/3/2021,13844,15131,14131,11503,7366,131
1/3/2022,553946,381865,392026,410330,662928,317394
1/30/2021,52654,50562,53504,49402,143466,1103
1/30/2022,569622,389360,398545,415992,667601,345095
1/31/2021,53267,51107,54146,50090,147153,1127
1/31/2022,569788,389444,398632,416068,667653,345499
1/4/2021,14880,16066,15096,12310,8285,138
1/4/2022,554789,382236,392345,410647,663241,318542
1/5/2021,15822,16913,15974,13128,9089,155
1/5/2022,555651,382665,392696,411009,663610,319929
1/6/2021,16983,17886,16946,14073,9870,166
1/6/2022,556457,383052,393099,411336,663908,321197
1/7/2021,17891,18706,17777,14878,10651,176
1/7/2022,557264,383445,393496,411678,664148,322970
1/8/2021,18707,19385,18443,15453,11152,184
1/8/2022,557785,383694,393739,411856,664270,324526
1/9/2021,19395,19934,18990,15912,11982,199
1/9/2022,558150,383911,393927,411984,664357,325046
10/1/2021,496328,351271,364607,385618,631180,214894
10/10/2021,502068,354309,367106,387510,634087,217745
10/11/2021,502852,354718,367443,387809,634564,218118
10/12/2021,503376,354986,367674,387997,634861,218402
10/13/2021,504045,355329,367987,388245,635262,218738
10/14/2021,504728,355673,368305,388483,635600,219021
10/15/2021,505614,356129,368706,388779,635927,219381
10/16/2021,506231,356385,368932,388962,636101,219624
10/17/2021,506665,356565,369067,389059,636208,219775
10/18/2021,507396,356948,369392,389319,636599,220081
10/19/2021,508027,357312,369641,389556,636923,220365
10/2/2021,497003,351597,364888,385807,631430,215240
10/20/2021,508690,357673,369896,389799,637285,220704
10/21/2021,509349,358037,370196,390013,637620,220959
10/22/2021,510108,358503,370588,390342,638079,221330
10/23/2021,510583,358766,370852,390512,638319,221557
10/24/2021,510877,358938,370996,390644,638511,221684
10/25/2021,511641,359359,371331,390971,639049,221990
10/26/2021,512338,359733,371670,391232,639592,222262
10/27/2021,513064,360113,372043,391552,640152,222547
10/28/2021,513694,360471,372342,391844,640664,222783
10/29/2021,514430,360948,372779,392193,641138,223107
10/3/2021,497363,351766,365011,385921,631573,215398
10/30/2021,514848,361184,372987,392401,641329,223304
10/31/2021,515102,361334,373105,392506,641485,223389
10/4/2021,498170,352170,365358,386179,632083,215797
10/5/2021,498950,352611,365701,386435,632575,216177
10/6/2021,499702,352993,366036,386663,633024,216558
10/7/2021,500354,353391,366353,386909,633377,216892
10/8/2021,501135,353806,366703,387190,633732,217315
10/9/2021,501721,354122,366956,387386,633936,217597
11/1/2021,515822,361706,373434,392782,641953,223669
11/10/2021,521669,364769,376174,394969,645150,240842
11/11/2021,522353,365118,376486,395212,645555,244050
11/12/2021,523105,365545,376852,395496,645931,246831
11/13/2021,523581,365830,377064,395689,646113,251472
11/14/2021,523898,366003,377232,395804,646262,252395
11/15/2021,524613,366413,377571,396117,646736,254367
11/16/2021,525345,366802,377890,396429,647223,256149
11/17/2021,526023,367160,378195,396729,647709,258622
11/18/2021,526778,367526,378524,397074,648147,260895
11/19/2021,527621,368014,378943,397420,648573,263450
11/2/2021,516592,362080,373757,393061,642364,223939
11/20/2021,528169,368353,379239,397665,648801,267737
11/21/2021,528547,368547,379427,397838,648931,268544
11/22/2021,529300,368980,379793,398218,649339,270381
11/23/2021,530103,369372,380191,398650,649751,272306
11/24/2021,530827,369769,380546,398988,650100,274627
11/25/2021,530831,369772,380546,398990,650114,274637
11/26/2021,531412,370146,380857,399307,650359,275918
11/27/2021,531814,370395,381044,399540,650560,276768
11/28/2021,532115,370579,381203,399706,650712,277253
11/29/2021,532759,370964,381563,400038,651091,278659
11/3/2021,517265,362401,374082,393311,642749,224396
11/30/2021,533461,371327,381938,400391,651519,279936
11/4/2021,517877,362710,374353,393550,643139,225534
11/5/2021,518733,363136,374764,393856,643544,227479
11/6/2021,519278,363442,375042,394039,643769,231791
11/7/2021,519612,363644,375193,394166,643922,232908
11/8/2021,520312,364050,375532,394429,644298,235183
11/9/2021,521011,364406,375852,394718,644736,237404
12/1/2020,49,44,40,25,27,2
12/1/2021,534270,371780,382362,400807,651996,281426
12/10/2020,59,55,56,43,54,2
12/10/2021,540637,375297,385663,404065,655739,293428
12/11/2020,61,56,58,46,54,2
12/11/2021,541100,375572,385937,404262,655938,294933
12/12/2020,63,56,60,50,54,2
12/12/2021,541397,375746,386087,404404,656081,295365
12/13/2020,64,57,63,51,58,2
12/13/2021,542096,376089,386376,404736,656509,296352
12/14/2020,66,60,64,53,66,2
12/14/2021,542678,376380,386660,405046,656925,297162
12/15/2020,70,70,73,64,72,2
12/15/2021,543407,376785,387043,405356,657365,298428
12/16/2020,82,86,89,71,78,2
12/16/2021,544154,377178,387388,405721,657894,299565
12/17/2020,299,435,405,309,209,3
12/17/2021,544870,377517,387762,406079,658367,301066
12/18/2020,681,915,819,577,339,3
12/18/2021,545345,377762,388002,406298,658592,302617
12/19/2020,1027,1385,1228,863,472,8
12/19/2021,545772,377955,388173,406487,658778,303104
12/2/2020,50,45,42,30,37,2
12/2/2021,535011,372201,382774,401255,652450,282547
12/20/2020,1223,1639,1480,1068,567,9
12/20/2021,546581,378360,388546,406895,659241,304589
12/21/2020,1901,2489,2254,1634,861,12
12/21/2021,547379,378769,388900,407277,659735,306071
12/22/2020,2814,3604,3252,2351,1188,15
12/22/2021,548173,379159,389262,407641,660154,307503
12/23/2020,3838,4892,4424,3169,1571,20
12/23/2021,548922,379494,389614,407992,660560,308625
12/24/2020,4203,5280,4784,3465,1719,20
12/24/2021,549154,379588,389720,408106,660665,308829
12/25/2020,4203,5280,4786,3465,1723,20
12/25/2021,549157,379590,389722,408107,660666,308829
12/26/2020,5298,6577,5919,4423,2159,28
12/26/2021,549487,379730,389893,408245,660822,309149
12/27/2020,5797,7100,6454,4857,2379,34
12/27/2021,550275,380123,390291,408620,661261,310509
12/28/2020,6907,8312,7586,5878,3021,44
12/28/2021,551102,380485,390627,408988,661664,312046
12/29/2020,8634,10106,9274,7327,4122,69
12/29/2021,551858,380851,391007,409373,662034,313729
12/3/2020,54,46,45,31,40,2
12/3/2021,535809,372621,383225,401654,652868,284130
12/30/2020,10465,12068,11267,9003,5186,87
12/30/2021,552471,381171,391316,409670,662362,315173
12/31/2020,11412,13002,12177,9786,5625,94
12/31/2021,552772,381313,391489,409815,662469,315711
12/4/2020,54,48,45,32,43,2
12/4/2021,536353,372953,383533,401926,653099,286204
12/5/2020,54,48,45,32,45,2
12/5/2021,536762,373133,383701,402086,653271,286657
12/6/2020,54,48,45,32,45,2
12/6/2021,537605,373583,384101,402486,653799,287730
12/7/2020,54,49,49,35,47,2
12/7/2021,538401,374015,384513,402885,654289,288944
12/8/2020,56,50,51,38,48,2
12/8/2021,539159,374436,384904,403274,654789,290480
12/9/2020,56,50,55,39,52,2
12/9/2021,539896,374846,385291,403702,655345,291887
2/1/2021,54171,51931,55014,51183,156040,1163
2/10/2021,63125,60053,63836,61799,248230,1612
2/11/2021,64199,60979,64865,63229,259352,1665
2/12/2021,66003,62439,66419,65206,274757,1746
2/13/2021,67858,64016,68251,67232,284953,1834
2/14/2021,68506,64499,68837,67982,290162,1853
2/15/2021,69168,65124,69502,68880,299736,1895
2/16/2021,70293,65923,70414,70046,310250,1932
2/17/2021,71271,66825,71369,71226,321513,1997
2/18/2021,72121,67545,72158,72306,332610,2025
2/19/2021,73252,68464,73064,73511,341881,2085
2/2/2021,55152,52838,55901,52383,166277,1200
2/20/2021,74948,69864,74438,75096,350020,2175
2/21/2021,75554,70439,75031,75834,355169,2206
2/22/2021,76164,70998,75569,76515,361080,2250
2/23/2021,77292,71875,76602,77791,369443,2307
2/24/2021,78460,72916,77727,79238,379256,2382
2/25/2021,79559,73869,78732,80533,389301,2459
2/26/2021,81105,75170,80043,82280,398730,2536
2/27/2021,82372,76259,81137,83625,405322,2604
2/28/2021,82941,76705,81627,84613,409234,2641
2/3/2021,55998,53649,56755,53387,176885,1250
2/4/2021,56943,54510,57786,54558,187822,1295
2/5/2021,58198,55606,58929,55891,196925,1344
2/6/2021,59435,56667,60072,57131,207640,1417
2/7/2021,59965,57171,60585,57713,213356,1440
2/8/2021,60923,58093,61622,59006,224235,1507
2/9/2021,62012,59095,62703,60379,236223,1568
3/1/2021,83858,77521,82573,86113,414860,2724
3/10/2021,94251,85820,91566,141713,462424,3434
3/11/2021,96327,87544,93335,151569,469049,3559
3/12/2021,98658,89339,95296,160534,474766,3675
3/13/2021,100340,90771,96898,168651,479113,3767
3/14/2021,101594,91871,98062,174813,481832,3837
3/15/2021,103092,93217,99635,182740,486026,3929
3/16/2021,105127,94823,101518,190317,490274,4054
3/17/2021,107742,97162,104122,199036,495828,4215
3/18/2021,110424,99451,106722,206800,500954,4383
3/19/2021,113853,102029,109529,213830,505796,4631
3/2/2021,84698,78282,83400,88041,421066,2770
3/20/2021,116735,104462,112373,219210,509803,4826
3/21/2021,118996,106363,114544,223302,512229,4986
3/22/2021,122244,109231,117689,227809,515532,5270
3/23/2021,126116,112529,121201,232766,518757,5656
3/24/2021,132514,117867,126878,237405,522101,6857
3/25/2021,139695,123583,133019,241695,525403,8073
3/26/2021,146114,128713,138461,245561,527778,9282
3/27/2021,152125,133522,143486,248339,529298,10857
3/28/2021,157280,137373,147640,250133,530259,12268
3/29/2021,164938,143166,154109,252155,531556,13879
3/3/2021,85615,79017,84285,91100,427033,2841
3/30/2021,172652,148926,160460,254471,532966,15559
3/31/2021,180986,155120,167591,257364,534820,17561
3/4/2021,86700,79956,85255,97951,433166,2916
3/5/2021,88305,81055,86451,105815,438520,3044
3/6/2021,89398,81860,87272,111991,442537,3104
3/7/2021,90227,82539,87972,117171,445302,3155
3/8/2021,91330,83451,88954,125199,450762,3225
3/9/2021,92702,84549,90145,132784,456141,3300
4/1/2021,189339,161360,175196,260396,537029,19373
4/10/2021,240679,196405,214944,283245,553139,29965
4/11/2021,243888,198435,217185,284513,553975,31046
4/12/2021,248708,201588,220891,286957,555985,32086
4/13/2021,253035,204252,223907,288894,557474,33066
4/14/2021,257514,206884,226823,290695,558816,34060
4/15/2021,262752,210276,230167,292918,560468,35001
4/16/2021,267167,213207,233290,294913,561905,35858
4/17/2021,270543,215569,236051,296545,563044,36903
4/18/2021,272465,216766,237411,297321,563587,37537
4/19/2021,275886,219112,239891,298934,564996,38307
4/2/2021,195898,166185,180839,263040,538659,20872
4/20/2021,279135,221212,242339,300513,566323,39109
4/21/2021,283333,223984,245106,302374,567863,40041
4/22/2021,287275,226513,247753,304099,569254,40807
4/23/2021,291098,229177,250457,305828,570476,41689
4/24/2021,293492,230746,252073,306980,571283,42423
4/25/2021,295098,231739,253119,307581,571693,43080
4/26/2021,297853,233590,255096,309007,572799,43776
