date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,20735,23056,21226,18535,13464,178
1/1/2022,922698,616654,628159,714435,1273055,552459
1/10/2021,34231,35332,33505,30423,31179,397
1/11/2021,36153,37146,35488,32120,35570,452
1/12/2021,38910,39843,38303,34676,43459,546
1/13/2021,41651,42777,41453,37436,52504,623
1/14/2021,44393,45830,44717,40500,62165,681
1/15/2021,47848,49091,48141,43662,71643,774
1/16/2021,49620,50660,49825,45285,77085,811
1/17/2021,50717,51672,50904,46375,80595,840
1/18/2021,52362,53190,52659,48136,88673,874
1/19/2021,54406,55063,54723,50355,98873,961
1/2/2021,22615,24767,22795,19957,14602,203
1/20/2021,56933,57625,57787,53575,111398,1072
1/21/2021,59726,60574,61292,57228,127456,1207
1/22/2021,64191,64737,65910,62167,143403,1340
1/23/2021,67436,67493,68985,65362,154033,1475
1/24/2021,68939,68877,70500,67047,161751,1521
1/25/2021,71307,71041,73108,70017,175554,1590
1/26/2021,74203,73562,76004,73253,193001,1682
1/27/2021,77314,76215,78979,76701,212105,1772
1/28/2021,80416,78868,82045,80460,233610,1893
1/29/2021,84278,82039,85457,84262,253808,2065
1/3/2021,23493,25507,23459,20509,14985,220
1/30/2021,87060,84175,87799,86721,265317,2224
1/31/2021,87968,84902,88667,87765,271398,2260
1/4/2021,25198,27161,25090,22033,17028,239
1/5/2021,26968,28841,26691,23628,19266,267
1/6/2021,29151,30781,28759,25705,22483,324
1/7/2021,30936,32439,30544,27529,25934,355
1/8/2021,32637,34043,32221,29216,28466,373
1/9/2021,33712,34888,33072,30011,30672,392
10/1/2021,818708,559710,577487,659609,1188806,365187
10/10/2021,828256,564768,581559,662900,1193760,369771
10/11/2021,829590,565534,582133,663408,1194587,370439
10/12/2021,830353,565903,582432,663646,1194990,370862
10/13/2021,831406,566467,582920,664031,1195637,371351
10/14/2021,832722,567121,583500,664529,1196393,371863
10/15/2021,834279,567879,584182,665051,1197010,372447
10/16/2021,835260,568306,584547,665351,1197284,373714
10/17/2021,835982,568601,584772,665509,1197458,373972
10/18/2021,837245,569311,585343,666001,1198191,374459
10/19/2021,838336,569923,585803,666477,1198850,374983
10/2/2021,819666,560193,577929,659952,1189200,365713
10/20/2021,839400,570479,586249,666921,1199496,375500
10/21/2021,840526,571094,586788,667373,1200123,375938
10/22/2021,841954,571933,587476,667992,1201440,376552
10/23/2021,842801,572405,587910,668396,1202239,376941
10/24/2021,843275,572689,588138,668647,1202760,377179
10/25/2021,844501,573372,588743,669268,1204439,377643
10/26/2021,845729,574091,589358,669870,1206074,378254
10/27/2021,847021,574831,590054,670575,1207703,378972
10/28/2021,848332,575546,590642,671256,1209268,379433
10/29/2021,849627,576346,591327,671955,1210615,379988
10/3/2021,820178,560436,578106,660101,1189413,365958
10/30/2021,850344,576733,591657,672304,1211191,380282
10/31/2021,850754,576954,591867,672498,1211589,380405
10/4/2021,821561,561106,578707,660528,1190277,366583
10/5/2021,823030,561826,579244,660992,1191180,367186
10/6/2021,824424,562599,579841,661432,1191890,367828
10/7/2021,825418,563203,580309,661864,1192467,368365
10/8/2021,826726,563938,580874,662332,1193086,369054
10/9/2021,827691,564470,581306,662689,1193462,369540
11/1/2021,851907,577588,592427,673095,1212918,380867
11/10/2021,862530,583330,597524,678290,1223209,414478
11/11/2021,863741,583965,598130,678905,1224499,419472
11/12/2021,865187,584806,598854,679606,1225744,425088
11/13/2021,866171,585426,599339,680121,1226386,432863
