date,Arizona_cume,Arizona
2020-12-01,284,
2020-12-02,311,27
2020-12-03,338,27
2020-12-04,349,11
2020-12-05,353,4
2020-12-06,357,4
2020-12-07,380,23
2020-12-08,398,18
2020-12-09,418,20
2020-12-10,443,25
2020-12-11,461,18
2020-12-12,477,16
2020-12-13,490,13
2020-12-14,515,25
2020-12-15,616,101
2020-12-16,1273,657
2020-12-17,4561,3288
2020-12-18,8320,3759
2020-12-19,10904,2584
2020-12-20,12016,1112
2020-12-21,17625,5609
2020-12-22,25502,7877
2020-12-23,35451,9949
2020-12-24,39346,3895
2020-12-25,39493,147
2020-12-26,46059,6566
2020-12-27,48735,2676
2020-12-28,58290,9555
2020-12-29,71682,13392
2020-12-30,86912,15230
2020-12-31,95160,8248
2021-01-01,98342,3182
2021-01-02,106150,7808
2021-01-03,109429,3279
2021-01-04,118562,9133
2021-01-05,128004,9442
2021-01-06,140446,12442
2021-01-07,153538,13092
2021-01-08,165940,12402
2021-01-09,173982,8042
2021-01-10,177335,3353
2021-01-11,193976,16641
2021-01-12,217763,23787
2021-01-13,243683,25920
2021-01-14,269043,25360
2021-01-15,294929,25886
2021-01-16,310879,15950
2021-01-17,320333,9454
2021-01-18,339950,19617
2021-01-19,367621,27671
2021-01-20,401018,33397
2021-01-21,437459,36441
2021-01-22,476397,38938
2021-01-23,505415,29018
2021-01-24,521801,16386
2021-01-25,552307,30506
2021-01-26,589938,37631
2021-01-27,630877,40939
2021-01-28,672189,41312
2021-01-29,713199,41010
2021-01-30,739814,26615
2021-01-31,751760,11946
2021-02-01,787412,35652
2021-02-02,827766,40354
2021-02-03,873139,45373
2021-02-04,921688,48549
2021-02-05,967216,45528
2021-02-06,1006739,39523
2021-02-07,1023314,16575
2021-02-08,1063254,39940
2021-02-09,1108456,45202
2021-02-10,1161048,52592
2021-02-11,1214011,52963
2021-02-12,1277026,63015
2021-02-13,1323769,46743
2021-02-14,1341412,17643
2021-02-15,1373906,32494
2021-02-16,1420105,46199
2021-02-17,1468767,48662
2021-02-18,1515708,46941
2021-02-19,1559822,44114
2021-02-20,1595945,36123
2021-02-21,1611500,15555
2021-02-22,1641450,29950
2021-02-23,1686911,45461
2021-02-24,1745318,58407
2021-02-25,1807108,61790
2021-02-26,1875475,68367
2021-02-27,1928050,52575
2021-02-28,1954716,26666
2021-03-01,2007903,53187
2021-03-02,2060327,52424
2021-03-03,2120538,60211
2021-03-04,2180432,59894
2021-03-05,2241436,61004
2021-03-06,2287915,46479
2021-03-07,2314446,26531
2021-03-08,2367143,52697
2021-03-09,2425581,58438
2021-03-10,2495206,69625
2021-03-11,2568227,73021
2021-03-12,2643378,75151
2021-03-13,2697036,53658
2021-03-14,2726295,29259
2021-03-15,2776094,49799
2021-03-16,2832693,56599
2021-03-17,2897696,65003
2021-03-18,2963682,65986
2021-03-19,3025851,62169
2021-03-20,3074443,48592
2021-03-21,3106796,32353
2021-03-22,3152261,45465
2021-03-23,3202800,50539
2021-03-24,3268317,65517
2021-03-25,3341938,73621
2021-03-26,3414531,72593
2021-03-27,3469203,54672
2021-03-28,3508270,39067
2021-03-29,3571490,63220
2021-03-30,3640741,69251
2021-03-31,3720224,79483
2021-04-01,3802421,82197
2021-04-02,3873361,70940
2021-04-03,3924068,50707
2021-04-04,3945523,21455
2021-04-05,4005600,60077
2021-04-06,4073293,67693
2021-04-07,4150057,76764
2021-04-08,4228484,78427
