Category,value
tests,697442
YUMA,12417
YAVAPAI,20491
SANTA CRUZ,2121
PINAL,42604
PIMA,64281
NAVAJO,5629
MOHAVE,15245
MARICOPA,497358
LA PAZ,1856
GREENLEE,297
GRAHAM,1553
GILA,6635
COCONINO,9041
COCHISE,6448
APACHE,1537
Unknown,623
65 years and older,170204
55 - 64 years,138424
45 - 54 years,125683
20 - 44 years,231867
Less than 20 years,30641
positive,0.1984967925648298
