date,20-34_Santa Cruz,35-44_Santa Cruz,45-54_Santa Cruz,55-64_Santa Cruz,65+_Santa Cruz,<20_Santa Cruz
1/1/2021,111,95,56,64,51,1
1/10/2021,266,212,158,158,183,5
1/11/2021,283,232,184,175,199,5
1/12/2021,302,248,207,201,244,6
1/13/2021,311,257,213,210,412,6
1/14/2021,322,269,222,221,574,6
1/15/2021,338,283,232,230,740,7
1/16/2021,344,285,232,230,745,7
1/17/2021,345,286,232,232,749,7
1/18/2021,347,291,234,236,756,7
1/19/2021,352,300,236,241,799,7
1/2/2021,111,95,56,65,52,2
1/20/2021,372,315,257,261,1128,9
1/21/2021,388,336,275,278,1444,9
1/22/2021,419,367,313,305,1859,10
1/23/2021,425,372,314,307,1867,10
1/24/2021,425,374,314,309,1869,10
1/25/2021,441,384,331,327,1895,10
1/26/2021,465,401,347,350,2194,12
1/27/2021,485,421,362,374,2260,14
1/28/2021,509,447,403,449,2550,14
1/29/2021,564,510,496,523,2717,15
1/3/2021,113,97,56,66,53,2
1/30/2021,586,524,510,543,2727,15
1/31/2021,598,531,515,556,2736,15
1/4/2021,133,112,66,79,59,2
1/5/2021,160,122,84,91,69,2
1/6/2021,190,155,107,113,78,3
1/7/2021,214,174,124,128,163,4
1/8/2021,263,209,155,156,182,4
1/9/2021,266,210,157,157,183,4
10/1/2021,10209,6378,6421,6258,9617,6347
10/10/2021,10254,6403,6433,6276,9635,6414
10/11/2021,10257,6410,6439,6279,9639,6416
10/12/2021,10269,6411,6441,6280,9641,6449
10/13/2021,10274,6416,6445,6284,9642,6453
10/14/2021,10282,6425,6451,6289,9647,6464
10/15/2021,10301,6431,6458,6292,9650,6470
10/16/2021,10310,6432,6458,6292,9651,6477
10/17/2021,10315,6433,6458,6292,9651,6480
10/18/2021,10323,6439,6462,6295,9656,6484
10/19/2021,10344,6448,6469,6300,9661,6496
10/2/2021,10211,6379,6422,6260,9618,6349
10/20/2021,10348,6449,6472,6301,9662,6504
10/21/2021,10359,6451,6475,6303,9664,6509
10/22/2021,10368,6458,6479,6307,9668,6519
10/23/2021,10372,6463,6486,6310,9670,6527
10/24/2021,10373,6466,6488,6311,9671,6531
10/25/2021,10378,6472,6492,6311,9676,6534
10/26/2021,10388,6477,6497,6313,9682,6538
10/27/2021,10397,6483,6498,6317,9689,6542
10/28/2021,10410,6485,6504,6322,9698,6547
10/29/2021,10414,6490,6506,6325,9700,6551
10/3/2021,10215,6379,6422,6260,9620,6349
10/30/2021,10419,6494,6513,6334,9702,6553
10/31/2021,10419,6497,6515,6334,9702,6556
10/4/2021,10219,6382,6427,6261,9622,6353
10/5/2021,10231,6386,6430,6264,9630,6374
10/6/2021,10235,6394,6431,6266,9633,6379
10/7/2021,10244,6400,6432,6270,9634,6399
10/8/2021,10246,6403,6432,6271,9635,6408
10/9/2021,10252,6403,6432,6273,9635,6410
11/1/2021,10425,6503,6524,6336,9708,6563
11/2/2021,10442,6511,6537,6340,9716,6578
11/3/2021,10447,6517,6539,6342,9718,6641
11/4/2021,10468,6538,6554,6355,9728,7257
11/5/2021,10492,6565,6575,6365,9735,7827
11/6/2021,10492,6566,6575,6365,9737,7828
12/1/2020,,,1,,,
12/10/2020,,,1,,,
12/11/2020,,,1,,,
12/12/2020,,,1,,,
12/13/2020,,,1,,,
12/14/2020,,,1,,,
12/15/2020,,,1,,,
12/16/2020,,,1,,,
12/17/2020,5,,2,2,,
12/18/2020,6,3,3,3,,
12/19/2020,6,6,3,3,1,
12/2/2020,,,1,,,
