date,20-34,35-44,45-54,55-64,65+,<20,20-34_Apache,35-44_Apache,45-54_Apache,55-64_Apache,65+_Apache,<20_Apache,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham,20-34_Greenlee,35-44_Greenlee,45-54_Greenlee,55-64_Greenlee,65+_Greenlee,<20_Greenlee,20-34_Gila,35-44_Gila,45-54_Gila,55-64_Gila,65+_Gila,<20_Gila,20-34_La Paz,35-44_La Paz,45-54_La Paz,55-64_La Paz,65+_La Paz,<20_La Paz,20-34_Maricopa,35-44_Maricopa,45-54_Maricopa,55-64_Maricopa,65+_Maricopa,<20_Maricopa,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal,20-34_Pima,35-44_Pima,45-54_Pima,55-64_Pima,65+_Pima,<20_Pima,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai,20-34_Santa Cruz,35-44_Santa Cruz,45-54_Santa Cruz,55-64_Santa Cruz,65+_Santa Cruz,<20_Santa Cruz,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,20912,22878,20964,18279,12837,189,153.0,141.0,185,208.0,246.0,3.0,638.0,735.0,567.0,441,357.0,3.0,333.0,322,276.0,282,205,3.0,177.0,183.0,163.0,188.0,244.0,5.0,16.0,17.0,26.0,21.0,36.0,,158,151.0,165.0,210.0,201.0,6.0,11.0,7.0,21.0,14.0,16.0,,11722,12984,12146,9782,5846,105,295.0,384.0,432.0,501.0,350,7.0,225.0,275.0,294.0,344.0,911.0,6.0,640,991,939,753.0,533,5.0,4342,4470,3731,3523,2291,26.0,312.0,412.0,439.0,644.0,423,8.0,111.0,95.0,56,64.0,51.0,1.0,931,875,644,479.0,238,7.0
1/10/2021,34498,35047,33129,30002,29961,431,190.0,190.0,259,323.0,681.0,10.0,1153.0,1147.0,939.0,796,713.0,15.0,454.0,458,386.0,391,636,6.0,272.0,303.0,301.0,313.0,525.0,7.0,23.0,22.0,38.0,34.0,88.0,1.0,305,339.0,413.0,533.0,1024.0,16.0,28.0,19.0,42.0,38.0,31.0,,19955,19981,18989,15920,11522,213,446.0,551.0,644.0,751.0,816,12.0,376.0,462.0,492.0,588.0,2182.0,32.0,1180,1725,1738,1469.0,2288,14.0,6622,6457,5604,5454,4847,60.0,568.0,699.0,805.0,1120.0,946,12.0,266.0,212.0,158,158.0,183.0,5.0,1276,1211,935,708.0,515,10.0
1/11/2021,36419,36860,35086,31689,33801,488,194.0,197.0,270,338.0,783.0,11.0,1224.0,1232.0,1016.0,848,781.0,16.0,466.0,473,407.0,408,834,6.0,279.0,315.0,309.0,328.0,571.0,7.0,23.0,22.0,38.0,34.0,88.0,1.0,320,355.0,431.0,565.0,1101.0,16.0,28.0,19.0,42.0,39.0,34.0,,21195,21089,20207,16895,13319,246,463.0,565.0,675.0,789.0,915,12.0,412.0,510.0,557.0,639.0,2366.0,35.0,1229,1809,1823,1535.0,2467,18.0,6935,6735,5874,5742,5237,71.0,577.0,707.0,814.0,1136.0,973,13.0,283.0,232.0,184,175.0,199.0,5.0,1336,1299,1000,746.0,857,10.0
1/12/2021,39206,39541,37881,34224,41426,585,203.0,208.0,283,369.0,908.0,11.0,1331.0,1317.0,1089.0,933,978.0,17.0,472.0,479,412.0,419,1047,6.0,288.0,322.0,323.0,356.0,637.0,10.0,26.0,28.0,43.0,40.0,105.0,1.0,328,359.0,441.0,579.0,1136.0,16.0,28.0,19.0,43.0,39.0,40.0,,23186,23063,22223,18570,18103,326,483.0,589.0,704.0,836.0,1077,12.0,438.0,537.0,617.0,708.0,2589.0,36.0,1319,1923,1946,1635.0,2748,18.0,7265,6994,6141,6002,5758,80.0,596.0,732.0,843.0,1183.0,1063,13.0,302.0,248.0,207,201.0,244.0,6.0,1399,1368,1076,798.0,1181,11.0
1/13/2021,41954,42456,41005,36933,50259,669,206.0,220.0,307,401.0,1004.0,13.0,1393.0,1382.0,1170.0,1008,1237.0,18.0,491.0,512,434.0,444,1359,6.0,299.0,331.0,335.0,373.0,735.0,10.0,29.0,34.0,44.0,43.0,133.0,1.0,333,365.0,451.0,586.0,1173.0,16.0,56.0,47.0,80.0,82.0,64.0,,25205,25187,24440,20235,23629,391,501.0,620.0,745.0,883.0,1245,13.0,457.0,559.0,641.0,777.0,2752.0,37.0,1428,2062,2099,1809.0,3156,21.0,7480,7234,6383,6251,6211,89.0,640.0,780.0,930.0,1276.0,1248,14.0,311.0,257.0,213,210.0,412.0,6.0,1484,1442,1151,860.0,1517,11.0
1/14/2021,44692,45493,44243,39951,59704,735,223.0,243.0,327,455.0,1244.0,16.0,1493.0,1468.0,1264.0,1094,1509.0,18.0,496.0,520,447.0,455,1608,6.0,315.0,362.0,361.0,422.0,858.0,11.0,37.0,41.0,59.0,66.0,143.0,1.0,343,380.0,471.0,617.0,1318.0,16.0,57.0,47.0,80.0,83.0,69.0,1.0,27147,27314,26708,22142,29620,432,535.0,650.0,793.0,949.0,1447,14.0,489.0,605.0,680.0,862.0,2956.0,45.0,1527,2245,2258,1958.0,3679,22.0,7783,7543,6703,6544,6640,94.0,673.0,825.0,985.0,1348.0,1361,16.0,322.0,269.0,222,221.0,574.0,6.0,1503,1460,1178,884.0,1605,11.0
1/15/2021,48161,48721,47623,43070,68961,840,231.0,247.0,344,481.0,1328.0,21.0,1608.0,1562.0,1344.0,1186,2253.0,19.0,501.0,527,457.0,465,2035,6.0,424.0,477.0,468.0,548.0,987.0,29.0,40.0,42.0,63.0,68.0,148.0,1.0,400,425.0,513.0,672.0,1353.0,22.0,59.0,47.0,80.0,83.0,72.0,1.0,29350,29324,28826,23916,34488,492,560.0,694.0,830.0,1017.0,1680,15.0,521.0,650.0,736.0,942.0,3202.0,46.0,1647,2402,2436,2093.0,4057,24.0,8409,8114,7283,7107,7956,102.0,688.0,836.0,997.0,1368.0,1409,16.0,338.0,283.0,232,230.0,740.0,7.0,1532,1475,1198,913.0,1695,11.0
1/16/2021,49942,50298,49307,44681,74364,883,231.0,247.0,345,484.0,1342.0,21.0,1619.0,1578.0,1359.0,1210,2356.0,19.0,516.0,533,465.0,477,2393,6.0,427.0,477.0,469.0,548.0,1042.0,29.0,40.0,42.0,63.0,68.0,149.0,1.0,400,426.0,514.0,673.0,1355.0,22.0,59.0,48.0,80.0,84.0,73.0,1.0,30714,30520,30099,25084,37662,525,572.0,711.0,846.0,1056.0,1948,16.0,525.0,651.0,737.0,944.0,3210.0,46.0,1706,2492,2537,2182.0,4675,27.0,8649,8308,7468,7272,8233,105.0,709.0,868.0,1041.0,1415.0,1554,18.0,344.0,285.0,232,230.0,745.0,7.0,1536,1476,1202,914.0,1700,11.0
1/17/2021,51044,51323,50373,45775,77848,915,231.0,247.0,346,484.0,1342.0,21.0,1625.0,1586.0,1367.0,1214,2363.0,19.0,519.0,534,468.0,478,2406,6.0,428.0,477.0,469.0,548.0,1044.0,29.0,40.0,42.0,63.0,68.0,149.0,1.0,400,426.0,514.0,673.0,1358.0,22.0,59.0,48.0,80.0,85.0,74.0,1.0,31679,31425,31052,26054,40790,552,573.0,714.0,846.0,1059.0,1972,16.0,527.0,652.0,737.0,945.0,3212.0,46.0,1725,2524,2579,2218.0,4730,27.0,8732,8366,7514,7330,8367,108.0,711.0,870.0,1044.0,1420.0,1570,19.0,345.0,286.0,232,232.0,749.0,7.0,1538,1479,1203,915.0,1704,11.0
1/18/2021,52699,52844,52123,47511,85858,952,238.0,254.0,358,494.0,1369.0,21.0,1694.0,1658.0,1423.0,1267,2428.0,20.0,522.0,539,475.0,487,2582,6.0,441.0,481.0,483.0,560.0,1123.0,29.0,43.0,43.0,64.0,72.0,156.0,1.0,403,434.0,519.0,697.0,1425.0,22.0,60.0,49.0,81.0,87.0,81.0,1.0,32728,32360,32205,27168,45949,579,591.0,731.0,872.0,1093.0,2206,17.0,540.0,663.0,766.0,972.0,3236.0,46.0,1790,2637,2650,2311.0,4951,28.0,9076,8675,7834,7622,9938,114.0,718.0,873.0,1057.0,1440.0,1719,20.0,347.0,291.0,234,236.0,756.0,7.0,1546,1486,1212,919.0,1722,11.0
