date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,312,412,439,644,423,8
1/10/2021,568,699,805,1120,946,12
1/11/2021,577,707,814,1136,973,13
1/12/2021,596,732,843,1183,1063,13
1/13/2021,640,780,930,1276,1248,14
1/14/2021,673,825,985,1348,1361,16
1/15/2021,688,836,997,1368,1409,16
1/16/2021,709,868,1041,1415,1554,18
1/17/2021,711,870,1044,1420,1570,19
1/18/2021,718,873,1057,1440,1719,20
1/19/2021,751,927,1109,1516,1872,22
1/2/2021,332,445,463,676,433,8
1/20/2021,793,977,1174,1610,2148,22
1/21/2021,916,1134,1350,1851,2832,23
1/22/2021,1052,1269,1524,2106,3762,25
1/23/2021,1093,1324,1578,2212,4899,28
1/24/2021,1109,1341,1602,2289,6090,29
1/25/2021,1132,1365,1637,2364,6735,29
1/26/2021,1143,1377,1666,2410,7091,29
1/27/2021,1216,1430,1738,2596,8344,30
1/28/2021,1266,1500,1846,2798,9729,37
1/29/2021,1345,1558,1942,2974,10957,42
1/3/2021,332,447,463,677,435,8
1/30/2021,1394,1584,1999,3060,11591,43
1/31/2021,1432,1611,2049,3145,12290,45
1/4/2021,341,452,472,689,441,8
1/5/2021,348,460,487,709,462,8
1/6/2021,356,467,499,733,497,9
1/7/2021,440,565,641,870,695,10
1/8/2021,534,669,767,1079,899,12
1/9/2021,567,698,804,1120,943,12
10/1/2021,10898,7944,10416,19765,54039,4602
10/10/2021,11042,8014,10493,19843,54163,4645
10/11/2021,11058,8025,10496,19858,54192,4651
10/12/2021,11068,8028,10503,19865,54203,4661
10/13/2021,11083,8033,10510,19875,54215,4675
10/14/2021,11100,8046,10520,19892,54239,4678
10/15/2021,11120,8053,10528,19904,54259,4685
10/16/2021,11131,8058,10533,19910,54268,4695
10/17/2021,11145,8066,10544,19914,54274,4699
10/18/2021,11161,8073,10549,19922,54289,4704
10/19/2021,11181,8082,10554,19932,54300,4713
10/2/2021,10917,7950,10424,19773,54052,4608
10/20/2021,11198,8088,10559,19942,54326,4715
10/21/2021,11220,8097,10569,19958,54340,4721
10/22/2021,11237,8105,10582,19979,54384,4727
10/23/2021,11238,8107,10593,19988,54423,4729
10/24/2021,11243,8112,10597,19992,54442,4733
10/25/2021,11257,8119,10607,20004,54520,4739
10/26/2021,11263,8129,10617,20019,54608,4743
10/27/2021,11278,8133,10628,20035,54695,4747
10/28/2021,11301,8142,10637,20051,54781,4753
10/29/2021,11319,8154,10650,20059,54866,4759
10/3/2021,10925,7951,10425,19775,54055,4611
10/30/2021,11332,8156,10653,20066,54883,4760
10/31/2021,11336,8161,10654,20070,54900,4761
10/4/2021,10943,7960,10442,19787,54071,4614
10/5/2021,10964,7969,10451,19802,54097,4618
10/6/2021,10981,7980,10459,19810,54117,4620
10/7/2021,10995,7993,10468,19819,54129,4622
10/8/2021,11015,8002,10481,19834,54152,4640
10/9/2021,11030,8011,10489,19839,54159,4644
11/1/2021,11349,8170,10662,20087,54968,4767
11/2/2021,11368,8179,10673,20102,55020,4772
11/3/2021,11379,8191,10687,20121,55075,4779
11/4/2021,11399,8198,10696,20139,55142,4781
11/5/2021,11418,8210,10709,20168,55223,4791
11/6/2021,11421,8214,10714,20172,55245,4797
12/1/2020,,,,,1,
12/10/2020,1,,,,1,
12/11/2020,1,,,,1,
12/12/2020,1,,,,2,
12/13/2020,1,,,,2,
12/14/2020,1,,,,2,
12/15/2020,1,,,,2,
12/16/2020,1,1,1,,2,
12/17/2020,1,1,2,,4,
12/18/2020,1,1,2,,4,
12/19/2020,2,1,2,,6,
12/2/2020,,,,,1,
12/20/2020,2,1,2,3,6,
12/21/2020,2,3,2,4,6,
12/22/2020,34,73,103,118,55,
12/23/2020,109,164,182,266,101,1
12/24/2020,119,175,190,279,108,2
12/25/2020,123,178,194,281,111,2
12/26/2020,128,184,201,296,116,2
12/27/2020,131,187,203,301,117,2
12/28/2020,147,192,211,322,143,2
12/29/2020,183,237,268,395,233,5
12/3/2020,,,,,1,
12/30/2020,287,392,407,591,384,8
12/31/2020,309,410,437,638,409,8
12/4/2020,,,,,1,
12/5/2020,,,,,1,
12/6/2020,1,,,,1,
12/7/2020,1,,,,1,
12/8/2020,1,,,,1,
12/9/2020,1,,,,1,
2/1/2021,1486,1664,2112,3294,13794,51
2/10/2021,1817,1963,2511,4214,24659,64
2/11/2021,1856,2002,2562,4327,25852,65
2/12/2021,1897,2042,2616,4438,27016,67
2/13/2021,1942,2079,2658,4548,27864,71
2/14/2021,1975,2103,2697,4622,28642,72
2/15/2021,1998,2117,2722,4685,29222,72
2/16/2021,2032,2151,2758,4769,30150,74
2/17/2021,2050,2173,2774,4811,30535,74
2/18/2021,2056,2179,2781,4818,30683,74
2/19/2021,2068,2185,2806,4827,30775,74
2/2/2021,1554,1723,2186,3439,15364,53
2/20/2021,2072,2187,2811,4836,30829,74
2/21/2021,2079,2187,2813,4839,30878,75
2/22/2021,2084,2188,2827,4853,30930,75
2/23/2021,2117,2212,2861,4928,31407,77
2/24/2021,2181,2277,2935,5105,32630,78
2/25/2021,2241,2322,2997,5221,33300,78
2/26/2021,2277,2361,3035,5323,33658,79
2/27/2021,2291,2371,3047,5347,33838,80
2/28/2021,2297,2374,3055,5367,33916,80
2/3/2021,1598,1757,2245,3586,17047,54
2/4/2021,1630,1793,2297,3655,18127,56
2/5/2021,1674,1832,2331,3732,19059,57
2/6/2021,1713,1859,2373,3821,19909,58
2/7/2021,1734,1876,2398,3883,20772,59
2/8/2021,1754,1902,2428,3977,21966,61
