date,cases,cases_APACHE,cases_YUMA,cases_YAVAPAI,cases_SANTA_CRUZ,cases_PINAL,cases_PIMA,cases_NAVAJO,cases_MOHAVE,cases_MARICOPA,cases_LA_PAZ,cases_GREENLEE,cases_GRAHAM,cases_GILA,cases_COCONINO,cases_COCHISE
2020-09-03 00:00:00,21,,,,,,,,,15.0,,,2.0,2.0,2.0,
2020-09-02 00:00:00,124,,11.0,,,2.0,7.0,1.0,1.0,87.0,,,2.0,3.0,9.0,1.0
2020-09-01 00:00:00,350,,8.0,3.0,4.0,6.0,67.0,3.0,21.0,203.0,1.0,,12.0,9.0,9.0,4.0
2020-08-31 00:00:00,631,5.0,25.0,11.0,2.0,16.0,63.0,11.0,14.0,452.0,,,10.0,5.0,10.0,7.0
2020-08-30 00:00:00,230,1.0,7.0,3.0,4.0,14.0,22.0,7.0,6.0,161.0,,,,2.0,3.0,
2020-08-29 00:00:00,237,1.0,4.0,9.0,,5.0,35.0,2.0,6.0,166.0,,,4.0,2.0,2.0,1.0
2020-08-28 00:00:00,514,8.0,23.0,10.0,2.0,15.0,63.0,7.0,8.0,351.0,,,3.0,5.0,15.0,4.0
2020-08-27 00:00:00,631,2.0,27.0,10.0,2.0,82.0,77.0,8.0,13.0,391.0,,,5.0,2.0,6.0,6.0
2020-08-26 00:00:00,715,6.0,41.0,6.0,3.0,15.0,83.0,8.0,19.0,501.0,2.0,,7.0,3.0,17.0,4.0
2020-08-25 00:00:00,478,,17.0,10.0,6.0,30.0,87.0,9.0,16.0,286.0,1.0,,1.0,6.0,5.0,4.0
2020-08-24 00:00:00,729,5.0,46.0,17.0,3.0,197.0,74.0,23.0,13.0,329.0,,,4.0,4.0,11.0,3.0
2020-08-23 00:00:00,238,,9.0,2.0,2.0,10.0,36.0,6.0,11.0,144.0,,,3.0,9.0,4.0,2.0
2020-08-22 00:00:00,325,1.0,4.0,5.0,1.0,11.0,31.0,1.0,9.0,247.0,,,5.0,4.0,4.0,2.0
2020-08-21 00:00:00,468,6.0,26.0,9.0,7.0,27.0,54.0,29.0,20.0,250.0,1.0,,16.0,8.0,12.0,3.0
2020-08-20 00:00:00,503,9.0,19.0,7.0,3.0,26.0,82.0,6.0,24.0,295.0,,1.0,13.0,8.0,7.0,3.0
2020-08-19 00:00:00,688,3.0,18.0,15.0,1.0,171.0,117.0,5.0,14.0,295.0,,,13.0,7.0,19.0,10.0
2020-08-18 00:00:00,589,14.0,43.0,16.0,7.0,63.0,91.0,5.0,17.0,291.0,1.0,,12.0,12.0,10.0,7.0
2020-08-17 00:00:00,606,4.0,53.0,19.0,3.0,37.0,89.0,13.0,29.0,310.0,,,7.0,16.0,19.0,7.0
2020-08-16 00:00:00,246,5.0,5.0,1.0,,18.0,31.0,1.0,4.0,165.0,1.0,,4.0,7.0,4.0,
2020-08-15 00:00:00,444,3.0,6.0,6.0,3.0,21.0,76.0,7.0,5.0,301.0,,,7.0,6.0,2.0,1.0
2020-08-14 00:00:00,627,16.0,41.0,14.0,6.0,25.0,86.0,12.0,18.0,379.0,,,5.0,10.0,14.0,1.0
2020-08-13 00:00:00,652,8.0,42.0,20.0,2.0,41.0,123.0,10.0,26.0,352.0,,,5.0,8.0,9.0,6.0
