date,cases_MARICOPA
2020-11-02 00:00:00,4
2020-11-01 00:00:00,167
2020-10-31 00:00:00,502
2020-10-30 00:00:00,738
2020-10-29 00:00:00,924
2020-10-28 00:00:00,878
2020-10-27 00:00:00,793
2020-10-26 00:00:00,865
2020-10-25 00:00:00,398
2020-10-24 00:00:00,689
2020-10-23 00:00:00,694
2020-10-22 00:00:00,753
2020-10-21 00:00:00,804
2020-10-20 00:00:00,780
2020-10-19 00:00:00,837
2020-10-18 00:00:00,458
2020-10-17 00:00:00,473
2020-10-16 00:00:00,672
2020-10-15 00:00:00,563
2020-10-14 00:00:00,582
2020-10-13 00:00:00,656
2020-10-12 00:00:00,560
2020-10-11 00:00:00,313
2020-10-10 00:00:00,372
2020-10-09 00:00:00,471
2020-10-08 00:00:00,467
2020-10-07 00:00:00,500
2020-10-06 00:00:00,533
2020-10-05 00:00:00,482
2020-10-04 00:00:00,267
2020-10-03 00:00:00,321
2020-10-02 00:00:00,374
2020-10-01 00:00:00,346
2020-09-30 00:00:00,400
2020-09-29 00:00:00,344
2020-09-28 00:00:00,339
2020-09-27 00:00:00,170
2020-09-26 00:00:00,257
2020-09-25 00:00:00,309
2020-09-24 00:00:00,316
2020-09-23 00:00:00,370
2020-09-22 00:00:00,336
2020-09-21 00:00:00,318
2020-09-20 00:00:00,186
2020-09-19 00:00:00,215
2020-09-18 00:00:00,306
2020-09-17 00:00:00,324
2020-09-16 00:00:00,344
2020-09-15 00:00:00,318
2020-09-14 00:00:00,334
2020-09-13 00:00:00,120
2020-09-12 00:00:00,169
2020-09-11 00:00:00,235
2020-09-10 00:00:00,271
2020-09-09 00:00:00,277
2020-09-08 00:00:00,271
2020-09-07 00:00:00,87
2020-09-06 00:00:00,105
2020-09-05 00:00:00,127
2020-09-04 00:00:00,234
2020-09-03 00:00:00,244
2020-09-02 00:00:00,313
2020-09-01 00:00:00,344
2020-08-31 00:00:00,451
2020-08-30 00:00:00,152
2020-08-29 00:00:00,179
2020-08-28 00:00:00,343
2020-08-27 00:00:00,324
2020-08-26 00:00:00,510
2020-08-25 00:00:00,330
2020-08-24 00:00:00,367
2020-08-23 00:00:00,155
2020-08-22 00:00:00,248
2020-08-21 00:00:00,278
2020-08-20 00:00:00,293
2020-08-19 00:00:00,310
2020-08-18 00:00:00,296
2020-08-17 00:00:00,334
2020-08-16 00:00:00,171
2020-08-15 00:00:00,334
2020-08-14 00:00:00,389
2020-08-13 00:00:00,365
2020-08-12 00:00:00,432
2020-08-11 00:00:00,471
2020-08-10 00:00:00,483
2020-08-09 00:00:00,250
2020-08-08 00:00:00,357
2020-08-07 00:00:00,466
2020-08-06 00:00:00,570
2020-08-05 00:00:00,612
2020-08-04 00:00:00,668
2020-08-03 00:00:00,695
2020-08-02 00:00:00,371
2020-08-01 00:00:00,554
2020-07-31 00:00:00,754
2020-07-30 00:00:00,714
2020-07-29 00:00:00,829
2020-07-28 00:00:00,1116
2020-07-27 00:00:00,1040
2020-07-26 00:00:00,575
2020-07-25 00:00:00,827
2020-07-24 00:00:00,1256
2020-07-23 00:00:00,1167
2020-07-22 00:00:00,1247
2020-07-21 00:00:00,1342
2020-07-20 00:00:00,1472
2020-07-19 00:00:00,697
2020-07-18 00:00:00,1186
2020-07-17 00:00:00,1898
2020-07-16 00:00:00,1795
2020-07-15 00:00:00,2218
2020-07-14 00:00:00,2411
2020-07-13 00:00:00,2387
2020-07-12 00:00:00,1169
2020-07-11 00:00:00,1655
2020-07-10 00:00:00,2805
2020-07-09 00:00:00,3111
2020-07-08 00:00:00,3228
2020-07-07 00:00:00,3375
2020-07-06 00:00:00,3477
2020-07-05 00:00:00,1433
2020-07-04 00:00:00,1245
2020-07-03 00:00:00,2599
2020-07-02 00:00:00,3554
2020-07-01 00:00:00,3652
2020-06-30 00:00:00,3783
2020-06-29 00:00:00,3840
2020-06-28 00:00:00,1710
2020-06-27 00:00:00,2380
2020-06-26 00:00:00,3490
2020-06-25 00:00:00,3404
2020-06-24 00:00:00,3299
2020-06-23 00:00:00,3036
2020-06-22 00:00:00,3010
2020-06-21 00:00:00,1337
2020-06-20 00:00:00,1822
2020-06-19 00:00:00,2658
2020-06-18 00:00:00,2345
2020-06-17 00:00:00,2234
2020-06-16 00:00:00,2161
2020-06-15 00:00:00,1929
2020-06-14 00:00:00,800
2020-06-13 00:00:00,962
2020-06-12 00:00:00,1417
2020-06-11 00:00:00,1371
2020-06-10 00:00:00,1271
2020-06-09 00:00:00,1108
2020-06-08 00:00:00,1162
2020-06-07 00:00:00,500
2020-06-06 00:00:00,571
2020-06-05 00:00:00,790
2020-06-04 00:00:00,816
2020-06-03 00:00:00,763
2020-06-02 00:00:00,664
2020-06-01 00:00:00,600
2020-05-31 00:00:00,223
