date,pcr_tests_COCHISE,pcr_pos_tests_COCHISE,pcr_positivity_COCHISE,ser_tests_COCHISE,ser_pos_tests_COCHISE,ser_positivity_COCHISE
2021-01-24 00:00:00,1,0,0,,,
2021-01-23 00:00:00,8,0,0,,,
2021-01-22 00:00:00,121,20,0.1652892561983471,5.0,2.0,0.4
2021-01-21 00:00:00,267,47,0.1760299625468165,11.0,3.0,0.2727272727272727
2021-01-20 00:00:00,331,37,0.1117824773413897,15.0,5.0,0.3333333333333333
2021-01-19 00:00:00,333,47,0.1411411411411412,10.0,3.0,0.3
2021-01-18 00:00:00,679,47,0.069219440353461,13.0,6.0,0.4615384615384616
2021-01-17 00:00:00,190,30,0.1578947368421053,1.0,1.0,1
2021-01-16 00:00:00,264,38,0.143939393939394,5.0,4.0,0.8
2021-01-15 00:00:00,319,42,0.1316614420062696,15.0,7.0,0.4666666666666668
2021-01-14 00:00:00,364,52,0.1428571428571429,19.0,5.0,0.2631578947368421
2021-01-13 00:00:00,392,63,0.1607142857142857,11.0,5.0,0.4545454545454546
2021-01-12 00:00:00,393,62,0.1577608142493639,12.0,5.0,0.4166666666666667
2021-01-11 00:00:00,451,75,0.1662971175166297,14.0,4.0,0.2857142857142857
2021-01-10 00:00:00,319,55,0.1724137931034483,,,
2021-01-09 00:00:00,319,51,0.1598746081504702,,,
2021-01-08 00:00:00,478,81,0.1694560669456067,15.0,1.0,0.0666666666666667
2021-01-07 00:00:00,580,104,0.1793103448275862,10.0,2.0,0.2
2021-01-06 00:00:00,361,88,0.2437673130193906,8.0,2.0,0.25
2021-01-05 00:00:00,694,146,0.2103746397694525,22.0,4.0,0.1818181818181818
2021-01-04 00:00:00,670,159,0.2373134328358209,20.0,4.0,0.2
2021-01-03 00:00:00,241,56,0.2323651452282158,1.0,0.0,0
2021-01-02 00:00:00,438,89,0.2031963470319635,1.0,1.0,1
2021-01-01 00:00:00,141,23,0.1631205673758866,,,
2020-12-31 00:00:00,398,76,0.1909547738693467,3.0,1.0,0.3333333333333333
2020-12-30 00:00:00,275,58,0.2109090909090909,10.0,1.0,0.1
2020-12-29 00:00:00,350,58,0.1657142857142857,14.0,2.0,0.1428571428571429
2020-12-28 00:00:00,428,97,0.2266355140186916,4.0,0.0,0
2020-12-27 00:00:00,121,34,0.2809917355371901,1.0,0.0,0
2020-12-26 00:00:00,86,34,0.3953488372093023,1.0,1.0,1
2020-12-25 00:00:00,38,7,0.1842105263157895,,,
2020-12-24 00:00:00,180,42,0.2333333333333334,2.0,1.0,0.5
2020-12-23 00:00:00,364,61,0.1675824175824176,11.0,3.0,0.2727272727272727
2020-12-22 00:00:00,385,86,0.2233766233766234,9.0,1.0,0.1111111111111111
2020-12-21 00:00:00,479,85,0.1774530271398747,12.0,3.0,0.25
2020-12-20 00:00:00,232,30,0.1293103448275862,,,
2020-12-19 00:00:00,385,42,0.1090909090909091,,,
2020-12-18 00:00:00,349,62,0.177650429799427,11.0,5.0,0.4545454545454546
2020-12-17 00:00:00,351,60,0.170940170940171,15.0,3.0,0.2
2020-12-16 00:00:00,294,73,0.2482993197278912,13.0,1.0,0.0769230769230769
2020-12-15 00:00:00,316,69,0.2183544303797468,15.0,2.0,0.1333333333333333
2020-12-14 00:00:00,526,86,0.1634980988593156,20.0,5.0,0.25
2020-12-13 00:00:00,159,30,0.1886792452830189,3.0,1.0,0.3333333333333333
2020-12-12 00:00:00,183,28,0.1530054644808743,,,
2020-12-11 00:00:00,263,56,0.2129277566539924,11.0,0.0,0
2020-12-10 00:00:00,399,85,0.2130325814536341,13.0,3.0,0.2307692307692308
2020-12-09 00:00:00,532,94,0.1766917293233083,6.0,1.0,0.1666666666666667
2020-12-08 00:00:00,545,85,0.1559633027522936,8.0,2.0,0.25
2020-12-07 00:00:00,564,81,0.1436170212765958,16.0,2.0,0.125
2020-12-06 00:00:00,190,33,0.1736842105263158,1.0,0.0,0
2020-12-05 00:00:00,293,44,0.1501706484641638,,,
2020-12-04 00:00:00,283,46,0.1625441696113074,12.0,1.0,0.0833333333333333
2020-12-03 00:00:00,388,64,0.1649484536082474,21.0,3.0,0.1428571428571429
2020-12-02 00:00:00,310,65,0.2096774193548387,16.0,3.0,0.1875
2020-12-01 00:00:00,432,69,0.1597222222222222,6.0,1.0,0.1666666666666667
2020-11-30 00:00:00,296,66,0.222972972972973,14.0,0.0,0
2020-11-29 00:00:00,130,32,0.2461538461538462,1.0,0.0,0
2020-11-28 00:00:00,262,37,0.1412213740458016,2.0,1.0,0.5
2020-11-27 00:00:00,125,32,0.256,5.0,0.0,0
2020-11-26 00:00:00,15,2,0.1333333333333333,,,
2020-11-25 00:00:00,215,35,0.1627906976744186,7.0,0.0,0
2020-11-24 00:00:00,256,44,0.171875,14.0,2.0,0.1428571428571429
2020-11-23 00:00:00,264,40,0.1515151515151515,6.0,1.0,0.1666666666666667
2020-11-22 00:00:00,197,27,0.1370558375634518,,,
2020-11-21 00:00:00,399,47,0.1177944862155389,1.0,0.0,0
2020-11-20 00:00:00,221,37,0.167420814479638,13.0,1.0,0.0769230769230769
2020-11-19 00:00:00,213,45,0.2112676056338028,7.0,0.0,0
2020-11-18 00:00:00,237,51,0.2151898734177215,9.0,1.0,0.1111111111111111
2020-11-17 00:00:00,257,54,0.2101167315175097,4.0,0.0,0
2020-11-16 00:00:00,189,36,0.1904761904761905,9.0,0.0,0
2020-11-15 00:00:00,110,10,0.0909090909090909,1.0,0.0,0
2020-11-14 00:00:00,207,17,0.0821256038647343,1.0,0.0,0
2020-11-13 00:00:00,171,24,0.1403508771929825,15.0,1.0,0.0666666666666667
2020-11-12 00:00:00,225,27,0.12,14.0,0.0,0
2020-11-11 00:00:00,141,27,0.1914893617021277,7.0,0.0,0
2020-11-10 00:00:00,214,33,0.1542056074766355,7.0,0.0,0
2020-11-09 00:00:00,208,43,0.2067307692307692,11.0,0.0,0
2020-11-08 00:00:00,117,23,0.1965811965811966,1.0,0.0,0
2020-11-07 00:00:00,177,26,0.1468926553672317,6.0,2.0,0.3333333333333333
2020-11-06 00:00:00,215,29,0.1348837209302326,14.0,1.0,0.0714285714285714
