date,Pima_cume,Pima
2020-12-01 00:00:00,12,
2020-12-02 00:00:00,14,2
2020-12-03 00:00:00,17,3
2020-12-04 00:00:00,18,1
2020-12-05 00:00:00,19,1
2020-12-09 00:00:00,22,3
2020-12-10 00:00:00,23,1
2020-12-11 00:00:00,26,3
2020-12-12 00:00:00,27,1
2020-12-13 00:00:00,28,1
2020-12-14 00:00:00,32,4
2020-12-15 00:00:00,49,17
2020-12-16 00:00:00,53,4
2020-12-17 00:00:00,1286,1233
2020-12-18 00:00:00,2691,1405
2020-12-19 00:00:00,3430,739
2020-12-20 00:00:00,3434,4
2020-12-21 00:00:00,4957,1523
2020-12-22 00:00:00,6462,1505
2020-12-23 00:00:00,8310,1848
2020-12-24 00:00:00,9349,1039
2020-12-25 00:00:00,9351,2
2020-12-26 00:00:00,10141,790
2020-12-27 00:00:00,10306,165
2020-12-28 00:00:00,12155,1849
2020-12-29 00:00:00,14236,2081
2020-12-30 00:00:00,16492,2256
2020-12-31 00:00:00,18150,1658
2021-01-01 00:00:00,18328,178
2021-01-02 00:00:00,18942,614
2021-01-03 00:00:00,19376,434
2021-01-04 00:00:00,21184,1808
2021-01-05 00:00:00,22922,1738
2021-01-06 00:00:00,25081,2159
2021-01-07 00:00:00,27328,2247
2021-01-08 00:00:00,29979,2651
2021-01-09 00:00:00,31498,1519
2021-01-10 00:00:00,31900,402
2021-01-11 00:00:00,34677,2777
2021-01-12 00:00:00,37405,2728
2021-01-13 00:00:00,39877,2472
2021-01-14 00:00:00,42299,2422
2021-01-15 00:00:00,46341,4042
2021-01-16 00:00:00,47740,1399
2021-01-17 00:00:00,48243,503
2021-01-18 00:00:00,52197,3954
2021-01-19 00:00:00,56285,4088
2021-01-20 00:00:00,60984,4699
2021-01-21 00:00:00,66303,5319
2021-01-22 00:00:00,72845,6542
2021-01-23 00:00:00,75401,2556
2021-01-24 00:00:00,76401,1000
2021-01-25 00:00:00,83715,7314
2021-01-26 00:00:00,90709,6994
2021-01-27 00:00:00,98248,7539
2021-01-28 00:00:00,105171,6923
2021-01-29 00:00:00,112443,7272
2021-01-30 00:00:00,116255,3812
2021-01-31 00:00:00,117763,1508
2021-02-01 00:00:00,123168,5405
2021-02-02 00:00:00,129460,6292
2021-02-03 00:00:00,136426,6966
2021-02-04 00:00:00,143662,7236
2021-02-05 00:00:00,152419,8757
2021-02-06 00:00:00,156769,4350
2021-02-07 00:00:00,157857,1088
2021-02-08 00:00:00,164693,6836
2021-02-09 00:00:00,170867,6174
2021-02-10 00:00:00,178344,7477
2021-02-11 00:00:00,186065,7721
2021-02-12 00:00:00,194822,8757
2021-02-13 00:00:00,199105,4283
2021-02-14 00:00:00,200023,918
2021-02-15 00:00:00,206124,6101
2021-02-16 00:00:00,212981,6857
2021-02-17 00:00:00,220506,7525
2021-02-18 00:00:00,227686,7180
2021-02-19 00:00:00,231974,4288
2021-02-20 00:00:00,234051,2077
2021-02-21 00:00:00,234700,649
2021-02-22 00:00:00,238473,3773
2021-02-23 00:00:00,242989,4516
2021-02-24 00:00:00,249365,6376
2021-02-25 00:00:00,257552,8187
2021-02-26 00:00:00,267696,10144
2021-02-27 00:00:00,272064,4368
2021-02-28 00:00:00,274170,2106
2021-03-01 00:00:00,281055,6885
2021-03-02 00:00:00,287675,6620
2021-03-03 00:00:00,295788,8113
2021-03-04 00:00:00,302054,6266
2021-03-05 00:00:00,309897,7843
2021-03-06 00:00:00,314583,4686
2021-03-07 00:00:00,316845,2262
2021-03-08 00:00:00,324741,7896
2021-03-09 00:00:00,332642,7901
2021-03-10 00:00:00,342463,9821
2021-03-11 00:00:00,351995,9532
2021-03-12 00:00:00,362368,10373
2021-03-13 00:00:00,367529,5161
2021-03-14 00:00:00,369351,1822
2021-03-15 00:00:00,375983,6632
2021-03-16 00:00:00,383581,7598
2021-03-17 00:00:00,392377,8796
2021-03-18 00:00:00,400894,8517
2021-03-19 00:00:00,409899,9005
2021-03-20 00:00:00,414248,4349
2021-03-21 00:00:00,417765,3517
2021-03-22 00:00:00,424178,6413
2021-03-23 00:00:00,431400,7222
2021-03-24 00:00:00,440130,8730
2021-03-25 00:00:00,450146,10016
2021-03-26 00:00:00,460407,10261
2021-03-27 00:00:00,466031,5624
2021-03-28 00:00:00,468950,2919
2021-03-29 00:00:00,475654,6704
2021-03-30 00:00:00,483977,8323
