date,pcr_tests_COCHISE,pcr_pos_tests_COCHISE,pcr_positivity_COCHISE,ser_tests_COCHISE,ser_pos_tests_COCHISE,ser_positivity_COCHISE
2021-02-25 00:00:00,23,2,0.0869565217391304,,,
2021-02-24 00:00:00,86,3,0.0348837209302326,4.0,1.0,0.25
2021-02-23 00:00:00,305,11,0.0360655737704918,5.0,3.0,0.6
2021-02-22 00:00:00,186,11,0.0591397849462366,14.0,3.0,0.2142857142857143
2021-02-21 00:00:00,76,12,0.1578947368421053,,,
2021-02-20 00:00:00,99,12,0.1212121212121212,,,
2021-02-19 00:00:00,186,21,0.1129032258064516,17.0,5.0,0.2941176470588236
2021-02-18 00:00:00,225,9,0.04,6.0,1.0,0.1666666666666667
2021-02-17 00:00:00,410,28,0.0682926829268293,13.0,6.0,0.4615384615384616
2021-02-16 00:00:00,751,46,0.0612516644474035,6.0,3.0,0.5
2021-02-15 00:00:00,143,17,0.1188811188811189,5.0,3.0,0.6
2021-02-14 00:00:00,54,7,0.1296296296296296,1.0,0.0,0
2021-02-13 00:00:00,112,15,0.1339285714285714,,,
2021-02-12 00:00:00,164,9,0.0548780487804878,12.0,7.0,0.5833333333333334
2021-02-11 00:00:00,199,7,0.0351758793969849,10.0,3.0,0.3
2021-02-10 00:00:00,161,13,0.0807453416149068,10.0,7.0,0.7
2021-02-09 00:00:00,173,18,0.1040462427745665,12.0,2.0,0.1666666666666667
2021-02-08 00:00:00,214,7,0.0327102803738318,19.0,11.0,0.5789473684210528
2021-02-07 00:00:00,81,5,0.0617283950617284,,,
2021-02-06 00:00:00,115,14,0.1217391304347826,1.0,0.0,0
2021-02-05 00:00:00,191,15,0.0785340314136126,11.0,3.0,0.2727272727272727
2021-02-04 00:00:00,175,18,0.1028571428571429,5.0,2.0,0.4
2021-02-03 00:00:00,216,18,0.0833333333333333,8.0,2.0,0.25
2021-02-02 00:00:00,280,23,0.0821428571428571,10.0,2.0,0.2
2021-02-01 00:00:00,206,24,0.1165048543689321,12.0,3.0,0.25
2021-01-31 00:00:00,83,13,0.1566265060240964,,,
2021-01-30 00:00:00,199,19,0.0954773869346734,,,
2021-01-29 00:00:00,194,23,0.1185567010309278,8.0,0.0,0
2021-01-28 00:00:00,183,21,0.1147540983606558,5.0,2.0,0.4
2021-01-27 00:00:00,205,27,0.1317073170731708,12.0,4.0,0.3333333333333333
2021-01-26 00:00:00,213,29,0.136150234741784,14.0,8.0,0.5714285714285714
2021-01-25 00:00:00,231,25,0.1082251082251082,17.0,5.0,0.2941176470588236
2021-01-24 00:00:00,110,11,0.1,,,
2021-01-23 00:00:00,202,27,0.1336633663366337,2.0,0.0,0
2021-01-22 00:00:00,208,42,0.2019230769230769,16.0,6.0,0.375
2021-01-21 00:00:00,318,54,0.169811320754717,11.0,3.0,0.2727272727272727
2021-01-20 00:00:00,343,39,0.1137026239067055,15.0,5.0,0.3333333333333333
2021-01-19 00:00:00,349,49,0.1404011461318052,10.0,3.0,0.3
2021-01-18 00:00:00,709,50,0.0705218617771509,13.0,6.0,0.4615384615384616
2021-01-17 00:00:00,188,29,0.1542553191489362,1.0,1.0,1
2021-01-16 00:00:00,269,38,0.1412639405204461,5.0,4.0,0.8
2021-01-15 00:00:00,338,47,0.1390532544378698,15.0,7.0,0.4666666666666668
2021-01-14 00:00:00,364,50,0.1373626373626374,19.0,5.0,0.2631578947368421
2021-01-13 00:00:00,388,61,0.1572164948453608,11.0,5.0,0.4545454545454546
2021-01-12 00:00:00,405,61,0.1506172839506173,12.0,5.0,0.4166666666666667
2021-01-11 00:00:00,462,78,0.1688311688311688,14.0,4.0,0.2857142857142857
2021-01-10 00:00:00,317,54,0.1703470031545741,,,
2021-01-09 00:00:00,317,50,0.1577287066246057,,,
2021-01-08 00:00:00,474,81,0.1708860759493671,15.0,1.0,0.0666666666666667
2021-01-07 00:00:00,571,104,0.1821366024518389,10.0,2.0,0.2
2021-01-06 00:00:00,357,89,0.2492997198879552,8.0,2.0,0.25
2021-01-05 00:00:00,689,145,0.2104499274310595,22.0,4.0,0.1818181818181818
2021-01-04 00:00:00,661,156,0.2360060514372164,20.0,4.0,0.2
2021-01-03 00:00:00,235,55,0.2340425531914894,1.0,0.0,0
2021-01-02 00:00:00,435,88,0.2022988505747127,1.0,1.0,1
2021-01-01 00:00:00,140,23,0.1642857142857143,,,
2020-12-31 00:00:00,378,74,0.1957671957671958,3.0,1.0,0.3333333333333333
2020-12-30 00:00:00,262,57,0.217557251908397,10.0,1.0,0.1
2020-12-29 00:00:00,331,58,0.1752265861027191,14.0,2.0,0.1428571428571429
2020-12-28 00:00:00,418,96,0.229665071770335,4.0,0.0,0
2020-12-27 00:00:00,116,34,0.2931034482758621,1.0,0.0,0
2020-12-26 00:00:00,85,32,0.3764705882352941,1.0,1.0,1
2020-12-25 00:00:00,36,7,0.1944444444444445,,,
2020-12-24 00:00:00,168,42,0.25,2.0,1.0,0.5
2020-12-23 00:00:00,350,60,0.1714285714285714,11.0,3.0,0.2727272727272727
2020-12-22 00:00:00,373,85,0.2278820375335121,9.0,1.0,0.1111111111111111
2020-12-21 00:00:00,464,84,0.1810344827586207,12.0,3.0,0.25
2020-12-20 00:00:00,222,29,0.1306306306306306,,,
2020-12-19 00:00:00,365,42,0.1150684931506849,,,
2020-12-18 00:00:00,331,60,0.1812688821752266,10.0,4.0,0.4
2020-12-17 00:00:00,340,60,0.1764705882352941,15.0,3.0,0.2
2020-12-16 00:00:00,278,72,0.2589928057553957,10.0,1.0,0.1
2020-12-15 00:00:00,303,66,0.2178217821782178,15.0,2.0,0.1333333333333333
2020-12-14 00:00:00,491,84,0.1710794297352342,20.0,5.0,0.25
2020-12-13 00:00:00,149,30,0.2013422818791946,3.0,1.0,0.3333333333333333
2020-12-12 00:00:00,168,28,0.1666666666666667,,,
2020-12-11 00:00:00,250,55,0.22,11.0,0.0,0
2020-12-10 00:00:00,369,80,0.2168021680216802,12.0,3.0,0.25
2020-12-09 00:00:00,507,93,0.1834319526627219,6.0,1.0,0.1666666666666667
2020-12-08 00:00:00,496,83,0.1673387096774194,7.0,2.0,0.2857142857142857
2020-12-07 00:00:00,524,81,0.1545801526717557,16.0,2.0,0.125
2020-12-06 00:00:00,177,33,0.1864406779661017,1.0,0.0,0
2020-12-05 00:00:00,279,43,0.1541218637992832,,,
2020-12-04 00:00:00,273,47,0.1721611721611722,12.0,1.0,0.0833333333333333
2020-12-03 00:00:00,379,63,0.1662269129287599,20.0,3.0,0.15
2020-12-02 00:00:00,291,64,0.2199312714776632,16.0,3.0,0.1875
2020-12-01 00:00:00,411,67,0.1630170316301703,6.0,1.0,0.1666666666666667
2020-11-30 00:00:00,283,65,0.2296819787985866,13.0,0.0,0
2020-11-29 00:00:00,122,31,0.2540983606557377,1.0,0.0,0
2020-11-28 00:00:00,251,37,0.1474103585657371,2.0,1.0,0.5
2020-11-27 00:00:00,122,32,0.2622950819672132,5.0,0.0,0
2020-11-26 00:00:00,15,2,0.1333333333333333,,,
2020-11-25 00:00:00,206,34,0.1650485436893204,7.0,0.0,0
2020-11-24 00:00:00,249,44,0.176706827309237,14.0,2.0,0.1428571428571429
2020-11-23 00:00:00,250,39,0.156,6.0,1.0,0.1666666666666667
2020-11-22 00:00:00,186,26,0.1397849462365591,,,
2020-11-21 00:00:00,377,43,0.1140583554376658,1.0,0.0,0
2020-11-20 00:00:00,216,37,0.1712962962962963,13.0,1.0,0.0769230769230769
2020-11-19 00:00:00,206,43,0.2087378640776699,7.0,0.0,0
2020-11-18 00:00:00,230,49,0.2130434782608696,8.0,1.0,0.125
2020-11-17 00:00:00,249,53,0.21285140562249,4.0,0.0,0
2020-11-16 00:00:00,187,36,0.1925133689839572,9.0,0.0,0
2020-11-15 00:00:00,101,8,0.0792079207920792,1.0,0.0,0
2020-11-14 00:00:00,194,17,0.0876288659793814,1.0,0.0,0
2020-11-13 00:00:00,162,24,0.1481481481481482,14.0,1.0,0.0714285714285714
2020-11-12 00:00:00,215,26,0.1209302325581395,14.0,0.0,0
