date,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham
1/1/2021,162,177,157,183,237,3
1/1/2022,3657,2682,2519,2840,4451,2290
1/10/2021,254,288,289,301,510,4
1/10/2022,3700,2697,2530,2853,4462,2402
1/11/2021,260,300,296,315,547,4
1/11/2022,3701,2700,2530,2853,4464,2423
1/12/2021,270,307,310,343,604,5
1/12/2022,3706,2702,2532,2855,4466,2435
1/13/2021,280,317,321,361,693,5
1/13/2022,3717,2707,2539,2857,4470,2461
1/14/2021,293,347,346,405,805,5
1/14/2022,3727,2715,2540,2859,4470,2500
1/15/2021,403,461,454,528,931,18
1/15/2022,3728,2716,2546,2859,4470,2500
1/16/2021,404,461,454,528,985,18
1/16/2022,3728,2716,2546,2859,4470,2500
1/17/2021,404,461,454,528,986,18
1/17/2022,3734,2719,2547,2861,4470,2505
1/18/2021,417,466,466,543,1034,18
1/18/2022,3741,2719,2547,2863,4471,2520
1/19/2021,423,481,474,563,1076,19
1/19/2022,3745,2721,2547,2863,4471,2529
1/2/2021,163,177,157,184,238,3
1/2/2022,3657,2682,2521,2840,4451,2291
1/20/2021,446,489,488,581,1136,19
1/20/2022,3756,2724,2548,2863,4473,2556
1/21/2021,460,495,497,603,1242,19
1/21/2022,3769,2725,2548,2864,4473,2575
1/22/2021,527,550,532,644,1300,23
1/22/2022,3770,2725,2548,2865,4473,2576
1/23/2021,533,561,542,651,1509,23
1/23/2022,3771,2726,2548,2865,4473,2576
1/24/2021,533,561,544,651,1509,23
1/24/2022,3779,2730,2548,2866,4474,2594
1/25/2021,545,570,557,669,1539,24
1/25/2022,3783,2732,2549,2867,4474,2603
1/26/2021,553,574,560,676,1605,24
1/26/2022,3786,2732,2550,2868,4475,2612
1/27/2021,566,582,579,687,1671,25
1/27/2022,3795,2734,2553,2869,4477,2618
1/28/2021,588,609,612,713,1735,25
1/28/2022,3800,2736,2555,2873,4478,2647
1/29/2021,632,641,629,748,1950,31
1/29/2022,3803,2739,2556,2873,4478,2654
1/3/2021,163,177,157,184,238,3
1/3/2022,3663,2685,2521,2841,4452,2302
1/30/2021,666,665,651,756,1956,34
1/30/2022,3804,2739,2556,2873,4478,2654
1/31/2021,666,665,651,757,1956,34
1/31/2022,3804,2741,2557,2874,4479,2662
1/4/2021,182,208,184,203,273,3
1/4/2022,3665,2687,2521,2843,4453,2316
1/5/2021,192,222,198,217,329,3
1/5/2022,3667,2687,2522,2845,4453,2326
1/6/2021,210,245,214,237,367,4
1/6/2022,3678,2690,2523,2847,4457,2341
1/7/2021,232,258,237,255,454,4
1/7/2022,3686,2694,2525,2847,4459,2381
1/8/2021,254,288,289,301,509,4
1/8/2022,3688,2696,2527,2850,4460,2392
1/9/2021,254,288,289,301,510,4
1/9/2022,3691,2696,2527,2850,4460,2393
10/1/2021,3256,2463,2348,2708,4305,1459
10/10/2021,3290,2485,2367,2713,4314,1475
10/11/2021,3295,2492,2369,2713,4315,1477
10/12/2021,3297,2495,2373,2714,4317,1480
10/13/2021,3301,2495,2375,2716,4318,1482
10/14/2021,3308,2500,2380,2716,4318,1483
10/15/2021,3319,2505,2383,2718,4319,1485
10/16/2021,3323,2506,2384,2718,4320,1487
10/17/2021,3325,2507,2384,2718,4320,1487
10/18/2021,3331,2511,2387,2718,4321,1489
10/19/2021,3334,2515,2390,2719,4322,1491
10/2/2021,3257,2464,2348,2708,4305,1464
10/20/2021,3340,2517,2390,2720,4322,1493
10/21/2021,3349,2522,2391,2722,4323,1499
10/22/2021,3355,2525,2394,2726,4323,1507
10/23/2021,3357,2526,2394,2727,4324,1509
10/24/2021,3357,2526,2394,2729,4324,1510
10/25/2021,3362,2526,2394,2731,4326,1511
10/26/2021,3366,2528,2394,2732,4328,1512
10/27/2021,3372,2530,2394,2733,4331,1514
10/28/2021,3379,2546,2401,2735,4332,1526
10/29/2021,3382,2548,2404,2736,4334,1530
10/3/2021,3257,2466,2348,2708,4305,1464
10/30/2021,3386,2548,2406,2737,4336,1530
10/31/2021,3387,2548,2406,2737,4336,1530
